Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Иглинская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445					
11	Число полученных открепительных  удостоверений	500	37	20	26	15	20	20	20	20	15	15	15	15	10	10	10	0	6	5	5	5	10	5	0	2	0	5	5	0	5	5	5	5	5	5	10	5	5	5	3	5	5	5	5	6	5	23	2	10	5	5	10	5	5	15	10	5					
12	Число выданных открепительных удостоверений	269	19	15	9	8	14	14	11	9	10	8	4	15	1	3	10	0	2	2	5	5	7	1	0	2	0	5	0	0	0	1	5	0	5	0	1	5	0	0	0	5	0	5	1	1	0	23	2	0	0	1	1	3	1	15	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	166	9	4	1	5	0	0	2	6	2	0	8	0	0	0	4	0	13	0	2	1	6	4	2	4	2	3	3	5	1	0	2	1	4	3	0	0	0	0	0	1	2	4	1	3	3	15	0	3	2	3	3	1	9	5	6	8					
14	Число неиспользованных открепительных удостоверений	231	18	5	17	7	6	6	9	11	5	7	11	0	9	7	0	0	4	3	0	0	3	4	0	0	0	0	5	0	5	4	0	5	0	5	9	0	5	5	3	0	5	0	4	5	5	0	0	10	5	4	9	2	4	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	. Глазьев Сергей Юрьевич	58	2	2	2	2	7	1	7	0	0	0	3	2	2	2	2	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	3	0	0	3	0	1					
		0.25%	0.24%	0.24%	0.24%	0.25%	0.82%	0.13%	0.79%	0.00%	0.00%	0.00%	0.34%	0.23%	0.49%	0.52%	0.37%	0.46%	0.00%	0.00%	0.22%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.63%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.32%	0.51%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.35%	0.00%	0.64%					
19	. Малышкин Олег Александрович	37	1	2	4	2	4	0	0	0	0	0	4	2	1	0	2	1	0	1	1	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0					
		0.16%	0.12%	0.24%	0.49%	0.25%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.23%	0.24%	0.00%	0.37%	0.23%	0.00%	0.59%	0.22%	0.67%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.12%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	38	1	1	1	0	5	1	0	0	0	0	4	3	2	1	0	0	0	1	2	1	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0					
		0.16%	0.12%	0.12%	0.12%	0.00%	0.58%	0.13%	0.00%	0.00%	0.00%	0.00%	0.46%	0.35%	0.49%	0.26%	0.00%	0.00%	0.00%	0.59%	0.44%	0.67%	0.54%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%					
21	. Путин Владимир Владимирович	23034	815	801	805	784	816	776	862	808	791	850	841	825	400	377	527	423	266	167	437	145	718	309	73	522	150	507	180	460	147	127	463	123	398	116	140	415	129	104	39	253	120	337	81	574	90	915	386	312	126	205	267	238	205	831	309	149					
		97.46%	97.96%	97.68%	98.41%	96.91%	95.22%	97.12%	97.62%	97.35%	97.06%	97.03%	95.79%	96.27%	97.09%	97.92%	97.96%	98.14%	97.79%	98.82%	97.11%	97.32%	97.03%	97.48%	97.33%	97.94%	97.40%	97.13%	97.30%	98.50%	97.35%	97.69%	97.06%	97.62%	97.55%	98.31%	98.59%	98.34%	97.73%	97.20%	97.50%	99.22%	97.56%	97.97%	97.59%	98.29%	97.83%	98.28%	99.23%	99.05%	99.21%	98.09%	97.09%	98.35%	97.16%	97.19%	97.17%	95.51%					
22	. Хакамада Ирина Муцуовна	69	3	3	5	4	9	5	0	4	0	0	5	4	2	1	2	0	2	0	1	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	6	2	0					
		0.29%	0.36%	0.37%	0.61%	0.49%	1.05%	0.63%	0.00%	0.48%	0.00%	0.00%	0.57%	0.47%	0.49%	0.26%	0.37%	0.00%	0.74%	0.00%	0.22%	0.00%	0.27%	0.32%	0.00%	0.00%	0.65%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.70%	0.63%	0.00%					
23	. Харитонов Николай Михайлович	276	8	6	1	6	1	15	10	18	24	26	5	11	2	3	1	3	4	0	6	1	9	7	2	0	0	15	5	4	3	2	5	3	6	2	1	5	3	0	1	2	3	5	2	8	2	6	1	3	1	3	0	2	3	3	5	3					
		1.17%	0.96%	0.73%	0.12%	0.74%	0.12%	1.88%	1.13%	2.17%	2.94%	2.97%	0.57%	1.28%	0.49%	0.78%	0.19%	0.70%	1.47%	0.00%	1.33%	0.67%	1.22%	2.21%	2.67%	0.00%	0.00%	2.87%	2.70%	0.86%	1.99%	1.54%	1.05%	2.38%	1.47%	1.69%	0.70%	1.18%	2.27%	0.00%	2.50%	0.78%	2.44%	1.45%	2.41%	1.37%	2.17%	0.64%	0.26%	0.95%	0.79%	1.44%	0.00%	0.83%	1.42%	0.35%	1.57%	1.92%					
																																																															
24	Против всех	44	0	2	0	8	0	0	4	0	0	0	4	3	2	0	3	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2	1	2	0					
		0.19%	0.00%	0.24%	0.00%	0.99%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.46%	0.35%	0.49%	0.00%	0.56%	0.23%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.38%	0.65%	0.00%	0.00%	0.00%	0.00%	0.77%	0.42%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.95%	0.12%	0.63%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
