Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Нововаршавская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	352	30	30	30	20	4	15	30	30	15	4	3	3	4	20	2	2	10	2	2	10	3	2	10	4	4	2	2	10	3	3	25	10	4	2	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	108	10	10	11	12	2	1	3	8	7	0	0	0	2	3	0	0	10	0	0	2	1	0	1	0	1	0	0	5	1	0	8	6	4	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	5	1	4	4	0	3	0	2	1	3	2	1	2	2	1	1	1	1	1	3	1	0	2	1	4	1	1	0	1	1	0	2	1	4	1									
14	Число погашенных неиспользованных открепительных удостоверений	244	20	20	19	8	2	14	27	22	8	4	3	3	2	17	2	2	0	2	2	8	2	2	9	4	3	2	2	5	2	3	17	4	0	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	2	2	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	64	11	4	5	3	1	5	8	1	1	0	1	0	1	2	2	0	2	0	0	0	0	0	2	0	2	1	0	2	2	1	1	5	0	0	1									
		0.73%	1.79%	0.74%	0.73%	0.63%	0.95%	1.11%	1.37%	0.16%	0.23%	0.00%	0.87%	0.00%	0.87%	0.44%	9.09%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	1.48%	2.63%	0.00%	0.62%	2.08%	1.00%	0.16%	1.35%	0.00%	0.00%	1.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	559	33	28	44	30	7	33	47	50	21	12	4	2	4	40	1	4	15	3	5	22	5	4	19	9	12	1	4	20	4	8	42	14	5	0	7									
		6.41%	5.37%	5.15%	6.40%	6.26%	6.67%	7.32%	8.06%	8.05%	4.78%	6.98%	3.48%	1.67%	3.48%	8.89%	4.55%	6.90%	5.60%	6.67%	8.47%	7.01%	3.70%	7.69%	6.23%	8.49%	8.89%	2.63%	12.12%	6.23%	4.17%	8.00%	6.64%	3.77%	10.64%	0.00%	11.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	135	15	11	11	9	0	4	6	14	3	3	0	0	0	7	14	0	0	0	0	1	0	1	3	0	2	0	0	2	3	4	14	8	0	0	0									
		1.55%	2.44%	2.02%	1.60%	1.88%	0.00%	0.89%	1.03%	2.25%	0.68%	1.74%	0.00%	0.00%	0.00%	1.56%	63.64%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	1.92%	0.98%	0.00%	1.48%	0.00%	0.00%	0.62%	3.13%	4.00%	2.21%	2.16%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3823	213	184	236	166	42	210	183	185	201	97	77	87	77	179	1	26	195	31	32	158	74	25	145	56	64	22	7	143	36	42	309	247	21	21	31									
		43.86%	34.63%	33.82%	34.30%	34.66%	40.00%	46.56%	31.39%	29.79%	45.79%	56.40%	66.96%	72.50%	66.96%	39.78%	4.55%	44.83%	72.76%	68.89%	54.24%	50.32%	54.81%	48.08%	47.54%	52.83%	47.41%	57.89%	21.21%	44.55%	37.50%	42.00%	48.82%	66.58%	44.68%	100.00%	51.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	1	2	1	4	1	0	3	2	2	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0	0	1									
		0.31%	0.16%	0.37%	0.15%	0.84%	0.95%	0.00%	0.51%	0.32%	0.46%	0.58%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	1.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	1	0	0	1	0	0	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0									
		0.15%	0.16%	0.00%	0.00%	0.21%	0.00%	0.00%	0.51%	0.48%	0.23%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	1.00%	0.16%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1412	125	85	109	105	24	63	157	176	92	21	5	16	5	53	0	12	27	1	2	61	12	6	35	11	4	5	0	30	31	19	94	20	2	0	4									
		16.20%	20.33%	15.63%	15.84%	21.92%	22.86%	13.97%	26.93%	28.34%	20.96%	12.21%	4.35%	13.33%	4.35%	11.78%	0.00%	20.69%	10.07%	2.22%	3.39%	19.43%	8.89%	11.54%	11.48%	10.38%	2.96%	13.16%	0.00%	9.35%	32.29%	19.00%	14.85%	5.39%	4.26%	0.00%	6.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	2	1	6	0	1	2	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2									
		0.28%	0.33%	0.18%	0.87%	0.00%	0.95%	0.44%	0.51%	0.00%	0.00%	0.58%	1.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.16%	0.54%	0.00%	0.00%	3.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	79	8	10	11	7	0	2	10	3	4	1	0	0	0	3	0	0	2	0	0	1	1	0	2	0	0	1	0	2	0	1	8	1	0	0	1									
		0.91%	1.30%	1.84%	1.60%	1.46%	0.00%	0.44%	1.72%	0.48%	0.91%	0.58%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.75%	0.00%	0.00%	0.32%	0.74%	0.00%	0.66%	0.00%	0.00%	2.63%	0.00%	0.62%	0.00%	1.00%	1.26%	0.27%	0.00%	0.00%	1.67%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	0	1	1	1	3	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1									
		0.17%	0.00%	0.18%	0.00%	0.21%	0.95%	0.22%	0.51%	0.00%	0.46%	0.00%	0.00%	0.83%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	1.67%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	7	7	5	1	1	4	1	3	4	2	0	0	0	4	0	0	0	0	0	2	2	0	3	0	2	1	0	3	0	0	3	2	0	0	0									
		0.65%	1.14%	1.29%	0.73%	0.21%	0.95%	0.89%	0.17%	0.48%	0.91%	1.16%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	1.48%	0.00%	0.98%	0.00%	1.48%	2.63%	0.00%	0.93%	0.00%	0.00%	0.47%	0.54%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1932	160	159	207	115	23	111	121	139	82	28	13	10	10	134	4	13	22	7	20	52	26	16	68	20	35	6	22	100	12	17	128	28	14	0	10									
		22.17%	26.02%	29.23%	30.09%	24.01%	21.90%	24.61%	20.75%	22.38%	18.68%	16.28%	11.30%	8.33%	8.70%	29.78%	18.18%	22.41%	8.21%	15.56%	33.90%	16.56%	19.26%	30.77%	22.30%	18.87%	25.93%	15.79%	66.67%	31.15%	12.50%	17.00%	20.22%	7.55%	29.79%	0.00%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	4	3	4	1	1	1	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	4	2	1	0	0									
		0.36%	0.65%	0.55%	0.58%	0.21%	0.95%	0.22%	0.17%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.62%	1.04%	0.00%	0.63%	0.54%	2.13%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	207	11	21	22	13	1	5	23	20	7	0	2	2	2	8	0	2	4	0	0	5	4	0	10	0	5	0	0	7	4	4	16	9	0	0	0									
		2.37%	1.79%	3.86%	3.20%	2.71%	0.95%	1.11%	3.95%	3.22%	1.59%	0.00%	1.74%	1.67%	1.74%	1.78%	0.00%	3.45%	1.49%	0.00%	0.00%	1.59%	2.96%	0.00%	3.28%	0.00%	3.70%	0.00%	0.00%	2.18%	4.17%	4.00%	2.53%	2.43%	0.00%	0.00%	0.00%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
