Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Межевская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	44	0	14	3	1	6	2	1	3	5	3	0	2	4					
		1.54%	0.0%	1.07%	5.66%	0.97%	1.57%	5.55%	0.70%	5.35%	2.53%	1.56%	0.0%	1.68%	3.2%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	29	1	19	0	1	2	0	0	0	0	3	0	0	3					
		1.01%	1.23%	1.45%	0.0%	0.97%	0.52%	0.0%	0.0%	0.0%	0.0%	1.56%	0.0%	0.0%	2.4%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	75	4	21	1	2	9	3	2	0	12	15	2	1	3					
		2.62%	4.93%	1.60%	1.88%	1.94%	2.35%	8.33%	1.40%	0.0%	6.09%	7.81%	3.27%	0.84%	2.4%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	45	1	25	0	2	5	0	0	0	4	3	2	2	1					
		1.57%	1.23%	1.91%	0.0%	1.94%	1.30%	0.0%	0.0%	0.0%	2.03%	1.56%	3.27%	1.68%	0.8%					
22	"5. ""За Русь Святую"""	25	2	8	0	3	3	0	2	0	4	1	2	0	0					
		0.87%	2.46%	0.61%	0.0%	2.91%	0.78%	0.0%	1.40%	0.0%	2.03%	0.52%	3.27%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	4	0	2	0	0	1	0	0	0	0	0	0	1	0					
		0.14%	0.0%	0.15%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	10	0	5	0	1	2	0	0	0	0	0	1	0	1					
		0.35%	0.0%	0.38%	0.0%	0.97%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.8%					
25	"8. ""Народно-республиканская партия России"""	7	0	1	0	0	0	0	0	1	0	1	2	1	1					
		0.24%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	1.78%	0.0%	0.52%	3.27%	0.84%	0.8%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	1	2	0	0	0	0	0	0	0	0	0	2	2					
		0.24%	1.23%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.68%	1.6%					
27	"10. ""Аграрная партия России"""	350	9	147	6	6	57	10	26	4	16	20	13	31	5					
		12.26%	11.11%	11.24%	11.32%	5.82%	14.92%	27.77%	18.30%	7.14%	8.12%	10.41%	21.31%	26.05%	4.0%					
28	"11. ""Истинные патриоты России"""	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	123	5	47	1	1	13	5	3	3	10	12	2	14	7					
		4.30%	6.17%	3.59%	1.88%	0.97%	3.40%	13.88%	2.11%	5.35%	5.07%	6.25%	3.27%	11.76%	5.6%					
30	"13. ""Демократическая партия России"""	6	0	3	0	0	1	0	0	1	0	1	0	0	0					
		0.21%	0.0%	0.22%	0.0%	0.0%	0.26%	0.0%	0.0%	1.78%	0.0%	0.52%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	1	3	1	0	0	0	0	0	1	0	0	0	0					
		0.21%	1.23%	0.22%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	2	0	0	0	0	0	0	0	0	1	0	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.84%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	154	6	84	2	5	15	2	4	9	7	2	1	2	15					
		5.39%	7.40%	6.42%	3.77%	4.85%	3.92%	5.55%	2.81%	16.07%	3.55%	1.04%	1.63%	1.68%	12.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	3	0	0	0	2	0	0	0	0	0	0	0	1	0					
		0.10%	0.0%	0.0%	0.0%	1.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%					
35	"18. ""ЛДПР"""	376	8	149	10	27	44	3	22	14	32	19	13	14	21					
		13.17%	9.87%	11.40%	18.86%	26.21%	11.51%	8.33%	15.49%	24.99%	16.24%	9.89%	21.31%	11.76%	16.8%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	85	3	45	0	1	7	0	2	0	6	14	0	4	3					
		2.97%	3.70%	3.44%	0.0%	0.97%	1.83%	0.0%	1.40%	0.0%	3.04%	7.29%	0.0%	3.36%	2.4%					
37	"20. ""Политическая партия ""Единая Россия"""	929	31	421	21	29	156	8	49	10	44	82	15	28	35					
		32.55%	38.27%	32.21%	39.62%	28.15%	40.83%	22.22%	34.50%	17.85%	22.33%	42.70%	24.59%	23.52%	28.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	4	0	2	0	0	0	0	0	0	1	0	0	1	0					
		0.14%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.84%	0.0%					
39	"22. ""Развитие предпринимательства"""	5	0	0	0	0	3	0	0	0	1	0	0	0	1					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.8%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	437	6	245	7	17	41	2	28	9	38	13	8	8	15					
		15.31%	7.40%	18.74%	13.20%	16.50%	10.73%	5.55%	19.71%	16.07%	19.28%	6.77%	13.11%	6.72%	12.0%					
																				
41	Против всех	96	1	55	0	5	14	0	3	1	9	2	0	4	2					
		3.36%	1.23%	4.20%	0.0%	4.85%	3.66%	0.0%	2.11%	1.78%	4.56%	1.04%	0.0%	3.36%	1.6%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
