Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Железногорская городская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	490	11	11	13	16	12	15	11	16	12	9	11	12	9	19	10	14	21	10	8	9	7	10	12	10	7	11	14	15	17	12	3	25	10	9	18	16	5	12	16	12					
		1.15%	1.28%	1.04%	1.39%	1.58%	1.23%	1.52%	1.06%	1.55%	0.96%	1.15%	0.86%	1.25%	1.07%	1.64%	1.19%	1.36%	2.55%	0.97%	0.80%	0.86%	0.73%	0.85%	1.06%	0.90%	0.55%	0.91%	1.39%	1.36%	1.44%	1.06%	0.80%	1.47%	0.98%	0.74%	2.03%	1.20%	0.44%	0.94%	1.39%	0.90%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1207	15	28	27	37	21	17	27	32	39	14	45	37	26	30	12	24	15	58	30	39	22	40	32	35	31	29	29	16	19	48	1	60	30	20	28	45	42	41	23	43					
		2.84%	1.75%	2.65%	2.90%	3.65%	2.16%	1.72%	2.61%	3.10%	3.12%	1.80%	3.52%	3.87%	3.09%	2.59%	1.43%	2.33%	1.82%	5.64%	3.03%	3.73%	2.29%	3.43%	2.83%	3.18%	2.47%	2.41%	2.89%	1.45%	1.61%	4.27%	0.26%	3.53%	2.95%	1.65%	3.17%	3.39%	3.70%	3.22%	1.99%	3.22%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1028	18	39	21	19	34	20	25	29	37	26	24	24	42	34	16	27	24	27	44	19	23	25	19	19	34	26	34	50	39	19	4	41	14	22	20	16	14	20	18	22					
		2.42%	2.10%	3.69%	2.25%	1.87%	3.49%	2.03%	2.42%	2.81%	2.96%	3.34%	1.87%	2.51%	5.00%	2.93%	1.91%	2.63%	2.91%	2.62%	4.44%	1.82%	2.40%	2.14%	1.68%	1.72%	2.71%	2.16%	3.38%	4.54%	3.30%	1.69%	1.06%	2.41%	1.37%	1.81%	2.26%	1.20%	1.23%	1.57%	1.56%	1.65%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1549	39	35	32	28	34	45	25	33	42	21	42	40	22	47	30	28	32	58	42	24	21	41	36	50	63	57	39	26	43	45	7	85	36	47	38	51	19	45	47	54					
		3.64%	4.55%	3.31%	3.43%	2.76%	3.49%	4.56%	2.42%	3.19%	3.36%	2.70%	3.28%	4.19%	2.62%	4.05%	3.59%	2.72%	3.88%	5.64%	4.24%	2.30%	2.19%	3.52%	3.19%	4.54%	5.03%	4.74%	3.88%	2.36%	3.64%	4.00%	1.87%	5.00%	3.54%	3.87%	4.30%	3.85%	1.67%	3.53%	4.08%	4.05%					
22	"5. ""За Русь Святую"""	293	8	11	3	10	13	2	7	13	6	2	13	9	8	9	4	4	1	4	8	5	11	3	9	8	12	5	7	6	9	6	1	8	13	12	5	10	6	4	13	5					
		0.68%	0.93%	1.04%	0.32%	0.98%	1.33%	0.20%	0.67%	1.25%	0.48%	0.25%	1.01%	0.94%	0.95%	0.77%	0.47%	0.38%	0.12%	0.38%	0.80%	0.47%	1.14%	0.25%	0.79%	0.72%	0.95%	0.41%	0.69%	0.54%	0.76%	0.53%	0.26%	0.47%	1.28%	0.99%	0.56%	0.75%	0.52%	0.31%	1.12%	0.37%					
23	"6. ""Объединенная Российская партия ""Русь"""	102	0	6	0	5	0	4	4	4	2	0	3	4	4	4	0	2	4	0	2	4	2	2	3	2	2	2	2	3	2	4	1	5	3	3	1	3	1	4	2	3					
		0.24%	0.0%	0.56%	0.0%	0.49%	0.0%	0.40%	0.38%	0.38%	0.16%	0.0%	0.23%	0.41%	0.47%	0.34%	0.0%	0.19%	0.48%	0.0%	0.20%	0.38%	0.20%	0.17%	0.26%	0.18%	0.15%	0.16%	0.19%	0.27%	0.16%	0.35%	0.26%	0.29%	0.29%	0.24%	0.11%	0.22%	0.08%	0.31%	0.17%	0.22%					
24	"7. ""Новый курс - Автомобильная Россия"""	379	10	9	3	8	9	6	13	11	4	4	8	6	6	13	6	15	3	10	11	12	0	10	6	12	11	11	9	5	16	16	1	19	9	10	11	14	21	18	9	4					
		0.89%	1.16%	0.85%	0.32%	0.79%	0.92%	0.60%	1.25%	1.06%	0.32%	0.51%	0.62%	0.62%	0.71%	1.12%	0.71%	1.46%	0.36%	0.97%	1.11%	1.15%	0.0%	0.85%	0.53%	1.09%	0.87%	0.91%	0.89%	0.45%	1.35%	1.42%	0.26%	1.11%	0.88%	0.82%	1.24%	1.05%	1.85%	1.41%	0.78%	0.30%					
25	"8. ""Народно-республиканская партия России"""	80	3	2	1	3	3	1	2	0	0	1	0	4	2	4	1	0	2	4	1	4	7	1	2	4	2	0	0	2	2	1	2	3	0	2	1	5	2	1	4	1					
		0.18%	0.35%	0.18%	0.10%	0.29%	0.30%	0.10%	0.19%	0.0%	0.0%	0.12%	0.0%	0.41%	0.23%	0.34%	0.11%	0.0%	0.24%	0.38%	0.10%	0.38%	0.73%	0.08%	0.17%	0.36%	0.15%	0.0%	0.0%	0.18%	0.16%	0.08%	0.53%	0.17%	0.0%	0.16%	0.11%	0.37%	0.17%	0.07%	0.34%	0.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	231	2	6	8	4	6	15	6	6	8	4	5	3	2	7	6	7	3	5	6	2	2	4	6	9	8	8	5	9	2	6	1	10	5	6	8	7	6	6	4	8					
		0.54%	0.23%	0.56%	0.85%	0.39%	0.61%	1.52%	0.58%	0.58%	0.64%	0.51%	0.39%	0.31%	0.23%	0.60%	0.71%	0.68%	0.36%	0.48%	0.60%	0.19%	0.20%	0.34%	0.53%	0.81%	0.63%	0.66%	0.49%	0.81%	0.16%	0.53%	0.26%	0.58%	0.49%	0.49%	0.90%	0.52%	0.52%	0.47%	0.34%	0.60%					
27	"10. ""Аграрная партия России"""	1191	25	22	21	32	26	31	33	29	30	24	34	25	34	40	34	21	21	25	24	30	24	27	32	30	41	35	28	33	24	37	5	49	28	28	27	49	40	40	30	23					
		2.80%	2.92%	2.08%	2.25%	3.16%	2.67%	3.14%	3.19%	2.81%	2.40%	3.08%	2.66%	2.62%	4.05%	3.45%	4.07%	2.04%	2.55%	2.43%	2.42%	2.87%	2.50%	2.32%	2.83%	2.72%	3.27%	2.91%	2.79%	3.0%	2.03%	3.29%	1.33%	2.88%	2.75%	2.31%	3.05%	3.70%	3.52%	3.14%	2.60%	1.72%					
28	"11. ""Истинные патриоты России"""	32	0	1	0	2	1	0	0	2	2	0	2	0	1	1	0	0	1	2	0	1	0	0	0	0	0	2	2	1	0	0	1	5	0	0	0	1	2	1	0	1					
		0.07%	0.0%	0.09%	0.0%	0.19%	0.10%	0.0%	0.0%	0.19%	0.16%	0.0%	0.15%	0.0%	0.11%	0.08%	0.0%	0.0%	0.12%	0.19%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.19%	0.09%	0.0%	0.0%	0.26%	0.29%	0.0%	0.0%	0.0%	0.07%	0.17%	0.07%	0.0%	0.07%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	801	13	20	21	16	11	17	23	11	27	11	25	11	19	26	19	23	10	12	16	28	21	24	20	29	28	19	20	15	17	14	26	30	16	24	14	29	23	23	19	31					
		1.88%	1.51%	1.89%	2.25%	1.58%	1.13%	1.72%	2.22%	1.06%	2.16%	1.41%	1.95%	1.15%	2.26%	2.24%	2.27%	2.24%	1.21%	1.16%	1.61%	2.68%	2.19%	2.06%	1.77%	2.63%	2.23%	1.58%	1.99%	1.36%	1.44%	1.24%	6.95%	1.76%	1.57%	1.98%	1.58%	2.19%	2.02%	1.80%	1.65%	2.32%					
30	"13. ""Демократическая партия России"""	72	0	1	2	0	0	0	5	2	1	2	1	0	4	4	1	1	1	2	1	1	1	2	2	0	2	3	0	2	2	3	0	6	3	2	1	2	2	8	1	1					
		0.16%	0.0%	0.09%	0.21%	0.0%	0.0%	0.0%	0.48%	0.19%	0.08%	0.25%	0.07%	0.0%	0.47%	0.34%	0.11%	0.09%	0.12%	0.19%	0.10%	0.09%	0.10%	0.17%	0.17%	0.0%	0.15%	0.24%	0.0%	0.18%	0.16%	0.26%	0.0%	0.35%	0.29%	0.16%	0.11%	0.15%	0.17%	0.62%	0.08%	0.07%					
31	"14. ""Великая Россия - Евразийский Союз"""	75	0	0	3	2	3	2	4	2	2	3	2	1	4	4	2	2	4	2	2	2	2	2	4	2	2	1	2	1	0	0	0	0	1	3	0	4	1	0	1	3					
		0.17%	0.0%	0.0%	0.32%	0.19%	0.30%	0.20%	0.38%	0.19%	0.16%	0.38%	0.15%	0.10%	0.47%	0.34%	0.23%	0.19%	0.48%	0.19%	0.20%	0.19%	0.20%	0.17%	0.35%	0.18%	0.15%	0.08%	0.19%	0.09%	0.0%	0.0%	0.0%	0.0%	0.09%	0.24%	0.0%	0.30%	0.08%	0.0%	0.08%	0.22%					
32	"15. ""Партия СЛОН"""	59	1	0	2	2	1	1	1	2	0	2	2	1	1	0	2	2	1	4	2	1	1	1	2	1	0	2	0	0	1	3	4	2	1	2	0	2	2	3	2	2					
		0.13%	0.11%	0.0%	0.21%	0.19%	0.10%	0.10%	0.09%	0.19%	0.0%	0.25%	0.15%	0.10%	0.11%	0.0%	0.23%	0.19%	0.12%	0.38%	0.20%	0.09%	0.10%	0.08%	0.17%	0.09%	0.0%	0.16%	0.0%	0.0%	0.08%	0.26%	1.06%	0.11%	0.09%	0.16%	0.0%	0.15%	0.17%	0.23%	0.17%	0.15%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5073	74	118	121	77	120	114	117	126	141	91	152	109	119	156	100	113	90	147	119	144	150	130	142	139	153	153	107	131	170	160	18	215	123	117	88	164	118	149	131	167					
		11.94%	8.64%	11.18%	12.99%	7.61%	12.34%	11.57%	11.32%	12.20%	11.29%	11.71%	11.89%	11.42%	14.18%	13.47%	11.97%	11.01%	10.93%	14.31%	12.03%	13.80%	15.65%	11.17%	12.58%	12.64%	12.22%	12.72%	10.66%	11.90%	14.41%	14.23%	4.81%	12.65%	12.11%	9.65%	9.96%	12.38%	10.39%	11.71%	11.38%	12.52%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	82	2	2	1	1	2	2	3	1	1	2	3	1	0	6	3	1	3	2	0	2	4	1	0	5	2	2	1	3	1	3	1	2	2	4	4	4	2	2	0	1					
		0.19%	0.23%	0.18%	0.10%	0.09%	0.20%	0.20%	0.29%	0.09%	0.08%	0.25%	0.23%	0.10%	0.0%	0.51%	0.35%	0.09%	0.36%	0.19%	0.0%	0.19%	0.41%	0.08%	0.0%	0.45%	0.15%	0.16%	0.09%	0.27%	0.08%	0.26%	0.26%	0.11%	0.19%	0.33%	0.45%	0.30%	0.17%	0.15%	0.0%	0.07%					
35	"18. ""ЛДПР"""	6211	75	123	100	158	125	132	157	162	184	81	191	121	95	127	122	132	178	127	120	138	152	152	202	164	137	180	169	170	185	162	70	237	164	222	146	260	194	215	177	205					
		14.62%	8.76%	11.65%	10.74%	15.62%	12.86%	13.40%	15.19%	15.69%	14.74%	10.42%	14.94%	12.68%	11.32%	10.96%	14.61%	12.86%	21.62%	12.36%	12.13%	13.23%	15.86%	13.06%	17.90%	14.92%	10.94%	14.97%	16.84%	15.45%	15.69%	14.41%	18.71%	13.94%	16.15%	18.31%	16.53%	19.63%	17.09%	16.90%	15.37%	15.37%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	798	8	31	13	15	14	20	24	23	30	13	24	19	25	19	23	23	13	21	18	20	19	17	27	19	24	23	19	23	16	16	19	20	17	19	21	22	20	35	12	14					
		1.87%	0.93%	2.93%	1.39%	1.48%	1.44%	2.03%	2.32%	2.22%	2.40%	1.67%	1.87%	1.99%	2.97%	1.64%	2.75%	2.24%	1.57%	2.04%	1.82%	1.91%	1.98%	1.46%	2.39%	1.72%	1.91%	1.91%	1.89%	2.09%	1.35%	1.42%	5.08%	1.17%	1.67%	1.56%	2.37%	1.66%	1.76%	2.75%	1.04%	1.05%					
37	"20. ""Политическая партия ""Единая Россия"""	11848	290	320	273	299	288	276	273	274	363	224	404	261	208	296	225	277	192	307	261	288	258	347	286	264	352	287	276	301	304	292	129	504	272	360	235	325	345	347	341	424					
		27.89%	33.87%	30.33%	29.32%	29.57%	29.62%	28.02%	26.42%	26.55%	29.08%	28.82%	31.61%	27.35%	24.79%	25.56%	26.94%	26.99%	23.32%	29.89%	26.39%	27.61%	26.93%	29.83%	25.35%	24.02%	28.11%	23.87%	27.51%	27.36%	25.78%	25.97%	34.49%	29.66%	26.79%	29.70%	26.61%	24.54%	30.39%	27.27%	29.62%	31.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	211	16	2	4	9	6	9	4	2	5	2	5	7	2	5	8	4	4	6	5	2	3	7	8	2	1	8	4	4	7	5	1	12	7	4	6	3	4	8	3	7					
		0.49%	1.86%	0.18%	0.42%	0.89%	0.61%	0.91%	0.38%	0.19%	0.40%	0.25%	0.39%	0.73%	0.23%	0.43%	0.95%	0.38%	0.48%	0.58%	0.50%	0.19%	0.31%	0.60%	0.70%	0.18%	0.07%	0.66%	0.39%	0.36%	0.59%	0.44%	0.26%	0.70%	0.68%	0.33%	0.67%	0.22%	0.35%	0.62%	0.26%	0.52%					
39	"22. ""Развитие предпринимательства"""	118	1	7	2	1	1	1	1	5	1	4	5	1	2	1	2	2	3	2	2	6	1	5	5	2	3	3	4	6	2	5	0	4	2	4	0	7	4	1	4	6					
		0.27%	0.11%	0.66%	0.21%	0.09%	0.10%	0.10%	0.09%	0.48%	0.08%	0.51%	0.39%	0.10%	0.23%	0.08%	0.23%	0.19%	0.36%	0.19%	0.20%	0.57%	0.10%	0.42%	0.44%	0.18%	0.23%	0.24%	0.39%	0.54%	0.16%	0.44%	0.0%	0.23%	0.19%	0.33%	0.0%	0.52%	0.35%	0.07%	0.34%	0.45%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6510	172	164	171	171	135	166	169	137	196	181	174	156	136	195	138	207	123	130	164	166	151	195	164	197	217	225	129	159	186	167	54	195	140	176	122	165	131	157	161	168					
		15.32%	20.09%	15.54%	18.36%	16.91%	13.88%	16.85%	16.36%	13.27%	15.70%	23.29%	13.61%	16.35%	16.20%	16.83%	16.52%	20.17%	14.94%	12.65%	16.58%	15.91%	15.76%	16.76%	14.53%	17.92%	17.33%	18.71%	12.86%	14.45%	15.77%	14.85%	14.43%	11.47%	13.79%	14.52%	13.81%	12.46%	11.54%	12.34%	13.98%	12.60%					
																																															
41	Против всех	3385	56	73	57	85	85	78	82	94	91	37	93	84	55	85	64	79	61	56	80	79	64	104	95	78	91	83	89	98	89	88	17	145	107	105	79	115	124	112	112	116					
		7.96%	6.54%	6.91%	6.12%	8.40%	8.74%	7.91%	7.93%	9.10%	7.29%	4.76%	7.27%	8.80%	6.55%	7.34%	7.66%	7.69%	7.41%	5.45%	8.08%	7.57%	6.68%	8.94%	8.42%	7.09%	7.26%	6.90%	8.87%	8.90%	7.54%	7.82%	4.54%	8.53%	10.54%	8.66%	8.94%	8.68%	10.92%	8.80%	9.73%	8.70%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
