Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																
Дата голосования: 07.12.2003 0:00:00																
																
Наименование Избирательной комиссии:    Тазовская																
																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																
																
		Сумма	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183					
		55.62%	48.63%	56.84%	62.40%	58.74%	36.00%	45.91%	74.64%	67.88%	76.90%					
38	"21. ""Российская Конституционно-демократическая партия"""	40	0	0	2	2	5	3	3	23	2					
		0.44%	0.0%	0.0%	0.17%	0.52%	0.20%	0.32%	0.26%	1.75%	0.36%					
39	"22. ""Развитие предпринимательства"""	26	0	2	1	4	13	0	4	2	0					
		0.28%	0.0%	0.27%	0.08%	1.04%	0.54%	0.0%	0.35%	0.15%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	439	17	21	46	16	184	46	23	77	9					
		4.84%	3.32%	2.90%	4.03%	4.17%	7.71%	5.00%	2.01%	5.87%	1.63%					
																
41	Против всех	426	43	32	29	22	196	43	29	25	7					
		4.69%	8.39%	4.42%	2.54%	5.74%	8.21%	4.67%	2.54%	1.90%	1.27%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
