Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Ялуторовская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105					
		12.49%	15.28%	2.30%	4.78%	17.43%	10.04%	7.94%	20.48%	17.60%	21.45%	6.76%	13.03%	14.49%	9.64%	9.21%	15.55%	18.60%	7.57%	11.17%	9.27%	17.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	127	0	10	5	9	4	2	8	14	14	9	6	6	4	3	5	3	3	15	6	1					
		0.55%	0.00%	0.74%	0.49%	0.73%	0.35%	0.18%	0.71%	1.18%	1.33%	0.78%	0.37%	0.53%	0.39%	0.27%	0.45%	0.27%	0.35%	1.26%	0.42%	0.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1787	91	61	63	126	105	66	123	140	122	81	103	68	54	86	83	74	97	32	105	107					
		7.70%	7.95%	4.53%	6.14%	10.17%	9.17%	5.95%	10.86%	11.84%	11.63%	7.03%	6.42%	5.97%	5.31%	7.76%	7.42%	6.72%	11.47%	2.69%	7.37%	9.54%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	161	0	9	3	3	2	9	22	24	16	2	9	5	3	4	12	5	13	8	11	1					
		0.69%	0.00%	0.67%	0.29%	0.24%	0.17%	0.81%	1.94%	2.03%	1.53%	0.17%	0.56%	0.44%	0.29%	0.36%	1.07%	0.45%	1.54%	0.67%	0.77%	0.09%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17058	867	1214	884	847	885	873	597	614	542	948	1204	878	794	880	784	778	614	943	1106	806					
		73.53%	75.72%	90.19%	86.16%	68.36%	77.29%	78.72%	52.69%	51.95%	51.67%	82.22%	75.06%	77.09%	78.07%	79.42%	70.06%	70.60%	72.58%	79.18%	77.67%	71.84%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	65	4	2	1	2	3	2	2	10	2	2	5	2	1	2	2	2	4	12	4	1					
		0.28%	0.35%	0.15%	0.10%	0.16%	0.26%	0.18%	0.18%	0.85%	0.19%	0.17%	0.31%	0.18%	0.10%	0.18%	0.18%	0.18%	0.47%	1.01%	0.28%	0.09%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
