Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
"Наименование Избирательной комиссии:    Калининград, Октябрьская"																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288					
		13.60%	10.35%	10.79%	12.14%	14.54%	15.04%	12.31%	14.35%	12.25%	16.94%	16.43%	12.83%	16.30%	14.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	283	11	15	15	24	28	31	29	22	18	26	18	17	29					
		1.95%	0.91%	1.27%	1.22%	2.68%	2.70%	2.57%	2.35%	1.84%	1.79%	2.72%	1.69%	1.59%	2.36%					
37	"20. ""Политическая партия ""Единая Россия"""	3699	251	318	317	220	271	289	307	321	279	273	257	287	309					
		25.57%	20.96%	27.04%	25.83%	24.60%	26.13%	24.04%	24.89%	26.95%	27.81%	28.58%	24.24%	26.89%	25.24%					
38	"21. ""Российская Конституционно-демократическая партия"""	22	1	6	1	1	2	1	1	1	1	2	1	2	2					
		0.15%	0.08%	0.51%	0.08%	0.11%	0.19%	0.08%	0.08%	0.08%	0.09%	0.20%	0.09%	0.18%	0.16%					
39	"22. ""Развитие предпринимательства"""	53	2	2	5	4	4	10	4	2	4	2	9	4	1					
		0.36%	0.16%	0.17%	0.40%	0.44%	0.38%	0.83%	0.32%	0.16%	0.39%	0.20%	0.84%	0.37%	0.08%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2012	183	132	149	97	134	148	166	140	109	97	203	182	272					
		13.90%	15.28%	11.22%	12.14%	10.85%	12.92%	12.31%	13.46%	11.75%	10.86%	10.15%	19.15%	17.05%	22.22%					
																				
41	Против всех	875	71	53	64	66	71	92	81	73	59	54	62	63	66					
		6.04%	5.93%	4.50%	5.21%	7.38%	6.84%	7.65%	6.56%	6.12%	5.88%	5.65%	5.84%	5.90%	5.39%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
