Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Муезерская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	460	94	64	28	22	38	9	9	2	38	6	24	7	92	18	9									
		11.17%	16.01%	11.87%	7.76%	9.05%	12.67%	11.11%	14.52%	4.00%	9.31%	16.22%	7.12%	4.79%	14.94%	6.47%	12.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	7	4	2	2	1	0	0	0	1	0	1	0	3	3	0									
		0.58%	1.19%	0.74%	0.55%	0.82%	0.33%	0.00%	0.00%	0.00%	0.25%	0.00%	0.30%	0.00%	0.49%	1.08%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	286	49	56	23	23	21	10	2	4	28	2	14	7	33	12	2									
		6.94%	8.35%	10.39%	6.37%	9.47%	7.00%	12.35%	3.23%	8.00%	6.86%	5.41%	4.15%	4.79%	5.36%	4.32%	2.67%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
