Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Назаровская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №571	УИК №572	УИК №573	УИК №574	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №2190	УИК №2191	УИК №2192									
		9.71%	15.17%	12.22%	9.31%	11.04%	10.27%	11.70%	10.77%	9.08%	7.95%	8.90%	8.45%	13.49%	8.25%	7.92%	7.69%	13.08%	7.73%	4.50%	4.55%	10.78%	9.15%	14.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	612	18	28	39	39	50	31	37	33	32	33	42	8	37	33	5	24	46	16	7	31	12	11									
		3.94%	3.17%	3.89%	4.65%	4.35%	6.34%	4.32%	4.38%	3.53%	3.14%	3.72%	4.17%	2.35%	4.12%	3.68%	1.37%	3.49%	4.56%	2.40%	6.36%	4.07%	4.07%	3.81%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
