Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Бийская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1987	49	84	29	122	38	80	58	45	16	96	146	23	147	29	116	27	27	80	0	22	22	188	140	141	58	74	8	11	35	16	60					
		14.41%	14.71%	22.05%	14.08%	12.22%	18.81%	10.55%	12.55%	14.75%	29.09%	17.36%	16.46%	17.56%	13.66%	13.43%	14.70%	15.61%	14.21%	13.58%	0.00%	14.86%	17.89%	18.78%	12.42%	13.14%	11.11%	13.68%	9.64%	11.22%	21.21%	14.68%	13.10%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	3	2	2	10	1	3	2	1	0	7	6	0	9	0	7	2	2	3	2	0	0	6	1	8	5	2	0	1	0	0	1					
		0.62%	0.90%	0.52%	0.97%	1.00%	0.50%	0.40%	0.43%	0.33%	0.00%	1.27%	0.68%	0.00%	0.84%	0.00%	0.89%	1.16%	1.05%	0.51%	5.13%	0.00%	0.00%	0.60%	0.09%	0.75%	0.96%	0.37%	0.00%	1.02%	0.00%	0.00%	0.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3150	60	88	42	229	41	192	89	41	12	108	156	31	297	36	198	42	60	99	2	16	18	285	249	293	109	152	28	30	45	26	76					
		22.84%	18.02%	23.10%	20.39%	22.95%	20.30%	25.33%	19.26%	13.44%	21.82%	19.53%	17.59%	23.66%	27.60%	16.67%	25.10%	24.28%	31.58%	16.81%	5.13%	10.81%	14.63%	28.47%	22.09%	27.31%	20.88%	28.10%	33.73%	30.61%	27.27%	23.85%	16.59%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	222	2	7	2	23	6	2	8	1	0	16	26	1	40	12	13	3	3	6	0	3	0	13	0	17	10	2	0	1	1	1	3					
		1.61%	0.60%	1.84%	0.97%	2.30%	2.97%	0.26%	1.73%	0.33%	0.00%	2.89%	2.93%	0.76%	3.72%	5.56%	1.65%	1.73%	1.58%	1.02%	0.00%	2.03%	0.00%	1.30%	0.00%	1.58%	1.92%	0.37%	0.00%	1.02%	0.61%	0.92%	0.66%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5903	194	145	82	464	78	337	227	163	20	256	292	57	375	96	326	70	78	303	31	70	66	310	554	446	239	249	32	41	56	46	200					
		42.80%	58.26%	38.06%	39.81%	46.49%	38.61%	44.46%	49.13%	53.44%	36.36%	46.29%	32.92%	43.51%	34.85%	44.44%	41.32%	40.46%	41.05%	51.44%	79.49%	47.30%	53.66%	30.97%	49.16%	41.57%	45.79%	46.03%	38.55%	41.84%	33.94%	42.20%	43.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	28	0	0	1	1	0	1	3	2	1	3	0	0	3	0	0	1	1	3	1	0	0	3	0	2	0	1	0	0	0	0	1					
		0.20%	0.00%	0.00%	0.49%	0.10%	0.00%	0.13%	0.65%	0.66%	1.82%	0.54%	0.00%	0.00%	0.28%	0.00%	0.00%	0.58%	0.53%	0.51%	2.56%	0.00%	0.00%	0.30%	0.00%	0.19%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.22%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
