Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Пономаревская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1447	УИК №1448									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	206	6	0	22	5	1	13	4	2	3	3	10	15	1	3	27	21	11	25	2	7	0	4	2	9	9	0	1									
		3.01%	5.36%	0.00%	9.57%	5.62%	0.26%	4.29%	1.94%	3.03%	1.16%	1.65%	2.84%	4.37%	1.04%	2.21%	3.15%	7.19%	2.86%	3.53%	2.67%	2.12%	0.00%	2.09%	0.99%	2.23%	3.77%	0.00%	1.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	97	2	0	2	1	0	2	4	0	2	2	11	11	1	0	18	8	7	6	1	7	0	2	2	6	2	0	0									
		1.42%	1.79%	0.00%	0.87%	1.12%	0.00%	0.66%	1.94%	0.00%	0.78%	1.10%	3.13%	3.21%	1.04%	0.00%	2.10%	2.74%	1.82%	0.85%	1.33%	2.12%	0.00%	1.05%	0.99%	1.49%	0.84%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3481	48	156	76	53	341	134	132	37	237	149	79	96	67	92	418	107	150	225	34	157	24	104	106	244	131	27	57									
		50.86%	42.86%	76.85%	33.04%	59.55%	86.99%	44.22%	64.08%	56.06%	91.86%	81.87%	22.44%	27.99%	69.79%	67.65%	48.83%	36.64%	39.06%	31.78%	45.33%	47.58%	46.15%	54.45%	52.74%	60.40%	54.81%	45.00%	67.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	1	0	0	1	1	3	0	0	0	0	5	6	1	0	2	0	2	1	0	3	0	0	1	2	0	0	0									
		0.42%	0.89%	0.00%	0.00%	1.12%	0.26%	0.99%	0.00%	0.00%	0.00%	0.00%	1.42%	1.75%	1.04%	0.00%	0.23%	0.00%	0.52%	0.14%	0.00%	0.91%	0.00%	0.00%	0.50%	0.50%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	1	0	0	0	0	0	1	0	1	0	1	2	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0									
		0.16%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.39%	0.00%	0.28%	0.58%	0.00%	0.00%	0.00%	0.68%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	1.67%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1247	24	19	50	8	14	34	34	16	7	11	82	82	14	21	154	69	96	196	26	73	13	42	45	56	40	10	11									
		18.22%	21.43%	9.36%	21.74%	8.99%	3.57%	11.22%	16.50%	24.24%	2.71%	6.04%	23.30%	23.91%	14.58%	15.44%	17.99%	23.63%	25.00%	27.68%	34.67%	22.12%	25.00%	21.99%	22.39%	13.86%	16.74%	16.67%	13.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	2	0	1	0	0	0	0	0	0	0	0	1	0	0	4	1	0	5	0	0	0	0	0	2	0	0	0									
		0.23%	1.79%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.47%	0.34%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	0	0	0	0	2	2	1	0	0	0	3	0	1	2	9	5	3	1	1	0	0	0	0	1	1	0	0									
		0.47%	0.00%	0.00%	0.00%	0.00%	0.51%	0.66%	0.49%	0.00%	0.00%	0.00%	0.85%	0.00%	1.04%	1.47%	1.05%	1.71%	0.78%	0.14%	1.33%	0.00%	0.00%	0.00%	0.00%	0.25%	0.42%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	1	0	0	3	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0									
		0.15%	0.89%	0.00%	0.43%	0.00%	0.00%	0.99%	0.00%	0.00%	0.39%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.14%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	0	0	1	0	1	6	1	0	1	1	0	2	0	0	8	3	5	6	0	0	1	0	0	1	2	0	0									
		0.57%	0.00%	0.00%	0.43%	0.00%	0.26%	1.98%	0.49%	0.00%	0.39%	0.55%	0.00%	0.58%	0.00%	0.00%	0.93%	1.03%	1.30%	0.85%	0.00%	0.00%	1.92%	0.00%	0.00%	0.25%	0.84%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1341	25	28	73	19	0	88	26	5	6	13	131	105	10	13	177	68	96	182	8	62	10	27	36	59	43	19	12									
		19.59%	22.32%	13.79%	31.74%	21.35%	0.00%	29.04%	12.62%	7.58%	2.33%	7.14%	37.22%	30.61%	10.42%	9.56%	20.68%	23.29%	25.00%	25.71%	10.67%	18.79%	19.23%	14.14%	17.91%	14.60%	17.99%	31.67%	14.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	0	0	0	1	2	0	1	0	0	2	7	0	1	4	0	0	2	1	2	0	1	1	0	1	0	1									
		0.39%	0.00%	0.00%	0.00%	0.00%	0.26%	0.66%	0.00%	1.52%	0.00%	0.00%	0.57%	2.04%	0.00%	0.74%	0.47%	0.00%	0.00%	0.28%	1.33%	0.61%	0.00%	0.52%	0.50%	0.00%	0.42%	0.00%	1.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	126	1	0	1	0	6	6	0	3	0	0	14	7	0	2	18	4	8	23	0	3	4	5	5	8	8	0	0									
		1.84%	0.89%	0.00%	0.43%	0.00%	1.53%	1.98%	0.00%	4.55%	0.00%	0.00%	3.98%	2.04%	0.00%	1.47%	2.10%	1.37%	2.08%	3.25%	0.00%	0.91%	7.69%	2.62%	2.49%	1.98%	3.35%	0.00%	0.00%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
