Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
"Наименование Избирательной комиссии:    Красноярск, Кировская"																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	570	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	10	10	10	10	10	10	10	10	10	10	30	10	10	10	10	10	10	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	227	0	3	8	4	7	9	9	4	5	4	2	6	3	1	2	3	4	6	6	0	2	2	2	3	3	4	5	6	2	3	5	8	8	1	3	5	2	2	2	6	7	5	12	7	6	2	10	7	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	142	0	2	4	3	0	4	3	0	4	2	0	0	4	1	2	18	2	5	6	0	2	0	0	3	1	2	3	4	0	0	5	6	2	0	7	4	2	1	3	2	0	1	4	3	4	7	8	1	5	2					
14	Число погашенных открепительных удостоверений	343	10	7	2	6	3	1	1	6	5	6	8	4	7	9	8	7	6	4	4	10	8	8	8	7	7	6	5	4	8	7	5	22	2	9	7	5	8	8	8	4	3	5	18	3	4	8	0	3	2	37					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	247	3	9	6	2	4	5	3	8	3	2	5	2	2	6	5	7	5	6	7	5	8	5	9	1	11	3	4	4	3	7	5	4	8	6	6	1	5	5	6	12	1	7	6	4	2	1	5	4	5	4					
		0.64%	0.63%	1.54%	0.68%	0.32%	0.63%	0.69%	0.41%	1.52%	0.44%	0.22%	0.63%	0.22%	0.25%	0.78%	0.60%	0.82%	0.59%	0.66%	0.77%	0.81%	0.95%	0.61%	1.02%	0.12%	1.19%	0.32%	0.45%	0.52%	0.40%	0.89%	0.60%	0.8%	0.88%	0.68%	0.62%	0.12%	0.57%	0.72%	1.10%	1.93%	0.17%	1.00%	0.64%	0.57%	0.25%	0.18%	0.50%	0.39%	0.59%	1.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1519	17	24	30	21	13	19	31	29	48	17	30	27	38	35	34	31	24	37	39	22	34	39	37	30	30	41	46	26	26	18	26	18	38	48	32	29	35	22	23	22	17	35	39	19	33	33	54	60	39	4					
		3.98%	3.57%	4.11%	3.42%	3.45%	2.06%	2.64%	4.27%	5.51%	7.17%	1.90%	3.80%	2.97%	4.76%	4.55%	4.08%	3.63%	2.83%	4.08%	4.30%	3.59%	4.04%	4.80%	4.21%	3.67%	3.26%	4.50%	5.21%	3.43%	3.53%	2.31%	3.15%	3.6%	4.19%	5.47%	3.33%	3.67%	4.04%	3.18%	4.22%	3.55%	2.91%	5.03%	4.18%	2.71%	4.14%	5.95%	5.48%	5.91%	4.60%	1.80%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1125	12	16	25	19	27	19	25	14	28	27	19	25	20	14	19	29	26	28	26	17	29	15	15	27	28	18	28	27	16	31	25	23	32	16	24	29	27	21	24	25	23	21	27	27	20	13	22	26	23	8					
		2.94%	2.52%	2.74%	2.85%	3.12%	4.28%	2.64%	3.44%	2.66%	4.18%	3.02%	2.41%	2.75%	2.50%	1.82%	2.28%	3.39%	3.07%	3.09%	2.86%	2.77%	3.45%	1.84%	1.70%	3.30%	3.04%	1.97%	3.17%	3.56%	2.17%	3.98%	3.03%	4.6%	3.53%	1.82%	2.50%	3.67%	3.12%	3.04%	4.40%	4.03%	3.93%	3.02%	2.90%	3.85%	2.50%	2.34%	2.23%	2.56%	2.71%	3.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1750	12	13	27	13	19	24	38	15	29	46	44	37	38	28	27	29	41	44	39	30	39	45	46	41	48	46	58	37	48	30	39	12	53	52	34	38	54	22	30	30	21	36	49	25	26	36	52	54	45	11					
		4.58%	2.52%	2.22%	3.08%	2.13%	3.01%	3.34%	5.24%	2.85%	4.33%	5.14%	5.58%	4.07%	4.76%	3.64%	3.24%	3.39%	4.84%	4.85%	4.30%	4.90%	4.64%	5.54%	5.23%	5.01%	5.22%	5.05%	6.57%	4.88%	6.53%	3.85%	4.73%	2.4%	5.85%	5.93%	3.54%	4.81%	6.24%	3.18%	5.50%	4.84%	3.59%	5.17%	5.26%	3.57%	3.26%	6.49%	5.28%	5.32%	5.31%	4.97%					
22	"5. ""За Русь Святую"""	174	2	2	4	1	5	5	3	1	1	4	2	6	0	2	5	6	3	5	1	2	3	5	6	2	4	3	9	4	1	2	9	1	3	7	6	2	2	2	2	0	2	5	6	7	4	2	4	6	3	2					
		0.45%	0.42%	0.34%	0.45%	0.16%	0.79%	0.69%	0.41%	0.19%	0.14%	0.44%	0.25%	0.66%	0.0%	0.26%	0.60%	0.70%	0.35%	0.55%	0.11%	0.32%	0.35%	0.61%	0.68%	0.24%	0.43%	0.32%	1.02%	0.52%	0.13%	0.25%	1.09%	0.2%	0.33%	0.79%	0.62%	0.25%	0.23%	0.28%	0.36%	0.0%	0.34%	0.71%	0.64%	1.0%	0.50%	0.36%	0.40%	0.59%	0.35%	0.90%					
23	"6. ""Объединенная Российская партия ""Русь"""	61	1	2	2	2	1	1	1	0	0	2	3	1	0	2	1	1	2	0	1	1	1	2	2	0	1	2	2	0	2	1	1	0	4	3	2	1	2	1	1	0	0	2	1	1	1	2	1	0	1	0					
		0.15%	0.21%	0.34%	0.22%	0.32%	0.15%	0.13%	0.13%	0.0%	0.0%	0.22%	0.38%	0.11%	0.0%	0.26%	0.12%	0.11%	0.23%	0.0%	0.11%	0.16%	0.11%	0.24%	0.22%	0.0%	0.10%	0.21%	0.22%	0.0%	0.27%	0.12%	0.12%	0.0%	0.44%	0.34%	0.20%	0.12%	0.23%	0.14%	0.18%	0.0%	0.0%	0.28%	0.10%	0.14%	0.12%	0.36%	0.10%	0.0%	0.11%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	331	8	4	8	7	5	5	8	4	7	10	8	12	2	8	5	8	4	5	8	10	5	6	14	11	8	7	13	7	8	4	7	3	4	9	7	8	7	5	5	6	6	5	5	4	10	2	3	10	6	0					
		0.86%	1.68%	0.68%	0.91%	1.15%	0.79%	0.69%	1.10%	0.76%	1.04%	1.11%	1.01%	1.32%	0.25%	1.04%	0.60%	0.93%	0.47%	0.55%	0.88%	1.63%	0.59%	0.73%	1.59%	1.34%	0.87%	0.76%	1.47%	0.92%	1.08%	0.51%	0.85%	0.6%	0.44%	1.02%	0.72%	1.01%	0.80%	0.72%	0.91%	0.96%	1.02%	0.71%	0.53%	0.57%	1.25%	0.36%	0.30%	0.98%	0.70%	0.0%					
25	"8. ""Народно-республиканская партия России"""	33	1	1	2	1	1	1	0	0	0	0	0	2	2	1	2	0	1	2	1	1	0	0	0	0	0	1	1	1	2	0	1	0	0	1	0	2	0	0	0	1	0	1	1	0	0	0	0	1	1	0					
		0.08%	0.21%	0.17%	0.22%	0.16%	0.15%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.25%	0.13%	0.24%	0.0%	0.11%	0.22%	0.11%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.11%	0.13%	0.27%	0.0%	0.12%	0.0%	0.0%	0.11%	0.0%	0.25%	0.0%	0.0%	0.0%	0.16%	0.0%	0.14%	0.10%	0.0%	0.0%	0.0%	0.0%	0.09%	0.11%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	218	3	8	3	4	3	1	5	4	4	7	4	6	6	0	3	6	2	3	4	6	5	3	2	5	4	4	8	5	4	3	2	6	2	8	7	5	5	5	4	3	4	5	6	1	2	8	5	6	5	4					
		0.57%	0.63%	1.37%	0.34%	0.65%	0.47%	0.13%	0.68%	0.76%	0.59%	0.78%	0.50%	0.66%	0.75%	0.0%	0.36%	0.70%	0.23%	0.33%	0.44%	0.98%	0.59%	0.36%	0.22%	0.61%	0.43%	0.43%	0.90%	0.65%	0.54%	0.38%	0.24%	1.2%	0.22%	0.91%	0.72%	0.63%	0.57%	0.72%	0.73%	0.48%	0.68%	0.71%	0.64%	0.14%	0.25%	1.44%	0.50%	0.59%	0.59%	1.80%					
27	"10. ""Аграрная партия России"""	803	7	6	18	8	8	10	11	4	8	24	18	8	16	11	11	10	24	15	17	18	25	21	13	19	22	16	29	18	20	22	21	9	35	20	21	26	20	11	13	12	9	14	21	9	11	14	26	31	20	3					
		2.10%	1.47%	1.02%	2.05%	1.31%	1.26%	1.39%	1.51%	0.76%	1.19%	2.68%	2.28%	0.88%	2.00%	1.43%	1.32%	1.17%	2.83%	1.65%	1.87%	2.94%	2.97%	2.58%	1.48%	2.32%	2.39%	1.75%	3.28%	2.37%	2.72%	2.82%	2.55%	1.8%	3.86%	2.28%	2.18%	3.29%	2.31%	1.59%	2.38%	1.93%	1.54%	2.01%	2.25%	1.28%	1.38%	2.52%	2.64%	3.05%	2.36%	1.35%					
28	"11. ""Истинные патриоты России"""	36	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	4	1	0	2	1	0	3	1	2	0	1	0	3	0	2	1	2	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	2	0	0					
		0.09%	0.0%	0.34%	0.0%	0.0%	0.15%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.46%	0.11%	0.0%	0.22%	0.16%	0.0%	0.36%	0.11%	0.24%	0.0%	0.10%	0.0%	0.39%	0.0%	0.25%	0.12%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.21%	0.14%	0.0%	0.18%	0.10%	0.19%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	193	1	2	5	1	4	2	2	4	9	4	2	9	1	6	7	2	3	10	3	7	3	5	4	2	4	7	4	3	0	5	3	1	3	1	6	5	5	1	8	2	4	6	4	3	3	1	3	9	3	1					
		0.50%	0.21%	0.34%	0.57%	0.16%	0.63%	0.27%	0.27%	0.76%	1.34%	0.44%	0.25%	0.99%	0.12%	0.78%	0.84%	0.23%	0.35%	1.10%	0.33%	1.14%	0.35%	0.61%	0.45%	0.24%	0.43%	0.76%	0.45%	0.39%	0.0%	0.64%	0.36%	0.2%	0.33%	0.11%	0.62%	0.63%	0.57%	0.14%	1.46%	0.32%	0.68%	0.86%	0.42%	0.42%	0.37%	0.18%	0.30%	0.88%	0.35%	0.45%					
30	"13. ""Демократическая партия России"""	69	0	0	2	0	0	2	1	2	1	1	4	1	1	1	2	2	1	1	3	0	3	3	2	2	2	3	0	1	1	1	5	0	2	1	1	4	2	1	2	0	1	0	3	0	1	0	1	0	2	0					
		0.18%	0.0%	0.0%	0.22%	0.0%	0.0%	0.27%	0.13%	0.38%	0.14%	0.11%	0.50%	0.11%	0.12%	0.13%	0.24%	0.23%	0.11%	0.11%	0.33%	0.0%	0.35%	0.36%	0.22%	0.24%	0.21%	0.32%	0.0%	0.13%	0.13%	0.12%	0.60%	0.0%	0.22%	0.11%	0.10%	0.50%	0.23%	0.14%	0.36%	0.0%	0.17%	0.0%	0.32%	0.0%	0.12%	0.0%	0.10%	0.0%	0.23%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	70	4	3	2	3	3	0	3	0	0	0	4	0	0	0	0	2	0	2	0	0	0	2	0	0	2	1	1	1	2	2	3	1	2	1	2	1	2	1	1	0	3	0	4	7	0	1	2	0	2	0					
		0.18%	0.84%	0.51%	0.22%	0.49%	0.47%	0.0%	0.41%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.22%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.21%	0.10%	0.11%	0.13%	0.27%	0.25%	0.36%	0.2%	0.22%	0.11%	0.20%	0.12%	0.23%	0.14%	0.18%	0.0%	0.51%	0.0%	0.42%	1.0%	0.0%	0.18%	0.20%	0.0%	0.23%	0.0%					
32	"15. ""Партия СЛОН"""	72	1	3	2	2	1	0	3	0	4	0	2	1	2	3	0	1	4	1	0	1	0	0	5	1	2	4	2	1	1	0	1	1	1	2	1	1	1	1	1	1	1	0	3	0	2	1	3	2	2	0					
		0.18%	0.21%	0.51%	0.22%	0.32%	0.15%	0.0%	0.41%	0.0%	0.59%	0.0%	0.25%	0.11%	0.25%	0.39%	0.0%	0.11%	0.47%	0.11%	0.0%	0.16%	0.0%	0.0%	0.56%	0.12%	0.21%	0.43%	0.22%	0.13%	0.13%	0.0%	0.12%	0.2%	0.11%	0.22%	0.10%	0.12%	0.11%	0.14%	0.18%	0.16%	0.17%	0.0%	0.32%	0.0%	0.25%	0.18%	0.30%	0.19%	0.23%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	8307	84	88	161	119	107	160	157	93	139	218	170	218	203	149	153	186	191	222	173	138	193	188	161	202	202	212	191	161	143	175	187	103	238	204	192	184	181	142	102	143	131	153	213	192	212	101	210	227	206	29					
		21.77%	17.68%	15.09%	18.37%	19.57%	16.98%	22.28%	21.65%	17.68%	20.77%	24.38%	21.57%	23.98%	25.43%	19.37%	18.36%	21.80%	22.57%	24.50%	19.09%	22.54%	22.97%	23.15%	18.33%	24.72%	21.98%	23.29%	21.65%	21.24%	19.45%	22.49%	22.72%	20.6%	26.29%	23.28%	20.02%	23.29%	20.92%	20.57%	18.71%	23.10%	22.43%	22.01%	22.87%	27.42%	26.59%	18.23%	21.34%	22.36%	24.32%	13.12%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	74	3	0	5	2	1	0	2	2	4	2	1	0	1	2	3	2	3	2	3	0	0	3	1	0	0	4	1	2	0	0	1	0	1	0	1	2	3	2	1	2	1	1	1	3	1	0	3	0	2	0					
		0.19%	0.63%	0.0%	0.57%	0.32%	0.15%	0.0%	0.27%	0.38%	0.59%	0.22%	0.12%	0.0%	0.12%	0.26%	0.36%	0.23%	0.35%	0.22%	0.33%	0.0%	0.0%	0.36%	0.11%	0.0%	0.0%	0.43%	0.11%	0.26%	0.0%	0.0%	0.12%	0.0%	0.11%	0.0%	0.10%	0.25%	0.34%	0.28%	0.18%	0.32%	0.17%	0.14%	0.10%	0.42%	0.12%	0.0%	0.30%	0.0%	0.23%	0.0%					
35	"18. ""ЛДПР"""	4224	48	84	112	74	84	93	84	84	81	126	79	102	104	114	128	99	98	106	110	69	95	93	88	78	85	95	74	96	66	78	76	76	66	68	105	76	91	84	70	70	54	62	73	77	91	64	101	87	74	32					
		11.07%	10.10%	14.40%	12.78%	12.17%	13.33%	12.95%	11.58%	15.96%	12.10%	14.09%	10.02%	11.22%	13.03%	14.82%	15.36%	11.60%	11.58%	11.69%	12.14%	11.27%	11.30%	11.45%	10.02%	9.54%	9.24%	10.43%	8.39%	12.66%	8.97%	10.02%	9.23%	15.2%	7.29%	7.76%	10.94%	9.62%	10.52%	12.17%	12.84%	11.30%	9.24%	8.92%	7.84%	11.0%	11.41%	11.55%	10.26%	8.57%	8.73%	14.47%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	379	14	7	10	6	6	12	6	7	6	8	3	18	7	2	6	11	16	4	17	6	5	5	10	4	5	15	4	6	9	5	6	8	12	7	11	12	5	9	4	1	10	8	6	2	8	5	6	11	5	3					
		0.99%	2.94%	1.20%	1.14%	0.98%	0.95%	1.67%	0.82%	1.33%	0.89%	0.89%	0.38%	1.98%	0.87%	0.26%	0.72%	1.28%	1.89%	0.44%	1.87%	0.98%	0.59%	0.61%	1.13%	0.48%	0.54%	1.64%	0.45%	0.79%	1.22%	0.64%	0.72%	1.6%	1.32%	0.79%	1.14%	1.51%	0.57%	1.30%	0.73%	0.16%	1.71%	1.15%	0.64%	0.28%	1.00%	0.90%	0.60%	1.08%	0.59%	1.35%					
37	"20. ""Политическая партия ""Единая Россия"""	9108	114	152	239	157	151	167	177	124	147	207	156	228	181	185	202	156	200	194	223	160	213	159	207	162	209	201	174	171	171	188	178	130	208	224	252	206	223	166	106	162	155	185	220	166	197	149	281	242	209	74					
		23.87%	24.0%	26.07%	27.28%	25.82%	23.96%	23.25%	24.41%	23.57%	21.97%	23.15%	19.79%	25.08%	22.68%	24.05%	24.24%	18.28%	23.64%	21.41%	24.61%	26.14%	25.35%	19.58%	23.57%	19.82%	22.74%	22.08%	19.72%	22.55%	23.26%	24.16%	21.62%	26.0%	22.98%	25.57%	26.27%	26.07%	25.78%	24.05%	19.44%	26.17%	26.54%	26.61%	23.63%	23.71%	24.71%	26.89%	28.55%	23.84%	24.67%	33.48%					
38	"21. ""Российская Конституционно-демократическая партия"""	43	1	1	0	0	0	1	0	1	2	0	0	5	0	1	1	0	4	0	1	0	1	1	3	0	1	2	1	1	0	1	1	2	1	0	1	0	1	1	0	1	0	0	1	1	3	0	0	1	0	0					
		0.11%	0.21%	0.17%	0.0%	0.0%	0.0%	0.13%	0.0%	0.19%	0.29%	0.0%	0.0%	0.55%	0.0%	0.13%	0.12%	0.0%	0.47%	0.0%	0.11%	0.0%	0.11%	0.12%	0.34%	0.0%	0.10%	0.21%	0.11%	0.13%	0.0%	0.12%	0.12%	0.4%	0.11%	0.0%	0.10%	0.0%	0.11%	0.14%	0.0%	0.16%	0.0%	0.0%	0.10%	0.14%	0.37%	0.0%	0.0%	0.09%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	115	1	2	2	0	1	0	2	2	5	4	5	2	0	1	2	3	5	3	2	1	4	6	7	3	3	7	0	1	1	0	1	0	2	5	2	1	1	0	1	3	5	1	4	0	2	1	5	4	0	2					
		0.30%	0.21%	0.34%	0.22%	0.0%	0.15%	0.0%	0.27%	0.38%	0.74%	0.44%	0.63%	0.22%	0.0%	0.13%	0.24%	0.35%	0.59%	0.33%	0.22%	0.16%	0.47%	0.73%	0.79%	0.36%	0.32%	0.76%	0.0%	0.13%	0.13%	0.0%	0.12%	0.0%	0.22%	0.57%	0.20%	0.12%	0.11%	0.0%	0.18%	0.48%	0.85%	0.14%	0.42%	0.0%	0.25%	0.18%	0.50%	0.39%	0.0%	0.90%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4434	83	50	90	79	81	98	79	56	67	78	137	88	68	93	90	148	90	115	107	47	73	101	132	121	121	113	119	96	115	93	121	46	96	77	111	79	100	84	62	50	69	55	133	68	82	59	93	111	100	10					
		11.62%	17.47%	8.57%	10.27%	12.99%	12.85%	13.64%	10.89%	10.64%	10.01%	8.72%	17.38%	9.68%	8.52%	12.09%	10.80%	17.35%	10.63%	12.69%	11.81%	7.67%	8.69%	12.43%	15.03%	14.81%	13.16%	12.41%	13.49%	12.66%	15.64%	11.95%	14.70%	9.2%	10.60%	8.78%	11.57%	10.0%	11.56%	12.17%	11.37%	8.07%	11.81%	7.91%	14.28%	9.71%	10.28%	10.64%	9.45%	10.93%	11.80%	4.52%					
																																																									
41	Против всех	4221	45	93	108	70	88	89	82	64	69	93	82	99	98	93	94	98	93	81	104	58	92	91	101	93	116	92	98	81	87	95	88	43	83	107	118	68	83	96	65	60	53	86	94	75	84	54	95	106	86	30					
		11.06%	9.47%	15.95%	12.32%	11.51%	13.96%	12.39%	11.31%	12.16%	10.31%	10.40%	10.40%	10.89%	12.28%	12.09%	11.28%	11.48%	10.99%	8.94%	11.47%	9.47%	10.95%	11.20%	11.50%	11.38%	12.62%	10.10%	11.11%	10.68%	11.83%	12.21%	10.69%	8.6%	9.17%	12.21%	12.30%	8.60%	9.59%	13.91%	11.92%	9.69%	9.07%	12.37%	10.09%	10.71%	10.53%	9.74%	9.65%	10.44%	10.15%	13.57%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
