Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Ковровская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	4	2	2	10	4	44	4	2	4	4	4	2	2	10	2	2	6	4	2	10	4	2	2	4	4	10	4	4	4	4	4	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	0	0	0	4	0	27	1	1	0	0	0	0	1	4	2	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	79	1	3	3	4	1	2	1	1	5	1	0	0	31	7	0	4	0	0	2	2	0	1	0	2	0	3	1	0	0	1	0	1	0	2					
14	Число погашенных открепительных удостоверений	154	4	2	2	6	4	17	3	1	4	4	4	2	1	6	0	1	6	4	2	9	4	2	2	4	4	8	4	3	4	4	4	10	9	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	143	8	8	2	5	5	25	5	1	2	2	5	0	0	8	1	0	2	1	2	7	1	0	4	3	3	8	2	3	3	2	5	6	7	7					
		1.14%	2.06%	5.44%	1.42%	0.60%	1.31%	1.28%	2.95%	0.95%	0.85%	1.06%	1.23%	0.0%	0.0%	1.86%	0.75%	0.0%	0.56%	0.62%	2.06%	1.25%	0.45%	0.0%	1.88%	1.53%	0.86%	1.59%	0.99%	0.87%	1.09%	0.29%	1.52%	1.03%	0.99%	0.91%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	186	4	1	1	8	7	79	0	0	4	4	1	1	4	5	0	0	2	1	0	8	1	0	2	7	3	3	0	3	1	2	3	15	11	5					
		1.48%	1.03%	0.68%	0.71%	0.97%	1.84%	4.05%	0.0%	0.0%	1.71%	2.12%	0.24%	0.67%	2.59%	1.16%	0.0%	0.0%	0.56%	0.62%	0.0%	1.43%	0.45%	0.0%	0.94%	3.57%	0.86%	0.59%	0.0%	0.87%	0.36%	0.29%	0.91%	2.58%	1.56%	0.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	375	8	2	4	27	11	18	0	2	11	6	11	6	5	17	3	7	13	7	4	14	10	5	6	13	12	17	5	5	8	23	6	25	37	27					
		2.99%	2.06%	1.36%	2.85%	3.27%	2.90%	0.92%	0.0%	1.90%	4.72%	3.19%	2.70%	4.05%	3.24%	3.95%	2.25%	5.83%	3.64%	4.34%	4.12%	2.51%	4.54%	5.0%	2.83%	6.63%	3.45%	3.39%	2.47%	1.46%	2.91%	3.37%	1.83%	4.30%	5.25%	3.54%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	268	1	1	5	31	7	40	0	1	1	1	6	0	3	7	9	4	4	12	3	4	8	2	2	9	1	5	5	3	0	3	6	21	29	34					
		2.13%	0.25%	0.68%	3.57%	3.76%	1.84%	2.05%	0.0%	0.95%	0.42%	0.53%	1.47%	0.0%	1.94%	1.62%	6.76%	3.33%	1.12%	7.45%	3.09%	0.71%	3.63%	2.0%	0.94%	4.59%	0.28%	0.99%	2.47%	0.87%	0.0%	0.43%	1.83%	3.61%	4.11%	4.46%					
22	"5. ""За Русь Святую"""	62	4	2	2	4	3	9	1	1	2	2	2	0	0	2	0	0	5	0	1	1	4	1	0	1	2	0	1	2	1	2	2	0	3	2					
		0.49%	1.03%	1.36%	1.42%	0.48%	0.79%	0.46%	0.59%	0.95%	0.85%	1.06%	0.49%	0.0%	0.0%	0.46%	0.0%	0.0%	1.40%	0.0%	1.03%	0.17%	1.81%	1.0%	0.0%	0.51%	0.57%	0.0%	0.49%	0.58%	0.36%	0.29%	0.61%	0.0%	0.42%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	60	0	2	0	4	1	5	0	2	0	2	2	0	2	3	2	0	6	2	1	2	1	0	1	0	2	0	1	1	1	5	2	2	4	4					
		0.47%	0.0%	1.36%	0.0%	0.48%	0.26%	0.25%	0.0%	1.90%	0.0%	1.06%	0.49%	0.0%	1.29%	0.69%	1.50%	0.0%	1.68%	1.24%	1.03%	0.35%	0.45%	0.0%	0.47%	0.0%	0.57%	0.0%	0.49%	0.29%	0.36%	0.73%	0.61%	0.34%	0.56%	0.52%					
24	"7. ""Новый курс - Автомобильная Россия"""	94	0	4	2	4	0	34	1	2	0	2	1	0	2	3	1	0	0	1	0	4	0	0	1	2	3	1	1	1	1	5	0	10	4	4					
		0.74%	0.0%	2.72%	1.42%	0.48%	0.0%	1.74%	0.59%	1.90%	0.0%	1.06%	0.24%	0.0%	1.29%	0.69%	0.75%	0.0%	0.0%	0.62%	0.0%	0.71%	0.0%	0.0%	0.47%	1.02%	0.86%	0.19%	0.49%	0.29%	0.36%	0.73%	0.0%	1.72%	0.56%	0.52%					
25	"8. ""Народно-республиканская партия России"""	32	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	3	1	2	2	0	1	0	7	3	0	0	0	4	0	0	0	2					
		0.25%	0.25%	0.0%	0.0%	0.0%	0.26%	0.15%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	1.86%	1.03%	0.35%	0.90%	0.0%	0.47%	0.0%	2.01%	0.59%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.26%					
26	"9. ""Российская экологическая партия ""Зеленые"""	72	2	0	0	8	4	14	0	0	0	0	1	1	2	2	1	2	0	0	1	1	0	0	1	3	0	1	1	1	1	2	0	7	13	3					
		0.57%	0.51%	0.0%	0.0%	0.97%	1.05%	0.71%	0.0%	0.0%	0.0%	0.0%	0.24%	0.67%	1.29%	0.46%	0.75%	1.66%	0.0%	0.0%	1.03%	0.17%	0.0%	0.0%	0.47%	1.53%	0.0%	0.19%	0.49%	0.29%	0.36%	0.29%	0.0%	1.20%	1.84%	0.39%					
27	"10. ""Аграрная партия России"""	763	33	3	61	26	40	18	34	26	56	42	14	14	6	28	1	5	38	8	10	55	26	15	10	12	23	17	6	19	33	14	6	17	23	24					
		6.08%	8.50%	2.04%	43.57%	3.15%	10.55%	0.92%	20.11%	24.76%	24.03%	22.34%	3.44%	9.45%	3.89%	6.51%	0.75%	4.16%	10.64%	4.96%	10.30%	9.87%	11.81%	15.0%	4.71%	6.12%	6.62%	3.39%	2.97%	5.55%	12.04%	2.05%	1.83%	2.92%	3.26%	3.15%					
28	"11. ""Истинные патриоты России"""	13	0	0	0	0	0	6	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.85%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	103	3	0	1	5	4	14	3	1	1	0	4	3	3	4	4	2	2	1	2	6	3	0	1	0	0	12	1	1	1	1	1	7	5	7					
		0.82%	0.77%	0.0%	0.71%	0.60%	1.05%	0.71%	1.77%	0.95%	0.42%	0.0%	0.98%	2.02%	1.94%	0.93%	3.00%	1.66%	0.56%	0.62%	2.06%	1.07%	1.36%	0.0%	0.47%	0.0%	0.0%	2.39%	0.49%	0.29%	0.36%	0.14%	0.30%	1.20%	0.71%	0.91%					
30	"13. ""Демократическая партия России"""	52	4	1	0	5	0	10	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	12	0	0	3	0	1	0	2	2	3					
		0.41%	1.03%	0.68%	0.0%	0.60%	0.0%	0.51%	0.0%	0.0%	0.42%	0.53%	0.24%	0.0%	0.0%	0.0%	0.75%	0.83%	0.0%	0.62%	0.0%	0.17%	0.0%	0.0%	0.47%	0.51%	3.45%	0.0%	0.0%	0.87%	0.0%	0.14%	0.0%	0.34%	0.28%	0.39%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	0	0	0	3	1	6	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	0	1	1	0	2	1	10	0					
		0.25%	0.0%	0.0%	0.0%	0.36%	0.26%	0.30%	0.0%	0.0%	0.42%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.28%	0.39%	0.0%	0.29%	0.36%	0.0%	0.61%	0.17%	1.42%	0.0%					
32	"15. ""Партия СЛОН"""	43	0	2	0	3	0	26	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	2	0	0	1	1	0	1					
		0.34%	0.0%	1.36%	0.0%	0.36%	0.0%	1.33%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.23%	0.0%	0.0%	0.28%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.51%	0.28%	0.19%	0.0%	0.58%	0.0%	0.0%	0.30%	0.17%	0.0%	0.13%					
33	"16. ""Родина"" (народно-патриотический союз)"""	720	23	10	3	60	33	47	3	6	21	12	32	10	15	29	7	6	16	4	12	42	14	3	11	6	14	38	5	8	9	56	10	52	42	61					
		5.74%	5.92%	6.80%	2.14%	7.28%	8.70%	2.41%	1.77%	5.71%	9.01%	6.38%	7.88%	6.75%	9.74%	6.74%	5.26%	5.0%	4.48%	2.48%	12.37%	7.54%	6.36%	3.0%	5.18%	3.06%	4.03%	7.58%	2.47%	2.33%	3.28%	8.21%	3.05%	8.95%	5.96%	8.01%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	0	2	0	1	1	7	0	0	4	1	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	2	0	2	1	0	1	2	0					
		0.23%	0.0%	1.36%	0.0%	0.12%	0.26%	0.35%	0.0%	0.0%	1.71%	0.53%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.28%	0.0%	0.0%	0.17%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.99%	0.0%	0.72%	0.14%	0.0%	0.17%	0.28%	0.0%					
35	"18. ""ЛДПР"""	2206	63	16	16	103	83	709	19	10	21	23	72	20	24	56	17	7	53	15	14	79	16	19	32	27	61	90	40	33	50	109	33	84	87	105					
		17.59%	16.23%	10.88%	11.42%	12.5%	21.89%	36.35%	11.24%	9.52%	9.01%	12.23%	17.73%	13.51%	15.58%	13.02%	12.78%	5.83%	14.84%	9.31%	14.43%	14.18%	7.27%	19.0%	15.09%	13.77%	17.57%	17.96%	19.80%	9.64%	18.24%	15.98%	10.09%	14.45%	12.35%	13.79%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	327	7	1	1	33	4	21	3	2	7	2	7	4	3	14	1	8	7	6	2	12	2	2	4	4	8	22	10	14	1	22	15	24	27	27					
		2.60%	1.80%	0.68%	0.71%	4.00%	1.05%	1.07%	1.77%	1.90%	3.00%	1.06%	1.72%	2.70%	1.94%	3.25%	0.75%	6.66%	1.96%	3.72%	2.06%	2.15%	0.90%	2.0%	1.88%	2.04%	2.30%	4.39%	4.95%	4.09%	0.36%	3.22%	4.58%	4.13%	3.83%	3.54%					
37	"20. ""Политическая партия ""Единая Россия"""	4551	141	67	25	321	115	603	79	29	71	59	154	57	63	170	63	49	103	77	25	169	81	34	86	85	120	225	79	189	138	251	126	168	231	298					
		36.30%	36.34%	45.57%	17.85%	38.95%	30.34%	30.92%	46.74%	27.61%	30.47%	31.38%	37.93%	38.51%	40.90%	39.53%	47.36%	40.83%	28.85%	47.82%	25.77%	30.34%	36.81%	34.0%	40.56%	43.36%	34.58%	44.91%	39.10%	55.26%	50.36%	36.80%	38.53%	28.91%	32.81%	39.15%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	0	0	2	1	1	5	0	2	0	0	3	0	0	0	0	0	0	0	0	2	2	0	1	0	2	1	1	2	1	0	0	0	1	0					
		0.21%	0.0%	0.0%	1.42%	0.12%	0.26%	0.25%	0.0%	1.90%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.90%	0.0%	0.47%	0.0%	0.57%	0.19%	0.49%	0.58%	0.36%	0.0%	0.0%	0.0%	0.14%	0.0%					
39	"22. ""Развитие предпринимательства"""	22	1	0	0	2	0	8	0	0	0	0	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2					
		0.17%	0.25%	0.0%	0.0%	0.24%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.64%	0.23%	0.75%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.26%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1518	65	18	6	100	41	77	17	7	10	18	69	24	14	50	10	21	78	13	13	103	27	14	33	13	43	22	25	29	13	140	90	103	116	96					
		12.11%	16.75%	12.24%	4.28%	12.13%	10.81%	3.94%	10.05%	6.66%	4.29%	9.57%	16.99%	16.21%	9.09%	11.62%	7.51%	17.5%	21.84%	8.07%	13.40%	18.49%	12.27%	14.0%	15.56%	6.63%	12.39%	4.39%	12.37%	8.47%	4.74%	20.52%	27.52%	17.72%	16.47%	12.61%					
																																									
41	Против всех	650	16	2	2	55	11	163	1	7	11	8	12	6	7	21	11	4	19	5	6	34	16	2	9	5	22	24	7	20	9	28	16	21	37	33					
		5.18%	4.12%	1.36%	1.42%	6.67%	2.90%	8.35%	0.59%	6.66%	4.72%	4.25%	2.95%	4.05%	4.54%	4.88%	8.27%	3.33%	5.32%	3.10%	6.18%	6.10%	7.27%	2.0%	4.24%	2.55%	6.34%	4.79%	3.46%	5.84%	3.28%	4.10%	4.89%	3.61%	5.25%	4.33%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
