Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Балаганская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	45	7	2	1	4	1	0	4	0	5	5	7	6	3									
		1.50%	1.78%	1.83%	0.62%	2.96%	2.38%	0.00%	1.59%	0.00%	3.52%	2.11%	1.00%	1.24%	1.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1255	211	61	72	70	16	25	121	11	59	101	262	164	82									
		41.95%	53.69%	55.96%	44.72%	51.85%	38.10%	34.72%	48.02%	32.35%	41.55%	42.62%	37.54%	33.95%	35.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	1	1	0	1	0	0	2	0	0	1	5	2	2									
		0.50%	0.25%	0.92%	0.00%	0.74%	0.00%	0.00%	0.79%	0.00%	0.00%	0.42%	0.72%	0.41%	0.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	2	1	0	0	0	0	1	0	0	2	2	1	3									
		0.40%	0.51%	0.92%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.84%	0.29%	0.21%	1.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	586	83	15	29	21	8	21	37	9	28	52	138	96	49									
		19.59%	21.12%	13.76%	18.01%	15.56%	19.05%	29.17%	14.68%	26.47%	19.72%	21.94%	19.77%	19.88%	20.94%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	2	1	1	0	0	0	1	0	0	0	2	1	2									
		0.33%	0.51%	0.92%	0.62%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.29%	0.21%	0.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	2	0	0	2	1	0	2	0	0	0	6	4	0									
		0.57%	0.51%	0.00%	0.00%	1.48%	2.38%	0.00%	0.79%	0.00%	0.00%	0.00%	0.86%	0.83%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	0	0	0	0	0	0	0	0	3	2	0									
		0.20%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.41%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8	1	1	0	0	0	0	1	0	0	1	1	2	1									
		0.27%	0.25%	0.92%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.42%	0.14%	0.41%	0.43%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	703	50	15	33	25	10	21	63	10	31	44	184	155	62									
		23.50%	12.72%	13.76%	20.50%	18.52%	23.81%	29.17%	25.00%	29.41%	21.83%	18.57%	26.36%	32.09%	26.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	2	0	0	0	0	0	3	0	1	0	2	0	0									
		0.27%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.70%	0.00%	0.29%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	110	2	0	9	7	0	1	4	2	6	11	37	19	12									
		3.68%	0.51%	0.00%	5.59%	5.19%	0.00%	1.39%	1.59%	5.88%	4.23%	4.64%	5.30%	3.93%	5.13%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
