Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Фокинская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193					
		14.98%	16.04%	14.53%	16.52%	16.56%	14.65%	16.50%	17.04%	17.69%	14.03%	12.99%	10.93%	12.92%	12.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1318	135	97	144	108	120	164	36	99	20	62	114	89	130					
		8.90%	10.12%	7.96%	10.48%	10.22%	8.97%	11.23%	4.44%	6.81%	3.60%	9.05%	9.74%	6.80%	12.37%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	148	10	13	17	13	10	11	6	19	3	13	14	15	4					
		0.99%	0.75%	1.07%	1.24%	1.23%	0.75%	0.75%	0.74%	1.31%	0.54%	1.90%	1.20%	1.15%	0.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9121	779	722	765	600	797	837	563	871	423	447	767	892	658					
		61.56%	58.40%	59.28%	55.68%	56.76%	59.57%	57.29%	69.51%	59.94%	76.08%	65.26%	65.50%	68.20%	62.61%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	142	13	12	22	14	13	16	2	16	3	3	12	8	8					
		0.96%	0.97%	0.99%	1.60%	1.32%	0.97%	1.10%	0.25%	1.10%	0.54%	0.44%	1.02%	0.61%	0.76%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
