Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Тулунская 																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427					
		17.01%	28.10%	29.13%	12.99%	11.63%	17.20%	24.10%	16.00%	21.92%	14.12%	11.59%	17.56%	10.65%	17.63%	6.49%	14.21%	16.10%	11.47%	19.67%	22.22%	13.28%	22.10%	27.08%	35.71%	21.69%	30.00%	19.81%	17.12%	25.77%	15.37%	18.96%	16.22%	19.72%	9.48%	12.68%	12.15%	13.40%	24.29%	16.51%	18.67%	17.71%	14.79%	11.54%	17.81%	14.49%	15.56%	24.30%	5.26%	11.90%	16.33%	10.50%	13.16%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	6	0	1	1	2	4	0	2	0	7	6	1	12	1	2	0	1	6	3	1	2	0	0	2	0	3	1	1	2	2	4	0	0	1	3	0	1	0	1	3	3	1	1	2	2	3	0	0	4	0	0					
		0.74%	1.81%	0.00%	0.65%	1.16%	0.24%	2.41%	0.00%	0.32%	0.00%	2.13%	2.15%	0.34%	2.68%	1.30%	1.09%	0.00%	0.25%	1.23%	3.03%	0.78%	0.72%	0.00%	0.00%	0.56%	0.00%	1.42%	0.45%	1.03%	0.39%	0.52%	0.98%	0.00%	0.00%	0.29%	0.56%	0.00%	1.43%	0.00%	0.44%	1.56%	0.63%	0.64%	0.19%	0.58%	0.58%	1.40%	0.00%	0.00%	0.81%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2658	76	41	33	6	222	30	39	133	48	59	38	74	146	23	33	19	56	102	17	15	51	4	7	88	6	38	29	4	81	86	85	11	4	38	100	26	22	30	14	30	123	44	182	42	41	39	9	57	123	23	11					
		20.08%	22.96%	39.81%	21.43%	6.98%	26.52%	18.07%	17.33%	20.98%	28.24%	17.99%	13.62%	25.43%	32.59%	29.87%	18.03%	16.10%	13.97%	20.90%	17.17%	11.72%	18.48%	8.33%	10.00%	24.79%	8.57%	17.92%	13.06%	4.12%	15.76%	22.34%	20.88%	7.75%	3.45%	10.95%	18.69%	26.80%	31.43%	14.15%	6.22%	15.63%	25.63%	28.21%	33.77%	12.17%	11.82%	18.22%	15.79%	33.93%	24.80%	10.50%	14.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	138	2	0	1	0	1	1	2	15	5	0	4	2	8	0	4	1	1	3	0	1	0	2	1	6	1	1	1	1	2	5	7	1	0	1	9	0	0	2	0	0	13	1	6	10	2	2	1	4	8	0	0					
		1.04%	0.60%	0.00%	0.65%	0.00%	0.12%	0.60%	0.89%	2.37%	2.94%	0.00%	1.43%	0.69%	1.79%	0.00%	2.19%	0.85%	0.25%	0.61%	0.00%	0.78%	0.00%	4.17%	1.43%	1.69%	1.43%	0.47%	0.45%	1.03%	0.39%	1.30%	1.72%	0.70%	0.00%	0.29%	1.68%	0.00%	0.00%	0.94%	0.00%	0.00%	2.71%	0.64%	1.11%	2.90%	0.58%	0.93%	1.75%	2.38%	1.61%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6628	110	28	88	60	369	77	133	297	77	182	149	148	148	35	110	73	247	212	40	90	127	25	31	147	36	91	116	53	269	171	197	91	96	239	298	46	22	115	150	87	217	79	169	211	222	96	40	65	234	160	55					
		50.08%	33.23%	27.18%	57.14%	69.77%	44.09%	46.39%	59.11%	46.85%	45.29%	55.49%	53.41%	50.86%	33.04%	45.45%	60.11%	61.86%	61.60%	43.44%	40.40%	70.31%	46.01%	52.08%	44.29%	41.41%	51.43%	42.92%	52.25%	54.64%	52.33%	44.42%	48.40%	64.08%	82.76%	68.88%	55.70%	47.42%	31.43%	54.25%	66.67%	45.31%	45.21%	50.64%	31.35%	61.16%	63.98%	44.86%	70.18%	38.69%	47.18%	73.06%	72.37%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	45	1	1	0	0	1	0	0	1	2	0	5	0	2	0	0	0	0	3	0	0	1	0	0	1	0	2	2	0	0	2	2	0	0	4	6	0	0	0	1	3	2	0	1	0	0	1	0	0	1	0	0					
		0.34%	0.30%	0.97%	0.00%	0.00%	0.12%	0.00%	0.00%	0.16%	1.18%	0.00%	1.79%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.36%	0.00%	0.00%	0.28%	0.00%	0.94%	0.90%	0.00%	0.00%	0.52%	0.49%	0.00%	0.00%	1.15%	1.12%	0.00%	0.00%	0.00%	0.44%	1.56%	0.42%	0.00%	0.19%	0.00%	0.00%	0.47%	0.00%	0.00%	0.20%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
