Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																						
Дата голосования: 07.12.2003 0:00:00																																																																						
																																																																						
Наименование Избирательной комиссии:    Кувандыкская																																																																						
																																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																						
																																																																						
		Сумма	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	631	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	30	30	30	30	30	30	30	30	30	30	30	20	20	17					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	86	1	0	0	0	0	0	0	1	1	4	0	4	0	0	0	0	0	0	1	0	0	0	0	5	1	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	8	4	9	1	5	2	2	1	3	1	0	7	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	99	1	1	1	3	4	2	4	2	0	3	0	0	1	3	1	2	1	1	4	1	0	0	1	2	1	1	1	5	1	1	1	3	0	0	0	3	2	0	0	0	0	2	1	0	0	1	2	2	0	4	2	1	6	1	0	1	2	3	6	1	3	2	2					
14	Число погашенных открепительных удостоверений	545	4	5	5	5	5	5	5	4	4	1	5	0	5	4	5	5	5	5	4	5	5	5	5	0	4	4	2	5	5	5	5	2	4	5	5	5	5	5	5	5	5	5	3	5	5	5	5	6	5	20	22	26	21	29	25	28	28	29	27	29	20	13	12					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	"1. ""ЕДИНЕНИЕ"""	331	8	8	6	1	8	2	7	2	6	10	2	2	7	2	4	2	4	5	4	8	5	4	12	13	3	1	9	6	7	2	6	6	9	0	5	1	7	4	8	3	1	0	1	3	5	1	0	3	7	9	2	7	7	5	7	9	6	2	9	8	12	12	6					
		1.51%	1.18%	7.07%	4.19%	0.81%	1.67%	1.86%	1.89%	0.97%	6.89%	2.38%	1.86%	0.58%	2.88%	1.15%	1.29%	3.22%	4.49%	18.51%	0.59%	4.59%	6.32%	4.81%	3.80%	4.52%	1.68%	0.88%	1.58%	2.00%	3.24%	1.50%	2.44%	1.85%	3.13%	0.0%	3.96%	1.53%	2.07%	1.76%	6.77%	0.98%	2.22%	0.0%	0.49%	2.85%	7.57%	1.85%	0.0%	2.23%	1.80%	0.85%	0.25%	0.87%	0.60%	1.19%	0.78%	1.66%	0.83%	0.65%	0.84%	0.69%	1.49%	0.94%	2.42%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	397	2	3	4	1	9	0	5	1	3	3	1	2	2	0	2	1	1	1	5	3	0	1	4	1	3	1	6	2	1	10	2	7	1	0	1	1	0	3	5	1	0	0	2	0	2	3	3	0	3	29	24	28	26	10	20	13	15	3	33	31	19	29	5					
		1.81%	0.29%	2.65%	2.79%	0.81%	1.88%	0.0%	1.35%	0.48%	3.44%	0.71%	0.93%	0.58%	0.82%	0.0%	0.64%	1.61%	1.12%	3.70%	0.73%	1.72%	0.0%	1.20%	1.26%	0.34%	1.68%	0.88%	1.05%	0.66%	0.46%	7.51%	0.81%	2.16%	0.34%	0.0%	0.79%	1.53%	0.0%	1.32%	4.23%	0.32%	0.0%	0.0%	0.98%	0.0%	3.03%	5.55%	0.90%	0.0%	0.77%	2.75%	3.02%	3.48%	2.23%	2.39%	2.25%	2.40%	2.07%	0.97%	3.09%	2.70%	2.37%	2.28%	2.02%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	617	11	6	5	5	16	7	10	7	6	5	2	17	7	8	10	2	0	0	15	3	1	0	5	3	4	0	18	1	8	1	10	4	6	1	0	4	4	7	1	5	2	0	2	0	1	1	10	1	6	29	20	25	47	8	25	25	27	12	32	34	27	53	5					
		2.82%	1.63%	5.30%	3.49%	4.09%	3.34%	6.54%	2.71%	3.41%	6.89%	1.19%	1.86%	5.0%	2.88%	4.62%	3.24%	3.22%	0.0%	0.0%	2.21%	1.72%	1.26%	0.0%	1.58%	1.04%	2.24%	0.0%	3.16%	0.33%	3.70%	0.75%	4.08%	1.23%	2.09%	2.56%	0.0%	6.15%	1.18%	3.08%	0.84%	1.63%	4.44%	0.0%	0.98%	0.0%	1.51%	1.85%	3.00%	0.74%	1.55%	2.75%	2.52%	3.11%	4.04%	1.91%	2.81%	4.62%	3.73%	3.90%	3.00%	2.96%	3.37%	4.16%	2.02%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	611	8	3	3	3	3	1	6	1	1	5	0	4	0	2	1	3	1	1	1	0	0	2	8	2	2	2	7	0	3	3	2	5	3	0	0	2	0	4	0	5	0	0	5	0	3	2	7	4	0	42	34	49	51	18	28	19	22	11	67	46	34	59	13					
		2.79%	1.18%	2.65%	2.09%	2.45%	0.62%	0.93%	1.62%	0.48%	1.14%	1.19%	0.0%	1.17%	0.0%	1.15%	0.32%	4.83%	1.12%	3.70%	0.14%	0.0%	0.0%	2.40%	2.53%	0.69%	1.12%	1.76%	1.23%	0.0%	1.38%	2.25%	0.81%	1.54%	1.04%	0.0%	0.0%	3.07%	0.0%	1.76%	0.0%	1.63%	0.0%	0.0%	2.45%	0.0%	4.54%	3.70%	2.10%	2.98%	0.0%	3.98%	4.28%	6.10%	4.39%	4.30%	3.15%	3.51%	3.04%	3.58%	6.28%	4.01%	4.24%	4.64%	5.26%					
22	"5. ""За Русь Святую"""	97	3	0	0	0	6	0	0	2	0	2	0	2	3	1	0	0	0	0	3	0	0	0	1	3	2	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	10	2	6	9	1	4	4	3	1	8	3	2	4	1					
		0.44%	0.44%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%	0.97%	0.0%	0.47%	0.0%	0.58%	1.23%	0.57%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.31%	1.04%	1.12%	0.0%	0.17%	0.0%	0.0%	0.0%	1.63%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.95%	0.0%	1.85%	0.60%	0.0%	0.0%	0.94%	0.25%	0.74%	0.77%	0.23%	0.45%	0.74%	0.41%	0.32%	0.75%	0.26%	0.24%	0.31%	0.40%					
23	"6. ""Объединенная Российская партия ""Русь"""	73	1	0	1	4	1	3	0	1	0	1	0	0	3	0	0	0	0	1	2	0	0	0	3	2	1	1	1	1	3	0	2	1	0	0	0	0	0	1	0	2	0	0	1	3	0	0	0	0	1	7	0	1	1	1	1	2	3	0	3	4	4	4	1					
		0.33%	0.14%	0.0%	0.69%	3.27%	0.20%	2.80%	0.0%	0.48%	0.0%	0.23%	0.0%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	3.70%	0.29%	0.0%	0.0%	0.0%	0.95%	0.69%	0.56%	0.88%	0.17%	0.33%	1.38%	0.0%	0.81%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.65%	0.0%	0.0%	0.49%	2.85%	0.0%	0.0%	0.0%	0.0%	0.25%	0.66%	0.0%	0.12%	0.08%	0.23%	0.11%	0.37%	0.41%	0.0%	0.28%	0.34%	0.49%	0.31%	0.40%					
24	"7. ""Новый курс - Автомобильная Россия"""	130	2	0	2	2	2	0	1	2	1	1	1	5	1	0	0	0	0	0	3	0	0	0	1	1	0	2	2	0	2	0	2	3	1	1	0	0	7	0	1	0	0	0	2	1	0	2	1	1	2	7	6	1	6	10	10	7	4	0	9	7	2	5	1					
		0.59%	0.29%	0.0%	1.39%	1.63%	0.41%	0.0%	0.27%	0.97%	1.14%	0.23%	0.93%	1.47%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.31%	0.34%	0.0%	1.76%	0.35%	0.0%	0.92%	0.0%	0.81%	0.92%	0.34%	2.56%	0.0%	0.0%	2.07%	0.0%	0.84%	0.0%	0.0%	0.0%	0.98%	0.95%	0.0%	3.70%	0.30%	0.74%	0.51%	0.66%	0.75%	0.12%	0.51%	2.39%	1.12%	1.29%	0.55%	0.0%	0.84%	0.61%	0.24%	0.39%	0.40%					
25	"8. ""Народно-республиканская партия России"""	46	2	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1	1	1	2	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	3	1	0	1	4	0	1	0	1	0	4	0	2	5	1					
		0.21%	0.29%	0.0%	1.39%	0.0%	0.20%	0.0%	0.27%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	1.12%	0.0%	0.35%	0.33%	0.46%	0.75%	0.81%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.88%	1.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.77%	0.09%	0.0%	0.12%	0.34%	0.0%	0.11%	0.0%	0.13%	0.0%	0.37%	0.0%	0.24%	0.39%	0.40%					
26	"9. ""Российская экологическая партия ""Зеленые"""	59	3	0	0	1	1	0	0	1	0	2	0	1	0	0	1	0	1	0	2	0	0	0	0	1	0	0	1	0	0	1	0	2	3	0	0	0	0	0	0	2	0	0	1	0	0	0	2	1	1	5	3	1	4	3	1	1	0	1	3	1	3	3	2					
		0.27%	0.44%	0.0%	0.0%	0.81%	0.20%	0.0%	0.0%	0.48%	0.0%	0.47%	0.0%	0.29%	0.0%	0.0%	0.32%	0.0%	1.12%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.17%	0.0%	0.0%	0.75%	0.0%	0.61%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.60%	0.74%	0.25%	0.47%	0.37%	0.12%	0.34%	0.71%	0.11%	0.18%	0.0%	0.32%	0.28%	0.08%	0.37%	0.23%	0.80%					
27	"10. ""Аграрная партия России"""	2624	63	28	26	12	53	18	109	30	23	158	29	44	21	21	99	31	37	8	71	9	9	0	59	62	42	14	100	59	60	10	43	61	25	11	36	5	84	57	20	68	10	6	26	22	3	8	53	37	7	74	48	49	99	48	47	35	59	15	57	60	53	74	19					
		12.00%	9.34%	24.77%	18.18%	9.83%	11.08%	16.82%	29.53%	14.63%	26.43%	37.70%	27.10%	12.94%	8.64%	12.13%	32.14%	50.0%	41.57%	29.62%	10.48%	5.17%	11.39%	0.0%	18.73%	21.60%	23.59%	12.38%	17.60%	19.73%	27.77%	7.51%	17.55%	18.88%	8.71%	28.20%	28.57%	7.69%	24.92%	25.11%	16.94%	22.29%	22.22%	13.95%	12.74%	20.95%	4.54%	14.81%	15.91%	27.61%	1.80%	7.02%	6.05%	6.10%	8.52%	11.48%	5.29%	6.48%	8.17%	4.88%	5.34%	5.23%	6.61%	5.82%	7.69%					
28	"11. ""Истинные патриоты России"""	70	3	1	4	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	1	2	1	0	6	1	0	0	3	2	0	0	5	4	1	0	0	0	0	1	0	1	0	0	1	0	3	0	2	0	2	1	2	0	2	0	1	3	0	2	4	1	0	4	1					
		0.32%	0.44%	0.88%	2.79%	0.0%	0.20%	0.0%	0.0%	0.0%	1.14%	0.23%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	1.14%	1.26%	0.0%	1.90%	0.34%	0.0%	0.0%	0.52%	0.66%	0.0%	0.0%	2.04%	1.23%	0.34%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.32%	0.0%	0.0%	0.49%	0.0%	4.54%	0.0%	0.60%	0.0%	0.51%	0.09%	0.25%	0.0%	0.17%	0.0%	0.11%	0.55%	0.0%	0.65%	0.37%	0.08%	0.0%	0.31%	0.40%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	181	1	0	2	0	3	2	1	2	0	0	0	6	3	0	2	1	0	1	8	4	1	0	0	0	2	0	9	4	2	0	0	2	1	0	0	1	3	1	0	3	1	0	0	2	0	2	3	0	2	6	9	21	7	5	8	3	8	2	9	10	4	13	1					
		0.82%	0.14%	0.0%	1.39%	0.0%	0.62%	1.86%	0.27%	0.97%	0.0%	0.0%	0.0%	1.76%	1.23%	0.0%	0.64%	1.61%	0.0%	3.70%	1.18%	2.29%	1.26%	0.0%	0.0%	0.0%	1.12%	0.0%	1.58%	1.33%	0.92%	0.0%	0.0%	0.61%	0.34%	0.0%	0.0%	1.53%	0.89%	0.44%	0.0%	0.98%	2.22%	0.0%	0.0%	1.90%	0.0%	3.70%	0.90%	0.0%	0.51%	0.56%	1.13%	2.61%	0.60%	1.19%	0.90%	0.55%	1.10%	0.65%	0.84%	0.87%	0.49%	1.02%	0.40%					
30	"13. ""Демократическая партия России"""	57	2	0	2	0	1	0	0	0	0	1	1	1	2	2	0	0	0	0	3	0	0	0	1	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	2	1	1	2	0	3	2	0	2	5	2	0	2	5	2	1	0					
		0.26%	0.29%	0.0%	1.39%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.23%	0.93%	0.29%	0.82%	1.15%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	1.67%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.65%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	0.60%	0.74%	0.25%	0.18%	0.0%	0.37%	0.17%	0.0%	0.22%	0.92%	0.27%	0.0%	0.18%	0.43%	0.24%	0.07%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	40	1	0	0	0	2	0	3	0	0	1	0	1	0	0	2	0	1	0	4	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0	5	1	3	0	0	0	0	3	0	0	2	1					
		0.18%	0.14%	0.0%	0.0%	0.0%	0.41%	0.0%	0.81%	0.0%	0.0%	0.23%	0.0%	0.29%	0.0%	0.0%	0.64%	0.0%	1.12%	0.0%	0.59%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.88%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.95%	1.51%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.62%	0.08%	0.71%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.15%	0.40%					
32	"15. ""Партия СЛОН"""	29	3	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	1	0	1	0	0	0	0	0	1	2	0					
		0.13%	0.44%	0.0%	0.69%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.41%	0.0%	0.32%	0.0%	0.0%	3.70%	0.14%	0.0%	1.26%	0.0%	0.31%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.40%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.28%	0.25%	0.24%	0.08%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.15%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1266	27	3	0	2	13	4	6	5	7	7	0	20	13	2	12	1	3	0	20	3	1	2	10	16	5	9	33	4	1	5	7	9	17	0	1	1	8	4	7	12	0	3	19	4	1	2	24	3	18	79	66	63	65	42	69	38	48	14	91	125	77	102	13					
		5.79%	4.00%	2.65%	0.0%	1.63%	2.71%	3.73%	1.62%	2.43%	8.04%	1.67%	0.0%	5.88%	5.34%	1.15%	3.89%	1.61%	3.37%	0.0%	2.95%	1.72%	1.26%	2.40%	3.17%	5.57%	2.80%	7.96%	5.80%	1.33%	0.46%	3.75%	2.85%	2.78%	5.92%	0.0%	0.79%	1.53%	2.37%	1.76%	5.93%	3.93%	0.0%	6.97%	9.31%	3.80%	1.51%	3.70%	7.20%	2.23%	4.65%	7.49%	8.32%	7.84%	5.59%	10.04%	7.77%	7.03%	6.64%	4.56%	8.53%	10.89%	9.61%	8.02%	5.26%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	72	4	0	2	0	1	0	2	2	1	0	0	0	0	2	1	0	1	0	1	2	0	0	1	0	1	0	2	0	2	1	2	2	1	0	0	0	7	0	0	1	0	1	1	1	1	0	2	1	2	4	1	0	2	2	1	1	0	1	2	1	1	6	2					
		0.32%	0.59%	0.0%	1.39%	0.0%	0.20%	0.0%	0.54%	0.97%	1.14%	0.0%	0.0%	0.0%	0.0%	1.15%	0.32%	0.0%	1.12%	0.0%	0.14%	1.14%	0.0%	0.0%	0.31%	0.0%	0.56%	0.0%	0.35%	0.0%	0.92%	0.75%	0.81%	0.61%	0.34%	0.0%	0.0%	0.0%	2.07%	0.0%	0.0%	0.32%	0.0%	2.32%	0.49%	0.95%	1.51%	0.0%	0.60%	0.74%	0.51%	0.37%	0.12%	0.0%	0.17%	0.47%	0.11%	0.18%	0.0%	0.32%	0.18%	0.08%	0.12%	0.47%	0.80%					
35	"18. ""ЛДПР"""	2598	65	7	5	11	46	10	22	47	3	20	16	23	22	14	29	1	3	0	87	3	9	10	15	38	6	15	52	14	9	6	23	29	29	2	15	5	43	7	22	18	7	6	42	11	12	11	32	12	95	172	119	124	145	51	126	82	129	59	129	139	106	165	23					
		11.89%	9.64%	6.19%	3.49%	9.01%	9.62%	9.34%	5.96%	22.92%	3.44%	4.77%	14.95%	6.76%	9.05%	8.09%	9.41%	1.61%	3.37%	0.0%	12.85%	1.72%	11.39%	12.04%	4.76%	13.24%	3.37%	13.27%	9.15%	4.68%	4.16%	4.51%	9.38%	8.97%	10.10%	5.12%	11.90%	7.69%	12.75%	3.08%	18.64%	5.90%	15.55%	13.95%	20.58%	10.47%	18.18%	20.37%	9.60%	8.95%	24.54%	16.31%	15.00%	15.44%	12.48%	12.20%	14.18%	15.18%	17.86%	19.21%	12.10%	12.11%	13.23%	12.98%	9.31%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	435	17	7	2	3	6	4	3	7	0	5	4	16	3	11	3	0	1	1	13	9	0	2	3	7	1	6	9	14	3	3	6	4	3	0	1	2	7	3	0	7	0	2	12	2	0	1	10	1	9	22	20	16	20	3	18	5	8	9	19	20	18	18	6					
		1.99%	2.52%	6.19%	1.39%	2.45%	1.25%	3.73%	0.81%	3.41%	0.0%	1.19%	3.73%	4.70%	1.23%	6.35%	0.97%	0.0%	1.12%	3.70%	1.92%	5.17%	0.0%	2.40%	0.95%	2.43%	0.56%	5.30%	1.58%	4.68%	1.38%	2.25%	2.44%	1.23%	1.04%	0.0%	0.79%	3.07%	2.07%	1.32%	0.0%	2.29%	0.0%	4.65%	5.88%	1.90%	0.0%	1.85%	3.00%	0.74%	2.32%	2.08%	2.52%	1.99%	1.72%	0.71%	2.02%	0.92%	1.10%	2.93%	1.78%	1.74%	2.24%	1.41%	2.42%					
37	"20. ""Политическая партия ""Единая Россия"""	4868	206	12	23	37	142	36	103	59	12	46	14	82	60	48	45	6	3	3	116	24	4	37	57	83	20	16	122	49	44	39	41	101	54	20	30	18	83	78	29	77	18	11	49	21	7	8	40	5	137	244	186	194	253	80	216	144	192	76	222	218	156	258	54					
		22.28%	30.56%	10.61%	16.08%	30.32%	29.70%	33.64%	27.91%	28.78%	13.79%	10.97%	13.08%	24.11%	24.69%	27.74%	14.61%	9.67%	3.37%	11.11%	17.13%	13.79%	5.06%	44.57%	18.09%	28.91%	11.23%	14.15%	21.47%	16.38%	20.37%	29.32%	16.73%	31.26%	18.81%	51.28%	23.80%	27.69%	24.62%	34.36%	24.57%	25.24%	40.0%	25.58%	24.01%	20.0%	10.60%	14.81%	12.01%	3.73%	35.40%	23.14%	23.45%	24.15%	21.79%	19.13%	24.32%	26.66%	26.59%	24.75%	20.82%	19.00%	19.47%	20.29%	21.86%					
38	"21. ""Российская Конституционно-демократическая партия"""	74	3	1	1	0	6	0	2	2	0	0	3	2	0	2	0	0	0	0	0	1	1	0	2	0	1	2	2	0	3	3	0	2	0	0	0	0	2	3	0	0	1	0	1	0	1	0	1	0	1	2	0	1	2	1	1	5	1	1	2	0	4	5	0					
		0.33%	0.44%	0.88%	0.69%	0.0%	1.25%	0.0%	0.54%	0.97%	0.0%	0.0%	2.80%	0.58%	0.0%	1.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	1.26%	0.0%	0.63%	0.0%	0.56%	1.76%	0.35%	0.0%	1.38%	2.25%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.59%	1.32%	0.0%	0.0%	2.22%	0.0%	0.49%	0.0%	1.51%	0.0%	0.30%	0.0%	0.25%	0.18%	0.0%	0.12%	0.17%	0.23%	0.11%	0.92%	0.13%	0.32%	0.18%	0.0%	0.49%	0.39%	0.0%					
39	"22. ""Развитие предпринимательства"""	61	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	3	4	5	4	5	3	1	0	1	0	7	6	1					
