Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Грязовецкая																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №513	УИК №514	УИК №515					
11	Число полученных открепительных  удостоверений	970	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	31	4	23	3	8	6	19	11	10	22	13	12	18	6	35	22	5	8	16	8	34	6	3	2	11	4	19	4	16	5	7	6	21	15	30	18	6	7	26					
12	Число выданных открепительных удостоверений	206	3	4	8	3	7	8	11	4	5	6	3	3	2	2	5	7	3	3	29	1	4	0	1	2	1	0	0	1	1	3	2	1	23	0	0	1	2	2	6	1	0	1	1	0	4	0	4	0	2	1	7	3	2	5	0	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	171	1	3	3	2	2	9	5	2	3	4	3	3	7	1	1	6	3	0	4	1	4	1	3	0	3	2	0	4	0	3	0	2	4	8	3	4	2	3	7	0	6	2	3	6	5	0	6	1	1	3	4	4	2	2	1	3	6					
14	Число неиспользованных открепительных удостоверений	764	22	21	17	22	18	17	14	21	20	19	22	22	23	23	20	18	22	22	2	3	19	3	7	4	18	11	10	21	12	9	16	5	12	22	5	7	14	6	28	5	3	1	10	4	15	4	12	5	5	5	14	12	28	13	6	7	18					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	. Глазьев Сергей Юрьевич	426	7	18	19	17	25	19	22	22	9	13	16	15	9	22	13	20	12	4	9	1	4	1	0	0	6	3	1	6	2	1	1	1	11	4	1	4	12	9	8	0	0	0	3	3	9	2	3	1	0	4	7	6	5	4	3	3	6					
		2.23%	1.30%	3.31%	3.51%	2.74%	4.19%	3.31%	2.90%	3.30%	2.07%	2.64%	2.85%	3.04%	2.10%	4.30%	2.30%	3.53%	2.60%	0.99%	3.81%	0.98%	1.10%	1.33%	0.00%	0.00%	1.98%	1.24%	0.45%	2.00%	1.20%	0.50%	0.40%	0.79%	1.67%	1.09%	1.01%	2.25%	3.40%	7.50%	1.42%	0.00%	0.00%	0.00%	1.28%	3.45%	2.59%	2.50%	0.94%	0.90%	0.00%	2.17%	1.66%	2.33%	0.91%	1.17%	2.40%	1.99%	1.16%					
19	. Малышкин Олег Александрович	341	20	13	7	7	10	13	14	10	11	5	15	10	7	12	8	7	4	6	5	2	6	0	1	0	5	5	2	4	4	4	6	1	8	9	4	5	8	4	8	4	1	0	9	1	4	4	5	3	1	2	9	4	10	7	2	1	4					
		1.79%	3.72%	2.39%	1.29%	1.13%	1.68%	2.26%	1.85%	1.50%	2.53%	1.02%	2.67%	2.02%	1.64%	2.34%	1.41%	1.23%	0.87%	1.48%	2.12%	1.96%	1.65%	0.00%	0.70%	0.00%	1.65%	2.07%	0.90%	1.33%	2.40%	1.99%	2.40%	0.79%	1.21%	2.45%	4.04%	2.81%	2.27%	3.33%	1.42%	3.48%	1.52%	0.00%	3.85%	1.15%	1.15%	5.00%	1.56%	2.70%	0.64%	1.09%	2.13%	1.55%	1.83%	2.05%	1.60%	0.66%	0.77%					
20	. Миронов Сергей Михайлович	152	3	3	3	5	6	9	4	4	5	0	8	3	4	0	7	5	8	4	0	1	3	0	0	0	1	1	2	7	6	0	3	1	1	3	0	0	3	1	2	1	1	1	4	0	2	0	2	1	0	1	4	2	5	0	2	0	10					
		0.80%	0.56%	0.55%	0.55%	0.81%	1.01%	1.57%	0.53%	0.60%	1.15%	0.00%	1.43%	0.61%	0.93%	0.00%	1.24%	0.88%	1.73%	0.99%	0.00%	0.98%	0.83%	0.00%	0.00%	0.00%	0.33%	0.41%	0.90%	2.33%	3.59%	0.00%	1.20%	0.79%	0.15%	0.82%	0.00%	0.00%	0.85%	0.83%	0.36%	0.87%	1.52%	2.70%	1.71%	0.00%	0.57%	0.00%	0.62%	0.90%	0.00%	0.54%	0.95%	0.78%	0.91%	0.00%	1.60%	0.00%	1.93%					
21	. Путин Владимир Владимирович	14857	380	375	406	456	450	436	568	520	324	383	429	360	319	409	460	417	360	324	184	73	290	67	129	116	224	178	201	221	100	115	218	109	526	297	79	153	290	97	474	83	50	29	186	74	272	68	280	95	135	133	333	213	432	276	106	127	448					
		77.94%	70.76%	68.93%	74.91%	73.55%	75.50%	75.96%	74.93%	77.96%	74.48%	77.85%	76.47%	72.87%	74.53%	79.88%	81.27%	73.54%	77.92%	80.00%	77.97%	71.57%	79.89%	89.33%	90.85%	87.88%	73.93%	73.55%	90.95%	73.67%	59.88%	57.21%	87.20%	86.51%	79.70%	80.93%	79.80%	85.96%	82.15%	80.83%	84.34%	72.17%	75.76%	78.38%	79.49%	85.06%	78.16%	85.00%	87.50%	85.59%	85.99%	72.28%	78.91%	82.56%	78.98%	80.70%	84.80%	84.11%	86.49%					
22	. Хакамада Ирина Муцуовна	280	12	10	15	14	18	16	18	20	14	11	5	6	1	3	7	4	4	4	1	0	2	0	1	3	5	0	1	6	3	1	3	0	11	2	0	2	1	0	9	0	0	0	0	1	7	1	5	0	0	4	4	3	3	2	3	1	13					
		1.47%	2.23%	1.84%	2.77%	2.26%	3.02%	2.79%	2.37%	3.00%	3.22%	2.24%	0.89%	1.21%	0.23%	0.59%	1.24%	0.71%	0.87%	0.99%	0.42%	0.00%	0.55%	0.00%	0.70%	2.27%	1.65%	0.00%	0.45%	2.00%	1.80%	0.50%	1.20%	0.00%	1.67%	0.54%	0.00%	1.12%	0.28%	0.00%	1.60%	0.00%	0.00%	0.00%	0.00%	1.15%	2.01%	1.25%	1.56%	0.00%	0.00%	2.17%	0.95%	1.16%	0.55%	0.58%	2.40%	0.66%	2.51%					
23	. Харитонов Николай Михайлович	2408	84	99	69	92	61	54	101	67	56	63	70	82	71	49	63	101	57	58	32	25	42	6	11	11	53	49	10	47	47	80	15	10	96	47	13	8	27	7	38	22	11	6	27	6	45	4	19	7	17	36	40	23	77	50	5	14	28					
		12.63%	15.64%	18.20%	12.73%	14.84%	10.23%	9.41%	13.32%	10.04%	12.87%	12.80%	12.48%	16.60%	16.59%	9.57%	11.13%	17.81%	12.34%	14.32%	13.56%	24.51%	11.57%	8.00%	7.75%	8.33%	17.49%	20.25%	4.52%	15.67%	28.14%	39.80%	6.00%	7.94%	14.55%	12.81%	13.13%	4.49%	7.65%	5.83%	6.76%	19.13%	16.67%	16.22%	11.54%	6.90%	12.93%	5.00%	5.94%	6.31%	10.83%	19.57%	9.48%	8.91%	14.08%	14.62%	4.00%	9.27%	5.41%					
																																																																
24	Против всех	464	21	21	19	22	19	23	31	19	13	15	16	13	11	14	7	6	13	3	5	0	9	1	0	1	9	4	3	4	5	0	2	4	6	1	1	5	10	2	21	5	3	1	4	2	4	1	2	4	3	4	20	7	12	3	3	2	5					
		2.43%	3.91%	3.86%	3.51%	3.55%	3.19%	4.01%	4.09%	2.85%	2.99%	3.05%	2.85%	2.63%	2.57%	2.73%	1.24%	1.06%	2.81%	0.74%	2.12%	0.00%	2.48%	1.33%	0.00%	0.76%	2.97%	1.65%	1.36%	1.33%	2.99%	0.00%	0.80%	3.17%	0.91%	0.27%	1.01%	2.81%	2.83%	1.67%	3.74%	4.35%	4.55%	2.70%	1.71%	2.30%	1.15%	1.25%	0.62%	3.60%	1.91%	2.17%	4.74%	2.71%	2.19%	0.88%	2.40%	1.32%	0.97%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
