Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Северская городская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	542	4	7	20	1	17	10	6	18	15	10	10	13	10	25	20	14	10	10	8	10	20	10	10	15	10	10	10	10	7	14	25	14	20	10	15	10	16	17	1	10	16	4	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	448	2	5	20	0	14	10	4	16	14	10	9	12	10	25	16	14	7	6	6	10	12	6	10	14	7	9	10	9	6	10	25	11	18	9	14	10	12	15	0	10	12	2	3	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	392	0	3	5	0	3	0	0	15	3	7	7	5	4	22	5	8	1	3	1	9	41	15	20	10	5	2	8	2	1	2	7	1	3	2	5	4	32	18	11	7	24	45	17	3	6									
14	Число погашенных неиспользованных открепительных удостоверений	94	2	2	0	1	3	0	2	2	1	0	1	1	0	0	4	0	3	4	2	0	8	4	0	1	3	1	0	1	1	4	0	3	2	1	1	0	4	2	1	0	4	2	7	7	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	158	0	1	2	0	1	0	1	1	2	2	1	9	4	41	2	1	4	2	5	0	5	2	3	7	3	1	6	1	0	2	11	1	8	5	2	0	11	2	0	5	4	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	489	4	6	6	3	7	12	20	16	16	11	6	9	13	14	9	13	11	10	15	6	7	11	10	12	9	14	19	8	10	14	20	6	16	13	11	4	24	15	1	16	21	5	7	6	3									
		1.19%	1.58%	1.47%	0.56%	2.00%	0.79%	1.14%	2.26%	1.56%	1.69%	1.17%	0.73%	0.80%	1.31%	1.01%	1.13%	1.41%	1.14%	1.10%	1.29%	0.55%	0.58%	1.38%	0.99%	1.20%	0.97%	1.40%	1.50%	1.03%	0.78%	1.31%	1.53%	0.71%	1.42%	1.33%	0.96%	1.24%	1.82%	1.14%	0.58%	1.58%	1.65%	1.92%	0.89%	0.73%	1.32%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1259	10	20	26	9	27	33	21	23	21	24	23	37	34	30	21	40	27	33	33	34	43	22	34	38	29	33	33	24	33	40	34	36	24	36	32	13	35	51	6	37	31	3	31	27	8									
		3.07%	3.95%	4.91%	2.43%	6.00%	3.05%	3.13%	2.38%	2.24%	2.22%	2.54%	2.80%	3.30%	3.42%	2.17%	2.63%	4.34%	2.80%	3.63%	2.84%	3.11%	3.58%	2.76%	3.38%	3.80%	3.13%	3.29%	2.61%	3.10%	2.56%	3.75%	2.59%	4.24%	2.13%	3.69%	2.79%	4.04%	2.65%	3.88%	3.47%	3.66%	2.44%	1.15%	3.92%	3.27%	3.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	774	6	6	19	4	13	24	17	17	22	16	21	24	27	17	19	10	17	18	29	34	20	12	12	21	15	16	28	21	22	25	28	24	20	11	25	4	19	19	1	16	21	7	7	16	4									
		1.89%	2.37%	1.47%	1.78%	2.67%	1.47%	2.27%	1.92%	1.66%	2.33%	1.69%	2.55%	2.14%	2.71%	1.23%	2.38%	1.09%	1.76%	1.98%	2.50%	3.11%	1.66%	1.50%	1.19%	2.10%	1.62%	1.60%	2.21%	2.72%	1.71%	2.35%	2.14%	2.83%	1.78%	1.13%	2.18%	1.24%	1.44%	1.45%	0.58%	1.58%	1.65%	2.69%	0.89%	1.94%	1.76%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13910	87	127	359	51	284	379	266	321	305	291	260	374	341	607	295	305	327	292	390	364	362	287	349	310	294	328	411	277	440	360	400	282	396	322	363	111	533	430	58	344	438	113	282	300	95									
		33.90%	34.39%	31.20%	33.58%	34.00%	32.09%	35.89%	30.09%	31.29%	32.28%	30.83%	31.63%	33.33%	34.27%	43.99%	36.88%	33.12%	33.92%	32.16%	33.59%	33.30%	30.12%	35.96%	34.69%	31.00%	31.75%	32.70%	32.46%	35.83%	34.11%	33.77%	30.51%	33.22%	35.20%	32.99%	31.65%	34.47%	40.38%	32.72%	33.53%	34.03%	34.49%	43.46%	35.70%	36.32%	41.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	574	3	8	12	0	18	16	14	15	18	6	15	12	16	24	6	15	9	16	16	13	15	7	13	11	14	14	30	9	23	10	19	7	26	17	11	6	14	23	5	12	17	4	7	4	4									
		1.40%	1.19%	1.97%	1.12%	0.00%	2.03%	1.52%	1.58%	1.46%	1.90%	0.64%	1.82%	1.07%	1.61%	1.74%	0.75%	1.63%	0.93%	1.76%	1.38%	1.19%	1.25%	0.88%	1.29%	1.10%	1.51%	1.40%	2.37%	1.16%	1.78%	0.94%	1.45%	0.82%	2.31%	1.74%	0.96%	1.86%	1.06%	1.75%	2.89%	1.19%	1.34%	1.54%	0.89%	0.48%	1.76%									
24	"6. Политическая партия ""Гражданская Платформа"""	61	0	0	3	1	2	3	1	1	0	0	2	4	1	1	1	1	3	2	1	1	2	0	1	2	1	5	1	0	3	0	1	0	5	1	2	0	2	2	0	2	2	1	0	0	0									
		0.15%	0.00%	0.00%	0.28%	0.67%	0.23%	0.28%	0.11%	0.10%	0.00%	0.00%	0.24%	0.36%	0.10%	0.07%	0.13%	0.11%	0.31%	0.22%	0.09%	0.09%	0.17%	0.00%	0.10%	0.20%	0.11%	0.50%	0.08%	0.00%	0.23%	0.00%	0.08%	0.00%	0.44%	0.10%	0.17%	0.00%	0.15%	0.15%	0.00%	0.20%	0.16%	0.38%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	7987	46	72	223	39	159	170	151	154	165	177	160	203	198	312	151	219	227	218	199	205	242	169	199	195	184	224	231	141	183	165	248	174	204	167	238	54	307	240	37	171	240	48	221	190	67									
		19.46%	18.18%	17.69%	20.86%	26.00%	17.97%	16.10%	17.08%	15.01%	17.46%	18.75%	19.46%	18.09%	19.90%	22.61%	18.88%	23.78%	23.55%	24.01%	17.14%	18.76%	20.13%	21.18%	19.78%	19.50%	19.87%	22.33%	18.25%	18.24%	14.19%	15.48%	18.92%	20.49%	18.13%	17.11%	20.75%	16.77%	23.26%	18.26%	21.39%	16.91%	18.90%	18.46%	27.97%	23.00%	29.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	369	5	1	11	1	6	12	12	6	9	16	4	12	8	10	10	8	7	6	12	13	8	1	7	6	8	0	16	3	19	15	10	5	11	10	7	3	16	14	1	12	7	3	3	10	5									
		0.90%	1.98%	0.25%	1.03%	0.67%	0.68%	1.14%	1.36%	0.58%	0.95%	1.69%	0.49%	1.07%	0.80%	0.72%	1.25%	0.87%	0.73%	0.66%	1.03%	1.19%	0.67%	0.13%	0.70%	0.60%	0.86%	0.00%	1.26%	0.39%	1.47%	1.41%	0.76%	0.59%	0.98%	1.02%	0.61%	0.93%	1.21%	1.07%	0.58%	1.19%	0.55%	1.15%	0.38%	1.21%	2.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1395	14	11	23	3	39	31	34	43	28	25	27	36	34	36	20	25	22	25	56	32	28	15	35	25	37	33	65	18	51	37	57	27	60	44	52	17	30	67	5	58	52	4	5	8	1									
		3.40%	5.53%	2.70%	2.15%	2.00%	4.41%	2.94%	3.85%	4.19%	2.96%	2.65%	3.28%	3.21%	3.42%	2.61%	2.50%	2.71%	2.28%	2.75%	4.82%	2.93%	2.33%	1.88%	3.48%	2.50%	3.99%	3.29%	5.13%	2.33%	3.95%	3.47%	4.35%	3.18%	5.33%	4.51%	4.53%	5.28%	2.27%	5.10%	2.89%	5.74%	4.09%	1.54%	0.63%	0.97%	0.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	69	0	0	2	0	2	1	2	0	1	5	1	2	0	2	1	1	0	1	0	2	2	1	4	1	1	1	5	2	2	2	3	0	2	1	5	0	2	2	2	3	2	1	0	2	0									
		0.17%	0.00%	0.00%	0.19%	0.00%	0.23%	0.09%	0.23%	0.00%	0.11%	0.53%	0.12%	0.18%	0.00%	0.14%	0.13%	0.11%	0.00%	0.11%	0.00%	0.18%	0.17%	0.13%	0.40%	0.10%	0.11%	0.10%	0.39%	0.26%	0.16%	0.19%	0.23%	0.00%	0.18%	0.10%	0.44%	0.00%	0.15%	0.15%	1.16%	0.30%	0.16%	0.38%	0.00%	0.24%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1309	7	16	22	0	29	49	31	45	45	52	24	37	32	31	14	23	27	24	38	32	45	18	16	28	25	27	56	27	52	37	50	26	42	32	42	11	29	38	2	44	63	4	9	8	0									
		3.19%	2.77%	3.93%	2.06%	0.00%	3.28%	4.64%	3.51%	4.39%	4.76%	5.51%	2.92%	3.30%	3.22%	2.25%	1.75%	2.50%	2.80%	2.64%	3.27%	2.93%	3.74%	2.26%	1.59%	2.80%	2.70%	2.69%	4.42%	3.49%	4.03%	3.47%	3.81%	3.06%	3.73%	3.28%	3.66%	3.42%	2.20%	2.89%	1.16%	4.35%	4.96%	1.54%	1.14%	0.97%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5855	44	68	135	24	124	136	147	175	154	148	138	169	140	129	97	98	130	117	186	160	182	117	136	163	149	129	173	113	227	179	210	110	155	145	161	37	132	188	27	142	154	34	109	137	27									
		14.27%	17.39%	16.71%	12.63%	16.00%	14.01%	12.88%	16.63%	17.06%	16.30%	15.68%	16.79%	15.06%	14.07%	9.35%	12.13%	10.64%	13.49%	12.89%	16.02%	14.64%	15.14%	14.66%	13.52%	16.30%	16.09%	12.86%	13.67%	14.62%	17.60%	16.79%	16.02%	12.96%	13.78%	14.86%	14.04%	11.49%	10.00%	14.31%	15.61%	14.05%	12.13%	13.08%	13.80%	16.59%	11.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	185	2	6	4	1	6	6	1	8	3	2	3	8	5	10	3	7	5	3	1	9	3	2	3	8	3	2	6	4	5	2	5	1	5	4	9	1	4	2	0	5	7	1	7	3	0									
		0.45%	0.79%	1.47%	0.37%	0.67%	0.68%	0.57%	0.11%	0.78%	0.32%	0.21%	0.36%	0.71%	0.50%	0.72%	0.38%	0.76%	0.52%	0.33%	0.09%	0.82%	0.25%	0.25%	0.30%	0.80%	0.32%	0.20%	0.47%	0.52%	0.39%	0.19%	0.38%	0.12%	0.44%	0.41%	0.78%	0.31%	0.30%	0.15%	0.00%	0.49%	0.55%	0.38%	0.89%	0.36%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5277	19	49	181	11	124	149	136	174	136	147	105	127	124	112	120	123	115	119	142	145	183	96	146	140	124	135	165	104	176	131	184	115	117	117	154	51	129	160	20	113	180	22	74	78	5									
		12.86%	7.51%	12.04%	16.93%	7.33%	14.01%	14.11%	15.38%	16.96%	14.39%	15.57%	12.77%	11.32%	12.46%	8.12%	15.00%	13.36%	11.93%	13.11%	12.23%	13.27%	15.22%	12.03%	14.51%	14.00%	13.39%	13.46%	13.03%	13.45%	13.64%	12.29%	14.04%	13.55%	10.40%	11.99%	13.43%	15.84%	9.77%	12.18%	11.56%	11.18%	14.17%	8.46%	9.37%	9.44%	2.20%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
