Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Кавалеровская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1280									
		1.65%	2.73%	1.19%	0.00%	0.71%	0.85%	0.83%	0.94%	0.93%	1.21%	2.19%	2.25%	2.12%	1.64%	2.39%	2.73%	1.60%	1.99%	1.34%	1.49%	0.93%	2.30%	0.77%	0.45%	1.46%	1.50%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	477	4	6	5	7	5	5	33	18	23	38	23	28	30	27	49	28	17	35	11	12	18	13	28	6	7	1									
		5.65%	2.19%	7.14%	6.76%	4.96%	4.27%	4.13%	7.75%	4.19%	6.97%	6.40%	4.70%	5.41%	5.46%	4.97%	7.42%	6.41%	4.84%	6.72%	4.10%	5.56%	5.92%	5.02%	6.31%	2.91%	5.26%	1.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	407	6	3	0	2	1	4	25	13	10	38	23	35	34	40	25	17	14	14	6	12	14	8	44	11	4	4									
		4.82%	3.28%	3.57%	0.00%	1.42%	0.85%	3.31%	5.87%	3.02%	3.03%	6.40%	4.70%	6.76%	6.19%	7.37%	3.79%	3.89%	3.99%	2.69%	2.24%	5.56%	4.61%	3.09%	9.91%	5.34%	3.01%	7.84%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2257	66	23	35	43	47	56	117	159	74	145	143	117	135	118	162	100	94	131	61	54	70	75	131	52	39	10									
		26.71%	36.07%	27.38%	47.30%	30.50%	40.17%	46.28%	27.46%	36.98%	22.42%	24.41%	29.24%	22.59%	24.59%	21.73%	24.55%	22.88%	26.78%	25.14%	22.76%	25.00%	23.03%	28.96%	29.50%	25.24%	29.32%	19.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	0	0	0	1	0	1	1	4	2	3	4	1	7	6	2	5	0	4	1	1	0	0	2	2	0	0									
		0.56%	0.00%	0.00%	0.00%	0.71%	0.00%	0.83%	0.23%	0.93%	0.61%	0.51%	0.82%	0.19%	1.28%	1.10%	0.30%	1.14%	0.00%	0.77%	0.37%	0.46%	0.00%	0.00%	0.45%	0.97%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	0	0	0	0	0	1	2	2	1	0	2	1	0	0	0	0	1	0	0	2	0	0	2	1	0									
		0.19%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.47%	0.61%	0.17%	0.00%	0.39%	0.18%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.66%	0.00%	0.00%	0.97%	0.75%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2075	46	26	17	43	37	22	102	88	89	142	115	122	129	113	160	114	106	123	67	57	88	65	117	39	29	19									
		24.56%	25.14%	30.95%	22.97%	30.50%	31.62%	18.18%	23.94%	20.47%	26.97%	23.91%	23.52%	23.55%	23.50%	20.81%	24.24%	26.09%	30.20%	23.61%	25.00%	26.39%	28.95%	25.10%	26.35%	18.93%	21.80%	37.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	0	0	0	1	0	2	4	0	0	2	8	5	4	0	6	1	2	1	2	0	2	0	1	2	0	0									
		0.51%	0.00%	0.00%	0.00%	0.71%	0.00%	1.65%	0.94%	0.00%	0.00%	0.34%	1.64%	0.97%	0.73%	0.00%	0.91%	0.23%	0.57%	0.19%	0.75%	0.00%	0.66%	0.00%	0.23%	0.97%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	0	0	0	4	1	1	1	1	2	6	6	0	3	9	2	2	1	2	3	3	3	4	0	2	3	1									
		0.71%	0.00%	0.00%	0.00%	2.84%	0.85%	0.83%	0.23%	0.23%	0.61%	1.01%	1.23%	0.00%	0.55%	1.66%	0.30%	0.46%	0.28%	0.38%	1.12%	1.39%	0.99%	1.54%	0.00%	0.97%	2.26%	1.96%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0									
		0.05%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	114	2	0	0	1	0	1	1	6	11	10	6	5	14	5	10	1	5	10	3	4	4	2	4	7	1	1									
		1.35%	1.09%	0.00%	0.00%	0.71%	0.00%	0.83%	0.23%	1.40%	3.33%	1.68%	1.23%	0.97%	2.55%	0.92%	1.52%	0.23%	1.42%	1.92%	1.12%	1.85%	1.32%	0.77%	0.90%	3.40%	0.75%	1.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2034	34	18	7	28	19	10	95	105	86	145	103	140	130	159	163	123	79	142	78	37	73	61	94	63	32	10									
		24.07%	18.58%	21.43%	9.46%	19.86%	16.24%	8.26%	22.30%	24.42%	26.06%	24.41%	21.06%	27.03%	23.68%	29.28%	24.70%	28.15%	22.51%	27.26%	29.10%	17.13%	24.01%	23.55%	21.17%	30.58%	24.06%	19.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	0	0	0	1	0	1	1	5	2	4	6	2	7	2	3	2	1	4	1	0	2	2	0	0	1	0									
		0.56%	0.00%	0.00%	0.00%	0.71%	0.00%	0.83%	0.23%	1.16%	0.61%	0.67%	1.23%	0.39%	1.28%	0.37%	0.45%	0.46%	0.28%	0.77%	0.37%	0.00%	0.66%	0.77%	0.00%	0.00%	0.75%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	398	6	5	0	5	1	4	18	14	11	24	26	29	33	36	29	26	13	31	17	14	17	14	6	10	5	4									
		4.71%	3.28%	5.95%	0.00%	3.55%	0.85%	3.31%	4.23%	3.26%	3.33%	4.04%	5.32%	5.60%	6.01%	6.63%	4.39%	5.95%	3.70%	5.95%	6.34%	6.48%	5.59%	5.41%	1.35%	4.85%	3.76%	7.84%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
