Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Тонкинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968									
		2.13%	1.81%	2.44%	0.54%	1.75%	4.45%	1.03%	2.17%	2.91%	1.63%	2.55%	1.18%	1.10%	1.89%	0.00%	5.13%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	83	34	22	0	5	6	0	4	1	1	2	1	4	1	2	0									
		1.70%	3.07%	1.49%	0.00%	1.25%	2.43%	0.00%	4.35%	0.49%	0.54%	1.02%	0.39%	4.40%	1.89%	2.78%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3459	769	997	161	269	179	138	69	141	147	142	195	71	43	54	84									
		70.95%	69.53%	67.55%	87.03%	67.25%	72.47%	70.77%	75.00%	68.45%	79.89%	72.45%	76.47%	78.02%	81.13%	75.00%	71.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	7	0	4	0	0	0	0	1	0	0	2	0	0	0	0	0									
		0.14%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0									
		0.08%	0.09%	0.07%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	579	147	179	7	61	14	26	13	33	20	23	30	10	0	6	10									
		11.88%	13.29%	12.13%	3.78%	15.25%	5.67%	13.33%	14.13%	16.02%	10.87%	11.73%	11.76%	10.99%	0.00%	8.33%	8.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	2	0	0	1	2	0	0	2	0	1	0	0	0	0	0									
		0.16%	0.18%	0.00%	0.00%	0.25%	0.81%	0.00%	0.00%	0.97%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.16%	0.27%	0.20%	0.00%	0.25%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.04%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	5	8	0	0	1	0	0	0	0	2	0	0	0	0	3									
		0.39%	0.45%	0.54%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	2.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	461	89	163	14	42	26	26	2	21	10	16	18	5	6	10	13									
		9.46%	8.05%	11.04%	7.57%	10.50%	10.53%	13.33%	2.17%	10.19%	5.43%	8.16%	7.06%	5.49%	11.32%	13.89%	11.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0									
		0.16%	0.18%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	73	14	33	2	9	1	1	1	1	2	2	4	0	2	0	1									
		1.50%	1.27%	2.24%	1.08%	2.25%	0.40%	0.51%	1.09%	0.49%	1.09%	1.02%	1.57%	0.00%	3.77%	0.00%	0.85%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
