Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Конаковская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №1196									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	541	2	3	4	8	6	3	47	13	6	3	5	2	8	5	3	8	3	11	9	2	2	5	4	15	5	9	10	4	12	8	8	144	10	8	6	6	34	9	5	6	5	3	4	3	1	8	4	5	0	12	30	1	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	406	1	1	0	8	11	0	3	9	5	8	0	12	7	3	6	6	8	2	8	8	32	1	2	8	4	3	8	8	11	18	4	10	7	5	7	8	7	8	9	7	9	18	14	3	5	20	17	12	14	7	2	4	8	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	92	1	7	1	6	1	0	0	1	3	2	2	6	1	4	2	2	2	3	5	2	2	4	4	3	0	0	0	0	1	1	1	1	1	12	0	1	0	0	0	0	0	4	0	0	0	3	0	1	0	1	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	580	14	16	15	12	6	6	2	16	4	8	10	26	14	13	18	16	22	11	10	10	12	26	13	20	6	5	10	8	11	15	4	10	4	8	6	8	16	3	16	5	2	6	23	21	1	15	13	5	14	11	5	4	3	2									
		2.10%	1.96%	2.40%	2.29%	1.76%	1.30%	6.45%	1.07%	2.58%	1.56%	1.99%	1.81%	3.90%	2.31%	2.03%	2.51%	2.36%	3.13%	1.65%	1.76%	1.60%	1.50%	3.08%	1.97%	3.16%	1.80%	1.42%	3.05%	2.05%	2.46%	2.60%	0.81%	1.13%	1.19%	1.20%	1.47%	2.53%	3.49%	0.61%	1.99%	1.34%	1.27%	0.80%	3.14%	3.89%	0.56%	1.86%	1.88%	1.12%	2.86%	2.03%	3.55%	2.78%	1.96%	5.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	537	12	20	11	15	8	5	2	13	8	9	8	6	10	12	9	12	8	11	11	10	12	12	16	15	16	14	9	8	7	8	12	17	9	14	4	4	8	19	13	12	0	10	14	12	1	21	13	7	9	13	4	3	1	0									
		1.95%	1.68%	2.99%	1.68%	2.20%	1.73%	5.38%	1.07%	2.09%	3.13%	2.24%	1.44%	0.90%	1.65%	1.87%	1.25%	1.77%	1.14%	1.65%	1.94%	1.60%	1.50%	1.42%	2.42%	2.37%	4.80%	3.99%	2.74%	2.05%	1.57%	1.38%	2.42%	1.92%	2.67%	2.11%	0.98%	1.27%	1.74%	3.85%	1.62%	3.21%	0.00%	1.33%	1.91%	2.22%	0.56%	2.60%	1.88%	1.57%	1.84%	2.40%	2.84%	2.08%	0.65%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	688	13	16	16	18	5	3	2	10	3	13	24	18	12	19	27	19	13	16	22	20	22	19	15	9	9	12	17	9	12	19	13	14	10	12	5	9	9	12	15	16	1	24	18	12	2	24	23	5	14	11	1	0	5	1									
		2.49%	1.82%	2.40%	2.44%	2.64%	1.08%	3.23%	1.07%	1.61%	1.17%	3.24%	4.33%	2.70%	1.98%	2.96%	3.76%	2.80%	1.85%	2.40%	3.88%	3.19%	2.76%	2.25%	2.27%	1.42%	2.70%	3.42%	5.18%	2.30%	2.68%	3.29%	2.63%	1.58%	2.97%	1.81%	1.22%	2.85%	1.96%	2.43%	1.87%	4.28%	0.63%	3.19%	2.46%	2.22%	1.11%	2.97%	3.33%	1.12%	2.86%	2.03%	0.71%	0.00%	3.27%	2.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11890	262	256	253	268	192	37	102	266	107	147	201	218	228	222	255	263	246	206	217	227	293	269	254	233	108	170	131	147	190	347	243	462	160	336	223	159	182	297	448	140	115	351	337	268	105	340	291	241	259	322	78	76	120	22									
		43.11%	36.69%	38.32%	38.57%	39.35%	41.47%	39.78%	54.55%	42.83%	41.80%	36.66%	36.28%	32.73%	37.69%	34.63%	35.52%	38.79%	34.94%	30.93%	38.27%	36.26%	36.72%	31.87%	38.48%	36.87%	32.43%	48.43%	39.94%	37.60%	42.51%	60.03%	49.09%	52.09%	47.48%	50.60%	54.52%	50.32%	39.65%	60.24%	55.72%	37.43%	72.78%	46.68%	46.04%	49.63%	58.33%	42.08%	42.17%	53.91%	52.86%	59.52%	55.32%	52.78%	78.43%	56.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	208	4	6	8	7	4	0	1	6	0	1	4	11	2	6	9	2	8	6	3	5	8	7	1	6	3	3	10	2	1	2	6	5	0	1	0	2	4	2	5	5	0	7	4	4	2	11	4	3	4	2	1	0	0	0									
		0.75%	0.56%	0.90%	1.22%	1.03%	0.86%	0.00%	0.53%	0.97%	0.00%	0.25%	0.72%	1.65%	0.33%	0.94%	1.25%	0.29%	1.14%	0.90%	0.53%	0.80%	1.00%	0.83%	0.15%	0.95%	0.90%	0.85%	3.05%	0.51%	0.22%	0.35%	1.21%	0.56%	0.00%	0.15%	0.00%	0.63%	0.87%	0.41%	0.62%	1.34%	0.00%	0.93%	0.55%	0.74%	1.11%	1.36%	0.58%	0.67%	0.82%	0.37%	0.71%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	46	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	11	0	0	1	3	1	2	0	1	2	0	1	3	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0									
		0.17%	0.00%	0.15%	0.30%	0.00%	0.22%	0.00%	0.53%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.14%	0.15%	0.18%	0.16%	0.13%	0.12%	0.15%	1.74%	0.00%	0.00%	0.30%	0.77%	0.22%	0.35%	0.00%	0.11%	0.59%	0.00%	0.24%	0.95%	0.22%	0.00%	0.00%	0.27%	0.00%	0.13%	0.14%	0.00%	0.00%	0.12%	0.00%	0.22%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4408	122	121	109	137	86	14	25	99	47	70	82	110	106	103	109	112	107	133	99	104	163	126	131	88	66	42	51	63	73	84	88	181	56	114	86	53	51	65	78	55	12	104	96	88	21	115	96	83	56	69	24	21	7	7									
		15.98%	17.09%	18.11%	16.62%	20.12%	18.57%	15.05%	13.37%	15.94%	18.36%	17.46%	14.80%	16.52%	17.52%	16.07%	15.18%	16.52%	15.20%	19.97%	17.46%	16.61%	20.43%	14.93%	19.85%	13.92%	19.82%	11.97%	15.55%	16.11%	16.33%	14.53%	17.78%	20.41%	16.62%	17.17%	21.03%	16.77%	11.11%	13.18%	9.70%	14.71%	7.59%	13.83%	13.11%	16.30%	11.67%	14.23%	13.91%	18.57%	11.43%	12.75%	17.02%	14.58%	4.58%	17.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	194	5	3	2	2	7	1	0	7	1	11	2	7	3	7	5	7	7	6	5	5	7	5	3	5	1	4	3	2	2	1	1	2	1	1	2	2	8	1	4	2	2	0	6	11	0	8	3	4	6	0	1	3	0	0									
		0.70%	0.70%	0.45%	0.30%	0.29%	1.51%	1.08%	0.00%	1.13%	0.39%	2.74%	0.36%	1.05%	0.50%	1.09%	0.70%	1.03%	0.99%	0.90%	0.88%	0.80%	0.88%	0.59%	0.45%	0.79%	0.30%	1.14%	0.91%	0.51%	0.45%	0.17%	0.20%	0.23%	0.30%	0.15%	0.49%	0.63%	1.74%	0.20%	0.50%	0.53%	1.27%	0.00%	0.82%	2.04%	0.00%	0.99%	0.43%	0.89%	1.22%	0.00%	0.71%	2.08%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	282	5	8	8	2	6	0	3	11	3	2	3	10	7	12	8	8	17	5	11	8	7	11	4	6	3	2	3	10	2	1	4	4	2	10	1	4	8	0	5	2	2	10	11	5	0	7	9	2	6	3	0	0	0	1									
		1.02%	0.70%	1.20%	1.22%	0.29%	1.30%	0.00%	1.60%	1.77%	1.17%	0.50%	0.54%	1.50%	1.16%	1.87%	1.11%	1.18%	2.41%	0.75%	1.94%	1.28%	0.88%	1.30%	0.61%	0.95%	0.90%	0.57%	0.91%	2.56%	0.45%	0.17%	0.81%	0.45%	0.59%	1.51%	0.24%	1.27%	1.74%	0.00%	0.62%	0.53%	1.27%	1.33%	1.50%	0.93%	0.00%	0.87%	1.30%	0.45%	1.22%	0.55%	0.00%	0.00%	0.00%	2.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	4	2	1	0	1	0	2	0	0	2	0	1	1	1	0	1	1	1	1	3	1	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0									
		0.13%	0.14%	0.30%	0.30%	0.29%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.28%	0.15%	0.00%	0.16%	0.00%	0.24%	0.00%	0.00%	0.60%	0.00%	0.30%	0.26%	0.22%	0.00%	0.20%	0.11%	0.30%	0.15%	0.73%	0.32%	0.00%	0.00%	0.12%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	448	1	6	8	2	10	6	4	14	12	11	9	16	10	15	16	16	13	17	9	11	13	29	6	6	4	2	9	8	7	10	8	3	0	8	6	3	9	10	6	2	2	15	16	5	4	12	19	3	4	7	2	2	1	1									
		1.62%	0.14%	0.90%	1.22%	0.29%	2.16%	6.45%	2.14%	2.25%	4.69%	2.74%	1.62%	2.40%	1.65%	2.34%	2.23%	2.36%	1.85%	2.55%	1.59%	1.76%	1.63%	3.44%	0.91%	0.95%	1.20%	0.57%	2.74%	2.05%	1.57%	1.73%	1.62%	0.34%	0.00%	1.20%	1.47%	0.95%	1.96%	2.03%	0.75%	0.53%	1.27%	1.99%	2.19%	0.93%	2.22%	1.49%	2.75%	0.67%	0.82%	1.29%	1.42%	1.39%	0.65%	2.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3778	105	93	95	91	68	15	29	79	31	65	92	117	85	82	103	80	94	111	76	98	116	124	115	105	62	45	48	63	72	51	73	75	49	71	46	31	65	65	80	65	17	102	90	55	17	148	105	62	49	51	13	23	14	2									
		13.70%	14.71%	13.92%	14.48%	13.36%	14.69%	16.13%	15.51%	12.72%	12.11%	16.21%	16.61%	17.57%	14.05%	12.79%	14.35%	11.80%	13.35%	16.67%	13.40%	15.65%	14.54%	14.69%	17.42%	16.61%	18.62%	12.82%	14.63%	16.11%	16.11%	8.82%	14.75%	8.46%	14.54%	10.69%	11.25%	9.81%	14.16%	13.18%	9.95%	17.38%	10.76%	13.56%	12.30%	10.19%	9.44%	18.32%	15.22%	13.87%	10.00%	9.43%	9.22%	15.97%	9.15%	5.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	111	5	0	3	0	1	2	1	3	3	1	1	1	2	3	0	0	2	4	4	2	4	10	2	2	4	2	2	2	2	2	2	2	2	0	1	0	0	0	12	1	0	1	2	2	0	6	1	3	1	3	2	0	0	0									
		0.40%	0.70%	0.00%	0.46%	0.00%	0.22%	2.15%	0.53%	0.48%	1.17%	0.25%	0.18%	0.15%	0.33%	0.47%	0.00%	0.00%	0.28%	0.60%	0.71%	0.32%	0.50%	1.18%	0.30%	0.32%	1.20%	0.57%	0.61%	0.51%	0.45%	0.35%	0.40%	0.23%	0.59%	0.00%	0.24%	0.00%	0.00%	0.00%	1.49%	0.27%	0.00%	0.13%	0.27%	0.37%	0.00%	0.74%	0.14%	0.67%	0.20%	0.55%	1.42%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3461	99	97	106	99	57	4	9	81	28	51	98	112	99	128	144	123	137	107	82	105	120	163	92	117	42	41	27	58	58	17	27	80	20	71	10	23	22	16	104	60	4	98	94	29	9	71	91	20	57	29	9	11	2	3									
		12.55%	13.87%	14.52%	16.16%	14.54%	12.31%	4.30%	4.81%	13.04%	10.94%	12.72%	17.69%	16.82%	16.36%	19.97%	20.06%	18.14%	19.46%	16.07%	14.46%	16.77%	15.04%	19.31%	13.94%	18.51%	12.61%	11.68%	8.23%	14.83%	12.98%	2.94%	5.45%	9.02%	5.93%	10.69%	2.44%	7.28%	4.79%	3.25%	12.94%	16.04%	2.53%	13.03%	12.84%	5.37%	5.00%	8.79%	13.19%	4.47%	11.63%	5.36%	6.38%	7.64%	1.31%	7.69%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
