Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Архаринская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	15	15	15	15	15	5	10	5	5	5	5	5	5	5	10	5	5	5	5	10	5	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	67	9	4	10	6	2	2	10	1	0	5	2	1	0	0	1	1	0	0	1	5	1	5	0	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	2	2	0	1	1	4	2	0	1	0	4	0	1	8	2	0	6	2	1	0	0	11	6	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	123	6	11	5	9	13	3	0	4	5	0	3	4	5	5	9	4	5	5	4	5	4	0	5	4	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	59	4	6	7	9	2	1	5	2	0	1	0	1	1	2	2	0	3	3	1	5	1	1	0	0	2									
		0.97%	0.72%	1.01%	1.28%	1.44%	0.40%	1.41%	1.78%	2.15%	0.00%	0.66%	0.00%	0.67%	0.91%	2.47%	0.62%	0.00%	1.90%	2.68%	1.27%	1.43%	2.63%	0.65%	0.00%	0.00%	0.89%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	185	18	23	23	23	18	1	14	1	2	3	6	3	3	1	11	0	1	3	5	5	6	5	3	2	5									
		3.05%	3.22%	3.85%	4.21%	3.68%	3.64%	1.41%	4.98%	1.08%	1.85%	1.99%	2.05%	2.01%	2.73%	1.23%	3.40%	0.00%	0.63%	2.68%	6.33%	1.43%	15.79%	3.23%	4.55%	1.35%	2.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	142	13	18	16	10	16	4	10	4	0	9	6	1	1	2	9	3	1	3	0	9	0	0	0	2	5									
		2.34%	2.33%	3.02%	2.93%	1.60%	3.23%	5.63%	3.56%	4.30%	0.00%	5.96%	2.05%	0.67%	0.91%	2.47%	2.78%	1.18%	0.63%	2.68%	0.00%	2.58%	0.00%	0.00%	0.00%	1.35%	2.22%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2822	210	241	205	255	177	28	112	60	76	66	149	99	62	33	141	176	98	44	40	194	17	84	41	97	117									
		46.52%	37.57%	40.37%	37.55%	40.80%	35.76%	39.44%	39.86%	64.52%	70.37%	43.71%	51.03%	66.44%	56.36%	40.74%	43.52%	69.29%	62.03%	39.29%	50.63%	55.59%	44.74%	54.19%	62.12%	65.54%	52.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	3	2	3	6	6	2	0	0	0	2	2	0	0	0	1	0	2	0	0	1	1	2	1	0	0									
		0.56%	0.54%	0.34%	0.55%	0.96%	1.21%	2.82%	0.00%	0.00%	0.00%	1.32%	0.68%	0.00%	0.00%	0.00%	0.31%	0.00%	1.27%	0.00%	0.00%	0.29%	2.63%	1.29%	1.52%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	3	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0									
		0.18%	0.00%	0.50%	0.00%	0.16%	0.20%	0.00%	0.00%	0.00%	0.93%	0.00%	0.34%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	2.63%	0.65%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1480	162	131	131	184	144	23	68	16	16	39	85	28	15	31	93	26	32	26	23	77	4	32	8	20	66									
		24.40%	28.98%	21.94%	23.99%	29.44%	29.09%	32.39%	24.20%	17.20%	14.81%	25.83%	29.11%	18.79%	13.64%	38.27%	28.70%	10.24%	20.25%	23.21%	29.11%	22.06%	10.53%	20.65%	12.12%	13.51%	29.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	2	1	3	4	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0									
		0.25%	0.36%	0.17%	0.55%	0.64%	0.20%	0.00%	0.00%	0.00%	0.93%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	2	3	3	9	5	0	1	0	1	1	0	2	1	1	4	0	0	0	0	0	0	0	1	1	0									
		0.58%	0.36%	0.50%	0.55%	1.44%	1.01%	0.00%	0.36%	0.00%	0.93%	0.66%	0.00%	1.34%	0.91%	1.23%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.68%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	1	0	0									
		0.13%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	3.80%	0.00%	0.00%	1.29%	1.52%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	4	0	3	8	8	0	1	3	0	2	1	0	0	1	1	0	2	22	0	2	0	0	0	0	0									
		0.96%	0.72%	0.00%	0.55%	1.28%	1.62%	0.00%	0.36%	3.23%	0.00%	1.32%	0.34%	0.00%	0.00%	1.23%	0.31%	0.00%	1.27%	19.64%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	887	100	124	117	95	97	6	59	7	9	15	32	10	18	5	48	13	13	5	6	38	1	21	10	21	17									
		14.62%	17.89%	20.77%	21.43%	15.20%	19.60%	8.45%	20.99%	7.53%	8.33%	9.93%	10.96%	6.71%	16.36%	6.17%	14.81%	5.12%	8.23%	4.46%	7.59%	10.89%	2.63%	13.55%	15.15%	14.19%	7.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	2	5	2	2	3	0	0	0	0	0	0	0	0	0	2	0	1	2	0	3	0	0	1	0	1									
		0.40%	0.36%	0.84%	0.37%	0.32%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.63%	1.79%	0.00%	0.86%	0.00%	0.00%	1.52%	0.00%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	133	19	23	13	10	9	2	5	0	0	8	5	4	2	1	6	4	1	0	0	9	1	3	0	2	6									
		2.19%	3.40%	3.85%	2.38%	1.60%	1.82%	2.82%	1.78%	0.00%	0.00%	5.30%	1.71%	2.68%	1.82%	1.23%	1.85%	1.57%	0.63%	0.00%	0.00%	2.58%	2.63%	1.94%	0.00%	1.35%	2.67%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
