Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Опаpинская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891									
14	Число погашенных открепительных удостоверений	94	0	2	14	8	14	4	8	3	4	4	5	5	4	4	1	4	8	2									
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
18	"1. ""ЕДИНЕНИЕ"""	98	8	11	14	12	7	8	7	0	0	3	2	2	3	2	2	3	11	3									
		1.66%	0.78%	1.69%	2.46%	1.84%	1.34%	2.44%	2.14%	0.0%	0.0%	1.47%	0.97%	2.06%	2.30%	3.33%	1.92%	1.85%	2.19%	1.92%									
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	67	19	5	7	4	5	4	9	0	0	2	4	2	0	0	1	0	3	2									
		1.13%	1.87%	0.76%	1.23%	0.61%	0.96%	1.22%	2.75%	0.0%	0.0%	0.98%	1.94%	2.06%	0.0%	0.0%	0.96%	0.0%	0.59%	1.28%									
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	214	24	18	11	31	20	22	11	13	2	11	6	1	12	2	9	7	11	3									
		3.63%	2.36%	2.76%	1.93%	4.75%	3.85%	6.72%	3.36%	7.78%	4.25%	5.39%	2.91%	1.03%	9.23%	3.33%	8.65%	4.32%	2.19%	1.92%									
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	105	30	10	9	9	10	4	6	5	0	7	2	0	2	1	1	5	4	0									
		1.78%	2.95%	1.53%	1.58%	1.38%	1.92%	1.22%	1.83%	2.99%	0.0%	3.43%	0.97%	0.0%	1.53%	1.66%	0.96%	3.08%	0.79%	0.0%									
22	"5. ""За Русь Святую"""	38	4	3	4	5	2	2	3	0	1	0	5	0	0	0	2	0	6	1									
		0.64%	0.39%	0.46%	0.70%	0.76%	0.38%	0.61%	0.91%	0.0%	2.12%	0.0%	2.42%	0.0%	0.0%	0.0%	1.92%	0.0%	1.19%	0.64%									
23	"6. ""Объединенная Российская партия ""Русь"""	17	6	1	1	2	2	0	0	0	0	0	2	0	1	0	1	1	0	0									
		0.28%	0.59%	0.15%	0.17%	0.30%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%	0.76%	0.0%	0.96%	0.61%	0.0%	0.0%									
24	"7. ""Новый курс - Автомобильная Россия"""	33	8	6	7	1	5	0	1	0	0	0	0	0	0	3	1	0	1	0									
		0.55%	0.78%	0.92%	1.23%	0.15%	0.96%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.96%	0.0%	0.19%	0.0%									
25	"8. ""Народно-республиканская партия России"""	11	0	1	1	2	2	2	2	0	0	0	0	0	1	0	0	0	0	0									
		0.18%	0.0%	0.15%	0.17%	0.30%	0.38%	0.61%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%									
26	"9. ""Российская экологическая партия ""Зеленые"""	12	0	4	3	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0									
		0.20%	0.0%	0.61%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.19%	0.0%									
27	"10. ""Аграрная партия России"""	269	65	23	29	24	25	7	7	4	5	2	16	3	9	14	7	13	11	5									
		4.56%	6.39%	3.53%	5.09%	3.68%	4.81%	2.14%	2.14%	2.39%	10.63%	0.98%	7.76%	3.09%	6.92%	23.33%	6.73%	8.02%	2.19%	3.20%									
28	"11. ""Истинные патриоты России"""	6	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0									
		0.10%	0.09%	0.15%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.19%	0.0%									
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	52	8	4	8	7	2	6	7	2	0	2	2	0	2	0	0	0	0	2									
		0.88%	0.78%	0.61%	1.40%	1.07%	0.38%	1.83%	2.14%	1.19%	0.0%	0.98%	0.97%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	1.28%									
30	"13. ""Демократическая партия России"""	23	1	2	1	2	2	5	0	7	0	0	0	0	0	0	0	0	3	0									
		0.39%	0.09%	0.30%	0.17%	0.30%	0.38%	1.52%	0.0%	4.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%									
31	"14. ""Великая Россия - Евразийский Союз"""	16	4	2	1	0	1	1	0	1	0	1	1	1	0	0	1	0	2	0									
		0.27%	0.39%	0.30%	0.17%	0.0%	0.19%	0.30%	0.0%	0.59%	0.0%	0.49%	0.48%	1.03%	0.0%	0.0%	0.96%	0.0%	0.39%	0.0%									
32	"15. ""Партия СЛОН"""	13	1	1	1	2	1	0	0	1	1	0	2	0	0	0	1	1	0	1									
		0.22%	0.09%	0.15%	0.17%	0.30%	0.19%	0.0%	0.0%	0.59%	2.12%	0.0%	0.97%	0.0%	0.0%	0.0%	0.96%	0.61%	0.0%	0.64%									
33	"16. ""Родина"" (народно-патриотический союз)"""	334	69	51	38	33	27	11	16	7	0	12	1	3	3	0	8	3	36	16									
		5.66%	6.79%	7.84%	6.67%	5.06%	5.20%	3.36%	4.89%	4.19%	0.0%	5.88%	0.48%	3.09%	2.30%	0.0%	7.69%	1.85%	7.18%	10.25%									
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	0	3	1	1	3	1	2	0	0	3	0	4	0	0	1	1	1	0									
		0.35%	0.0%	0.46%	0.17%	0.15%	0.57%	0.30%	0.61%	0.0%	0.0%	1.47%	0.0%	4.12%	0.0%	0.0%	0.96%	0.61%	0.19%	0.0%									
35	"18. ""ЛДПР"""	901	123	95	82	120	98	36	50	25	0	42	36	12	13	6	13	28	106	16									
		15.28%	12.10%	14.61%	14.41%	18.40%	18.88%	11.00%	15.29%	14.97%	0.0%	20.58%	17.47%	12.37%	10.0%	10.0%	12.5%	17.28%	21.15%	10.25%									
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	264	57	44	20	26	17	29	8	9	1	7	7	9	1	3	3	4	16	3									
		4.47%	5.61%	6.76%	3.51%	3.98%	3.27%	8.86%	2.44%	5.38%	2.12%	3.43%	3.39%	9.27%	0.76%	5.0%	2.88%	2.46%	3.19%	1.92%									
37	"20. ""Политическая партия ""Единая Россия"""	2358	404	239	247	245	205	120	125	68	32	69	100	48	35	24	34	81	188	94									
		40.00%	39.76%	36.76%	43.40%	37.57%	39.49%	36.69%	38.22%	40.71%	68.08%	33.82%	48.54%	49.48%	26.92%	40.0%	32.69%	50.0%	37.52%	60.25%									
38	"21. ""Российская Конституционно-демократическая партия"""	17	2	4	1	1	3	0	1	1	0	1	0	3	0	0	0	0	0	0									
		0.28%	0.19%	0.61%	0.17%	0.15%	0.57%	0.0%	0.30%	0.59%	0.0%	0.49%	0.0%	3.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%									
39	"22. ""Развитие предпринимательства"""	21	2	1	2	3	2	1	0	0	0	3	0	0	2	0	0	1	4	0									
		0.35%	0.19%	0.15%	0.35%	0.46%	0.38%	0.30%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	1.53%	0.0%	0.0%	0.61%	0.79%	0.0%									
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	768	155	95	59	94	58	43	60	22	5	24	12	5	30	4	8	8	81	5									
		13.03%	15.25%	14.61%	10.36%	14.41%	11.17%	13.14%	18.34%	13.17%	10.63%	11.76%	5.82%	5.15%	23.07%	6.66%	7.69%	4.93%	16.16%	3.20%									
																													
41	Против всех	151	18	12	18	20	19	7	9	2	0	4	3	1	16	1	5	1	11	4									
		2.56%	1.77%	1.84%	3.16%	3.06%	3.66%	2.14%	2.75%	1.19%	0.0%	1.96%	1.45%	1.03%	12.30%	1.66%	4.80%	0.61%	2.19%	2.56%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
