Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Ромодановская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №387	УИК №388	УИК №389	УИК №441	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	266	18	25	20	0	22	19	7	25	25	1	3	0	1	0	3	0	5	10	2	0	10	8	10	3	1	13	0	0	15	15	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	108	7	1	6	1	3	3	1	14	11	2	5	3	2	0	2	3	1	1	1	6	6	5	3	3	4	1	4	1	4	4	0									
14	Число погашенных неиспользованных открепительных удостоверений	112	3	0	0	3	0	2	13	0	0	4	7	5	9	5	12	5	5	0	3	3	0	2	0	2	9	0	10	10	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	2	0	0	1	0	0	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	20	0	0	1	0	3	8	0	0	1	0	0	0	0	1	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.16%	0.00%	0.58%	1.54%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.31%	0.13%	0.00%	0.00%	0.00%	0.52%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	111	8	0	1	0	6	7	29	0	0	0	0	3	0	2	43	0	0	0	1	0	6	0	0	0	0	0	1	0	0	4	0									
		0.83%	1.20%	0.00%	0.16%	0.00%	1.16%	1.35%	4.15%	0.00%	0.00%	0.00%	0.00%	2.42%	0.00%	0.63%	2.87%	0.00%	0.00%	0.00%	0.52%	0.00%	2.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.86%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	31	1	0	4	0	1	5	2	0	2	0	0	0	0	1	8	0	1	0	1	1	3	0	0	0	0	0	0	0	0	1	0									
		0.23%	0.15%	0.00%	0.65%	0.00%	0.19%	0.96%	0.29%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.31%	0.53%	0.00%	0.37%	0.00%	0.52%	0.78%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11727	539	599	516	64	343	333	630	1146	1138	280	387	116	417	300	1379	151	237	261	166	101	148	164	173	108	198	332	194	227	452	424	204									
		87.22%	80.93%	89.54%	84.18%	91.43%	66.09%	64.04%	90.13%	85.01%	83.49%	93.33%	95.32%	93.55%	95.42%	93.75%	92.12%	98.69%	88.43%	90.31%	86.91%	78.91%	62.18%	97.04%	95.05%	90.00%	94.74%	96.79%	97.98%	91.16%	96.17%	91.38%	91.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	13	2	0	0	0	1	1	0	0	1	0	0	0	0	0	5	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.30%	0.00%	0.00%	0.00%	0.19%	0.19%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.78%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	773	63	36	36	5	71	92	20	135	111	10	4	3	4	6	14	1	15	16	16	13	37	1	5	9	4	3	0	8	3	22	10									
		5.75%	9.46%	5.38%	5.87%	7.14%	13.68%	17.69%	2.86%	10.01%	8.14%	3.33%	0.99%	2.42%	0.92%	1.88%	0.94%	0.65%	5.60%	5.54%	8.38%	10.16%	15.55%	0.59%	2.75%	7.50%	1.91%	0.87%	0.00%	3.21%	0.64%	4.74%	4.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	1	0	2	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0									
		0.08%	0.15%	0.00%	0.33%	0.00%	0.77%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	5	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.39%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.39%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8	0	0	2	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.33%	0.00%	0.19%	0.38%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.31%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	559	43	25	45	1	70	46	6	52	88	10	8	0	14	3	13	0	11	11	4	10	34	1	4	2	5	4	2	11	15	11	10									
		4.16%	6.46%	3.74%	7.34%	1.43%	13.49%	8.85%	0.86%	3.86%	6.46%	3.33%	1.97%	0.00%	3.20%	0.94%	0.87%	0.00%	4.10%	3.81%	2.09%	7.81%	14.29%	0.59%	2.20%	1.67%	2.39%	1.17%	1.01%	4.42%	3.19%	2.37%	4.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.22%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	98	5	9	4	0	5	12	12	15	17	0	0	0	2	1	1	0	3	1	1	0	2	2	0	1	2	3	0	0	0	0	0									
		0.73%	0.75%	1.35%	0.65%	0.00%	0.96%	2.31%	1.72%	1.11%	1.25%	0.00%	0.00%	0.00%	0.46%	0.31%	0.07%	0.00%	1.12%	0.35%	0.52%	0.00%	0.84%	1.18%	0.00%	0.83%	0.96%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
