Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Камызякская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	542	23	20	10	25	15	15	15	15	19	20	15	20	2	20	5	2	2	20	10	10	2	5	3	26	8	5	2	14	5	5	10	20	10	2	15	5	5	2	20	5	20	14	5	2	2	10	2	2	11	2	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	466	23	20	10	25	12	12	12	14	19	17	15	13	2	16	5	1	0	12	10	10	2	0	3	23	7	4	2	14	5	0	10	20	5	1	15	4	5	2	10	3	20	14	5	2	0	10	0	0	11	2	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	489	10	50	102	5	6	42	51	10	47	8	25	2	0	1	1	1	0	6	4	6	0	0	1	5	1	1	1	5	1	2	8	16	3	0	6	4	1	0	15	7	9	0	4	2	2	5	0	1	4	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	76	0	0	0	0	3	3	3	1	0	3	0	7	0	4	0	1	2	8	0	0	0	5	0	3	1	1	0	0	0	5	0	0	5	1	0	1	0	0	10	2	0	0	0	0	2	0	2	2	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	1	0	2	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3759	113	126	62	223	119	101	65	117	175	117	182	102	17	100	95	5	38	155	69	78	5	10	6	98	34	10	24	114	22	45	147	183	130	13	98	15	30	10	49	31	112	91	27	20	46	139	5	8	96	8	74					
		18.06%	19.79%	21.80%	14.52%	24.83%	29.75%	22.54%	22.11%	21.95%	19.98%	21.35%	25.07%	22.42%	10.83%	25.91%	24.30%	7.14%	40.86%	18.15%	15.20%	17.18%	5.75%	4.93%	8.00%	17.25%	15.04%	11.90%	19.51%	12.75%	8.18%	17.86%	25.52%	15.37%	30.09%	17.11%	19.10%	8.52%	6.61%	6.41%	8.75%	14.09%	14.80%	25.49%	13.37%	12.05%	7.47%	24.78%	6.25%	8.99%	15.58%	6.61%	14.74%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1528	52	39	15	105	48	51	39	30	86	51	59	61	13	14	6	8	7	28	16	20	10	5	0	59	9	5	14	23	12	20	47	96	10	1	48	20	5	1	68	19	48	31	19	8	25	61	1	3	52	6	54					
		7.34%	9.11%	6.75%	3.51%	11.69%	12.00%	11.38%	13.27%	5.63%	9.82%	9.31%	8.13%	13.41%	8.28%	3.63%	1.53%	11.43%	7.53%	3.28%	3.52%	4.41%	11.49%	2.46%	0.00%	10.39%	3.98%	5.95%	11.38%	2.57%	4.46%	7.94%	8.16%	8.06%	2.31%	1.32%	9.36%	11.36%	1.10%	0.64%	12.14%	8.64%	6.34%	8.68%	9.41%	4.82%	4.06%	10.87%	1.25%	3.37%	8.44%	4.96%	10.76%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	163	7	4	5	5	2	4	1	7	11	2	7	3	0	0	31	0	2	4	0	2	0	0	0	4	3	1	1	6	4	2	4	9	3	0	2	1	0	0	4	1	2	5	0	2	2	4	0	0	0	1	5					
		0.78%	1.23%	0.69%	1.17%	0.56%	0.50%	0.89%	0.34%	1.31%	1.26%	0.36%	0.96%	0.66%	0.00%	0.00%	7.93%	0.00%	2.15%	0.47%	0.00%	0.44%	0.00%	0.00%	0.00%	0.70%	1.33%	1.19%	0.81%	0.67%	1.49%	0.79%	0.69%	0.76%	0.69%	0.00%	0.39%	0.57%	0.00%	0.00%	0.71%	0.45%	0.26%	1.40%	0.00%	1.20%	0.32%	0.71%	0.00%	0.00%	0.00%	0.83%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3421	100	123	81	166	72	79	51	129	197	102	151	49	22	66	37	11	1	201	33	68	7	25	0	64	22	15	12	246	94	22	71	154	54	28	106	27	32	18	42	10	127	73	32	19	56	119	11	19	44	4	129					
		16.44%	17.51%	21.28%	18.97%	18.49%	18.00%	17.63%	17.35%	24.20%	22.49%	18.61%	20.80%	10.77%	14.01%	17.10%	9.46%	15.71%	1.08%	23.54%	7.27%	14.98%	8.05%	12.32%	0.00%	11.27%	9.73%	17.86%	9.76%	27.52%	34.94%	8.73%	12.33%	12.93%	12.50%	36.84%	20.66%	15.34%	7.05%	11.54%	7.50%	4.55%	16.78%	20.45%	15.84%	11.45%	9.09%	21.21%	13.75%	21.35%	7.14%	3.31%	25.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	146	4	7	5	11	4	5	6	3	12	5	8	3	0	0	1	0	0	3	0	0	0	3	0	1	0	0	0	5	5	0	8	13	3	0	2	0	1	0	6	0	2	3	0	3	2	2	0	0	6	0	4					
		0.70%	0.70%	1.21%	1.17%	1.22%	1.00%	1.12%	2.04%	0.56%	1.37%	0.91%	1.10%	0.66%	0.00%	0.00%	0.26%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	1.48%	0.00%	0.18%	0.00%	0.00%	0.00%	0.56%	1.86%	0.00%	1.39%	1.09%	0.69%	0.00%	0.39%	0.00%	0.22%	0.00%	1.07%	0.00%	0.26%	0.84%	0.00%	1.81%	0.32%	0.36%	0.00%	0.00%	0.97%	0.00%	0.80%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11362	283	265	244	363	143	200	126	234	372	258	309	223	105	200	216	43	44	445	334	276	65	155	69	330	154	51	67	483	119	160	287	724	219	28	239	108	382	124	385	156	450	139	115	110	485	226	61	56	410	100	222					
		54.59%	49.56%	45.85%	57.14%	40.42%	35.75%	44.64%	42.86%	43.90%	42.47%	47.08%	42.56%	49.01%	66.88%	51.81%	55.24%	61.43%	47.31%	52.11%	73.57%	60.79%	74.71%	76.35%	92.00%	58.10%	68.14%	60.71%	54.47%	54.03%	44.24%	63.49%	49.83%	60.79%	50.69%	36.84%	46.59%	61.36%	84.14%	79.49%	68.75%	70.91%	59.45%	38.94%	56.93%	66.27%	78.73%	40.29%	76.25%	62.92%	66.56%	82.64%	44.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	71	1	2	3	4	0	2	1	1	4	3	1	3	0	1	5	0	0	1	1	4	0	0	0	2	0	1	0	2	1	0	2	4	0	0	2	0	1	2	3	1	2	0	1	2	0	1	2	2	2	0	1					
		0.34%	0.18%	0.35%	0.70%	0.45%	0.00%	0.45%	0.34%	0.19%	0.46%	0.55%	0.14%	0.66%	0.00%	0.26%	1.28%	0.00%	0.00%	0.12%	0.22%	0.88%	0.00%	0.00%	0.00%	0.35%	0.00%	1.19%	0.00%	0.22%	0.37%	0.00%	0.35%	0.34%	0.00%	0.00%	0.39%	0.00%	0.22%	1.28%	0.54%	0.45%	0.26%	0.00%	0.50%	1.20%	0.00%	0.18%	2.50%	2.25%	0.32%	0.00%	0.20%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
