Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Камызякская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	205	8	8	0	3	0	3	1	13	6	10	2	10	2	7	3	0	9	4	7	8	3	3	3	0	0	1	4	1	2	1	9	4	1	5	1	1	0	5	1	2	1	1	9	1	3	4	3	0	7	2	1	8	2	9	3					
		0.93%	1.47%	0.79%	0.00%	0.70%	0.00%	0.57%	0.47%	1.77%	1.17%	5.78%	0.59%	0.97%	0.42%	1.29%	0.86%	0.00%	0.93%	0.59%	0.93%	1.55%	1.79%	0.85%	0.77%	0.00%	0.00%	0.68%	0.62%	0.46%	0.54%	0.79%	1.59%	1.83%	0.26%	1.13%	0.51%	1.01%	0.00%	0.78%	0.20%	0.94%	0.70%	0.16%	1.64%	0.41%	2.29%	0.65%	2.88%	0.00%	0.85%	0.73%	0.63%	1.44%	1.77%	1.42%	1.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	66	2	1	0	1	0	1	0	3	3	0	1	6	2	2	1	3	8	4	3	1	0	0	1	0	3	1	0	0	0	0	2	0	2	1	0	0	0	2	0	2	2	0	0	1	0	1	0	0	2	0	0	1	1	2	0					
		0.30%	0.37%	0.10%	0.00%	0.23%	0.00%	0.19%	0.00%	0.41%	0.59%	0.00%	0.30%	0.58%	0.42%	0.37%	0.29%	0.47%	0.83%	0.59%	0.40%	0.19%	0.00%	0.00%	0.26%	0.00%	4.76%	0.68%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.52%	0.23%	0.00%	0.00%	0.00%	0.31%	0.00%	0.94%	1.41%	0.00%	0.00%	0.41%	0.00%	0.16%	0.00%	0.00%	0.24%	0.00%	0.00%	0.18%	0.88%	0.32%	0.00%					
20	3.Политическая партия «Демократическая партия России»	25	0	3	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	3	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	2	0					
		0.11%	0.00%	0.30%	0.00%	0.00%	0.00%	0.19%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.29%	0.00%	0.10%	0.44%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	1.59%	0.00%	0.15%	0.00%	0.00%	0.00%	0.18%	0.46%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	1.41%	0.00%	0.18%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2362	70	89	13	62	18	84	10	89	61	8	33	77	47	72	34	80	141	92	99	44	22	32	46	14	4	4	117	14	41	14	30	5	33	54	35	0	1	91	61	23	14	23	29	13	14	57	5	9	127	50	24	36	2	83	12					
		10.69%	12.82%	8.84%	3.89%	14.55%	19.35%	15.88%	4.72%	12.13%	11.94%	4.62%	9.79%	7.45%	9.81%	13.24%	9.80%	12.54%	14.60%	13.49%	13.20%	8.53%	13.10%	9.09%	11.73%	11.57%	6.35%	2.74%	18.00%	6.45%	10.99%	11.02%	5.29%	2.28%	8.51%	12.16%	17.95%	0.00%	1.72%	14.11%	12.22%	10.80%	9.86%	3.66%	5.29%	5.37%	10.69%	9.28%	4.81%	8.26%	15.47%	18.32%	15.00%	6.47%	1.77%	13.13%	5.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	1	1	0	0	0	2	0	3	5	0	1	0	0	2	1	2	1	0	1	0	0	1	1	1	0	0	5	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0					
		0.16%	0.18%	0.10%	0.00%	0.00%	0.00%	0.38%	0.00%	0.41%	0.98%	0.00%	0.30%	0.00%	0.00%	0.37%	0.29%	0.31%	0.10%	0.00%	0.13%	0.00%	0.00%	0.28%	0.26%	0.83%	0.00%	0.00%	0.77%	0.92%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.31%	0.20%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	38	0	1	0	1	0	0	1	1	2	1	1	1	0	2	1	3	1	2	1	3	0	0	0	1	0	1	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	1	1					
		0.17%	0.00%	0.10%	0.00%	0.23%	0.00%	0.00%	0.47%	0.14%	0.39%	0.58%	0.30%	0.10%	0.00%	0.37%	0.29%	0.47%	0.10%	0.29%	0.13%	0.58%	0.00%	0.00%	0.00%	0.83%	0.00%	0.68%	0.15%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.23%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.18%	0.00%	0.16%	0.42%					
24	7.Политическая партия «Либерально-демократическая партия России»	896	16	81	11	6	1	25	3	42	24	5	6	64	25	23	27	18	35	31	46	27	0	13	2	4	4	6	22	10	1	0	39	24	18	15	2	2	2	24	17	5	7	17	23	2	6	24	2	2	15	4	1	27	7	25	8					
		4.05%	2.93%	8.04%	3.29%	1.41%	1.08%	4.73%	1.42%	5.72%	4.70%	2.89%	1.78%	6.20%	5.22%	4.23%	7.78%	2.82%	3.62%	4.55%	6.13%	5.23%	0.00%	3.69%	0.51%	3.31%	6.35%	4.11%	3.38%	4.61%	0.27%	0.00%	6.88%	10.96%	4.64%	3.38%	1.03%	2.02%	3.45%	3.72%	3.41%	2.35%	4.93%	2.70%	4.20%	0.83%	4.58%	3.91%	1.92%	1.83%	1.83%	1.47%	0.63%	4.86%	6.19%	3.96%	3.36%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2748	82	122	8	70	4	57	5	130	101	21	15	154	101	87	47	109	141	105	121	49	9	33	42	6	1	11	114	35	33	5	31	14	81	67	8	5	1	84	49	12	10	21	81	19	22	79	7	4	105	20	15	90	12	48	45					
		12.43%	15.02%	12.12%	2.40%	16.43%	4.30%	10.78%	2.36%	17.71%	19.77%	12.14%	4.45%	14.91%	21.09%	15.99%	13.54%	17.08%	14.60%	15.40%	16.13%	9.50%	5.36%	9.38%	10.71%	4.96%	1.59%	7.53%	17.54%	16.13%	8.85%	3.94%	5.47%	6.39%	20.88%	15.09%	4.10%	5.05%	1.72%	13.02%	9.82%	5.63%	7.04%	3.34%	14.78%	7.85%	16.79%	12.87%	6.73%	3.67%	12.79%	7.33%	9.38%	16.19%	10.62%	7.59%	18.91%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	166	4	5	3	5	1	5	4	5	2	1	1	12	3	6	2	4	6	6	9	2	0	0	3	1	0	1	4	1	3	0	3	3	2	1	2	0	0	2	2	3	2	6	2	4	1	13	0	0	7	2	1	3	3	3	2					
		0.75%	0.73%	0.50%	0.90%	1.17%	1.08%	0.95%	1.89%	0.68%	0.39%	0.58%	0.30%	1.16%	0.63%	1.10%	0.58%	0.63%	0.62%	0.88%	1.20%	0.39%	0.00%	0.00%	0.77%	0.83%	0.00%	0.68%	0.62%	0.46%	0.80%	0.00%	0.53%	1.37%	0.52%	0.23%	1.03%	0.00%	0.00%	0.31%	0.40%	1.41%	1.41%	0.95%	0.36%	1.65%	0.76%	2.12%	0.00%	0.00%	0.85%	0.73%	0.63%	0.54%	2.65%	0.47%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15067	347	677	292	262	66	337	177	436	294	115	269	702	285	333	217	405	606	421	442	373	134	263	278	94	48	117	365	149	285	103	443	161	244	295	142	91	52	413	348	162	92	554	381	195	83	425	84	93	543	187	111	385	83	444	164					
		68.16%	63.55%	67.23%	87.43%	61.50%	70.97%	63.71%	83.49%	59.40%	57.53%	66.47%	79.82%	67.96%	59.50%	61.21%	62.54%	63.48%	62.73%	61.73%	58.93%	72.29%	79.76%	74.72%	70.92%	77.69%	76.19%	80.14%	56.15%	68.66%	76.41%	81.10%	78.13%	73.52%	62.89%	66.44%	72.82%	91.92%	89.66%	64.03%	69.74%	76.06%	64.79%	88.08%	69.53%	80.58%	63.36%	69.22%	80.77%	85.32%	66.14%	68.50%	69.38%	69.24%	73.45%	70.25%	68.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	79	0	8	2	0	0	2	0	3	1	1	0	2	1	2	1	2	3	2	5	2	0	4	2	0	0	1	5	1	1	0	2	0	1	2	0	0	1	2	1	0	2	2	1	4	1	2	0	1	0	0	0	1	2	2	1					
		0.36%	0.00%	0.79%	0.60%	0.00%	0.00%	0.38%	0.00%	0.41%	0.20%	0.58%	0.00%	0.19%	0.21%	0.37%	0.29%	0.31%	0.31%	0.29%	0.67%	0.39%	0.00%	1.14%	0.51%	0.00%	0.00%	0.68%	0.77%	0.46%	0.27%	0.00%	0.35%	0.00%	0.26%	0.45%	0.00%	0.00%	1.72%	0.31%	0.20%	0.00%	1.41%	0.32%	0.18%	1.65%	0.76%	0.33%	0.00%	0.92%	0.00%	0.00%	0.00%	0.18%	1.77%	0.32%	0.42%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
