Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Маревская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208					
		0.28%	0.27%	0.0%	0.97%	0.0%	0.0%	1.49%	0.08%	0.37%	0.60%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	1	0	0	1	0	0	3	2	0	1	1					
		0.32%	0.27%	0.0%	0.0%	1.38%	0.0%	0.0%	0.26%	0.75%	0.0%	1.06%	1.12%					
33	"16. ""Родина"" (народно-патриотический союз)"""	120	15	3	7	3	1	1	58	15	13	1	3					
		4.31%	4.16%	2.43%	3.41%	4.16%	2.70%	1.49%	5.10%	5.63%	3.90%	1.06%	3.37%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	10	0	0	0	0	0	1	5	2	2	0	0					
		0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%	0.44%	0.75%	0.60%	0.0%	0.0%					
35	"18. ""ЛДПР"""	318	38	6	22	8	3	8	139	36	37	10	11					
		11.43%	10.55%	4.87%	10.73%	11.11%	8.10%	11.94%	12.23%	13.53%	11.11%	10.63%	12.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	92	13	2	1	2	1	0	38	14	14	1	6					
		3.30%	3.61%	1.62%	0.48%	2.77%	2.70%	0.0%	3.34%	5.26%	4.20%	1.06%	6.74%					
37	"20. ""Политическая партия ""Единая Россия"""	1242	158	85	93	36	14	40	480	98	148	55	35					
		44.64%	43.88%	69.10%	45.36%	50.0%	37.83%	59.70%	42.25%	36.84%	44.44%	58.51%	39.32%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	2	1	3	1	1	0	2	1	0	0	0					
		0.39%	0.55%	0.81%	1.46%	1.38%	2.70%	0.0%	0.17%	0.37%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	10	0	0	0	1	0	0	6	2	1	0	0					
		0.35%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.52%	0.75%	0.30%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	350	23	11	38	13	4	6	171	42	25	6	11					
		12.58%	6.38%	8.94%	18.53%	18.05%	10.81%	8.95%	15.05%	15.78%	7.50%	6.38%	12.35%					
																		
41	Против всех	83	6	3	9	0	1	1	35	13	9	5	1					
		2.98%	1.66%	2.43%	4.39%	0.0%	2.70%	1.49%	3.08%	4.88%	2.70%	5.31%	1.12%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
