Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Максатихинская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК  664	УИК  665	УИК  666	УИК  667	УИК  668	УИК  669	УИК  670	УИК  671	УИК  672	УИК  673	УИК  674	УИК  675	УИК  676	УИК  677	УИК  678	УИК  679	УИК  680	УИК  681	УИК  682	УИК  683	УИК  684	УИК  685	УИК  686	УИК  687	УИК  688	УИК  689	УИК  690	УИК  691	УИК  692	УИК  693	УИК  694	УИК  1366					
		1.51%	2.26%	1.17%	3.19%	1.44%	1.09%	0.88%	0.0%	0.61%	2.31%	0.59%	0.55%	0.75%	2.10%	4.42%	0.0%	2.42%	1.72%	1.22%	0.0%	0.75%	0.0%	0.28%	0.90%	0.0%	0.92%	2.03%	0.43%	1.36%	1.39%	0.42%	1.35%	1.21%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	270	32	27	44	15	3	2	4	6	3	6	6	12	2	4	7	17	2	4	0	8	2	15	10	6	3	2	2	6	7	6	2	5					
		2.75%	3.29%	2.27%	3.35%	1.96%	1.64%	1.76%	2.63%	3.70%	1.15%	1.79%	3.31%	4.51%	2.10%	3.53%	4.60%	5.15%	0.86%	2.45%	0.0%	6.06%	1.72%	4.23%	4.50%	2.94%	0.92%	0.67%	0.86%	2.05%	4.89%	2.55%	2.70%	6.09%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	195	21	30	26	18	5	1	4	5	5	6	3	8	1	4	1	13	4	6	0	1	0	4	5	3	7	9	0	3	1	1	0	0					
		1.99%	2.16%	2.52%	1.98%	2.35%	2.74%	0.88%	2.63%	3.08%	1.93%	1.79%	1.65%	3.00%	1.05%	3.53%	0.65%	3.93%	1.72%	3.68%	0.0%	0.75%	0.0%	1.12%	2.25%	1.47%	2.15%	3.05%	0.0%	1.02%	0.69%	0.42%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	92	14	8	14	5	4	0	2	2	3	2	2	2	0	0	1	3	0	2	3	1	0	1	1	0	1	7	0	2	5	3	2	2					
		0.93%	1.44%	0.67%	1.06%	0.65%	2.19%	0.0%	1.31%	1.23%	1.15%	0.59%	1.10%	0.75%	0.0%	0.0%	0.65%	0.90%	0.0%	1.22%	2.63%	0.75%	0.0%	0.28%	0.45%	0.0%	0.30%	2.37%	0.0%	0.68%	3.49%	1.27%	2.70%	2.43%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	3	1	2	2	0	0	0	1	0	0	1	1	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1					
		0.18%	0.30%	0.08%	0.15%	0.26%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.55%	0.37%	0.0%	0.0%	0.0%	0.60%	0.0%	0.61%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	1.21%					
24	"7. ""Новый курс - Автомобильная Россия"""	76	10	11	17	7	2	0	0	0	1	3	1	3	0	1	0	2	1	1	0	0	0	6	1	1	3	1	1	2	1	0	0	0					
		0.77%	1.02%	0.92%	1.29%	0.91%	1.09%	0.0%	0.0%	0.0%	0.38%	0.89%	0.55%	1.12%	0.0%	0.88%	0.0%	0.60%	0.43%	0.61%	0.0%	0.0%	0.0%	1.69%	0.45%	0.49%	0.92%	0.33%	0.43%	0.68%	0.69%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	18	1	3	1	1	2	0	0	0	0	3	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.18%	0.10%	0.25%	0.07%	0.13%	1.09%	0.0%	0.0%	0.0%	0.0%	0.89%	0.55%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	1.22%	1.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	53	10	5	7	7	0	0	0	1	3	1	2	0	0	0	2	2	0	3	1	0	0	1	0	1	0	0	1	3	2	1	0	0					
		0.54%	1.02%	0.42%	0.53%	0.91%	0.0%	0.0%	0.0%	0.61%	1.15%	0.29%	1.10%	0.0%	0.0%	0.0%	1.31%	0.60%	0.0%	1.84%	0.87%	0.0%	0.0%	0.28%	0.0%	0.49%	0.0%	0.0%	0.43%	1.02%	1.39%	0.42%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	806	26	56	90	39	15	9	7	24	28	49	15	23	26	27	25	25	30	24	12	8	19	9	41	15	14	10	55	30	19	19	10	7					
		8.23%	2.67%	4.70%	6.85%	5.11%	8.24%	7.96%	4.60%	14.81%	10.81%	14.62%	8.28%	8.64%	27.36%	23.89%	16.44%	7.57%	12.93%	14.72%	10.52%	6.06%	16.37%	2.54%	18.46%	7.35%	4.30%	3.38%	23.70%	10.27%	13.28%	8.08%	13.51%	8.53%					
28	"11. ""Истинные патриоты России"""	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0					
		0.03%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.42%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	145	41	26	15	10	3	1	0	0	0	3	6	1	0	0	1	4	1	1	0	1	1	1	2	3	3	5	3	3	3	6	1	0					
		1.48%	4.22%	2.18%	1.14%	1.31%	1.64%	0.88%	0.0%	0.0%	0.0%	0.89%	3.31%	0.37%	0.0%	0.0%	0.65%	1.21%	0.43%	0.61%	0.0%	0.75%	0.86%	0.28%	0.90%	1.47%	0.92%	1.69%	1.29%	1.02%	2.09%	2.55%	1.35%	0.0%					
30	"13. ""Демократическая партия России"""	30	7	0	1	7	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	2	1	3	0	2	0	0					
		0.30%	0.72%	0.0%	0.07%	0.91%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.55%	0.0%	0.0%	0.88%	0.65%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.30%	0.67%	0.43%	1.02%	0.0%	0.85%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	21	0	2	2	3	1	1	0	0	0	1	1	1	0	1	1	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0					
		0.21%	0.0%	0.16%	0.15%	0.39%	0.54%	0.88%	0.0%	0.0%	0.0%	0.29%	0.55%	0.37%	0.0%	0.88%	0.65%	0.60%	0.0%	0.0%	0.0%	0.0%	0.86%	0.56%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%					
32	"15. ""Партия СЛОН"""	22	1	1	6	1	1	0	1	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	1	0					
		0.22%	0.10%	0.08%	0.45%	0.13%	0.54%	0.0%	0.65%	0.61%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.33%	0.86%	0.34%	0.0%	0.0%	1.35%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	622	67	113	102	57	11	17	9	8	12	10	4	13	5	6	1	16	13	6	3	6	5	16	9	17	27	21	12	12	12	9	2	1					
		6.35%	6.90%	9.50%	7.76%	7.47%	6.04%	15.04%	5.92%	4.93%	4.63%	2.98%	2.20%	4.88%	5.26%	5.30%	0.65%	4.84%	5.60%	3.68%	2.63%	4.54%	4.31%	4.51%	4.05%	8.33%	8.30%	7.11%	5.17%	4.10%	8.39%	3.82%	2.70%	1.21%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	39	0	1	5	0	0	2	5	1	2	0	1	3	1	0	0	0	3	1	1	1	0	2	0	1	1	3	0	3	0	1	1	0					
		0.39%	0.0%	0.08%	0.38%	0.0%	0.0%	1.76%	3.28%	0.61%	0.77%	0.0%	0.55%	1.12%	1.05%	0.0%	0.0%	0.0%	1.29%	0.61%	0.87%	0.75%	0.0%	0.56%	0.0%	0.49%	0.30%	1.01%	0.0%	1.02%	0.0%	0.42%	1.35%	0.0%					
35	"18. ""ЛДПР"""	1412	122	187	222	150	28	10	15	16	38	29	29	24	14	18	23	29	27	22	20	28	11	53	39	13	52	21	64	37	16	36	12	7					
		14.42%	12.56%	15.72%	16.90%	19.65%	15.38%	8.84%	9.86%	9.87%	14.67%	8.65%	16.02%	9.02%	14.73%	15.92%	15.13%	8.78%	11.63%	13.49%	17.54%	21.21%	9.48%	14.97%	17.56%	6.37%	16.0%	7.11%	27.58%	12.67%	11.18%	15.31%	16.21%	8.53%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	194	35	18	29	16	3	6	1	4	3	5	2	4	1	2	6	7	4	4	3	1	0	7	3	1	3	12	3	3	1	5	2	0					
		1.98%	3.60%	1.51%	2.20%	2.09%	1.64%	5.30%	0.65%	2.46%	1.15%	1.49%	1.10%	1.50%	1.05%	1.76%	3.94%	2.12%	1.72%	2.45%	2.63%	0.75%	0.0%	1.97%	1.35%	0.49%	0.92%	4.06%	1.29%	1.02%	0.69%	2.12%	2.70%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3902	366	442	450	287	68	48	59	65	118	158	76	131	37	24	52	130	90	65	43	61	71	184	75	67	151	145	75	144	50	105	26	39					
		39.85%	37.69%	37.17%	34.27%	37.61%	37.36%	42.47%	38.81%	40.12%	45.55%	47.16%	41.98%	49.24%	38.94%	21.23%	34.21%	39.39%	38.79%	39.87%	37.71%	46.21%	61.20%	51.97%	33.78%	32.84%	46.46%	49.15%	32.32%	49.31%	34.96%	44.68%	35.13%	47.56%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	1	3	3	0	0	0	0	1	0	1	3	1	0	1	2	1	0	0	1	0	0	1	1	0	2	3	0	1	0	0	0	1					
		0.27%	0.10%	0.25%	0.22%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.29%	1.65%	0.37%	0.0%	0.88%	1.31%	0.30%	0.0%	0.0%	0.87%	0.0%	0.0%	0.28%	0.45%	0.0%	0.61%	1.01%	0.0%	0.34%	0.0%	0.0%	0.0%	1.21%					
39	"22. ""Развитие предпринимательства"""	48	8	7	8	5	0	0	0	0	1	1	2	1	3	0	0	0	3	1	0	0	0	1	2	0	4	0	0	1	0	0	0	0					
		0.49%	0.82%	0.58%	0.60%	0.65%	0.0%	0.0%	0.0%	0.0%	0.38%	0.29%	1.10%	0.37%	3.15%	0.0%	0.0%	0.0%	1.29%	0.61%	0.0%	0.0%	0.0%	0.28%	0.90%	0.0%	1.23%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1049	109	152	152	78	23	10	32	20	17	28	10	13	2	14	21	39	38	9	10	2	4	18	14	67	29	32	8	28	19	29	8	14					
		10.71%	11.22%	12.78%	11.57%	10.22%	12.63%	8.84%	21.05%	12.34%	6.56%	8.35%	5.52%	4.88%	2.10%	12.38%	13.81%	11.81%	16.37%	5.52%	8.77%	1.51%	3.44%	5.08%	6.30%	32.84%	8.92%	10.84%	3.44%	9.58%	13.28%	12.34%	10.81%	17.07%					
																																							
41	Против всех	287	36	48	48	21	4	1	9	3	6	12	6	11	0	3	0	22	8	3	5	8	0	7	4	1	7	3	1	1	0	4	3	2					
		2.93%	3.70%	4.03%	3.65%	2.75%	2.19%	0.88%	5.92%	1.85%	2.31%	3.58%	3.31%	4.13%	0.0%	2.65%	0.0%	6.66%	3.44%	1.84%	4.38%	6.06%	0.0%	1.97%	1.80%	0.49%	2.15%	1.01%	0.43%	0.34%	0.0%	1.70%	4.05%	2.43%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
