Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Елабужская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	18	4	0	0	0	0	0	0	1	1	0	2	0	1	1	2	2	0	0	2	0	0	2	0									
		0.21%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.56%	0.00%	0.67%	0.00%	0.15%	0.28%	0.46%	1.10%	0.00%	0.00%	0.14%	0.00%	0.00%	0.94%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	19	3	0	0	0	0	0	2	2	1	0	2	0	1	1	1	2	0	1	1	0	0	1	1									
		0.22%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.38%	0.56%	0.00%	0.67%	0.00%	0.15%	0.28%	0.23%	1.10%	0.00%	0.23%	0.07%	0.00%	0.00%	0.47%	0.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8120	275	467	194	198	270	193	371	501	169	116	279	213	661	340	395	171	317	428	1399	184	365	201	413									
		95.66%	95.49%	94.92%	95.10%	94.74%	97.83%	98.47%	94.88%	95.25%	95.48%	96.67%	93.00%	97.71%	97.64%	94.71%	91.65%	93.96%	95.77%	97.49%	96.02%	95.34%	96.05%	94.81%	96.05%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	5	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.15%	0.28%	0.23%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.15%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	71	1	4	3	4	1	1	4	6	2	2	6	1	1	3	7	1	6	2	5	3	5	1	2									
		0.84%	0.35%	0.81%	1.47%	1.91%	0.36%	0.51%	1.02%	1.14%	1.13%	1.67%	2.00%	0.46%	0.15%	0.84%	1.62%	0.55%	1.81%	0.46%	0.34%	1.55%	1.32%	0.47%	0.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.15%	0.28%	0.46%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.28%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0									
		0.09%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.23%	0.00%	0.00%	0.23%	0.07%	0.00%	0.00%	0.47%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	159	3	18	7	7	4	1	8	8	3	2	7	4	4	5	15	4	8	4	20	5	8	4	10									
		1.87%	1.04%	3.66%	3.43%	3.35%	1.45%	0.51%	2.05%	1.52%	1.69%	1.67%	2.33%	1.83%	0.59%	1.39%	3.48%	2.20%	2.42%	0.91%	1.37%	2.59%	2.11%	1.89%	2.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	58	1	2	0	0	0	0	4	5	1	0	2	0	1	3	3	2	0	1	26	1	2	1	3									
		0.68%	0.35%	0.41%	0.00%	0.00%	0.00%	0.00%	1.02%	0.95%	0.56%	0.00%	0.67%	0.00%	0.15%	0.84%	0.70%	1.10%	0.00%	0.23%	1.78%	0.52%	0.53%	0.47%	0.70%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
