Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																							
Дата голосования: 18.09.2016																							
																							
Наименование Избирательной комиссии:    Богородская																							
																							
Сводная таблица итогов голосования по федеральному избирательному округу																							
																							
		Сумма	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78									
		2.06%	0.68%	1.40%	0.91%	2.73%	3.66%	2.06%	2.06%	3.66%	2.16%	2.68%	3.24%	3.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	57	5	8	4	10	5	3	8	2	2	0	5	5									
		2.45%	1.71%	2.81%	1.21%	3.03%	6.10%	3.09%	4.12%	2.44%	1.44%	0.00%	2.70%	3.07%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	946	118	92	122	102	39	55	101	50	60	65	75	67									
		40.62%	40.41%	32.28%	36.86%	30.91%	47.56%	56.70%	52.06%	60.98%	43.17%	43.62%	40.54%	41.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	7	1	1	1	0	1	0	0	1	0	1	0	1									
		0.30%	0.34%	0.35%	0.30%	0.00%	1.22%	0.00%	0.00%	1.22%	0.00%	0.67%	0.00%	0.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	1	2	2	0	0	1	1	0	1	0	1									
		0.39%	0.00%	0.35%	0.60%	0.61%	0.00%	0.00%	0.52%	1.22%	0.00%	0.67%	0.00%	0.61%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	595	80	93	105	95	13	12	40	8	28	33	46	42									
		25.55%	27.40%	32.63%	31.72%	28.79%	15.85%	12.37%	20.62%	9.76%	20.14%	22.15%	24.86%	25.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	0	2	2	0	0	0	0	0	0	0	0	0									
		0.17%	0.00%	0.70%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	4	1	5	3	0	1	2	2	4	1	1	2									
		1.12%	1.37%	0.35%	1.51%	0.91%	0.00%	1.03%	1.03%	2.44%	2.88%	0.67%	0.54%	1.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	1	0	0	1	0	0	0	0	1									
		0.17%	0.34%	0.00%	0.00%	0.30%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.61%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	14	3	3	0	3	0	0	1	1	1	0	0	2									
		0.60%	1.03%	1.05%	0.00%	0.91%	0.00%	0.00%	0.52%	1.22%	0.72%	0.00%	0.00%	1.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	370	46	54	44	73	13	15	23	6	24	24	27	21									
		15.89%	15.75%	18.95%	13.29%	22.12%	15.85%	15.46%	11.86%	7.32%	17.27%	16.11%	14.59%	12.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	2	1	2	0	0	0	1	0	1	0	1	0									
		0.34%	0.68%	0.35%	0.60%	0.00%	0.00%	0.00%	0.52%	0.00%	0.72%	0.00%	0.54%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	166	25	17	27	20	3	6	9	3	11	14	18	13									
		7.13%	8.56%	5.96%	8.16%	6.06%	3.66%	6.19%	4.64%	3.66%	7.91%	9.40%	9.73%	7.98%									
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
