Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Должанская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298									
		0.11%	0.00%	0.48%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.11%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	937	8	36	26	19	73	51	3	18	62	4	40	9	14	28	218	221	35	0	28	10	19	15									
		14.12%	3.10%	17.14%	12.04%	15.97%	13.77%	18.75%	1.60%	10.17%	15.35%	2.22%	24.39%	5.11%	9.86%	8.81%	23.52%	23.87%	14.96%	0.00%	11.24%	3.30%	6.88%	11.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.75%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	1	2	0	3	3	0	0	1	0	0	0	0	0	1	3	0	0	3	0	2	0									
		0.29%	0.00%	0.48%	0.93%	0.00%	0.57%	1.10%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.32%	0.00%	0.00%	1.20%	0.00%	0.72%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0									
		0.09%	0.00%	0.48%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	3	0	0	14	0	0	0	0	0	0	0	0	0	10	5	0	0	3	0	0	0									
		0.53%	0.00%	1.43%	0.00%	0.00%	2.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.54%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	955	9	24	31	3	54	48	28	21	48	64	21	43	15	51	175	172	15	40	32	18	40	3									
		14.39%	3.49%	11.43%	14.35%	2.52%	10.19%	17.65%	14.89%	11.86%	11.88%	35.56%	12.80%	24.43%	10.56%	16.04%	18.88%	18.57%	6.41%	16.95%	12.85%	5.94%	14.49%	2.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	2	0	0	0	3	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0									
		0.17%	0.78%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.11%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	151	1	1	1	1	4	23	3	1	6	0	3	1	0	13	42	41	2	1	3	0	4	0									
		2.27%	0.39%	0.48%	0.46%	0.84%	0.75%	8.46%	1.60%	0.56%	1.49%	0.00%	1.83%	0.57%	0.00%	4.09%	4.53%	4.43%	0.85%	0.42%	1.20%	0.00%	1.45%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
