Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Петровская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	712	15	5	20	25	25	20	30	25	8	15	35	30	15	17	15	5	26	14	18	30	25	18	7	23	19	26	15	8	5	5	5	5	8	8	10	16	8	8	15	25	8	5	5	3	5	8	5	5	11	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	650	11	2	20	25	25	20	27	22	6	11	35	30	14	17	15	3	26	12	18	30	25	18	7	18	19	25	12	6	5	5	5	5	6	7	10	16	8	3	12	25	8	5	5	1	2	7	3	1	7	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	304	21	22	10	11	8	7	5	6	8	7	17	7	3	4	6	3	6	8	11	6	13	20	9	11	5	7	6	0	0	1	10	1	3	10	1	2	5	2	2	3	4	0	2	1	1	5	1	0	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	62	4	3	0	0	0	0	3	3	2	4	0	0	1	0	0	2	0	2	0	0	0	0	0	5	0	1	3	2	0	0	0	0	2	1	0	0	0	5	3	0	0	0	0	2	3	1	2	4	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	3	0	0	3	2	0	0	1	1	2	4	3	0	1	0	0	2	0	0	2	4	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3087	108	21	128	122	145	145	161	172	45	60	105	162	103	112	139	20	117	68	51	166	124	184	42	77	82	132	68	2	7	2	6	12	9	27	14	8	7	4	12	40	25	7	3	7	4	7	3	14	2	6					
		12.44%	11.33%	19.63%	26.23%	14.63%	18.10%	17.55%	28.96%	27.43%	16.85%	12.02%	14.98%	23.18%	24.18%	17.13%	25.05%	32.79%	14.64%	24.20%	21.52%	22.25%	18.08%	18.62%	34.71%	22.45%	15.16%	18.51%	31.34%	0.34%	3.32%	0.51%	1.13%	9.60%	1.50%	16.46%	3.93%	1.24%	1.22%	0.80%	1.13%	4.72%	4.59%	2.92%	0.87%	6.80%	1.30%	1.25%	0.89%	5.51%	0.41%	1.95%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1314	57	6	44	64	65	57	67	53	26	37	62	63	30	63	54	4	57	27	22	62	57	79	8	33	42	54	22	1	3	1	3	6	10	9	7	3	4	10	9	2	2	3	2	6	3	2	1	7	1	4					
		5.30%	5.98%	5.61%	9.02%	7.67%	8.11%	6.90%	12.05%	8.45%	9.74%	7.41%	8.84%	9.01%	7.04%	9.63%	9.73%	6.56%	7.13%	9.61%	9.28%	8.31%	8.31%	7.99%	6.61%	9.62%	7.76%	7.57%	10.14%	0.17%	1.42%	0.26%	0.56%	4.80%	1.66%	5.49%	1.97%	0.46%	0.69%	2.01%	0.85%	0.24%	0.37%	1.25%	0.58%	5.83%	0.97%	0.36%	0.30%	2.76%	0.20%	1.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	117	6	1	2	4	7	9	4	5	5	4	6	4	4	2	9	1	5	3	2	2	3	6	0	3	5	5	3	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.47%	0.63%	0.93%	0.41%	0.48%	0.87%	1.09%	0.72%	0.80%	1.87%	0.80%	0.86%	0.57%	0.94%	0.31%	1.62%	1.64%	0.63%	1.07%	0.84%	0.27%	0.44%	0.61%	0.00%	0.87%	0.92%	0.70%	1.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	1.83%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2692	79	9	65	100	86	69	86	146	59	59	143	218	100	97	80	11	188	70	73	175	78	142	32	79	93	115	46	7	11	2	7	11	12	7	5	42	9	11	13	3	5	3	2	5	2	8	3	17	2	7					
		10.85%	8.29%	8.41%	13.32%	11.99%	10.74%	8.35%	15.47%	23.29%	22.10%	11.82%	20.40%	31.19%	23.47%	14.83%	14.41%	18.03%	23.53%	24.91%	30.80%	23.46%	11.37%	14.37%	26.45%	23.03%	17.19%	16.13%	21.20%	1.19%	5.21%	0.51%	1.32%	8.80%	1.99%	4.27%	1.40%	6.49%	1.56%	2.21%	1.23%	0.35%	0.92%	1.25%	0.58%	4.85%	0.65%	1.43%	0.89%	6.69%	0.41%	2.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	226	3	0	6	7	9	8	13	19	2	9	13	19	9	4	8	0	17	9	1	9	13	13	2	4	3	10	2	0	3	0	0	3	0	1	2	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0					
		0.91%	0.31%	0.00%	1.23%	0.84%	1.12%	0.97%	2.34%	3.03%	0.75%	1.80%	1.85%	2.72%	2.11%	0.61%	1.44%	0.00%	2.13%	3.20%	0.42%	1.21%	1.90%	1.32%	1.65%	1.17%	0.55%	1.40%	0.92%	0.00%	1.42%	0.00%	0.00%	2.40%	0.00%	0.61%	0.56%	0.00%	0.17%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17022	686	69	232	526	475	532	218	220	123	324	356	215	168	364	248	24	403	97	83	318	398	551	37	140	310	382	76	574	186	387	516	92	565	116	327	594	553	404	1022	798	513	227	337	83	296	540	331	211	485	290					
		68.62%	71.98%	64.49%	47.54%	63.07%	59.30%	64.41%	39.21%	35.09%	46.07%	64.93%	50.78%	30.76%	39.44%	55.66%	44.68%	39.34%	50.44%	34.52%	35.02%	42.63%	58.02%	55.77%	30.58%	40.82%	57.30%	53.58%	35.02%	97.95%	88.15%	98.72%	96.99%	73.60%	94.01%	70.73%	91.85%	91.81%	96.01%	81.29%	96.51%	94.21%	94.13%	94.58%	97.97%	80.58%	96.10%	96.77%	97.93%	83.07%	98.98%	94.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	45	1	1	2	0	1	1	2	3	1	2	0	5	3	0	3	0	3	1	0	1	4	2	0	1	1	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1					
		0.18%	0.10%	0.93%	0.41%	0.00%	0.12%	0.12%	0.36%	0.48%	0.37%	0.40%	0.00%	0.72%	0.70%	0.00%	0.54%	0.00%	0.38%	0.36%	0.00%	0.13%	0.58%	0.20%	0.00%	0.29%	0.18%	0.14%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
