Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Булунская 																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	98	10	12	4	11	15	10	5	9	20	2					
		2.46%	1.49%	1.74%	4.16%	1.77%	7.00%	1.63%	1.99%	3.70%	4.40%	1.53%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	92	23	22	11	18	4	7	1	0	6	0					
		2.31%	3.44%	3.20%	11.45%	2.89%	1.86%	1.14%	0.39%	0.0%	1.32%	0.0%					
22	"5. ""За Русь Святую"""	3	0	1	0	0	0	2	0	0	0	0					
		0.07%	0.0%	0.14%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	2	3	0	0	4	0	0	0	1	0					
		0.25%	0.29%	0.43%	0.0%	0.0%	1.86%	0.0%	0.0%	0.0%	0.22%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	2	1	1	8	0	1	0	0	1	0					
		0.35%	0.29%	0.14%	1.04%	1.28%	0.0%	0.16%	0.0%	0.0%	0.22%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	2	0	0	2	1	1	0	0	1	0					
		0.17%	0.29%	0.0%	0.0%	0.32%	0.46%	0.16%	0.0%	0.0%	0.22%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	2	2	0	8	2	1	0	0	4	0					
		0.47%	0.29%	0.29%	0.0%	1.28%	0.93%	0.16%	0.0%	0.0%	0.88%	0.0%					
27	"10. ""Аграрная партия России"""	38	9	5	1	7	4	6	2	2	1	1					
		0.95%	1.34%	0.72%	1.04%	1.12%	1.86%	0.98%	0.79%	0.82%	0.22%	0.76%					
28	"11. ""Истинные патриоты России"""	9	1	0	0	1	4	0	0	1	1	1					
		0.22%	0.14%	0.0%	0.0%	0.16%	1.86%	0.0%	0.0%	0.41%	0.22%	0.76%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	27	6	3	0	5	1	5	0	2	3	2					
		0.67%	0.89%	0.43%	0.0%	0.80%	0.46%	0.81%	0.0%	0.82%	0.66%	1.53%					
30	"13. ""Демократическая партия России"""	18	1	4	0	2	0	3	2	0	6	0					
		0.45%	0.14%	0.58%	0.0%	0.32%	0.0%	0.49%	0.79%	0.0%	1.32%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	2	0	0	2	1	2	0	0	3	0					
		0.25%	0.29%	0.0%	0.0%	0.32%	0.46%	0.32%	0.0%	0.0%	0.66%	0.0%					
32	"15. ""Партия СЛОН"""	10	0	3	0	4	0	1	0	0	2	0					
		0.25%	0.0%	0.43%	0.0%	0.64%	0.0%	0.16%	0.0%	0.0%	0.44%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	401	48	52	10	62	20	42	24	60	80	3					
		10.08%	7.18%	7.56%	10.41%	9.98%	9.34%	6.86%	9.56%	24.69%	17.62%	2.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	13	0	1	0	1	1	1	3	2	4	0					
		0.32%	0.0%	0.14%	0.0%	0.16%	0.46%	0.16%	1.19%	0.82%	0.88%	0.0%					
35	"18. ""ЛДПР"""	294	48	101	5	107	0	6	2	2	20	3					
		7.39%	7.18%	14.70%	5.20%	17.23%	0.0%	0.98%	0.79%	0.82%	4.40%	2.30%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	76	4	9	3	8	13	18	8	4	7	2					
		1.91%	0.59%	1.31%	3.12%	1.28%	6.07%	2.94%	3.18%	1.64%	1.54%	1.53%					
37	"20. ""Политическая партия ""Единая Россия"""	1748	316	293	42	216	77	322	106	113	182	81					
		43.96%	47.30%	42.64%	43.75%	34.78%	35.98%	52.61%	42.23%	46.50%	40.08%	62.30%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	1	5	0	0	0	3	0	1	2	0					
		0.30%	0.14%	0.72%	0.0%	0.0%	0.0%	0.49%	0.0%	0.41%	0.44%	0.0%					
39	"22. ""Развитие предпринимательства"""	6	0	3	0	0	0	2	0	0	1	0					
		0.15%	0.0%	0.43%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.22%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	313	52	30	6	53	11	72	18	21	35	15					
		7.87%	7.78%	4.36%	6.25%	8.53%	5.14%	11.76%	7.17%	8.64%	7.70%	11.53%					
																	
41	Против всех	173	33	30	4	39	23	17	5	5	16	1					
		4.35%	4.94%	4.36%	4.16%	6.28%	10.74%	2.77%	1.99%	2.05%	3.52%	0.76%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
