Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Кочубеевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640					
		0.08%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.38%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.17%	0.14%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.11%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.16%	0.43%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2833	120	143	91	51	99	99	101	97	93	79	36	129	161	45	33	21	14	98	167	23	31	11	20	7	4	40	51	96	102	35	23	9	79	32	43	68	3	12	12	15	6	18	18	53	3	3	9	98	41	24	79	34	54					
		8.38%	9.67%	11.04%	9.23%	5.88%	9.12%	6.00%	11.16%	10.57%	11.18%	8.12%	5.36%	9.79%	12.05%	7.94%	5.08%	10.10%	11.02%	9.37%	14.09%	8.01%	6.99%	4.21%	3.35%	6.93%	2.38%	6.85%	6.89%	8.56%	9.92%	6.09%	5.94%	5.29%	13.53%	6.40%	4.21%	7.81%	1.85%	4.58%	4.24%	5.81%	4.14%	5.98%	10.53%	8.45%	1.30%	2.78%	2.51%	10.66%	11.71%	9.72%	7.25%	8.72%	8.97%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	144	15	5	6	2	1	17	5	10	10	9	13	5	11	3	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	2	4	0	0	1	1	0	0	0	2	0	0	0	0	1	0	6	1	2					
		0.43%	1.21%	0.39%	0.61%	0.23%	0.09%	1.03%	0.55%	1.09%	1.20%	0.92%	1.93%	0.38%	0.82%	0.53%	0.31%	0.00%	1.57%	0.00%	0.17%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.60%	0.20%	0.46%	0.00%	0.00%	0.35%	0.39%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.55%	0.26%	0.33%					
23	6.Политическая партия «Партия социальной справедливости»	35	1	1	0	1	3	3	2	1	2	2	0	0	2	0	1	0	0	2	0	0	0	1	0	0	0	1	1	1	3	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
		0.10%	0.08%	0.08%	0.00%	0.12%	0.28%	0.18%	0.22%	0.11%	0.24%	0.21%	0.00%	0.00%	0.15%	0.00%	0.15%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.17%	0.14%	0.09%	0.29%	0.35%	0.00%	0.00%	0.00%	0.20%	0.00%	0.11%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.17%					
24	7.Политическая партия «Либерально-демократическая партия России»	2240	92	104	77	93	108	124	62	58	62	47	60	120	105	68	38	13	12	69	81	2	25	7	48	2	18	26	26	36	65	47	3	7	32	31	48	41	4	25	13	11	4	14	10	27	12	1	30	29	25	18	83	21	56					
		6.63%	7.41%	8.03%	7.81%	10.73%	9.95%	7.52%	6.85%	6.32%	7.45%	4.83%	8.93%	9.10%	7.86%	11.99%	5.85%	6.25%	9.45%	6.60%	6.84%	0.70%	5.64%	2.68%	8.04%	1.98%	10.71%	4.45%	3.51%	3.21%	6.32%	8.17%	0.78%	4.12%	5.48%	6.20%	4.70%	4.71%	2.47%	9.54%	4.59%	4.26%	2.76%	4.65%	5.85%	4.31%	5.19%	0.93%	8.36%	3.16%	7.14%	7.29%	7.61%	5.38%	9.30%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4871	207	218	192	138	186	267	149	155	122	160	123	176	149	74	132	14	9	118	151	26	50	37	70	12	5	105	76	69	179	127	27	6	40	31	154	116	3	34	109	59	5	46	17	88	33	7	59	140	41	28	135	59	138					
		14.41%	16.68%	16.83%	19.47%	15.92%	17.14%	16.18%	16.46%	16.88%	14.66%	16.44%	18.30%	13.35%	11.15%	13.05%	20.31%	6.73%	7.09%	11.28%	12.74%	9.06%	11.29%	14.18%	11.73%	11.88%	2.98%	17.98%	10.27%	6.16%	17.41%	22.09%	6.98%	3.53%	6.85%	6.20%	15.07%	13.32%	1.85%	12.98%	38.52%	22.87%	3.45%	15.28%	9.94%	14.04%	14.29%	6.48%	16.43%	15.23%	11.71%	11.34%	12.39%	15.13%	22.92%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	180	12	9	4	2	9	8	7	4	6	4	4	10	10	4	4	0	2	0	1	0	1	1	4	1	1	2	1	4	12	3	0	1	2	4	2	3	2	2	4	2	0	2	1	1	2	1	2	0	3	0	6	4	6					
		0.53%	0.97%	0.69%	0.41%	0.23%	0.83%	0.48%	0.77%	0.44%	0.72%	0.41%	0.60%	0.76%	0.75%	0.71%	0.62%	0.00%	1.57%	0.00%	0.08%	0.00%	0.23%	0.38%	0.67%	0.99%	0.60%	0.34%	0.14%	0.36%	1.17%	0.52%	0.00%	0.59%	0.34%	0.80%	0.20%	0.34%	1.23%	0.76%	1.41%	0.78%	0.00%	0.66%	0.58%	0.16%	0.87%	0.93%	0.56%	0.00%	0.86%	0.00%	0.55%	1.03%	0.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22287	744	761	575	564	643	1083	538	570	507	637	418	824	826	337	413	155	79	714	735	225	316	194	442	78	131	385	570	889	610	334	329	139	417	387	736	624	145	180	135	152	127	216	119	438	172	93	237	640	230	177	731	248	318					
		65.93%	59.95%	58.76%	58.32%	65.05%	59.26%	65.64%	59.45%	62.09%	60.94%	65.47%	62.20%	62.52%	61.83%	59.44%	63.54%	74.52%	62.20%	68.26%	62.03%	78.40%	71.33%	74.33%	74.04%	77.23%	77.98%	65.92%	77.03%	79.30%	59.34%	58.09%	85.01%	81.76%	71.40%	77.40%	72.02%	71.64%	89.51%	68.70%	47.70%	58.91%	87.59%	71.76%	69.59%	69.86%	74.46%	86.11%	66.02%	69.64%	65.71%	71.66%	67.06%	63.59%	52.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	230	14	11	10	6	10	17	10	8	12	5	4	5	4	6	5	0	1	5	6	0	1	1	4	0	1	4	5	1	8	4	0	2	2	4	9	2	1	1	0	10	1	1	1	7	2	0	6	0	0	0	6	4	3					
		0.68%	1.13%	0.85%	1.01%	0.69%	0.92%	1.03%	1.10%	0.87%	1.44%	0.51%	0.60%	0.38%	0.30%	1.06%	0.77%	0.00%	0.79%	0.48%	0.51%	0.00%	0.23%	0.38%	0.67%	0.00%	0.60%	0.68%	0.68%	0.09%	0.78%	0.70%	0.00%	1.18%	0.34%	0.80%	0.88%	0.23%	0.62%	0.38%	0.00%	3.88%	0.69%	0.33%	0.58%	1.12%	0.87%	0.00%	1.67%	0.00%	0.00%	0.00%	0.55%	1.03%	0.50%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
