Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Барнаул, Центральная"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №1885	УИК №1886	УИК №1887					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9131	236	264	210	184	232	287	275	280	325	110	251	177	177	215	224	133	203	200	213	224	158	138	149	121	223	132	130	243	83	300	264	191	132	130	215	164	250	153	175	125	237	182	79	260	103	62	99	213					
		17.35%	15.24%	15.13%	13.76%	17.42%	17.55%	17.60%	16.68%	17.19%	19.08%	18.46%	19.44%	23.23%	21.02%	17.68%	16.33%	19.47%	19.41%	18.18%	19.28%	17.14%	19.27%	15.74%	14.57%	17.29%	19.31%	17.05%	15.83%	19.72%	15.15%	20.35%	20.29%	18.02%	14.60%	23.30%	18.81%	16.27%	18.64%	15.63%	16.57%	14.12%	19.57%	14.53%	13.98%	15.56%	8.28%	16.53%	17.43%	22.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8982	279	269	267	138	189	217	223	212	270	81	197	135	137	255	222	162	217	183	171	241	183	195	190	164	219	137	172	167	81	228	185	149	154	84	191	156	217	142	211	155	187	220	75	298	434	59	119	145					
		17.07%	18.01%	15.42%	17.50%	13.07%	14.30%	13.30%	13.52%	13.01%	15.85%	13.59%	15.26%	17.72%	16.27%	20.97%	16.18%	23.72%	20.75%	16.64%	15.48%	18.44%	22.32%	22.23%	18.57%	23.43%	18.96%	17.70%	20.95%	13.56%	14.78%	15.47%	14.22%	14.06%	17.04%	15.05%	16.71%	15.48%	16.18%	14.50%	19.98%	17.51%	15.44%	17.56%	13.27%	17.83%	34.89%	15.73%	20.95%	15.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	504	16	20	11	16	20	17	21	19	16	4	16	3	4	12	12	3	8	8	6	11	8	6	7	5	9	6	14	15	4	16	14	12	8	7	10	9	14	7	5	4	13	9	12	15	12	3	8	9					
		0.96%	1.03%	1.15%	0.72%	1.52%	1.51%	1.04%	1.27%	1.17%	0.94%	0.67%	1.24%	0.39%	0.48%	0.99%	0.87%	0.44%	0.76%	0.73%	0.54%	0.84%	0.98%	0.68%	0.68%	0.71%	0.78%	0.78%	1.71%	1.22%	0.73%	1.09%	1.08%	1.13%	0.88%	1.25%	0.87%	0.89%	1.04%	0.72%	0.47%	0.45%	1.07%	0.72%	2.12%	0.90%	0.96%	0.80%	1.41%	0.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13754	426	476	446	300	412	488	492	478	501	170	306	191	221	291	308	165	215	286	321	322	189	212	244	163	255	190	177	321	104	431	408	319	225	144	347	281	317	233	320	275	337	332	135	414	98	97	117	254					
		26.13%	27.50%	27.28%	29.23%	28.41%	31.16%	29.92%	29.84%	29.34%	29.42%	28.52%	23.70%	25.07%	26.25%	23.93%	22.45%	24.16%	20.55%	26.00%	29.05%	24.64%	23.05%	24.17%	23.85%	23.29%	22.08%	24.55%	21.56%	26.06%	18.98%	29.24%	31.36%	30.09%	24.89%	25.81%	30.36%	27.88%	23.64%	23.80%	30.30%	31.07%	27.83%	26.50%	23.89%	24.78%	7.88%	25.87%	20.60%	26.60%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2802	122	116	80	118	122	155	164	139	108	39	104	23	34	58	51	13	44	32	60	109	41	28	34	37	47	27	32	61	22	67	56	67	29	30	51	50	54	43	29	41	55	39	27	32	29	4	25	54					
		5.32%	7.88%	6.65%	5.24%	11.17%	9.23%	9.50%	9.95%	8.53%	6.34%	6.54%	8.06%	3.02%	4.04%	4.77%	3.72%	1.90%	4.21%	2.91%	5.43%	8.34%	5.00%	3.19%	3.32%	5.29%	4.07%	3.49%	3.90%	4.95%	4.01%	4.55%	4.30%	6.32%	3.21%	5.38%	4.46%	4.96%	4.03%	4.39%	2.75%	4.63%	4.54%	3.11%	4.78%	1.92%	2.33%	1.07%	4.40%	5.65%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16051	446	570	472	268	316	408	442	466	452	180	382	214	257	360	466	188	337	366	312	362	217	269	382	198	382	262	265	377	240	391	352	299	322	156	301	320	451	383	297	266	344	436	226	601	476	136	179	259					
		30.50%	28.79%	32.66%	30.93%	25.38%	23.90%	25.02%	26.80%	28.61%	26.54%	30.20%	29.59%	28.08%	30.52%	29.61%	33.97%	27.53%	32.22%	33.27%	28.24%	27.70%	26.46%	30.67%	37.34%	28.29%	33.07%	33.85%	32.28%	30.60%	43.80%	26.53%	27.06%	28.21%	35.62%	27.96%	26.33%	31.75%	33.63%	39.12%	28.13%	30.06%	28.41%	34.80%	40.00%	35.97%	38.26%	36.27%	31.51%	27.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	309	7	4	11	8	14	20	13	15	12	1	16	2	2	5	5	5	1	3	8	6	4	4	3	2	2	4	0	10	1	8	4	10	11	0	4	8	5	7	7	2	5	6	2	13	8	3	7	11					
		0.59%	0.45%	0.23%	0.72%	0.76%	1.06%	1.23%	0.79%	0.92%	0.70%	0.17%	1.24%	0.26%	0.24%	0.41%	0.36%	0.73%	0.10%	0.27%	0.72%	0.46%	0.49%	0.46%	0.29%	0.29%	0.17%	0.52%	0.00%	0.81%	0.18%	0.54%	0.31%	0.94%	1.22%	0.00%	0.35%	0.79%	0.37%	0.72%	0.66%	0.23%	0.41%	0.48%	0.35%	0.78%	0.64%	0.80%	1.23%	1.15%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
