Выборы Президента Российской Федерации																																																																						
																																																																						
Наименование Избирательной комиссии:    Киселевская городская																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428					
11	Число полученных открепительных  удостоверений	1400	20	30	10	10	10	10	10	10	20	20	30	40	50	20	20	40	20	10	20	20	30	20	30	40	30	20	20	20	10	20	30	10	20	20	20	40	20	30	20	30	50	40	40	50	10	20	20	20	10	10	20	10	10	20	20	10	20	20	20	20	20	20	20					
12	Число выданных открепительных удостоверений	523	9	9	3	2	0	3	1	5	6	7	14	10	17	15	3	10	8	0	1	5	14	3	4	15	15	4	9	6	2	6	5	4	9	10	18	22	16	7	15	20	28	19	15	19	3	5	6	9	1	4	6	3	1	3	11	5	4	4	8	8	13	11	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	453	9	11	10	6	2	3	0	3	3	10	8	2	16	3	16	4	4	9	2	9	7	1	5	6	7	2	4	8	10	8	8	8	6	24	11	3	9	6	12	5	16	5	10	13	4	4	6	12	7	5	9	10	7	4	17	7	7	4	7	11	3	2	3					
14	Число неиспользованных открепительных удостоверений	877	11	21	7	8	10	7	9	5	14	13	16	30	33	5	17	30	12	10	19	15	16	17	26	25	15	16	11	14	8	14	25	6	11	10	2	18	4	23	5	10	22	21	25	31	7	15	14	11	9	6	14	7	9	17	9	5	16	16	12	12	7	9	15					
15	"Число открепительных удостоверений, выданных в ТИК"	21	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	2	0	0	2	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	. Глазьев Сергей Юрьевич	2419	24	50	15	10	19	17	12	33	41	39	41	80	63	33	23	36	31	10	33	35	130	50	45	68	46	33	32	26	15	42	45	16	34	55	81	70	74	58	26	56	83	60	53	67	19	19	12	61	5	15	38	17	14	37	35	8	30	23	27	25	44	53	27					
		4.55%	2.76%	4.81%	2.86%	2.43%	3.50%	3.04%	3.19%	6.51%	6.07%	5.18%	3.82%	4.59%	4.19%	3.73%	4.12%	2.55%	4.26%	2.01%	5.04%	5.87%	11.51%	5.39%	3.34%	4.53%	4.57%	3.56%	5.09%	3.46%	2.99%	6.25%	3.49%	2.55%	4.22%	5.82%	7.55%	5.87%	6.20%	6.09%	4.38%	4.18%	4.55%	4.95%	5.48%	5.05%	5.01%	3.16%	2.80%	6.70%	1.81%	2.10%	3.10%	3.58%	2.79%	5.20%	3.70%	1.41%	3.63%	3.33%	4.01%	4.14%	6.71%	7.00%	4.35%					
19	. Малышкин Олег Александрович	2438	32	50	15	12	26	17	14	11	26	23	64	73	74	42	30	38	43	17	34	20	43	45	89	50	42	44	25	55	20	30	63	30	30	21	27	59	39	53	31	79	86	75	59	85	13	46	26	44	5	16	50	21	39	45	36	24	29	41	37	23	23	38	41					
		4.58%	3.67%	4.81%	2.86%	2.91%	4.79%	3.04%	3.72%	2.17%	3.85%	3.05%	5.97%	4.19%	4.92%	4.75%	5.38%	2.69%	5.91%	3.42%	5.19%	3.36%	3.81%	4.85%	6.60%	3.33%	4.17%	4.74%	3.97%	7.32%	3.98%	4.46%	4.88%	4.78%	3.72%	2.22%	2.52%	4.95%	3.27%	5.56%	5.22%	5.90%	4.71%	6.19%	6.10%	6.40%	3.43%	7.65%	6.06%	4.83%	1.81%	2.24%	4.08%	4.42%	7.77%	6.33%	3.81%	4.23%	3.51%	5.93%	5.49%	3.81%	3.51%	5.02%	6.60%					
20	. Миронов Сергей Михайлович	602	5	15	1	2	18	6	3	3	9	13	11	33	15	14	3	11	7	6	3	8	7	12	24	11	7	8	9	9	2	4	11	7	10	13	13	12	8	14	6	11	22	14	6	15	2	4	4	10	1	12	17	14	10	5	10	11	21	10	5	7	5	8	5					
		1.13%	0.57%	1.44%	0.19%	0.49%	3.31%	1.07%	0.80%	0.59%	1.33%	1.73%	1.03%	1.89%	1.00%	1.58%	0.54%	0.78%	0.96%	1.21%	0.46%	1.34%	0.62%	1.29%	1.78%	0.73%	0.70%	0.86%	1.43%	1.20%	0.40%	0.60%	0.85%	1.12%	1.24%	1.38%	1.21%	1.01%	0.67%	1.47%	1.01%	0.82%	1.20%	1.16%	0.62%	1.13%	0.53%	0.67%	0.93%	1.10%	0.36%	1.68%	1.39%	2.95%	1.99%	0.70%	1.06%	1.94%	2.54%	1.45%	0.74%	1.16%	0.76%	1.06%	0.81%					
21	. Путин Владимир Владимирович	35331	716	670	403	307	346	388	295	351	446	501	743	1113	1012	617	395	848	486	399	469	391	755	556	930	1065	671	628	417	499	342	387	850	425	488	578	585	769	791	600	380	838	1236	770	614	826	263	394	294	615	215	557	828	333	343	471	638	412	468	459	470	409	414	467	385					
		66.39%	82.20%	64.42%	76.91%	74.51%	63.72%	69.29%	78.46%	69.23%	66.07%	66.53%	69.31%	63.86%	67.33%	69.72%	70.79%	60.10%	66.76%	80.28%	71.60%	65.60%	66.87%	59.98%	68.99%	70.95%	66.63%	67.67%	66.30%	66.44%	68.13%	57.59%	65.84%	67.78%	60.55%	61.16%	54.52%	64.46%	66.25%	62.96%	63.97%	62.58%	67.69%	63.53%	63.50%	62.20%	69.39%	65.56%	68.53%	67.51%	77.90%	78.01%	67.54%	70.11%	68.33%	66.24%	67.51%	72.66%	56.59%	66.43%	69.73%	67.72%	63.11%	61.69%	62.00%					
22	. Хакамада Ирина Муцуовна	1614	15	30	11	9	14	6	8	13	24	19	42	38	35	19	30	41	14	5	15	15	19	27	162	43	31	20	18	20	4	26	33	9	37	44	48	36	34	30	20	60	71	45	32	56	10	8	17	30	7	13	22	10	9	12	42	9	13	12	18	6	15	15	18					
		3.03%	1.72%	2.88%	2.10%	2.18%	2.58%	1.07%	2.13%	2.56%	3.56%	2.52%	3.92%	2.18%	2.33%	2.15%	5.38%	2.91%	1.92%	1.01%	2.29%	2.52%	1.68%	2.91%	12.02%	2.86%	3.08%	2.16%	2.86%	2.66%	0.80%	3.87%	2.56%	1.44%	4.59%	4.66%	4.47%	3.02%	2.85%	3.15%	3.37%	4.48%	3.89%	3.71%	3.31%	4.22%	2.64%	1.33%	3.96%	3.29%	2.54%	1.82%	1.79%	2.11%	1.79%	1.69%	4.44%	1.59%	1.57%	1.74%	2.67%	0.99%	2.29%	1.98%	2.90%					
23	. Харитонов Николай Михайлович	7827	52	166	66	52	113	104	33	84	102	110	114	314	222	117	59	234	105	42	48	97	134	133	26	211	161	146	101	94	102	146	143	94	173	185	274	189	190	164	100	204	225	175	161	180	57	107	52	130	37	72	175	63	58	113	128	79	117	123	97	110	112	138	114					
		14.71%	5.97%	15.96%	12.60%	12.62%	20.81%	18.57%	8.78%	16.57%	15.11%	14.61%	10.63%	18.01%	14.77%	13.22%	10.57%	16.58%	14.42%	8.45%	7.33%	16.28%	11.87%	14.35%	1.93%	14.06%	15.99%	15.73%	16.06%	12.52%	20.32%	21.73%	11.08%	14.99%	21.46%	19.58%	25.54%	15.84%	15.91%	17.21%	16.84%	15.24%	12.32%	14.44%	16.65%	13.55%	15.04%	17.80%	12.12%	14.27%	13.41%	10.08%	14.27%	13.26%	11.55%	15.89%	13.54%	13.93%	14.15%	17.80%	14.39%	18.21%	17.07%	18.23%	18.36%					
																																																																						
24	Против всех	2483	24	51	13	18	7	16	9	12	22	45	56	73	75	34	13	183	34	17	27	29	37	91	57	48	41	34	23	39	17	32	43	34	31	45	39	45	45	34	25	86	103	65	38	91	13	22	22	21	6	26	53	12	27	19	56	24	135	19	14	20	37	31	25					
		4.67%	2.76%	4.90%	2.48%	4.37%	1.29%	2.86%	2.39%	2.37%	3.26%	5.98%	5.22%	4.19%	4.99%	3.84%	2.33%	12.97%	4.67%	3.42%	4.12%	4.87%	3.28%	9.82%	4.23%	3.20%	4.07%	3.66%	3.66%	5.19%	3.39%	4.76%	3.33%	5.42%	3.85%	4.76%	3.63%	3.77%	3.77%	3.57%	4.21%	6.42%	5.64%	5.36%	3.93%	6.85%	3.43%	3.66%	5.13%	2.31%	2.17%	3.64%	4.32%	2.53%	5.38%	2.67%	5.93%	4.23%	16.32%	2.75%	2.08%	3.31%	5.64%	4.10%	4.03%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
