Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Сысертская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	2	4	1	2	2	1	1	2	3	0	1	0	0	1	0	0	4	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	416	7	12	9	16	24	18	25	15	7	13	13	0	2	20	7	11	9	18	5	7	18	16	16	1	0	10	2	0	21	13	9	11	6	5	3	3	25	1	3	10	5									
		2.18%	2.10%	2.71%	1.82%	2.56%	3.05%	2.85%	2.88%	2.02%	1.28%	2.07%	2.88%	0.00%	1.64%	2.65%	1.35%	4.26%	2.64%	2.30%	1.63%	1.61%	2.22%	2.05%	2.22%	0.86%	0.00%	3.17%	2.04%	0.00%	2.36%	5.06%	2.08%	1.89%	1.85%	1.23%	1.65%	1.01%	2.52%	0.88%	1.81%	1.57%	1.14%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	538	10	20	19	16	34	18	25	16	11	10	9	8	1	19	20	9	4	21	12	17	21	19	16	2	3	17	7	1	28	5	10	15	10	8	8	12	29	5	2	10	11									
		2.82%	2.99%	4.51%	3.85%	2.56%	4.33%	2.85%	2.88%	2.16%	2.02%	1.59%	1.99%	4.17%	0.82%	2.52%	3.86%	3.49%	1.17%	2.68%	3.91%	3.91%	2.59%	2.44%	2.22%	1.72%	3.61%	5.40%	7.14%	0.58%	3.15%	1.95%	2.31%	2.58%	3.08%	1.97%	4.40%	4.05%	2.93%	4.39%	1.20%	1.57%	2.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	611	8	5	13	23	29	11	28	31	24	25	12	6	9	22	19	8	9	20	8	15	25	25	23	5	2	9	0	3	31	3	15	17	14	14	8	10	36	0	6	23	17									
		3.20%	2.40%	1.13%	2.63%	3.69%	3.69%	1.74%	3.23%	4.18%	4.40%	3.98%	2.65%	3.13%	7.38%	2.92%	3.67%	3.10%	2.64%	2.55%	2.61%	3.45%	3.08%	3.21%	3.19%	4.31%	2.41%	2.86%	0.00%	1.75%	3.48%	1.17%	3.46%	2.92%	4.31%	3.44%	4.40%	3.38%	3.63%	0.00%	3.61%	3.61%	3.87%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8036	132	188	184	228	302	247	312	298	231	238	172	94	50	290	225	87	149	331	139	190	345	315	321	56	46	132	41	122	420	122	184	264	128	208	62	149	424	56	77	300	177									
		42.14%	39.52%	42.44%	37.25%	36.54%	38.42%	39.14%	35.99%	40.22%	42.39%	37.90%	38.05%	48.96%	40.98%	38.46%	43.44%	33.72%	43.70%	42.22%	45.28%	43.68%	42.49%	40.38%	44.52%	48.28%	55.42%	41.90%	41.84%	71.35%	47.19%	47.47%	42.49%	45.36%	39.38%	51.11%	34.07%	50.34%	42.79%	49.12%	46.39%	47.02%	40.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	196	1	6	7	9	11	8	12	8	5	11	3	3	2	8	9	3	2	6	4	6	10	4	6	0	0	3	1	1	13	1	6	3	2	2	2	1	7	1	0	4	5									
		1.03%	0.30%	1.35%	1.42%	1.44%	1.40%	1.27%	1.38%	1.08%	0.92%	1.75%	0.66%	1.56%	1.64%	1.06%	1.74%	1.16%	0.59%	0.77%	1.30%	1.38%	1.23%	0.51%	0.83%	0.00%	0.00%	0.95%	1.02%	0.58%	1.46%	0.39%	1.39%	0.52%	0.62%	0.49%	1.10%	0.34%	0.71%	0.88%	0.00%	0.63%	1.14%									
24	"6. Политическая партия ""Гражданская Платформа"""	115	5	5	4	5	7	1	13	4	4	6	3	0	1	4	1	3	1	0	0	2	2	6	3	1	1	1	0	0	8	1	0	3	1	1	2	1	10	1	1	0	3									
		0.60%	1.50%	1.13%	0.81%	0.80%	0.89%	0.16%	1.50%	0.54%	0.73%	0.96%	0.66%	0.00%	0.82%	0.53%	0.19%	1.16%	0.29%	0.00%	0.00%	0.46%	0.25%	0.77%	0.42%	0.86%	1.20%	0.32%	0.00%	0.00%	0.90%	0.39%	0.00%	0.52%	0.31%	0.25%	1.10%	0.34%	1.01%	0.88%	0.60%	0.00%	0.68%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3258	62	88	88	85	124	109	135	115	70	145	87	37	20	135	87	46	71	143	54	76	149	154	112	13	13	65	12	14	146	51	76	92	51	68	38	34	157	22	35	95	84									
		17.08%	18.56%	19.86%	17.81%	13.62%	15.78%	17.27%	15.57%	15.52%	12.84%	23.09%	19.25%	19.27%	16.39%	17.90%	16.80%	17.83%	20.82%	18.24%	17.59%	17.47%	18.35%	19.74%	15.53%	11.21%	15.66%	20.63%	12.24%	8.19%	16.40%	19.84%	17.55%	15.81%	15.69%	16.71%	20.88%	11.49%	15.84%	19.30%	21.08%	14.89%	19.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	137	3	1	7	5	7	8	6	7	4	3	1	0	3	3	5	6	2	6	3	8	4	3	3	0	0	0	1	1	3	1	7	5	3	0	2	2	7	1	0	3	3									
		0.72%	0.90%	0.23%	1.42%	0.80%	0.89%	1.27%	0.69%	0.94%	0.73%	0.48%	0.22%	0.00%	2.46%	0.40%	0.97%	2.33%	0.59%	0.77%	0.98%	1.84%	0.49%	0.38%	0.42%	0.00%	0.00%	0.00%	1.02%	0.58%	0.34%	0.39%	1.62%	0.86%	0.92%	0.00%	1.10%	0.68%	0.71%	0.88%	0.00%	0.47%	0.68%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	386	7	9	13	8	5	15	21	21	7	11	14	5	3	17	11	10	8	30	0	11	11	23	15	2	1	2	0	0	14	3	7	16	4	8	2	9	13	2	4	19	5									
		2.02%	2.10%	2.03%	2.63%	1.28%	0.64%	2.38%	2.42%	2.83%	1.28%	1.75%	3.10%	2.60%	2.46%	2.25%	2.12%	3.88%	2.35%	3.83%	0.00%	2.53%	1.35%	2.95%	2.08%	1.72%	1.20%	0.63%	0.00%	0.00%	1.57%	1.17%	1.62%	2.75%	1.23%	1.97%	1.10%	3.04%	1.31%	1.75%	2.41%	2.98%	1.14%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	41	0	1	3	0	0	0	1	1	3	2	1	1	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	1	5	2	2	0	1	1	1	1	7	0	1	1	0									
		0.21%	0.00%	0.23%	0.61%	0.00%	0.00%	0.00%	0.12%	0.13%	0.55%	0.32%	0.22%	0.52%	0.00%	0.13%	0.00%	0.00%	0.00%	0.26%	0.00%	0.23%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.56%	0.78%	0.46%	0.00%	0.31%	0.25%	0.55%	0.34%	0.71%	0.00%	0.60%	0.16%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	411	16	7	7	8	11	16	25	12	6	11	16	1	1	5	7	5	9	22	3	12	14	5	17	2	1	2	4	3	27	4	9	17	10	20	4	10	23	5	5	22	7									
		2.15%	4.79%	1.58%	1.42%	1.28%	1.40%	2.54%	2.88%	1.62%	1.10%	1.75%	3.54%	0.52%	0.82%	0.66%	1.35%	1.94%	2.64%	2.81%	0.98%	2.76%	1.72%	0.64%	2.36%	1.72%	1.20%	0.63%	4.08%	1.75%	3.03%	1.56%	2.08%	2.92%	3.08%	4.91%	2.20%	3.38%	2.32%	4.39%	3.01%	3.45%	1.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2379	54	60	87	85	93	99	106	87	70	86	57	15	14	103	60	31	47	92	40	41	96	124	98	16	8	38	12	12	113	28	54	67	31	33	25	29	112	12	15	71	58									
		12.47%	16.17%	13.54%	17.61%	13.62%	11.83%	15.69%	12.23%	11.74%	12.84%	13.69%	12.61%	7.81%	11.48%	13.66%	11.58%	12.02%	13.78%	11.73%	13.03%	9.43%	11.82%	15.90%	13.59%	13.79%	9.64%	12.06%	12.24%	7.02%	12.70%	10.89%	12.47%	11.51%	9.54%	8.11%	13.74%	9.80%	11.30%	10.53%	9.04%	11.13%	13.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	91	1	0	3	4	4	1	8	4	1	3	2	0	0	7	0	5	0	2	1	3	7	2	11	0	0	0	0	2	4	0	1	6	2	0	1	0	2	0	0	0	4									
		0.48%	0.30%	0.00%	0.61%	0.64%	0.51%	0.16%	0.92%	0.54%	0.18%	0.48%	0.44%	0.00%	0.00%	0.93%	0.00%	1.94%	0.00%	0.26%	0.33%	0.69%	0.86%	0.26%	1.53%	0.00%	0.00%	0.00%	0.00%	1.17%	0.45%	0.00%	0.23%	1.03%	0.62%	0.00%	0.55%	0.00%	0.20%	0.00%	0.00%	0.00%	0.91%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1769	24	25	38	99	102	60	125	96	91	53	49	16	10	84	45	28	24	70	28	29	79	57	49	16	6	19	12	7	36	8	36	57	49	31	16	23	60	4	5	58	45									
		9.28%	7.19%	5.64%	7.69%	15.87%	12.98%	9.51%	14.42%	12.96%	16.70%	8.44%	10.84%	8.33%	8.20%	11.14%	8.69%	10.85%	7.04%	8.93%	9.12%	6.67%	9.73%	7.31%	6.80%	13.79%	7.23%	6.03%	12.24%	4.09%	4.04%	3.11%	8.31%	9.79%	15.08%	7.62%	8.79%	7.77%	6.05%	3.51%	3.01%	9.09%	10.25%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
