7	Число избирательных бюллетеней в переносных ящиках для голосования	3423	0	0	88	65	140	70	44	39	72	44	66	67	74	79	28	35	45	31	24	69	40	78	67	53	45	47	71	67	25	54	63	119	67	16	33	92	77	48	20	22	15	70	81	50	52	15	43	45	51	46	82	49	56	59	86	69	92	153	92	33					
8	Число бюллетеней в стационарных ящиках для голосования	66343	116	145	664	1415	1305	1202	1068	1525	1238	1075	1246	1136	1344	1219	791	1046	1073	1199	1141	1249	569	1202	1148	1056	1135	1288	1328	999	1229	1132	1637	1527	1314	382	889	1383	1010	1018	879	1001	1021	1047	965	1505	693	262	1405	1273	1187	1117	1036	1172	1290	1146	1148	1248	1101	1869	1157	1378					
9	Число недействительных избирательных бюллетеней	964	3	3	19	25	6	33	11	17	19	15	20	33	15	21	12	17	17	10	13	20	4	23	18	19	9	16	20	10	23	10	26	17	13	2	14	17	22	7	22	11	23	22	10	18	7	4	23	21	17	14	9	14	16	21	12	21	8	30	18	24					
10	Число действительных избирательных бюллетеней	68802	113	142	733	1455	1439	1239	1101	1547	1291	1104	1292	1170	1403	1277	807	1064	1101	1220	1152	1298	605	1257	1197	1090	1171	1319	1379	1056	1231	1176	1674	1629	1368	396	908	1458	1065	1059	877	1012	1013	1095	1036	1537	738	273	1425	1297	1221	1149	1109	1207	1330	1184	1222	1296	1185	1992	1231	1387					
11	Число полученных открепительных  удостоверений	1616	0	0	13	34	35	27	20	25	20	20	30	55	20	18	15	15	20	20	15	35	15	20	20	20	20	30	20	15	25	25	35	65	35	15	25	80	55	70	15	25	45	25	25	35	25	5	35	25	40	25	20	25	25	35	25	15	25	45	19	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1433	0	0	10	34	35	25	18	19	18	20	25	41	20	18	12	15	20	20	15	35	9	20	19	17	19	30	20	9	20	22	31	56	30	12	18	75	50	65	12	21	35	25	25	35	25	5	27	17	35	19	16	22	21	31	23	14	19	44	14	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1491	0	5	5	19	21	20	13	22	5	22	49	21	16	46	20	15	9	18	12	55	6	10	19	22	24	26	32	18	25	51	41	97	15	29	20	50	37	72	6	18	22	22	46	31	12	22	25	20	20	11	43	11	32	16	21	20	20	41	18	27					
14	Число неиспользованных открепительных удостоверений	183	0	0	3	0	0	2	2	6	2	0	5	14	0	0	3	0	0	0	0	0	6	0	1	3	1	0	0	6	5	3	4	9	5	3	7	5	5	5	3	4	10	0	0	0	0	0	8	8	5	6	4	3	4	4	2	1	6	1	5	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	79	0	0	0	2	1	0	3	0	0	1	3	3	3	2	1	0	3	0	1	0	1	0	0	5	0	1	1	1	1	1	2	1	5	0	2	2	1	0	1	3	2	0	1	1	1	1	1	1	1	0	0	1	2	4	4	0	2	3	1	2					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	Богданов Андрей Владимирович	1259	3	3	15	22	31	20	11	32	19	22	27	24	27	27	19	29	24	17	26	25	6	18	10	21	21	21	20	21	30	19	17	29	24	2	24	17	19	7	19	27	24	27	14	20	15	7	23	34	33	18	24	29	25	18	24	23	20	36	19	31					
		1.80%	2.59%	2.07%	1.99%	1.49%	2.15%	1.57%	0.99%	2.05%	1.45%	1.97%	2.06%	1.99%	1.90%	2.08%	2.32%	2.68%	2.15%	1.38%	2.23%	1.90%	0.99%	1.41%	0.82%	1.89%	1.78%	1.57%	1.43%	1.97%	2.39%	1.60%	1.00%	1.76%	1.74%	0.50%	2.60%	1.15%	1.75%	0.66%	2.11%	2.64%	2.32%	2.42%	1.34%	1.29%	2.01%	2.53%	1.59%	2.58%	2.67%	1.55%	2.15%	2.38%	1.86%	1.49%	1.94%	1.75%	1.68%	1.78%	1.52%	2.20%					
19	Жириновский Владимир Вольфович	7676	15	10	84	181	146	125	130	193	158	118	123	107	186	143	85	108	107	136	147	182	79	143	90	120	128	145	161	109	143	133	199	226	142	58	91	118	104	29	97	104	100	124	125	181	122	30	159	149	124	132	125	130	161	137	193	158	106	234	134	149					
		11.00%	12.93%	6.90%	11.17%	12.23%	10.10%	9.83%	11.69%	12.34%	12.06%	10.55%	9.38%	8.89%	13.12%	11.02%	10.38%	9.99%	9.57%	11.06%	12.62%	13.81%	12.97%	11.17%	7.41%	10.82%	10.85%	10.86%	11.51%	10.23%	11.40%	11.21%	11.71%	13.73%	10.28%	14.57%	9.87%	8.00%	9.57%	2.72%	10.79%	10.17%	9.65%	11.10%	11.95%	11.64%	16.38%	10.83%	10.98%	11.31%	10.02%	11.35%	11.18%	10.65%	11.96%	11.37%	15.64%	11.99%	8.89%	11.57%	10.73%	10.56%					
20	Зюганов Геннадий Андреевич	18400	33	47	185	461	432	408	324	392	359	316	437	348	366	398	222	250	338	332	291	300	171	331	339	246	287	449	346	284	283	286	392	291	410	106	213	381	289	271	244	213	278	264	260	436	137	43	357	359	349	335	279	340	380	307	276	333	379	520	348	349					
		26.37%	28.45%	32.41%	24.60%	31.15%	29.90%	32.08%	29.14%	25.06%	27.40%	28.24%	33.31%	28.93%	25.81%	30.66%	27.11%	23.13%	30.23%	26.99%	24.98%	22.76%	28.08%	25.86%	27.90%	22.18%	24.32%	33.63%	24.73%	26.64%	22.57%	24.11%	23.06%	17.68%	29.69%	26.63%	23.10%	25.83%	26.59%	25.42%	27.14%	20.82%	26.83%	23.63%	24.86%	28.04%	18.39%	15.52%	24.65%	27.24%	28.19%	28.80%	24.96%	27.85%	28.23%	25.48%	22.37%	25.28%	31.77%	25.72%	27.86%	24.73%					
21	Медведев Дмитрий Анатольевич	41467	62	82	449	791	830	686	636	930	755	648	705	691	824	709	481	677	632	735	688	791	349	765	758	703	735	704	852	642	775	738	1066	1083	792	230	580	942	653	752	517	668	611	680	637	900	464	193	886	755	715	664	681	708	764	722	729	782	680	1202	730	858					
		59.44%	53.45%	56.55%	59.71%	53.45%	57.44%	53.93%	57.19%	59.46%	57.63%	57.91%	53.73%	57.44%	58.11%	54.62%	58.73%	62.63%	56.53%	59.76%	59.06%	60.02%	57.31%	59.77%	62.39%	63.39%	62.29%	52.73%	60.90%	60.23%	61.80%	62.23%	62.71%	65.80%	57.35%	57.79%	62.91%	63.86%	60.07%	70.54%	57.51%	65.30%	58.98%	60.88%	60.90%	57.88%	62.28%	69.68%	61.19%	57.28%	57.75%	57.09%	60.91%	57.99%	56.76%	59.92%	59.08%	59.38%	56.99%	59.45%	58.45%	60.81%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
