14	Число неиспользованных открепительных удостоверений	1231	21	11	13	14	8	11	16	48	7	11	11	1	1	19	15	17	5	19	6	9	17	4	21	14	24	23	21	27	13	31	11	9	14	15	17	11	17	10	18	26	3	1	17	8	15	11	17	20	18	13	15	7	9	18	1	11	9	16	11	20	7	13	20	16	10	16	14	5	22	8	11	8	13	8	18	8	29	14	14	16	18	19	5	22	16	15	6	14									
15	Число открепительных удостоверений, выданных избирателям ТИК	52	0	0	0	0	0	1	3	0	2	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	3	0	1	2	0	2	0	0	2	0	1	1	0	0	1	1	5	2	0	0	0	0	3	0	1	1	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																			
19	Жириновский Владимир Вольфович	7724	70	66	75	91	86	102	118	97	84	54	77	89	93	77	75	82	60	45	61	91	43	81	38	74	69	143	126	106	112	81	92	50	111	93	91	116	95	118	96	129	86	116	82	77	119	113	95	124	118	92	104	64	124	70	63	92	68	97	77	96	65	135	71	109	90	101	58	77	30	88	82	85	100	48	95	88	36	134	48	74	36	324	122	38	56	47	81	72									
		7.05%	7.80%	7.47%	9.16%	7.39%	6.79%	5.99%	7.57%	6.34%	6.33%	5.11%	6.36%	5.61%	5.55%	5.82%	4.65%	6.47%	5.58%	6.09%	4.45%	7.81%	7.29%	6.99%	9.95%	5.58%	8.05%	9.11%	8.54%	7.96%	8.02%	8.88%	7.29%	6.12%	8.16%	7.57%	7.62%	7.59%	5.88%	10.61%	5.93%	7.86%	6.23%	8.39%	5.92%	7.01%	7.02%	6.47%	5.85%	7.85%	7.18%	7.99%	7.72%	6.33%	8.01%	6.51%	4.56%	7.18%	7.84%	6.86%	7.51%	6.90%	4.84%	7.87%	5.95%	7.24%	6.77%	6.95%	6.78%	5.36%	4.30%	6.71%	6.04%	6.72%	6.30%	4.68%	7.64%	6.93%	5.21%	8.26%	6.19%	6.64%	4.36%	17.58%	8.81%	8.39%	6.41%	7.18%	7.15%	8.10%									
20	Зюганов Геннадий Андреевич	22060	148	162	174	249	251	405	314	290	244	233	225	316	339	290	388	266	228	149	300	237	108	231	62	256	176	346	301	255	345	171	240	142	253	235	226	283	299	205	307	350	262	322	270	244	287	353	349	308	316	184	280	176	310	211	289	247	178	295	210	286	280	317	281	303	239	340	185	313	141	252	264	251	338	205	234	271	151	320	156	233	154	312	287	71	183	135	274	194									
		20.14%	16.48%	18.33%	21.25%	20.21%	19.81%	23.80%	20.14%	18.97%	18.39%	22.06%	18.60%	19.91%	20.23%	21.94%	24.07%	20.99%	21.19%	20.16%	21.88%	20.34%	18.31%	19.93%	16.23%	19.31%	20.54%	22.05%	20.39%	19.14%	24.70%	18.75%	19.02%	17.38%	18.59%	19.12%	18.93%	18.52%	18.51%	18.44%	18.96%	21.33%	18.97%	23.28%	19.51%	22.22%	16.92%	20.21%	21.50%	19.49%	19.23%	15.97%	20.79%	17.41%	20.03%	19.63%	20.91%	19.27%	20.53%	20.88%	20.49%	20.56%	20.86%	18.47%	23.53%	20.13%	17.98%	23.40%	21.64%	21.80%	20.23%	19.21%	19.44%	19.84%	21.30%	19.98%	18.83%	21.34%	21.85%	19.72%	20.10%	20.90%	18.64%	16.93%	20.72%	15.67%	20.96%	20.61%	24.18%	21.82%									
21	Миронов Сергей Михайлович	7962	91	81	48	102	79	111	107	103	105	85	97	121	130	93	104	122	70	50	109	64	44	98	27	109	62	104	94	110	89	74	71	53	107	91	110	108	136	76	131	136	95	79	105	70	122	135	115	118	118	68	115	62	134	86	106	113	62	117	77	108	94	113	83	99	108	100	60	73	55	87	97	105	104	71	81	83	53	96	55	59	62	103	114	44	77	32	85	62									
		7.27%	10.13%	9.16%	5.86%	8.28%	6.24%	6.52%	6.86%	6.74%	7.91%	8.05%	8.02%	7.62%	7.76%	7.03%	6.45%	9.63%	6.51%	6.77%	7.95%	5.49%	7.46%	8.46%	7.07%	8.22%	7.23%	6.63%	6.37%	8.26%	6.37%	8.11%	5.63%	6.49%	7.86%	7.40%	9.21%	7.07%	8.42%	6.83%	8.09%	8.29%	6.88%	5.71%	7.59%	6.38%	7.19%	7.73%	7.09%	7.47%	7.18%	5.90%	8.54%	6.13%	8.66%	8.00%	7.67%	8.81%	7.15%	8.28%	7.51%	7.76%	7.00%	6.59%	6.95%	6.58%	8.13%	6.88%	7.02%	5.08%	7.89%	6.63%	7.14%	8.30%	6.55%	6.92%	6.52%	6.54%	7.67%	5.91%	7.09%	5.29%	7.51%	5.59%	8.23%	9.71%	8.82%	4.89%	7.50%	6.97%									
22	Прохоров Михаил Дмитриевич	12821	78	81	74	140	175	214	222	239	217	139	125	192	254	208	228	170	147	126	180	175	77	121	43	109	77	148	132	143	150	89	94	86	130	137	130	156	136	104	214	168	151	181	173	119	207	201	228	198	205	104	129	97	134	116	166	137	85	132	119	158	171	197	103	146	145	138	108	180	102	221	201	126	197	188	135	160	83	204	110	113	118	226	154	40	109	47	123	108									
		11.70%	8.69%	9.16%	9.04%	11.36%	13.81%	12.57%	14.24%	15.63%	16.35%	13.16%	10.33%	12.10%	15.16%	15.73%	14.14%	13.42%	13.66%	17.05%	13.13%	15.02%	13.05%	10.44%	11.26%	8.22%	8.98%	9.43%	8.94%	10.74%	10.74%	9.76%	7.45%	10.53%	9.55%	11.15%	10.89%	10.21%	8.42%	9.35%	13.22%	10.24%	10.93%	13.09%	12.50%	10.84%	12.21%	11.51%	14.05%	12.53%	12.48%	9.03%	9.58%	9.59%	8.66%	10.79%	12.01%	10.69%	9.80%	9.34%	11.61%	11.36%	12.74%	11.48%	8.63%	9.70%	10.91%	9.50%	12.63%	12.53%	14.63%	16.84%	14.80%	9.96%	12.41%	18.32%	10.86%	12.60%	12.01%	12.57%	14.18%	10.13%	14.29%	12.26%	11.12%	8.83%	12.49%	7.18%	10.86%	12.15%									
23	Путин Владимир Владимирович	57654	497	488	437	641	658	858	781	779	658	534	667	847	834	637	802	614	552	365	697	576	307	614	204	763	463	810	810	708	684	481	749	478	750	654	624	855	923	590	853	834	779	672	737	579	944	914	816	807	878	691	706	594	824	582	747	675	459	757	532	720	717	934	640	829	740	760	438	771	356	642	698	684	830	501	678	650	356	852	401	628	444	839	693	257	434	389	560	444									
		52.63%	55.35%	55.20%	53.36%	52.03%	51.93%	50.41%	50.10%	50.95%	49.59%	50.57%	55.12%	53.37%	49.76%	48.18%	49.75%	48.46%	51.30%	49.39%	50.84%	49.44%	52.03%	52.98%	53.40%	57.54%	54.03%	51.63%	54.88%	53.15%	48.96%	52.74%	59.35%	58.51%	55.11%	53.21%	52.26%	55.96%	57.15%	53.06%	52.69%	50.82%	56.41%	48.59%	53.25%	52.73%	55.66%	52.32%	50.28%	51.08%	53.44%	59.98%	52.41%	58.75%	53.23%	54.14%	54.05%	52.65%	52.94%	53.57%	51.90%	51.76%	53.43%	54.43%	53.60%	55.08%	55.68%	52.31%	51.23%	53.69%	51.08%	48.93%	51.40%	54.07%	52.30%	48.83%	54.55%	51.18%	51.52%	52.50%	51.68%	56.32%	53.75%	45.52%	50.04%	56.73%	49.71%	59.39%	49.43%	49.94%									
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
