Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Кромская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №790					
		0.06%	0.0%	0.25%	0.0%	0.0%	0.0%	0.12%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.08%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	128	4	5	0	0	7	2	7	0	9	3	2	7	1	0	3	0	0	1	9	23	18	8	2	0	2	3	0	0	0	1	0	2	0	2	0	7					
		0.94%	0.72%	1.25%	0.0%	0.0%	2.00%	0.24%	1.81%	0.0%	1.41%	0.88%	0.45%	2.81%	0.47%	0.0%	1.03%	0.0%	0.0%	0.42%	1.17%	2.0%	2.67%	0.62%	0.69%	0.0%	1.44%	0.75%	0.0%	0.0%	0.0%	0.27%	0.0%	0.76%	0.0%	0.82%	0.0%	1.93%					
30	"13. ""Демократическая партия России"""	27	2	4	0	1	0	0	2	0	1	2	0	0	2	1	1	0	0	2	0	4	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.19%	0.36%	1.00%	0.0%	0.38%	0.0%	0.0%	0.51%	0.0%	0.15%	0.59%	0.0%	0.0%	0.94%	0.68%	0.34%	0.0%	0.0%	0.84%	0.0%	0.34%	0.0%	0.31%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.26%	0.14%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%					
32	"15. ""Партия СЛОН"""	24	1	2	0	5	0	1	0	0	2	0	0	0	0	1	0	0	0	0	3	3	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	1					
		0.17%	0.18%	0.50%	0.0%	1.90%	0.0%	0.12%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.39%	0.26%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%					
33	"16. ""Родина"" (народно-патриотический союз)"""	776	36	31	7	14	12	83	15	16	42	16	12	10	4	11	6	10	15	11	48	83	76	103	5	1	8	19	4	13	1	15	6	4	0	6	10	23					
		5.70%	6.53%	7.76%	3.30%	5.32%	3.43%	10.31%	3.89%	4.83%	6.59%	4.73%	2.75%	4.01%	1.89%	7.48%	2.06%	3.53%	5.37%	4.66%	6.25%	7.21%	11.30%	8.05%	1.74%	0.46%	5.79%	4.77%	2.72%	4.62%	0.64%	4.10%	3.09%	1.53%	0.0%	2.47%	4.80%	6.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	28	0	0	0	0	1	0	1	0	0	2	0	2	0	0	2	1	1	4	2	1	0	2	0	2	1	1	0	0	0	1	0	0	0	1	0	3					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.25%	0.0%	0.0%	0.59%	0.0%	0.80%	0.0%	0.0%	0.68%	0.35%	0.35%	1.69%	0.26%	0.08%	0.0%	0.15%	0.0%	0.93%	0.72%	0.25%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.41%	0.0%	0.82%					
35	"18. ""ЛДПР"""	1510	75	65	46	47	43	109	27	37	60	53	58	25	14	8	28	14	40	38	92	131	90	178	25	23	3	33	8	29	9	20	7	16	0	14	9	36					
		11.10%	13.61%	16.29%	21.69%	17.87%	12.32%	13.54%	7.01%	11.17%	9.41%	15.68%	13.33%	10.04%	6.63%	5.44%	9.62%	4.94%	14.33%	16.10%	11.97%	11.39%	13.39%	13.91%	8.71%	10.74%	2.17%	8.29%	5.44%	10.32%	5.84%	5.47%	3.60%	6.13%	0.0%	5.78%	4.32%	9.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	227	12	4	2	10	4	7	8	8	14	5	2	3	1	0	2	3	3	5	15	35	12	33	2	2	4	4	3	3	1	3	1	6	0	1	5	4					
		1.66%	2.17%	1.00%	0.94%	3.80%	1.14%	0.86%	2.07%	2.41%	2.19%	1.47%	0.45%	1.20%	0.47%	0.0%	0.68%	1.06%	1.07%	2.11%	1.95%	3.04%	1.78%	2.58%	0.69%	0.93%	2.89%	1.00%	2.04%	1.06%	0.64%	0.82%	0.51%	2.29%	0.0%	0.41%	2.40%	1.10%					
37	"20. ""Политическая партия ""Единая Россия"""	6926	249	168	121	108	200	351	226	215	325	175	261	112	133	80	165	188	145	123	320	475	233	549	183	104	96	206	75	158	124	272	154	153	44	149	124	162					
		50.93%	45.19%	42.10%	57.07%	41.06%	57.30%	43.60%	58.70%	64.95%	51.02%	51.77%	59.99%	44.97%	63.03%	54.42%	56.70%	66.43%	51.97%	52.11%	41.66%	41.30%	34.67%	42.92%	63.76%	48.59%	69.56%	51.75%	51.02%	56.22%	80.51%	74.52%	79.38%	58.62%	57.89%	61.57%	59.61%	44.75%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	1	2	0	1	2	1	0	1	3	0	5	2	1	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2					
		0.20%	0.18%	0.50%	0.0%	0.38%	0.57%	0.12%	0.0%	0.30%	0.47%	0.0%	1.14%	0.80%	0.47%	0.0%	0.34%	0.0%	0.0%	0.42%	0.26%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.55%					
39	"22. ""Развитие предпринимательства"""	18	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2	0	0	3	1	0	2	0	2	0	1	0	0	0	0	0	0	1	0	0	2					
		0.13%	0.0%	0.0%	0.0%	0.38%	0.0%	0.12%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.70%	0.0%	0.0%	0.39%	0.08%	0.0%	0.15%	0.0%	0.93%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.55%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2257	101	54	21	55	43	132	65	24	108	45	40	38	47	29	60	50	27	29	171	221	123	222	43	54	12	86	48	34	7	16	13	59	26	49	40	65					
		16.59%	18.33%	13.53%	9.90%	20.91%	12.32%	16.39%	16.88%	7.25%	16.95%	13.31%	9.19%	15.26%	22.27%	19.72%	20.61%	17.66%	9.67%	12.28%	22.26%	19.21%	18.30%	17.35%	14.98%	25.23%	8.69%	21.60%	32.65%	12.09%	4.54%	4.38%	6.70%	22.60%	34.21%	20.24%	19.23%	17.95%					
																																											
41	Против всех	515	23	31	6	8	11	33	10	8	5	12	26	4	3	3	4	4	10	8	23	68	47	62	4	8	4	15	0	20	0	14	6	7	1	2	5	20					
		3.78%	4.17%	7.76%	2.83%	3.04%	3.15%	4.09%	2.59%	2.41%	0.78%	3.55%	5.97%	1.60%	1.42%	2.04%	1.37%	1.41%	3.58%	3.38%	2.99%	5.91%	6.99%	4.84%	1.39%	3.73%	2.89%	3.76%	0.0%	7.11%	0.0%	3.83%	3.09%	2.68%	1.31%	0.82%	2.40%	5.52%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
