Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Гагаринская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	221	15	3	6	7	4	10	10	6	13	4	4	10	2	3	7	3	5	6	6	18	1	4	6	6	2	8	1	2	9	1	9	8	10	4	1	2	5					
		1.17%	1.26%	0.54%	0.90%	0.75%	0.31%	0.73%	0.68%	0.50%	1.08%	0.33%	1.40%	3.63%	0.86%	1.52%	1.76%	1.2%	1.26%	4.22%	2.75%	1.45%	0.96%	2.75%	3.15%	2.23%	1.36%	1.17%	0.82%	1.11%	2.08%	0.74%	2.96%	4.93%	3.01%	0.99%	0.34%	1.21%	3.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	268	15	6	12	12	19	31	23	27	24	32	8	5	0	4	3	1	1	0	3	16	4	1	0	2	0	3	0	1	5	0	2	2	0	2	3	0	1					
		1.42%	1.26%	1.08%	1.80%	1.29%	1.51%	2.26%	1.57%	2.28%	2.00%	2.64%	2.80%	1.81%	0.0%	2.03%	0.75%	0.4%	0.25%	0.0%	1.37%	1.29%	3.84%	0.68%	0.0%	0.74%	0.0%	0.44%	0.0%	0.55%	1.15%	0.0%	0.65%	1.23%	0.0%	0.49%	1.03%	0.0%	0.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1005	58	34	50	31	74	86	94	66	71	71	14	6	16	17	19	6	16	12	9	54	7	3	9	19	8	16	15	8	21	3	14	8	21	19	16	6	8					
		5.34%	4.90%	6.17%	7.54%	3.34%	5.88%	6.29%	6.44%	5.58%	5.93%	5.86%	4.91%	2.18%	6.92%	8.62%	4.78%	2.4%	4.05%	8.45%	4.12%	4.35%	6.73%	2.06%	4.73%	7.08%	5.47%	2.35%	12.39%	4.46%	4.86%	2.23%	4.60%	4.93%	6.32%	4.73%	5.49%	3.63%	5.55%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	532	42	16	14	33	56	55	57	42	46	48	4	3	3	1	6	6	2	4	4	25	4	0	2	2	2	10	2	1	7	10	3	4	5	4	1	7	1					
		2.82%	3.55%	2.90%	2.11%	3.55%	4.45%	4.02%	3.90%	3.55%	3.84%	3.96%	1.40%	1.09%	1.29%	0.50%	1.51%	2.4%	0.50%	2.81%	1.83%	2.01%	3.84%	0.0%	1.05%	0.74%	1.36%	1.47%	1.65%	0.55%	1.62%	7.46%	0.98%	2.46%	1.50%	0.99%	0.34%	4.24%	0.69%					
22	"5. ""За Русь Святую"""	102	8	4	5	4	8	11	8	3	8	2	1	4	3	0	1	2	0	0	1	6	0	2	2	0	1	3	0	0	2	0	1	2	3	5	1	1	0					
		0.54%	0.67%	0.72%	0.75%	0.43%	0.63%	0.80%	0.54%	0.25%	0.66%	0.16%	0.35%	1.45%	1.29%	0.0%	0.25%	0.8%	0.0%	0.0%	0.45%	0.48%	0.0%	1.37%	1.05%	0.0%	0.68%	0.44%	0.0%	0.0%	0.46%	0.0%	0.32%	1.23%	0.90%	1.24%	0.34%	0.60%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	52	5	0	4	3	0	4	2	3	4	5	0	1	2	1	2	0	0	0	0	4	1	1	0	0	1	4	0	0	2	0	1	1	0	0	0	0	1					
		0.27%	0.42%	0.0%	0.60%	0.32%	0.0%	0.29%	0.13%	0.25%	0.33%	0.41%	0.0%	0.36%	0.86%	0.50%	0.50%	0.0%	0.0%	0.0%	0.0%	0.32%	0.96%	0.68%	0.0%	0.0%	0.68%	0.58%	0.0%	0.0%	0.46%	0.0%	0.32%	0.61%	0.0%	0.0%	0.0%	0.0%	0.69%					
24	"7. ""Новый курс - Автомобильная Россия"""	109	10	3	6	2	7	8	3	16	12	4	2	0	1	0	3	1	1	2	0	7	1	1	2	0	1	7	0	0	1	0	3	1	1	2	0	0	1					
		0.57%	0.84%	0.54%	0.90%	0.21%	0.55%	0.58%	0.20%	1.35%	1.00%	0.33%	0.70%	0.0%	0.43%	0.0%	0.75%	0.4%	0.25%	1.40%	0.0%	0.56%	0.96%	0.68%	1.05%	0.0%	0.68%	1.03%	0.0%	0.0%	0.23%	0.0%	0.98%	0.61%	0.30%	0.49%	0.0%	0.0%	0.69%					
25	"8. ""Народно-республиканская партия России"""	29	2	0	2	1	1	1	1	3	3	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	1	2	0	0	0	0	1	1	1	3	0	1					
		0.15%	0.16%	0.0%	0.30%	0.10%	0.07%	0.07%	0.06%	0.25%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.45%	0.16%	0.0%	0.0%	0.0%	0.0%	0.68%	0.14%	1.65%	0.0%	0.0%	0.0%	0.0%	0.61%	0.30%	0.24%	1.03%	0.0%	0.69%					
26	"9. ""Российская экологическая партия ""Зеленые"""	44	6	2	0	3	6	2	5	1	4	5	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	2	3	0	0	0	0	0	1	0	0	0	0					
		0.23%	0.50%	0.36%	0.0%	0.32%	0.47%	0.14%	0.34%	0.08%	0.33%	0.41%	0.0%	0.36%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.37%	0.0%	0.29%	2.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	620	32	5	23	21	31	40	33	17	28	30	4	28	24	6	22	9	21	0	0	41	3	8	17	21	6	31	0	1	13	9	26	5	12	21	20	8	4					
		3.29%	2.70%	0.90%	3.46%	2.26%	2.46%	2.92%	2.26%	1.43%	2.34%	2.47%	1.40%	10.18%	10.38%	3.04%	5.54%	3.6%	5.31%	0.0%	0.0%	3.30%	2.88%	5.51%	8.94%	7.83%	4.10%	4.57%	0.0%	0.55%	3.00%	6.71%	8.55%	3.08%	3.61%	5.23%	6.87%	4.84%	2.77%					
28	"11. ""Истинные патриоты России"""	34	2	0	1	0	0	0	0	0	5	2	5	0	0	1	0	2	1	0	0	2	0	2	0	1	1	1	0	1	0	1	0	0	1	5	0	0	0					
		0.18%	0.16%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.16%	1.75%	0.0%	0.0%	0.50%	0.0%	0.8%	0.25%	0.0%	0.0%	0.16%	0.0%	1.37%	0.0%	0.37%	0.68%	0.14%	0.0%	0.55%	0.0%	0.74%	0.0%	0.0%	0.30%	1.24%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	312	18	16	7	27	23	26	26	18	13	25	4	4	4	5	8	3	4	2	4	13	0	1	8	4	5	7	0	3	14	0	5	0	1	5	4	4	1					
		1.65%	1.52%	2.90%	1.05%	2.91%	1.82%	1.90%	1.78%	1.52%	1.08%	2.06%	1.40%	1.45%	1.73%	2.53%	2.01%	1.2%	1.01%	1.40%	1.83%	1.04%	0.0%	0.68%	4.21%	1.49%	3.42%	1.03%	0.0%	1.67%	3.24%	0.0%	1.64%	0.0%	0.30%	1.24%	1.37%	2.42%	0.69%					
30	"13. ""Демократическая партия России"""	45	3	0	2	6	0	2	3	2	0	5	0	2	1	1	1	1	0	0	0	4	0	0	0	1	0	1	0	0	1	1	1	1	2	1	2	0	1					
		0.23%	0.25%	0.0%	0.30%	0.64%	0.0%	0.14%	0.20%	0.16%	0.0%	0.41%	0.0%	0.72%	0.43%	0.50%	0.25%	0.4%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.37%	0.0%	0.14%	0.0%	0.0%	0.23%	0.74%	0.32%	0.61%	0.60%	0.24%	0.68%	0.0%	0.69%					
31	"14. ""Великая Россия - Евразийский Союз"""	24	1	0	2	0	0	2	0	1	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	2	0	3	0	1	0	0					
		0.12%	0.08%	0.0%	0.30%	0.0%	0.0%	0.14%	0.0%	0.08%	0.25%	0.08%	0.0%	0.36%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.45%	0.08%	0.96%	0.0%	0.0%	0.37%	0.0%	0.0%	0.82%	0.0%	0.23%	0.0%	0.65%	0.0%	0.90%	0.0%	0.34%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	21	0	0	3	2	4	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0					
		0.11%	0.0%	0.0%	0.45%	0.21%	0.31%	0.21%	0.0%	0.16%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.30%	0.24%	0.0%	0.60%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1637	143	40	68	83	153	172	176	149	162	155	15	15	8	5	21	26	12	10	11	33	3	1	9	11	5	35	4	15	6	2	22	11	12	18	13	9	4					
		8.69%	12.08%	7.25%	10.25%	8.95%	12.17%	12.58%	12.07%	12.61%	13.54%	12.79%	5.26%	5.45%	3.46%	2.53%	5.28%	10.4%	3.03%	7.04%	5.04%	2.66%	2.88%	0.68%	4.73%	4.10%	3.42%	5.16%	3.30%	8.37%	1.38%	1.49%	7.23%	6.79%	3.61%	4.48%	4.46%	5.45%	2.77%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	71	0	20	1	5	0	2	2	1	3	3	0	3	0	0	1	2	0	1	1	4	0	0	1	4	0	2	0	2	1	0	5	2	2	0	0	2	1					
		0.37%	0.0%	3.62%	0.15%	0.53%	0.0%	0.14%	0.13%	0.08%	0.25%	0.24%	0.0%	1.09%	0.0%	0.0%	0.25%	0.8%	0.0%	0.70%	0.45%	0.32%	0.0%	0.0%	0.52%	1.49%	0.0%	0.29%	0.0%	1.11%	0.23%	0.0%	1.64%	1.23%	0.60%	0.0%	0.0%	1.21%	0.69%					
35	"18. ""ЛДПР"""	2341	133	62	87	122	134	188	148	172	156	141	56	23	29	29	50	30	62	12	29	150	9	15	16	27	10	109	14	25	48	23	44	12	43	48	43	24	18					
		12.43%	11.24%	11.25%	13.12%	13.16%	10.66%	13.75%	10.15%	14.56%	13.04%	11.64%	19.64%	8.36%	12.55%	14.72%	12.59%	12.0%	15.69%	8.45%	13.30%	12.09%	8.65%	10.34%	8.42%	10.07%	6.84%	16.07%	11.57%	13.96%	11.11%	17.16%	14.47%	7.40%	12.95%	11.97%	14.77%	14.54%	12.5%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	325	16	7	9	13	19	29	31	9	12	26	3	4	3	3	10	13	2	4	4	30	2	5	0	1	0	12	3	2	5	6	5	4	5	6	13	1	8					
		1.72%	1.35%	1.27%	1.35%	1.40%	1.51%	2.12%	2.12%	0.76%	1.00%	2.14%	1.05%	1.45%	1.29%	1.52%	2.51%	5.2%	0.50%	2.81%	1.83%	2.41%	1.92%	3.44%	0.0%	0.37%	0.0%	1.76%	2.47%	1.11%	1.15%	4.47%	1.64%	2.46%	1.50%	1.49%	4.46%	0.60%	5.55%					
37	"20. ""Политическая партия ""Единая Россия"""	7726	455	201	249	387	454	429	515	414	454	429	117	83	108	97	185	118	220	75	105	564	52	77	105	139	87	345	64	96	238	63	113	80	125	207	135	81	60					
		41.05%	38.46%	36.47%	37.55%	41.74%	36.11%	31.38%	35.32%	35.05%	37.95%	35.42%	41.05%	30.18%	46.75%	49.23%	46.59%	47.2%	55.69%	52.81%	48.16%	45.48%	50.0%	53.10%	55.26%	51.86%	59.58%	50.88%	52.89%	53.63%	55.09%	47.01%	37.17%	49.38%	37.65%	51.62%	46.39%	49.09%	41.66%					
38	"21. ""Российская Конституционно-демократическая партия"""	36	1	0	0	2	1	1	0	2	2	2	1	0	1	1	0	3	0	0	1	3	0	0	0	1	1	2	0	0	2	1	1	1	3	3	0	0	0					
		0.19%	0.08%	0.0%	0.0%	0.21%	0.07%	0.07%	0.0%	0.16%	0.16%	0.16%	0.35%	0.0%	0.43%	0.50%	0.0%	1.2%	0.0%	0.0%	0.45%	0.24%	0.0%	0.0%	0.0%	0.37%	0.68%	0.29%	0.0%	0.0%	0.46%	0.74%	0.32%	0.61%	0.90%	0.74%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	37	3	2	1	3	5	5	0	2	2	4	2	0	0	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0					
		0.19%	0.25%	0.36%	0.15%	0.32%	0.39%	0.36%	0.0%	0.16%	0.16%	0.33%	0.70%	0.0%	0.0%	0.50%	0.0%	0.0%	0.25%	0.0%	0.0%	0.08%	0.96%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2079	137	63	70	107	179	173	233	136	88	130	28	47	20	15	46	17	40	4	25	171	10	17	4	21	8	51	10	13	30	7	36	13	50	24	23	10	23					
		11.04%	11.58%	11.43%	10.55%	11.54%	14.24%	12.65%	15.98%	11.51%	7.35%	10.73%	9.82%	17.09%	8.65%	7.61%	11.58%	6.8%	10.12%	2.81%	11.46%	13.79%	9.61%	11.72%	2.10%	7.83%	5.47%	7.52%	8.26%	7.26%	6.94%	5.22%	11.84%	8.02%	15.06%	5.98%	7.90%	6.06%	15.97%					
																																												
41	Против всех	890	72	56	33	43	71	70	78	80	77	79	11	20	3	3	7	3	2	7	6	61	3	2	3	3	6	15	1	2	18	5	0	2	16	17	5	7	3					
		4.72%	6.08%	10.16%	4.97%	4.63%	5.64%	5.12%	5.34%	6.77%	6.43%	6.52%	3.85%	7.27%	1.29%	1.52%	1.76%	1.2%	0.50%	4.92%	2.75%	4.91%	2.88%	1.37%	1.57%	1.11%	4.10%	2.21%	0.82%	1.11%	4.16%	3.73%	0.0%	1.23%	4.81%	4.23%	1.71%	4.24%	2.08%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
