Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Тетюшская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	20	15	20	20	20	16	13	6	20	5	5	5	9	5	5	5	5	5	10	5	9	5	5	15	16	6	1	5	5	5	5	5	14	5	10	9	10	5	6	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	360	20	15	20	20	20	16	13	6	20	5	5	5	9	5	5	5	5	5	10	5	9	5	5	15	16	6	1	5	5	5	5	5	14	5	10	9	10	5	6	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	4	3	0	5	3	0	4	2	5	2	0	1	0	0	1	1	1	0	2	0	1	1	2	1	2	4	1	4	0	2	0	6	0	0	3	1	0	1	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	4	1	0	3	1	4	2	0	2	1	0	0	1	1	0	0	0	1	4	0	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	5	4	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	0	3	1	0	1	1	1	0	2	2	0	0	0	0	0	0	4	0	5	0	0	0	0	3	0	1	0	0	0	0	1	0	0	1	6	4	1	3	0	0									
		0.23%	0.00%	0.27%	0.19%	0.00%	0.09%	0.09%	0.08%	0.00%	0.16%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.33%	4.14%	1.32%	0.28%	1.84%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	104	0	3	2	16	1	0	2	0	5	4	1	2	0	2	0	1	1	0	23	1	4	0	1	2	0	4	1	0	0	0	4	2	0	0	5	8	2	7	0	0									
		0.59%	0.00%	0.27%	0.39%	2.55%	0.09%	0.00%	0.16%	0.00%	0.40%	1.18%	0.91%	0.93%	0.00%	0.68%	0.00%	0.47%	0.45%	0.00%	2.48%	0.30%	0.78%	0.00%	0.22%	0.60%	0.00%	1.44%	0.33%	0.00%	0.00%	0.00%	2.09%	0.66%	0.00%	0.00%	3.45%	2.65%	0.55%	4.29%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	40	0	0	2	1	3	0	1	3	0	1	1	1	2	0	0	0	1	0	6	2	0	0	0	0	0	1	1	0	0	0	2	5	0	2	1	2	2	0	0	0									
		0.23%	0.00%	0.00%	0.39%	0.16%	0.26%	0.00%	0.08%	0.44%	0.00%	0.29%	0.91%	0.46%	0.45%	0.00%	0.00%	0.00%	0.45%	0.00%	0.65%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.33%	0.00%	0.00%	0.00%	1.05%	1.65%	0.00%	0.66%	0.69%	0.66%	0.55%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16671	967	1040	488	591	1110	1092	1174	677	1197	317	103	206	441	280	244	201	214	186	825	322	485	107	432	310	360	258	284	87	144	216	160	281	280	283	115	274	340	132	327	121									
		94.64%	95.08%	94.03%	95.13%	94.26%	95.28%	95.04%	96.07%	98.98%	95.61%	93.24%	93.64%	95.37%	98.22%	94.92%	96.06%	94.37%	97.27%	97.89%	88.99%	95.83%	94.91%	95.54%	96.64%	93.66%	93.75%	92.81%	94.98%	98.86%	98.63%	99.08%	83.77%	92.74%	96.22%	93.40%	79.31%	90.73%	93.92%	80.98%	97.90%	98.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	0	0	1	1	2	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0									
		0.07%	0.00%	0.00%	0.19%	0.16%	0.17%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.47%	0.00%	0.00%	0.11%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	1.76%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	243	23	23	5	5	6	17	7	0	11	0	2	2	2	5	4	5	0	2	23	3	13	3	2	12	2	3	5	0	1	0	17	6	3	5	4	5	5	9	2	1									
		1.38%	2.26%	2.08%	0.97%	0.80%	0.52%	1.48%	0.57%	0.00%	0.88%	0.00%	1.82%	0.93%	0.45%	1.69%	1.57%	2.35%	0.00%	1.05%	2.48%	0.89%	2.54%	2.68%	0.45%	3.63%	0.52%	1.08%	1.67%	0.00%	0.68%	0.00%	8.90%	1.98%	1.03%	1.65%	2.76%	1.66%	1.38%	5.52%	0.60%	0.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.34%	0.00%	0.47%	0.00%	0.00%	0.22%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	14	0	1	2	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.08%	0.00%	0.09%	0.39%	0.00%	0.26%	0.00%	0.08%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	386	27	30	6	13	31	34	26	4	30	5	1	2	4	6	6	2	0	2	33	4	9	2	11	2	20	7	5	1	1	2	5	6	8	5	13	6	5	6	5	1									
		2.19%	2.65%	2.71%	1.17%	2.07%	2.66%	2.96%	2.13%	0.58%	2.40%	1.47%	0.91%	0.93%	0.89%	2.03%	2.36%	0.94%	0.00%	1.05%	3.56%	1.19%	1.76%	1.79%	2.46%	0.60%	5.21%	2.52%	1.67%	1.14%	0.68%	0.92%	2.62%	1.98%	2.75%	1.65%	8.97%	1.99%	1.38%	3.68%	1.50%	0.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	2	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.18%	0.19%	0.00%	0.09%	0.00%	0.08%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	63	0	4	4	0	4	5	3	0	7	2	1	2	0	0	0	1	0	0	7	1	0	0	1	0	0	1	3	0	0	0	2	3	0	3	0	2	5	2	0	0									
		0.36%	0.00%	0.36%	0.78%	0.00%	0.34%	0.44%	0.25%	0.00%	0.56%	0.59%	0.91%	0.93%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.76%	0.30%	0.00%	0.00%	0.22%	0.00%	0.00%	0.36%	1.00%	0.00%	0.00%	0.00%	1.05%	0.99%	0.00%	0.99%	0.00%	0.66%	1.38%	1.23%	0.00%	0.00%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
