Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																									
Дата голосования: 02.12.2007																																																																									
																																																																									
"Наименование Избирательной комиссии:    Нижний Новгород, Канавинская"																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
		Сумма	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485					
		2.27%	1.74%	3.54%	0.94%	2.91%	1.80%	1.98%	2.54%	3.58%	2.36%	1.56%	2.35%	2.09%	1.54%	1.67%	1.85%	2.10%	1.51%	2.57%	2.68%	2.52%	2.53%	2.70%	2.42%	1.62%	2.65%	2.53%	1.59%	2.35%	1.75%	2.89%	3.68%	2.46%	3.29%	2.62%	1.92%	2.01%	2.33%	2.58%	2.35%	2.08%	2.46%	2.75%	3.16%	2.63%	2.69%	1.48%	2.30%	2.81%	1.20%	1.48%	2.24%	2.89%	1.51%	1.68%	1.76%	2.38%	1.34%	1.75%	2.66%	2.22%	2.40%	1.85%	2.65%	3.18%	2.74%	2.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	926	13	8	5	11	9	18	10	8	7	10	10	6	6	16	10	14	7	10	9	15	19	23	11	11	13	19	8	6	15	18	21	6	20	10	8	17	6	20	22	6	11	11	8	12	10	14	9	16	20	10	38	31	37	23	37	18	27	7	20	24	14	12	19	14	2	1					
		1.43%	1.51%	0.75%	0.47%	0.92%	1.01%	1.37%	0.82%	0.61%	0.75%	0.92%	0.84%	0.60%	0.54%	1.67%	1.03%	1.55%	1.06%	1.36%	1.05%	1.72%	1.50%	1.88%	1.06%	0.99%	1.11%	1.60%	0.98%	0.50%	1.09%	1.45%	2.21%	0.82%	2.12%	2.62%	1.54%	2.13%	0.99%	1.84%	1.78%	1.25%	1.93%	1.04%	1.33%	1.43%	1.17%	1.73%	1.38%	1.61%	1.99%	1.14%	2.58%	2.42%	2.66%	1.75%	2.71%	1.34%	1.91%	0.72%	1.56%	2.22%	1.24%	1.24%	1.93%	1.54%	2.74%	0.82%					
20	3.Политическая партия «Демократическая партия России»	99	0	3	0	1	2	0	2	0	1	2	1	2	0	3	0	2	0	1	0	1	2	2	3	2	3	1	1	5	4	0	1	2	1	0	0	2	0	2	2	1	1	3	0	1	1	3	1	1	3	0	6	2	1	6	2	2	1	2	3	2	0	1	1	1	0	0					
		0.15%	0.00%	0.28%	0.00%	0.08%	0.23%	0.00%	0.16%	0.00%	0.11%	0.18%	0.08%	0.20%	0.00%	0.31%	0.00%	0.22%	0.00%	0.14%	0.00%	0.11%	0.16%	0.16%	0.29%	0.18%	0.26%	0.08%	0.12%	0.42%	0.29%	0.00%	0.11%	0.27%	0.11%	0.00%	0.00%	0.25%	0.00%	0.18%	0.16%	0.21%	0.18%	0.28%	0.00%	0.12%	0.12%	0.37%	0.15%	0.10%	0.30%	0.00%	0.41%	0.16%	0.07%	0.46%	0.15%	0.15%	0.07%	0.21%	0.23%	0.19%	0.00%	0.10%	0.10%	0.11%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9635	139	132	127	144	108	181	197	197	123	170	158	130	161	120	111	157	74	96	138	133	184	200	160	187	176	184	125	149	181	198	164	138	128	39	67	155	120	220	191	49	83	161	63	127	125	131	110	155	170	138	189	209	172	204	194	183	211	140	214	160	186	149	175	157	7	11					
		14.84%	16.11%	12.31%	11.95%	11.98%	12.18%	13.79%	16.13%	14.99%	13.21%	15.58%	13.28%	12.96%	14.58%	12.53%	11.41%	17.39%	11.18%	13.01%	16.07%	15.25%	14.55%	16.35%	15.47%	16.86%	15.03%	15.54%	15.30%	12.52%	13.20%	15.92%	17.23%	18.83%	13.57%	10.24%	12.86%	19.42%	19.93%	20.28%	15.47%	10.21%	14.59%	15.29%	10.48%	15.16%	14.60%	16.19%	16.87%	15.56%	16.97%	15.75%	12.84%	16.33%	12.37%	15.55%	14.21%	13.59%	14.93%	14.37%	16.73%	14.83%	16.53%	15.35%	17.82%	17.23%	9.59%	9.02%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1198	9	9	14	8	6	10	10	12	6	15	13	21	16	13	12	10	8	6	10	24	29	23	22	23	26	21	17	12	21	36	12	14	22	8	13	17	14	39	33	14	7	27	11	21	15	28	15	25	18	13	34	35	47	14	20	30	21	18	26	29	29	20	29	14	1	3					
		1.85%	1.04%	0.84%	1.32%	0.67%	0.68%	0.76%	0.82%	0.91%	0.64%	1.37%	1.09%	2.09%	1.45%	1.36%	1.23%	1.11%	1.21%	0.81%	1.16%	2.75%	2.29%	1.88%	2.13%	2.07%	2.22%	1.77%	2.08%	1.01%	1.53%	2.89%	1.26%	1.91%	2.33%	2.10%	2.50%	2.13%	2.33%	3.59%	2.67%	2.92%	1.23%	2.56%	1.83%	2.51%	1.75%	3.46%	2.30%	2.51%	1.80%	1.48%	2.31%	2.73%	3.38%	1.07%	1.47%	2.23%	1.49%	1.85%	2.03%	2.69%	2.58%	2.06%	2.95%	1.54%	1.37%	2.46%					
23	6.Политическая партия «Партия социальной справедливости»	152	1	3	2	5	2	3	2	4	0	3	2	0	1	1	4	1	1	2	6	3	1	4	5	3	1	5	0	0	4	2	2	5	0	0	1	2	1	3	3	1	2	4	0	4	1	2	2	6	2	1	8	0	1	4	3	2	4	2	2	2	1	4	1	5	0	0					
		0.23%	0.12%	0.28%	0.19%	0.42%	0.23%	0.23%	0.16%	0.30%	0.00%	0.27%	0.17%	0.00%	0.09%	0.10%	0.41%	0.11%	0.15%	0.27%	0.70%	0.34%	0.08%	0.33%	0.48%	0.27%	0.09%	0.42%	0.00%	0.00%	0.29%	0.16%	0.21%	0.68%	0.00%	0.00%	0.19%	0.25%	0.17%	0.28%	0.24%	0.21%	0.35%	0.38%	0.00%	0.48%	0.12%	0.25%	0.31%	0.60%	0.20%	0.11%	0.54%	0.00%	0.07%	0.30%	0.22%	0.15%	0.28%	0.21%	0.16%	0.19%	0.09%	0.41%	0.10%	0.55%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5111	50	81	135	109	60	146	92	104	80	94	106	94	99	94	75	74	57	68	59	67	100	90	69	65	90	96	73	115	90	89	51	63	94	30	46	47	31	69	105	52	44	74	45	72	73	62	42	76	71	58	138	64	139	103	125	83	111	74	86	60	69	83	61	58	8	23					
		7.87%	5.79%	7.56%	12.70%	9.07%	6.76%	11.12%	7.53%	7.91%	8.59%	8.62%	8.91%	9.37%	8.97%	9.81%	7.71%	8.19%	8.61%	9.21%	6.87%	7.68%	7.91%	7.36%	6.67%	5.86%	7.69%	8.11%	8.94%	9.66%	6.56%	7.15%	5.36%	8.59%	9.97%	7.87%	8.83%	5.89%	5.15%	6.36%	8.50%	10.83%	7.73%	7.03%	7.49%	8.59%	8.53%	7.66%	6.44%	7.63%	7.09%	6.62%	9.38%	5.00%	9.99%	7.85%	9.16%	6.16%	7.86%	7.60%	6.72%	5.56%	6.13%	8.55%	6.21%	6.37%	10.96%	18.85%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	8155	114	148	116	180	94	140	143	143	83	120	163	131	99	108	107	107	78	64	130	87	178	161	138	162	172	143	86	131	125	153	103	109	114	45	77	95	92	144	158	42	60	143	94	124	112	114	102	131	116	107	150	182	133	216	185	188	208	137	189	166	140	133	123	99	12	8					
		12.56%	13.21%	13.81%	10.91%	14.98%	10.60%	10.66%	11.71%	10.88%	8.92%	10.99%	13.70%	13.06%	8.97%	11.27%	10.99%	11.85%	11.78%	8.67%	15.13%	9.98%	14.07%	13.16%	13.35%	14.61%	14.69%	12.08%	10.53%	11.01%	9.12%	12.30%	10.82%	14.87%	12.09%	11.81%	14.78%	11.90%	15.28%	13.27%	12.79%	8.75%	10.54%	13.58%	15.64%	14.80%	13.08%	14.09%	15.64%	13.15%	11.58%	12.21%	10.19%	14.22%	9.56%	16.46%	13.55%	13.96%	14.72%	14.07%	14.78%	15.38%	12.44%	13.70%	12.53%	10.87%	16.44%	6.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	555	7	2	9	9	3	8	4	6	5	11	16	5	3	6	6	10	10	5	4	2	13	21	9	6	12	13	9	5	7	13	11	8	11	2	1	11	5	17	15	2	5	14	8	11	1	7	7	11	10	4	11	16	14	9	9	14	13	11	20	3	9	7	9	7	2	1					
		0.86%	0.81%	0.19%	0.85%	0.75%	0.34%	0.61%	0.33%	0.46%	0.54%	1.01%	1.34%	0.50%	0.27%	0.63%	0.62%	1.11%	1.51%	0.68%	0.47%	0.23%	1.03%	1.72%	0.87%	0.54%	1.02%	1.10%	1.10%	0.42%	0.51%	1.05%	1.16%	1.09%	1.17%	0.52%	0.19%	1.38%	0.83%	1.57%	1.21%	0.42%	0.88%	1.33%	1.33%	1.31%	0.12%	0.87%	1.07%	1.10%	0.99%	0.46%	0.75%	1.25%	1.01%	0.69%	0.66%	1.04%	0.92%	1.13%	1.56%	0.28%	0.80%	0.72%	0.92%	0.77%	2.74%	0.82%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35444	490	601	616	657	560	745	695	766	586	621	668	582	677	556	600	486	405	450	457	475	665	630	558	590	610	653	477	726	873	657	507	338	495	226	276	395	290	497	626	287	326	554	339	402	465	413	323	505	553	497	769	658	751	663	704	742	745	530	646	580	611	509	495	489	38	68					
		54.61%	56.78%	56.06%	57.95%	54.66%	63.13%	56.74%	56.92%	58.30%	62.94%	56.92%	56.13%	58.03%	61.32%	58.04%	61.66%	53.82%	61.18%	60.98%	53.20%	54.47%	52.57%	51.51%	53.97%	53.20%	52.09%	55.15%	58.38%	61.01%	63.68%	52.81%	53.26%	46.11%	52.49%	59.32%	52.98%	49.50%	48.17%	45.81%	50.69%	59.79%	57.29%	52.61%	56.41%	47.97%	54.32%	51.05%	49.54%	50.70%	55.19%	56.74%	52.24%	51.41%	53.99%	50.53%	51.58%	55.09%	52.72%	54.41%	50.51%	53.75%	54.31%	52.42%	50.41%	53.68%	52.05%	55.74%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1460	19	33	19	30	14	19	29	9	12	19	21	8	12	12	20	20	3	7	13	30	22	26	24	28	24	19	8	6	18	22	39	19	27	9	14	22	22	40	30	5	14	24	11	28	22	16	13	23	18	25	74	28	60	31	45	37	35	29	28	17	33	23	28	23	1	1					
		2.25%	2.20%	3.08%	1.79%	2.50%	1.58%	1.45%	2.38%	0.68%	1.29%	1.74%	1.76%	0.80%	1.09%	1.25%	2.06%	2.21%	0.45%	0.95%	1.51%	3.44%	1.74%	2.13%	2.32%	2.52%	2.05%	1.60%	0.98%	0.50%	1.31%	1.77%	4.10%	2.59%	2.86%	2.36%	2.69%	2.76%	3.65%	3.69%	2.43%	1.04%	2.46%	2.28%	1.83%	3.34%	2.57%	1.98%	1.99%	2.31%	1.80%	2.85%	5.03%	2.19%	4.31%	2.36%	3.30%	2.75%	2.48%	2.98%	2.19%	1.58%	2.93%	2.37%	2.85%	2.52%	1.37%	0.82%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
