Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																												
Дата голосования: 04.12.2011																																																																												
																																																																												
"Наименование Избирательной комиссии:    Нижний Новгород, Канавинская"																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №2195	УИК №2270	УИК №2290	УИК №2291	УИК №2292					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5477	93	140	119	166	107	65	32	83	58	67	60	61	64	68	58	129	99	87	130	102	99	95	65	77	80	73	90	55	149	40	50	111	92	20	70	55	35	71	72	56	92	75	52	51	66	65	124	99	130	140	80	82	79	75	101	82	110	75	81	122	85	101	62	48	19	9	74	16	39					
		5.97%	16.01%	15.87%	12.89%	15.36%	8.97%	3.07%	1.40%	4.07%	3.39%	3.73%	3.18%	7.98%	3.64%	4.57%	3.27%	16.54%	14.04%	13.64%	16.73%	11.99%	5.13%	5.41%	4.06%	5.04%	4.30%	3.81%	6.68%	2.12%	8.25%	3.89%	4.68%	11.19%	6.03%	2.78%	3.60%	5.52%	3.74%	4.25%	3.95%	10.98%	14.38%	4.76%	5.73%	4.29%	4.16%	4.17%	16.40%	13.77%	17.26%	19.05%	3.74%	3.98%	3.94%	4.53%	9.27%	3.68%	5.87%	4.18%	5.04%	5.10%	4.99%	4.65%	5.45%	5.86%	18.10%	7.56%	13.50%	20.25%	18.75%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5241	82	115	141	150	78	74	75	82	62	61	85	63	74	49	73	109	110	104	76	92	68	61	55	68	68	115	59	100	153	68	61	81	55	37	85	45	39	80	58	73	99	62	55	48	71	59	83	86	109	70	111	112	108	109	102	99	86	85	68	75	68	55	48	33	13	27	78	15	23					
		5.71%	14.11%	13.04%	15.28%	13.88%	6.54%	3.49%	3.28%	4.03%	3.63%	3.40%	4.51%	8.25%	4.21%	3.29%	4.11%	13.97%	15.60%	16.30%	9.78%	10.81%	3.52%	3.48%	3.44%	4.45%	3.66%	5.99%	4.38%	3.85%	8.47%	6.61%	5.71%	8.17%	3.61%	5.15%	4.37%	4.52%	4.17%	4.78%	3.18%	14.31%	15.47%	3.94%	6.06%	4.04%	4.47%	3.78%	10.98%	11.96%	14.48%	9.52%	5.19%	5.44%	5.39%	6.59%	9.36%	4.44%	4.59%	4.74%	4.23%	3.13%	3.99%	2.53%	4.22%	4.03%	12.38%	22.69%	14.23%	18.99%	11.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	524	6	7	9	12	3	8	5	7	6	9	11	8	3	2	9	8	14	7	5	7	7	5	4	7	5	7	6	7	11	8	6	11	7	2	11	6	2	12	13	7	2	10	3	5	14	5	4	12	12	15	14	16	17	12	17	5	4	3	10	8	8	13	7	11	0	2	1	3	1					
		0.57%	1.03%	0.79%	0.98%	1.11%	0.25%	0.38%	0.22%	0.34%	0.35%	0.50%	0.58%	1.05%	0.17%	0.13%	0.51%	1.03%	1.99%	1.10%	0.64%	0.82%	0.36%	0.28%	0.25%	0.46%	0.27%	0.36%	0.45%	0.27%	0.61%	0.78%	0.56%	1.11%	0.46%	0.28%	0.57%	0.60%	0.21%	0.72%	0.71%	1.37%	0.31%	0.63%	0.33%	0.42%	0.88%	0.32%	0.53%	1.67%	1.59%	2.04%	0.65%	0.78%	0.85%	0.73%	1.56%	0.22%	0.21%	0.17%	0.62%	0.33%	0.47%	0.60%	0.62%	1.34%	0.00%	1.68%	0.18%	3.80%	0.48%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	29955	207	282	277	350	162	722	785	638	679	609	710	213	586	508	596	242	184	180	246	275	668	590	699	536	599	606	431	1050	393	296	293	280	456	267	622	341	325	575	629	130	176	465	245	302	498	529	245	241	210	235	761	705	703	541	435	672	568	523	537	843	565	723	396	319	35	38	125	22	61					
		32.65%	35.63%	31.97%	30.01%	32.38%	13.58%	34.07%	34.34%	31.32%	39.71%	33.91%	37.67%	27.88%	33.33%	34.14%	33.56%	31.03%	26.10%	28.21%	31.66%	32.31%	34.59%	33.62%	43.69%	35.06%	32.20%	31.60%	31.99%	40.38%	21.76%	28.79%	27.41%	28.23%	29.90%	37.13%	31.99%	34.24%	34.76%	34.39%	34.52%	25.49%	27.50%	29.52%	26.98%	25.40%	31.36%	33.91%	32.41%	33.52%	27.89%	31.97%	35.59%	34.26%	35.06%	32.69%	39.91%	30.12%	30.31%	29.15%	33.42%	35.23%	33.22%	33.27%	34.83%	38.95%	33.33%	31.93%	22.81%	27.85%	29.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2571	32	47	34	41	26	32	15	20	21	22	20	25	5	20	33	38	23	25	50	55	21	22	25	35	38	64	33	18	32	22	25	51	34	11	29	28	11	35	33	23	26	39	19	32	60	34	53	38	38	43	88	95	77	69	71	77	70	47	59	72	81	74	54	47	10	8	9	2	5					
		2.80%	5.51%	5.33%	3.68%	3.79%	2.18%	1.51%	0.66%	0.98%	1.23%	1.22%	1.06%	3.27%	0.28%	1.34%	1.86%	4.87%	3.26%	3.92%	6.44%	6.46%	1.09%	1.25%	1.56%	2.29%	2.04%	3.34%	2.45%	0.69%	1.77%	2.14%	2.34%	5.14%	2.23%	1.53%	1.49%	2.81%	1.18%	2.09%	1.81%	4.51%	4.06%	2.48%	2.09%	2.69%	3.78%	2.18%	7.01%	5.29%	5.05%	5.85%	4.12%	4.62%	3.84%	4.17%	6.51%	3.45%	3.74%	2.62%	3.67%	3.01%	4.76%	3.41%	4.75%	5.74%	9.52%	6.72%	1.64%	2.53%	2.40%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	46725	152	276	337	337	811	1201	1350	1188	870	1009	985	376	1000	825	985	242	264	224	250	310	1048	965	734	788	1046	1027	712	1345	1041	583	616	437	855	374	1095	511	512	874	1000	210	233	908	524	743	857	835	236	227	239	219	1049	1022	1011	833	334	1259	1016	1035	816	1236	864	1177	556	338	22	27	251	20	73					
		50.93%	26.16%	31.29%	36.51%	31.17%	67.98%	56.68%	59.06%	58.32%	50.88%	56.18%	52.25%	49.21%	56.88%	55.44%	55.46%	31.03%	37.45%	35.11%	32.18%	36.43%	54.27%	54.99%	45.88%	51.54%	56.24%	53.55%	52.86%	51.73%	57.64%	56.71%	57.62%	44.05%	56.07%	52.02%	56.33%	51.31%	54.76%	52.27%	54.88%	41.18%	36.41%	57.65%	57.71%	62.49%	53.97%	53.53%	31.22%	31.57%	31.74%	29.80%	49.06%	49.66%	50.42%	50.33%	30.64%	56.43%	54.22%	57.69%	50.78%	51.65%	50.79%	54.16%	48.90%	41.27%	20.95%	22.69%	45.80%	25.32%	35.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	488	4	8	2	13	1	6	8	7	5	10	3	7	9	6	2	3	2	5	10	3	11	8	9	9	5	9	7	11	10	6	5	9	13	4	9	2	3	12	4	8	3	5	8	3	9	18	3	8	7	4	17	9	9	7	12	7	10	7	14	12	10	13	3	7	2	3	6	1	3					
		0.53%	0.69%	0.91%	0.22%	1.20%	0.08%	0.28%	0.35%	0.34%	0.29%	0.56%	0.16%	0.92%	0.51%	0.40%	0.11%	0.38%	0.28%	0.78%	1.29%	0.35%	0.57%	0.46%	0.56%	0.59%	0.27%	0.47%	0.52%	0.42%	0.55%	0.58%	0.47%	0.91%	0.85%	0.56%	0.46%	0.20%	0.32%	0.72%	0.22%	1.57%	0.47%	0.32%	0.88%	0.25%	0.57%	1.15%	0.40%	1.11%	0.93%	0.54%	0.80%	0.44%	0.45%	0.42%	1.10%	0.31%	0.53%	0.39%	0.87%	0.50%	0.59%	0.60%	0.26%	0.85%	1.90%	2.52%	1.09%	1.27%	1.44%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
