Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    район Ясенево																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №3359	УИК №3360					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9924	208	177	258	186	214	165	173	230	96	135	188	217	158	199	187	204	214	197	213	269	151	131	16	189	207	236	223	180	201	102	88	249	166	88	264	179	182	137	226	216	249	275	153	162	257	192	176	115	28	188	169	130	153	131	202	12	13					
		11.75%	16.99%	10.02%	11.71%	11.29%	12.03%	10.67%	12.15%	11.74%	5.60%	9.65%	12.14%	12.57%	10.87%	10.31%	11.61%	13.84%	14.98%	12.01%	14.49%	12.13%	10.63%	9.78%	26.67%	9.71%	11.47%	16.98%	13.05%	10.93%	11.04%	6.74%	4.16%	14.85%	14.80%	11.07%	15.05%	12.04%	11.03%	10.78%	11.93%	16.01%	13.44%	13.55%	14.17%	16.67%	16.32%	14.24%	11.69%	11.26%	2.09%	10.49%	10.95%	7.86%	12.29%	13.53%	17.05%	5.15%	6.95%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6353	147	130	203	153	146	32	49	102	108	90	45	128	126	120	117	40	163	182	94	170	123	99	8	196	118	172	158	142	193	60	111	137	89	75	139	219	140	90	163	14	86	180	113	95	160	69	115	68	25	176	78	97	65	87	133	8	7					
		7.52%	12.01%	7.36%	9.21%	9.28%	8.21%	2.07%	3.44%	5.21%	6.30%	6.43%	2.91%	7.42%	8.67%	6.21%	7.27%	2.71%	11.41%	11.10%	6.39%	7.66%	8.66%	7.39%	13.33%	10.07%	6.54%	12.37%	9.25%	8.62%	10.60%	3.96%	5.25%	8.17%	7.93%	9.43%	7.92%	14.73%	8.48%	7.08%	8.60%	1.04%	4.64%	8.87%	10.46%	9.77%	10.16%	5.12%	7.64%	6.66%	1.87%	9.82%	5.05%	5.87%	5.22%	8.99%	11.22%	3.43%	3.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1027	25	22	38	21	38	17	14	23	32	17	4	21	26	3	21	19	18	25	23	35	21	23	0	30	19	22	32	15	13	0	10	13	12	8	30	16	19	8	26	6	14	5	16	17	27	12	26	24	6	27	5	4	27	23	21	4	4					
		1.22%	2.04%	1.25%	1.72%	1.27%	2.14%	1.10%	0.98%	1.17%	1.87%	1.22%	0.26%	1.22%	1.79%	0.16%	1.30%	1.29%	1.26%	1.52%	1.56%	1.58%	1.48%	1.72%	0.00%	1.54%	1.05%	1.58%	1.87%	0.91%	0.71%	0.00%	0.47%	0.78%	1.07%	1.01%	1.71%	1.08%	1.15%	0.63%	1.37%	0.44%	0.76%	0.25%	1.48%	1.75%	1.71%	0.89%	1.73%	2.35%	0.45%	1.51%	0.32%	0.24%	2.17%	2.38%	1.77%	1.72%	2.14%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14479	320	348	456	302	273	336	227	262	122	250	113	335	250	455	246	305	290	347	357	491	243	213	16	323	387	331	299	281	308	184	240	229	118	111	353	227	215	202	370	306	142	362	213	226	291	283	261	187	181	328	141	180	206	136	258	25	18					
		17.14%	26.14%	19.69%	20.70%	18.33%	15.35%	21.73%	15.94%	13.37%	7.12%	17.87%	7.30%	19.41%	17.21%	23.56%	15.28%	20.69%	20.29%	21.16%	24.29%	22.14%	17.10%	15.91%	26.67%	16.60%	21.44%	23.81%	17.50%	17.06%	16.92%	12.15%	11.35%	13.66%	10.52%	13.96%	20.13%	15.27%	13.03%	15.89%	19.53%	22.68%	7.66%	17.84%	19.72%	23.25%	18.48%	20.99%	17.33%	18.32%	13.52%	18.29%	9.13%	10.89%	16.55%	14.05%	21.77%	10.73%	9.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6169	134	209	258	138	156	34	91	111	34	30	43	123	118	10	102	46	158	174	189	289	129	140	6	130	207	139	175	215	177	0	2	71	69	64	242	94	147	72	127	13	7	43	100	201	208	139	153	125	8	146	7	2	127	81	129	17	10					
		7.30%	10.95%	11.83%	11.71%	8.37%	8.77%	2.20%	6.39%	5.67%	1.98%	2.14%	2.78%	7.13%	8.12%	0.52%	6.34%	3.12%	11.06%	10.61%	12.86%	13.03%	9.08%	10.46%	10.00%	6.68%	11.47%	10.00%	10.24%	13.05%	9.73%	0.00%	0.09%	4.23%	6.15%	8.05%	13.80%	6.32%	8.91%	5.66%	6.70%	0.96%	0.38%	2.12%	9.26%	20.68%	13.21%	10.31%	10.16%	12.24%	0.60%	8.14%	0.45%	0.12%	10.20%	8.37%	10.89%	7.30%	5.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	44719	365	787	905	807	903	937	826	1205	1286	857	1141	873	726	1141	895	835	520	667	559	899	721	708	11	1056	836	436	776	769	888	1133	1649	967	646	404	686	698	913	738	944	781	1347	1161	452	247	601	634	737	480	1078	890	1136	1233	629	488	415	165	132					
		52.95%	29.82%	44.54%	41.08%	48.97%	50.76%	60.61%	58.01%	61.51%	75.03%	61.26%	73.66%	50.58%	49.97%	59.09%	55.59%	56.65%	36.39%	40.67%	38.03%	40.53%	50.74%	52.88%	18.33%	54.27%	46.32%	31.37%	45.41%	46.69%	48.79%	74.83%	78.00%	57.66%	57.58%	50.82%	39.11%	46.94%	55.33%	58.06%	49.82%	57.89%	72.69%	57.22%	41.85%	25.41%	38.16%	47.03%	48.94%	47.01%	80.51%	49.64%	73.58%	74.59%	50.52%	50.41%	35.02%	70.82%	70.59%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	549	11	11	21	5	9	16	17	10	17	13	2	11	7	2	12	10	6	17	9	23	10	7	2	8	7	21	19	13	13	3	5	6	6	7	15	11	13	7	11	3	8	3	7	8	15	8	16	5	8	11	2	2	16	8	11	2	3					
		0.65%	0.90%	0.62%	0.95%	0.30%	0.51%	1.03%	1.19%	0.51%	0.99%	0.93%	0.13%	0.64%	0.48%	0.10%	0.75%	0.68%	0.42%	1.04%	0.61%	1.04%	0.70%	0.52%	3.33%	0.41%	0.39%	1.51%	1.11%	0.79%	0.71%	0.20%	0.24%	0.36%	0.53%	0.88%	0.86%	0.74%	0.79%	0.55%	0.58%	0.22%	0.43%	0.15%	0.65%	0.82%	0.95%	0.59%	1.06%	0.49%	0.60%	0.61%	0.13%	0.12%	1.29%	0.83%	0.93%	0.86%	1.60%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
