Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    район Ясенево																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №3267	УИК №3268					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2830	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	70	50	50	51	49	50	60	50	50	50	50	50	80	50	50	50	70	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1881	32	35	36	35	26	38	41	20	34	37	39	32	19	35	30	27	24	34	23	44	34	28	53	50	28	51	38	41	54	34	1	49	36	22	54	41	36	32	53	48	42	41	36	16	18	43	26	47	27	38	33	31	22	27	10	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1801	29	39	90	21	90	27	36	31	19	22	25	25	16	13	30	19	16	24	19	27	32	35	17	18	52	38	41	14	12	41	11	17	17	17	34	15	46	39	35	25	56	41	75	40	43	61	18	27	42	20	15	32	32	63	14	17	31					
14	Число погашенных неиспользованных открепительных удостоверений	949	18	15	14	15	24	12	9	30	16	13	11	18	31	15	20	23	26	16	27	6	16	22	17	0	22	0	11	9	6	16	49	1	14	28	26	9	14	18	17	2	8	9	14	34	32	7	24	3	23	12	17	19	28	23	40	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	142	0	2	2	4	1	2	1	3	2	2	6	1	1	0	5	1	1	3	4	3	1	1	6	0	1	1	1	4	5	2	0	5	1	0	4	0	3	0	5	1	7	1	6	5	1	3	2	7	2	7	2	2	1	7	4	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	1960	33	44	29	36	43	30	39	40	36	38	42	48	27	62	28	39	43	34	47	43	39	31	36	46	35	26	35	45	37	38	2	47	22	21	32	39	44	38	39	40	55	20	44	13	29	31	25	27	21	38	41	34	43	28	14	12	12					
		3.08%	3.45%	3.42%	2.41%	2.87%	4.02%	2.24%	2.76%	4.04%	3.71%	3.08%	2.88%	5.04%	2.88%	4.74%	2.49%	3.16%	4.42%	3.36%	4.16%	3.32%	3.36%	2.63%	2.30%	3.77%	4.43%	1.95%	2.83%	3.66%	3.06%	2.70%	2.20%	3.03%	2.32%	2.32%	2.32%	3.15%	3.51%	3.30%	2.73%	2.95%	4.00%	1.58%	3.02%	2.12%	2.73%	2.41%	2.53%	1.96%	2.09%	3.80%	3.72%	3.11%	3.84%	2.66%	1.99%	5.06%	5.58%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1700	33	42	36	32	18	23	28	19	27	34	43	33	16	31	36	44	54	32	19	23	36	50	37	35	23	29	40	22	49	27	1	46	23	29	35	24	29	31	30	35	41	31	32	18	21	41	36	30	32	26	20	31	23	26	28	7	3					
		2.67%	3.45%	3.27%	2.99%	2.55%	1.68%	1.72%	1.98%	1.92%	2.78%	2.75%	2.95%	3.46%	1.71%	2.37%	3.21%	3.57%	5.56%	3.16%	1.68%	1.78%	3.10%	4.24%	2.36%	2.87%	2.91%	2.17%	3.24%	1.79%	4.05%	1.92%	1.10%	2.97%	2.42%	3.20%	2.54%	1.94%	2.32%	2.69%	2.10%	2.58%	2.98%	2.46%	2.20%	2.93%	1.97%	3.18%	3.64%	2.18%	3.19%	2.60%	1.81%	2.83%	2.05%	2.47%	3.98%	2.95%	1.40%					
20	3.Политическая партия «Демократическая партия России»	136	4	4	2	1	1	3	4	2	2	3	1	1	1	2	2	3	4	1	0	4	3	2	6	4	1	4	1	0	3	3	1	6	2	0	1	1	3	3	0	3	4	2	4	0	4	8	0	0	4	1	0	3	4	6	4	0	0					
		0.21%	0.42%	0.31%	0.17%	0.08%	0.09%	0.22%	0.28%	0.20%	0.21%	0.24%	0.07%	0.10%	0.11%	0.15%	0.18%	0.24%	0.41%	0.10%	0.00%	0.31%	0.26%	0.17%	0.38%	0.33%	0.13%	0.30%	0.08%	0.00%	0.25%	0.21%	1.10%	0.39%	0.21%	0.00%	0.07%	0.08%	0.24%	0.26%	0.00%	0.22%	0.29%	0.16%	0.27%	0.00%	0.38%	0.62%	0.00%	0.00%	0.40%	0.10%	0.00%	0.27%	0.36%	0.57%	0.57%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9260	195	219	149	140	184	136	264	145	167	164	216	148	118	180	163	166	134	186	150	169	150	203	262	163	115	149	175	164	207	241	17	264	116	123	171	205	163	135	188	256	225	125	172	71	135	189	176	221	153	162	163	132	141	152	106	52	25					
		14.53%	20.38%	17.04%	12.37%	11.15%	17.21%	10.16%	18.67%	14.66%	17.22%	13.28%	14.82%	15.53%	12.61%	13.76%	14.51%	13.45%	13.79%	18.38%	13.27%	13.05%	12.93%	17.23%	16.74%	13.36%	14.56%	11.15%	14.17%	13.32%	17.12%	17.15%	18.68%	17.03%	12.21%	13.58%	12.41%	16.56%	13.02%	11.71%	13.18%	18.85%	16.38%	9.90%	11.81%	11.56%	12.69%	14.67%	17.81%	16.06%	15.24%	16.18%	14.78%	12.05%	12.58%	14.46%	15.08%	21.94%	11.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1918	42	53	32	31	47	15	37	31	62	30	55	27	13	41	31	48	30	35	29	26	26	66	44	24	12	26	42	34	49	48	4	54	26	38	27	49	31	49	39	46	50	21	41	17	24	29	30	30	41	28	38	33	23	17	31	11	5					
		3.01%	4.39%	4.12%	2.66%	2.47%	4.40%	1.12%	2.62%	3.13%	6.39%	2.43%	3.77%	2.83%	1.39%	3.13%	2.76%	3.89%	3.09%	3.46%	2.57%	2.01%	2.24%	5.60%	2.81%	1.97%	1.52%	1.95%	3.40%	2.76%	4.05%	3.42%	4.40%	3.48%	2.74%	4.19%	1.96%	3.96%	2.48%	4.25%	2.73%	3.39%	3.64%	1.66%	2.82%	2.77%	2.26%	2.25%	3.04%	2.18%	4.08%	2.80%	3.45%	3.01%	2.05%	1.62%	4.41%	4.64%	2.33%					
23	6.Политическая партия «Партия социальной справедливости»	287	6	3	5	8	9	8	4	8	7	7	7	5	7	9	7	3	2	4	5	6	6	4	7	5	1	5	6	3	6	6	1	8	3	1	2	7	7	3	10	6	6	3	7	0	2	8	4	4	7	4	5	5	2	5	6	1	1					
		0.45%	0.63%	0.23%	0.41%	0.64%	0.84%	0.60%	0.28%	0.81%	0.72%	0.57%	0.48%	0.52%	0.75%	0.69%	0.62%	0.24%	0.21%	0.40%	0.44%	0.46%	0.52%	0.34%	0.45%	0.41%	0.13%	0.37%	0.49%	0.24%	0.50%	0.43%	1.10%	0.52%	0.32%	0.11%	0.15%	0.57%	0.56%	0.26%	0.70%	0.44%	0.44%	0.24%	0.48%	0.00%	0.19%	0.62%	0.40%	0.29%	0.70%	0.40%	0.45%	0.46%	0.18%	0.48%	0.85%	0.42%	0.47%					
24	7.Политическая партия «Либерально-демократическая партия России»	4604	42	91	98	78	61	125	102	76	47	101	113	47	56	80	81	85	82	62	90	71	109	81	104	100	70	99	62	106	86	71	3	103	69	61	124	91	87	111	128	98	112	136	147	34	73	90	57	114	58	68	57	92	100	71	36	3	5					
		7.23%	4.39%	7.08%	8.13%	6.21%	5.71%	9.34%	7.21%	7.68%	4.85%	8.18%	7.76%	4.93%	5.98%	6.12%	7.21%	6.89%	8.44%	6.13%	7.96%	5.48%	9.40%	6.88%	6.65%	8.20%	8.86%	7.41%	5.02%	8.61%	7.11%	5.05%	3.30%	6.65%	7.26%	6.73%	8.99%	7.35%	6.95%	9.63%	8.98%	7.22%	8.15%	10.78%	10.10%	5.54%	6.86%	6.99%	5.77%	8.28%	5.78%	6.79%	5.17%	8.40%	8.92%	6.76%	5.12%	1.27%	2.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5136	74	115	98	135	101	87	115	67	62	88	119	89	91	119	95	122	90	94	98	123	124	79	147	85	52	103	88	118	85	109	4	110	93	92	82	97	116	77	112	106	119	86	103	42	74	88	92	103	72	67	97	70	82	83	64	14	19					
		8.06%	7.73%	8.95%	8.13%	10.75%	9.45%	6.50%	8.13%	6.77%	6.39%	7.13%	8.17%	9.34%	9.72%	9.10%	8.46%	9.89%	9.26%	9.29%	8.67%	9.50%	10.69%	6.71%	9.39%	6.97%	6.58%	7.71%	7.13%	9.59%	7.03%	7.76%	4.40%	7.10%	9.79%	10.15%	5.95%	7.84%	9.27%	6.68%	7.85%	7.81%	8.66%	6.81%	7.07%	6.84%	6.95%	6.83%	9.31%	7.49%	7.17%	6.69%	8.79%	6.39%	7.31%	7.90%	9.10%	5.91%	8.84%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1170	33	21	21	28	39	10	44	16	18	16	33	18	13	19	16	16	24	13	20	19	21	26	31	35	7	20	29	27	29	28	0	36	17	13	18	26	19	21	28	19	36	11	28	6	15	18	21	21	16	17	15	12	19	24	14	6	4					
		1.84%	3.45%	1.63%	1.74%	2.23%	3.65%	0.75%	3.11%	1.62%	1.86%	1.30%	2.26%	1.89%	1.39%	1.45%	1.42%	1.30%	2.47%	1.28%	1.77%	1.47%	1.81%	2.21%	1.98%	2.87%	0.89%	1.50%	2.35%	2.19%	2.40%	1.99%	0.00%	2.32%	1.79%	1.43%	1.31%	2.10%	1.52%	1.82%	1.96%	1.40%	2.62%	0.87%	1.92%	0.98%	1.41%	1.40%	2.13%	1.53%	1.59%	1.70%	1.36%	1.10%	1.69%	2.28%	1.99%	2.53%	1.86%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	32475	424	579	673	662	485	845	613	519	436	666	663	463	533	654	529	567	429	474	584	717	555	505	762	641	425	782	646	622	542	706	52	740	497	434	792	572	653	557	767	630	614	772	789	373	625	703	489	744	508	538	596	612	615	550	327	96	129					
		50.96%	44.31%	45.06%	55.85%	52.71%	45.37%	63.15%	43.35%	52.48%	44.95%	53.93%	45.50%	48.58%	56.94%	50.00%	47.11%	45.95%	44.14%	46.84%	51.68%	55.37%	47.84%	42.87%	48.69%	52.54%	53.80%	58.53%	52.31%	50.53%	44.83%	50.25%	57.14%	47.74%	52.32%	47.90%	57.47%	46.20%	52.16%	48.31%	53.79%	46.39%	44.69%	61.17%	54.19%	60.75%	58.74%	54.58%	49.49%	54.07%	50.60%	53.75%	54.03%	55.89%	54.86%	52.33%	46.51%	40.51%	60.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	4290	62	103	50	89	72	37	143	55	90	76	142	67	57	91	109	134	70	71	70	83	76	112	109	70	43	63	92	71	97	115	5	117	66	84	74	110	85	119	66	105	96	25	68	31	50	67	46	67	79	45	64	62	62	68	65	33	12					
		6.73%	6.48%	8.02%	4.15%	7.09%	6.74%	2.77%	10.11%	5.56%	9.28%	6.15%	9.75%	7.03%	6.09%	6.96%	9.71%	10.86%	7.20%	7.02%	6.19%	6.41%	6.55%	9.51%	6.96%	5.74%	5.44%	4.72%	7.45%	5.77%	8.02%	8.19%	5.49%	7.55%	6.95%	9.27%	5.37%	8.89%	6.79%	10.32%	4.63%	7.73%	6.99%	1.98%	4.67%	5.05%	4.70%	5.20%	4.66%	4.87%	7.87%	4.50%	5.80%	5.66%	5.53%	6.47%	9.25%	13.92%	5.58%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
