Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Зейская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330									
		0.31%	1.12%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.53%	1.06%	0.57%	0.18%	1.87%	0.00%	0.39%	0.14%	0.75%	0.00%	0.00%	1.47%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	1	0	0	1	0	1									
		0.22%	0.00%	0.00%	0.00%	0.55%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.38%	0.39%	0.00%	0.00%	0.63%	0.00%	0.37%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2096	103	45	66	211	234	44	18	48	24	23	59	46	15	38	7	60	29	17	59	71	41	211	46	66	67	257	58	41	64	28									
		32.87%	38.43%	41.28%	35.87%	38.50%	44.07%	35.77%	16.51%	35.04%	26.97%	30.67%	31.55%	32.39%	32.61%	29.23%	16.67%	27.03%	18.35%	45.95%	31.22%	37.57%	23.43%	37.02%	42.99%	24.81%	25.87%	36.20%	43.28%	25.79%	30.77%	10.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0									
		0.11%	0.00%	0.92%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	0	1	4	1	0	0	0	1	2	1	2	0	2	0	0	0	0	1	0	0	1	0	3	0	3	0	2	1	0									
		0.39%	0.00%	0.00%	0.54%	0.73%	0.19%	0.00%	0.00%	0.00%	1.12%	2.67%	0.53%	1.41%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.18%	0.00%	1.13%	0.00%	0.42%	0.00%	1.26%	0.48%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	1	2	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	2	0	1	0	1	0	1	0	2									
		0.24%	0.00%	0.00%	0.00%	0.18%	0.38%	0.81%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.77%	2.38%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.38%	0.00%	0.14%	0.00%	0.63%	0.00%	0.73%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	0	3	2	0	5	1	0	2	0	2	0	1	0	1	0	2	0	0	3	0	0	5	0	1	2	3	0	1	1	6									
		0.64%	0.00%	2.75%	1.09%	0.00%	0.94%	0.81%	0.00%	1.46%	0.00%	2.67%	0.00%	0.70%	0.00%	0.77%	0.00%	0.90%	0.00%	0.00%	1.59%	0.00%	0.00%	0.88%	0.00%	0.38%	0.77%	0.42%	0.00%	0.63%	0.48%	2.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	834	33	11	20	89	65	8	5	14	11	3	28	13	6	12	3	22	21	3	53	52	25	95	5	47	32	68	10	9	42	29									
		13.08%	12.31%	10.09%	10.87%	16.24%	12.24%	6.50%	4.59%	10.22%	12.36%	4.00%	14.97%	9.15%	13.04%	9.23%	7.14%	9.91%	13.29%	8.11%	28.04%	27.51%	14.29%	16.67%	4.67%	17.67%	12.36%	9.58%	7.46%	5.66%	20.19%	10.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	2	0	0	2	2	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	5	0	0	1	2	0	0	1	4									
		0.38%	0.75%	0.00%	0.00%	0.36%	0.38%	0.00%	1.83%	0.00%	0.00%	2.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.88%	0.00%	0.00%	0.39%	0.28%	0.00%	0.00%	0.48%	1.47%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	127	4	2	4	14	10	0	1	2	1	0	4	3	1	0	1	3	1	0	2	1	6	12	3	10	8	17	2	6	4	5									
		1.99%	1.49%	1.83%	2.17%	2.55%	1.88%	0.00%	0.92%	1.46%	1.12%	0.00%	2.14%	2.11%	2.17%	0.00%	2.38%	1.35%	0.63%	0.00%	1.06%	0.53%	3.43%	2.11%	2.80%	3.76%	3.09%	2.39%	1.49%	3.77%	1.92%	1.83%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
