Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Боготольская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	2	5	0	0	0	1	1	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0									
		0.47%	1.56%	1.01%	0.00%	0.00%	0.00%	0.21%	0.88%	0.00%	0.00%	0.00%	0.00%	0.97%	0.85%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	2	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0									
		0.22%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.85%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	799	34	93	20	12	13	87	23	47	16	1	16	74	31	116	23	15	22	5	33	6	80	13	6	13									
		22.31%	26.56%	18.75%	12.58%	12.63%	15.66%	18.51%	20.18%	19.11%	19.75%	2.70%	29.63%	23.87%	26.50%	36.25%	48.94%	35.71%	17.32%	11.90%	33.67%	16.22%	24.32%	22.41%	17.14%	22.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.20%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	1	4	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0									
		0.34%	0.78%	0.81%	0.00%	0.00%	0.00%	0.21%	0.00%	0.81%	0.00%	0.00%	1.85%	0.00%	0.85%	0.31%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	0	0	1	0	0	0									
		0.25%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.31%	0.00%	0.00%	0.79%	2.38%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	10	2	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0									
		0.28%	1.56%	0.20%	0.63%	1.05%	0.00%	0.21%	0.00%	0.41%	0.00%	0.00%	0.00%	0.32%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	408	16	50	28	13	12	37	9	28	5	0	3	20	24	38	1	4	19	11	7	1	60	10	4	8									
		11.39%	12.50%	10.08%	17.61%	13.68%	14.46%	7.87%	7.89%	11.38%	6.17%	0.00%	5.56%	6.45%	20.51%	11.88%	2.13%	9.52%	14.96%	26.19%	7.14%	2.70%	18.24%	17.24%	11.43%	14.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	1	8	4	0	0	2	2	2	2	0	0	5	1	2	0	1	1	0	4	0	2	0	1	0									
		1.06%	0.78%	1.61%	2.52%	0.00%	0.00%	0.43%	1.75%	0.81%	2.47%	0.00%	0.00%	1.61%	0.85%	0.63%	0.00%	2.38%	0.79%	0.00%	4.08%	0.00%	0.61%	0.00%	2.86%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	75	1	22	2	0	7	1	2	11	1	0	0	8	2	7	0	1	1	0	0	0	8	0	1	0									
		2.09%	0.78%	4.44%	1.26%	0.00%	8.43%	0.21%	1.75%	4.47%	1.23%	0.00%	0.00%	2.58%	1.71%	2.19%	0.00%	2.38%	0.79%	0.00%	0.00%	0.00%	2.43%	0.00%	2.86%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
