Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
"Наименование Избирательной комиссии:    Владимир, Ленинская"																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №390	УИК №391	УИК №392	УИК №394	УИК №395	УИК №396	УИК №397					
17	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11604	352	319	315	285	158	268	350	117	332	121	263	337	357	254	4	356	349	178	293	370	258	159	302	283	22	220	271	155	36	391	267	279	262	249	297	283	39	307	190	200	33	365	127	174	218	161	177	333	168					
		22.73%	25.09%	20.69%	23.08%	25.58%	23.10%	23.72%	28.97%	9.97%	24.02%	27.38%	25.53%	32.06%	24.84%	25.00%	21.05%	24.79%	26.89%	20.00%	24.23%	27.23%	21.43%	23.91%	23.84%	23.16%	0.75%	19.49%	25.07%	23.92%	15.86%	28.19%	27.53%	21.51%	27.04%	23.51%	25.74%	32.87%	23.35%	19.58%	22.59%	24.94%	19.30%	27.10%	15.64%	24.79%	28.24%	25.04%	20.25%	24.81%	22.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6821	175	250	171	118	114	162	159	136	164	55	119	131	230	158	2	177	207	116	176	135	184	106	166	173	7	237	122	72	17	180	118	201	175	196	156	105	24	241	153	133	28	167	191	100	103	93	121	211	86					
		13.36%	12.47%	16.21%	12.53%	10.59%	16.67%	14.34%	13.16%	11.59%	11.87%	12.44%	11.55%	12.46%	16.01%	15.55%	10.53%	12.33%	15.95%	13.03%	14.56%	9.93%	15.28%	15.94%	13.10%	14.16%	0.24%	20.99%	11.29%	11.11%	7.49%	12.98%	12.16%	15.50%	18.06%	18.51%	13.52%	12.20%	14.37%	15.37%	18.19%	16.58%	16.37%	12.40%	23.52%	14.25%	13.34%	14.46%	13.84%	15.72%	11.72%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	787	33	46	30	6	8	18	15	23	17	2	28	24	17	8	0	29	21	15	15	20	10	4	22	17	1	17	17	7	7	23	16	18	10	17	20	11	0	41	15	18	3	13	19	8	12	15	16	23	12					
		1.54%	2.35%	2.98%	2.20%	0.54%	1.17%	1.59%	1.24%	1.96%	1.23%	0.45%	2.72%	2.28%	1.18%	0.79%	0.00%	2.02%	1.62%	1.69%	1.24%	1.47%	0.83%	0.60%	1.74%	1.39%	0.03%	1.51%	1.57%	1.08%	3.08%	1.66%	1.65%	1.39%	1.03%	1.61%	1.73%	1.28%	0.00%	2.61%	1.78%	2.24%	1.75%	0.97%	2.34%	1.14%	1.55%	2.33%	1.83%	1.71%	1.63%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11996	368	430	337	286	181	305	281	333	329	128	264	247	353	246	4	403	313	205	331	427	265	131	329	348	4	293	269	196	35	319	216	238	177	178	332	185	19	379	222	211	30	384	172	162	182	174	207	342	226					
		23.50%	26.23%	27.89%	24.69%	25.67%	26.46%	26.99%	23.26%	28.39%	23.81%	28.96%	25.63%	23.50%	24.57%	24.21%	21.05%	28.06%	24.11%	23.03%	27.38%	31.42%	22.01%	19.70%	25.97%	28.48%	0.14%	25.95%	24.88%	30.25%	15.42%	22.99%	22.27%	18.35%	18.27%	16.81%	28.77%	21.49%	11.38%	24.17%	26.40%	26.31%	17.54%	28.51%	21.18%	23.08%	23.58%	27.06%	23.68%	25.48%	30.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3194	117	68	84	71	49	104	87	102	95	29	80	87	81	70	1	105	88	59	98	113	59	87	90	76	1	53	74	78	2	67	61	42	30	38	89	42	3	119	62	45	5	88	40	54	53	46	47	94	61					
		6.26%	8.34%	4.41%	6.15%	6.37%	7.16%	9.20%	7.20%	8.70%	6.87%	6.56%	7.77%	8.28%	5.64%	6.89%	5.26%	7.31%	6.78%	6.63%	8.11%	8.31%	4.90%	13.08%	7.10%	6.22%	0.03%	4.69%	6.85%	12.04%	0.88%	4.83%	6.29%	3.24%	3.10%	3.59%	7.71%	4.88%	1.80%	7.59%	7.37%	5.61%	2.92%	6.53%	4.93%	7.69%	6.87%	7.15%	5.38%	7.00%	8.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15345	320	392	392	327	160	248	290	294	426	101	244	200	363	256	8	322	297	213	269	262	413	172	325	297	2910	277	292	123	104	373	280	486	300	357	244	226	79	453	183	174	71	298	244	195	187	143	286	305	164					
		30.06%	22.81%	25.42%	28.72%	29.35%	23.39%	21.95%	24.01%	25.06%	30.82%	22.85%	23.69%	19.03%	25.26%	25.20%	42.11%	22.42%	22.88%	23.93%	22.25%	19.28%	34.30%	25.86%	25.65%	24.30%	98.61%	24.53%	27.01%	18.98%	45.81%	26.89%	28.87%	37.47%	30.96%	33.71%	21.14%	26.25%	47.31%	28.89%	21.76%	21.70%	41.52%	22.12%	30.05%	27.78%	24.22%	22.24%	32.72%	22.73%	22.34%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	507	17	14	12	5	8	6	7	131	9	3	9	5	16	7	0	26	5	10	11	12	7	3	12	12	1	7	11	6	1	9	5	12	3	4	2	5	0	13	7	8	1	14	10	4	6	6	9	11	5					
		0.99%	1.21%	0.91%	0.88%	0.45%	1.17%	0.53%	0.58%	11.17%	0.65%	0.68%	0.87%	0.48%	1.11%	0.69%	0.00%	1.81%	0.39%	1.12%	0.91%	0.88%	0.58%	0.45%	0.95%	0.98%	0.03%	0.62%	1.02%	0.93%	0.44%	0.65%	0.52%	0.93%	0.31%	0.38%	0.17%	0.58%	0.00%	0.83%	0.83%	0.99%	0.58%	1.04%	1.23%	0.57%	0.78%	0.93%	1.03%	0.82%	0.68%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
