12	Число открепительных удостоверений, выданных избирателям на избирательном участке	4039	48	19	49	47	42	37	27	38	20	33	24	50	47	71	48	80	76	57	32	50	50	49	64	55	39	54	49	55	34	59	64	65	24	76	68	61	39	40	60	45	63	49	57	79	85	78	50	72	65	57	63	69	41	52	60	61	73	65	56	62	60	63	55	84	60	80	60	45	57	85	65	70	0	0	0	0	14	4	35									
13	Число избирателей, проголосовавших по открепительным удостоверениям	5389	79	19	37	51	52	26	17	33	45	13	58	23	28	53	93	87	71	37	99	61	36	26	44	98	26	28	42	37	69	78	52	595	45	49	51	73	52	48	20	59	60	24	21	63	66	245	106	43	38	81	72	45	37	16	39	13	42	96	29	24	37	35	51	57	61	27	58	37	112	47	28	49	74	41	395	435	21	110	44									
14	Число неиспользованных открепительных удостоверений	425	7	1	1	3	13	13	13	2	5	2	6	10	3	9	2	0	14	3	8	0	0	11	6	0	1	11	11	5	6	11	6	10	6	9	7	9	6	5	5	15	7	6	3	11	5	7	10	7	0	8	7	1	4	3	5	4	12	0	14	13	10	7	5	1	0	0	0	5	3	0	0	0	0	0	0	0	1	6	5									
15	Число открепительных удостоверений, выданных избирателям ТИК	350	5	0	8	4	1	3	2	4	5	2	2	8	4	15	10	13	8	1	2	12	8	9	6	6	6	5	2	8	3	4	7	8	0	6	2	3	2	2	3	4	4	5	5	7	5	7	4	5	6	2	9	5	3	3	0	2	4	4	3	5	6	8	5	1	1	5	4	7	3	5	4	5	0	0	0	0	1	0	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																										
19	Жириновский Владимир Вольфович	6049	83	57	93	90	43	46	58	54	49	94	56	81	59	85	68	72	82	67	56	79	65	61	53	70	52	86	87	87	91	102	101	109	32	70	81	55	52	60	74	60	68	62	93	115	88	119	92	75	78	81	70	75	78	92	76	82	75	99	99	93	79	83	64	89	80	82	81	82	81	73	62	82	55	26	219	199	17	11	54									
		5.62%	6.30%	9.48%	5.45%	5.95%	4.23%	4.83%	6.81%	6.46%	6.81%	8.74%	7.45%	7.59%	5.89%	4.90%	4.06%	4.76%	6.11%	4.76%	4.96%	5.25%	4.58%	4.96%	3.84%	4.48%	4.52%	6.83%	5.64%	5.89%	7.24%	6.20%	6.55%	5.54%	3.41%	3.49%	4.18%	3.70%	4.96%	4.29%	5.07%	3.99%	4.71%	4.54%	5.33%	5.83%	5.56%	5.84%	6.37%	4.86%	5.70%	4.50%	4.70%	4.41%	4.68%	5.60%	6.03%	5.69%	5.51%	6.16%	6.19%	5.55%	3.99%	5.00%	4.40%	4.77%	6.28%	5.92%	5.12%	6.15%	5.27%	5.34%	4.53%	5.88%	6.34%	9.56%	29.20%	25.19%	4.06%	4.55%	3.90%									
20	Зюганов Геннадий Андреевич	15334	130	91	245	228	128	141	137	86	81	145	106	147	151	215	244	255	194	190	143	216	208	186	238	265	158	215	199	184	164	243	262	212	99	271	279	259	185	203	239	269	260	210	264	255	214	230	228	226	202	249	271	226	214	250	259	214	225	244	239	242	237	210	224	274	212	242	219	172	205	217	180	216	106	38	22	26	45	17	139									
		14.25%	9.87%	15.14%	14.36%	15.08%	12.60%	14.80%	16.08%	10.29%	11.25%	13.49%	14.10%	13.78%	15.07%	12.41%	14.56%	16.87%	14.47%	13.48%	12.67%	14.35%	14.66%	15.11%	17.25%	16.95%	13.74%	17.08%	12.90%	12.46%	13.05%	14.77%	17.00%	10.77%	10.55%	13.51%	14.39%	17.42%	17.65%	14.52%	16.38%	17.89%	17.99%	15.38%	15.14%	12.92%	13.52%	11.28%	15.79%	14.65%	14.76%	13.82%	18.21%	13.28%	12.83%	15.23%	20.56%	14.86%	16.54%	15.19%	14.95%	14.44%	11.99%	12.65%	15.42%	14.70%	16.65%	17.47%	13.85%	12.89%	13.33%	15.89%	13.14%	15.49%	12.21%	13.97%	2.93%	3.29%	10.74%	7.02%	10.04%									
21	Миронов Сергей Михайлович	5774	47	24	74	67	54	56	43	44	27	42	26	61	52	105	79	95	107	89	51	98	98	73	94	73	81	63	70	69	49	73	92	95	34	92	100	90	56	69	71	95	77	63	86	110	70	118	95	87	80	92	94	89	76	97	79	80	88	106	94	100	81	72	103	100	80	102	107	96	72	73	65	71	49	14	12	15	22	11	70									
		5.37%	3.57%	3.99%	4.34%	4.43%	5.31%	5.88%	5.05%	5.26%	3.75%	3.91%	3.46%	5.72%	5.19%	6.06%	4.71%	6.28%	7.98%	6.32%	4.52%	6.51%	6.91%	5.93%	6.81%	4.67%	7.04%	5.00%	4.54%	4.67%	3.90%	4.44%	5.97%	4.82%	3.62%	4.59%	5.16%	6.05%	5.34%	4.94%	4.87%	6.32%	5.33%	4.62%	4.93%	5.58%	4.42%	5.79%	6.58%	5.64%	5.84%	5.11%	6.32%	5.23%	4.56%	5.91%	6.27%	5.56%	6.47%	6.60%	5.88%	5.97%	4.10%	4.34%	7.09%	5.36%	6.28%	7.36%	6.77%	7.20%	4.68%	5.34%	4.74%	5.09%	5.65%	5.15%	1.60%	1.90%	5.25%	4.55%	5.05%									
22	Прохоров Михаил Дмитриевич	12886	106	41	150	76	94	87	77	61	69	71	66	117	108	181	186	178	162	139	101	133	171	174	239	254	156	132	152	148	123	193	239	252	114	266	287	189	121	196	176	174	161	169	185	346	217	241	171	168	143	191	257	146	249	188	152	140	152	245	226	209	340	161	144	246	164	187	202	152	206	196	210	207	71	29	107	61	34	52	202									
		11.98%	8.05%	6.82%	8.79%	5.03%	9.25%	9.13%	9.04%	7.30%	9.58%	6.60%	8.78%	10.97%	10.78%	10.44%	11.10%	11.77%	12.08%	9.87%	8.95%	8.84%	12.05%	14.13%	17.32%	16.25%	13.57%	10.48%	9.85%	10.02%	9.79%	11.73%	15.51%	12.80%	12.15%	13.26%	14.80%	12.71%	11.55%	14.02%	12.06%	11.57%	11.14%	12.38%	10.61%	17.54%	13.71%	11.82%	11.84%	10.89%	10.45%	10.60%	17.27%	8.58%	14.93%	11.45%	12.06%	9.72%	11.18%	15.26%	14.13%	12.47%	17.21%	9.70%	9.91%	13.20%	12.88%	13.50%	12.78%	11.39%	13.39%	14.35%	15.33%	14.85%	8.18%	10.66%	14.27%	7.72%	8.11%	21.49%	14.58%									
23	Путин Владимир Владимирович	66016	938	382	1120	1035	688	611	529	583	489	714	489	644	621	1136	1082	886	769	913	766	961	862	713	705	888	679	742	1014	973	822	1024	823	1278	646	1270	1150	877	617	845	887	887	845	850	1101	1111	977	1303	830	961	850	1169	776	1148	1034	995	670	903	804	884	910	1013	1220	1120	894	1132	718	755	953	816	947	787	831	798	572	158	317	448	296	150	912									
		61.36%	71.22%	63.56%	65.65%	68.45%	67.72%	64.11%	62.09%	69.74%	67.92%	66.42%	65.03%	60.36%	61.98%	65.55%	64.56%	58.60%	57.35%	64.80%	67.85%	63.85%	60.75%	57.92%	51.09%	56.81%	59.04%	58.94%	65.72%	65.88%	65.39%	62.25%	53.41%	64.91%	68.87%	63.31%	59.31%	58.98%	58.87%	60.44%	60.80%	58.98%	58.48%	62.27%	63.13%	56.31%	61.72%	63.90%	57.48%	62.28%	62.09%	64.87%	52.15%	67.45%	61.99%	60.60%	53.17%	62.71%	59.12%	55.04%	56.91%	60.44%	61.74%	67.47%	61.53%	60.73%	56.40%	54.51%	60.28%	61.17%	61.57%	57.61%	60.66%	57.25%	65.90%	58.09%	42.27%	56.71%	70.64%	61.98%	65.85%									
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
