Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Смоленская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	824	8	54	6	6	15	26	25	24	18	19	6	57	22	113	3	2	57	19	27	7	4	35	23	11	27	36	4	2	17	21	1	37	10	6	18	14	5	15	6	3	14	1					
		4.01%	3.88%	5.54%	1.70%	1.75%	2.85%	2.49%	2.38%	10.08%	2.68%	3.01%	3.37%	5.22%	9.40%	7.03%	2.19%	1.40%	6.22%	6.69%	2.83%	1.84%	1.72%	8.05%	5.99%	1.93%	15.61%	2.83%	3.67%	0.61%	2.27%	2.94%	0.76%	6.27%	3.48%	3.16%	6.12%	4.67%	1.52%	2.11%	3.03%	2.05%	5.34%	0.57%					
19	2.Всероссийская политическая партия «Гражданская Сила»	112	0	2	2	3	1	7	10	1	3	2	0	4	0	9	0	1	7	1	5	0	1	1	0	5	1	13	1	4	2	8	3	5	0	0	4	2	1	1	0	1	1	0					
		0.55%	0.00%	0.21%	0.57%	0.88%	0.19%	0.67%	0.95%	0.42%	0.45%	0.32%	0.00%	0.37%	0.00%	0.56%	0.00%	0.70%	0.76%	0.35%	0.52%	0.00%	0.43%	0.23%	0.00%	0.88%	0.58%	1.02%	0.92%	1.22%	0.27%	1.12%	2.29%	0.85%	0.00%	0.00%	1.36%	0.67%	0.30%	0.14%	0.00%	0.68%	0.38%	0.00%					
20	3.Политическая партия «Демократическая партия России»	29	1	1	0	0	0	0	1	0	4	2	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	3	2	1	1	0	0	0	0	0	0	0	0					
		0.14%	0.49%	0.10%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.60%	0.32%	0.56%	0.27%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.13%	0.00%	2.29%	0.34%	0.35%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2132	12	133	21	32	60	133	190	10	81	75	17	106	13	151	10	7	73	19	96	32	18	35	57	74	9	140	6	17	83	128	7	26	10	15	24	25	26	96	21	9	22	13					
		10.38%	5.83%	13.64%	5.97%	9.36%	11.39%	12.72%	18.10%	4.20%	12.05%	11.87%	9.55%	9.71%	5.56%	9.40%	7.30%	4.90%	7.97%	6.69%	10.05%	8.42%	7.76%	8.05%	14.84%	12.96%	5.20%	11.01%	5.50%	5.18%	11.08%	17.90%	5.34%	4.41%	3.48%	7.89%	8.16%	8.33%	7.88%	13.48%	10.61%	6.16%	8.40%	7.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	79	0	10	2	1	5	3	4	0	1	3	0	4	0	9	0	1	1	0	1	4	0	2	1	1	0	6	1	0	2	10	0	2	0	0	0	0	0	4	0	1	0	0					
		0.38%	0.00%	1.03%	0.57%	0.29%	0.95%	0.29%	0.38%	0.00%	0.15%	0.47%	0.00%	0.37%	0.00%	0.56%	0.00%	0.70%	0.11%	0.00%	0.10%	1.05%	0.00%	0.46%	0.26%	0.18%	0.00%	0.47%	0.92%	0.00%	0.27%	1.40%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.68%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	2	2	0	0	0	2	0	2	0	0	3	1	4	0	0	2	1	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0					
		0.13%	0.00%	0.21%	0.57%	0.00%	0.00%	0.00%	0.19%	0.00%	0.30%	0.00%	0.00%	0.27%	0.43%	0.25%	0.00%	0.00%	0.22%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.13%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2475	26	114	31	43	56	163	144	22	62	72	28	134	28	181	17	20	99	35	115	39	18	48	38	64	29	179	10	38	100	83	22	100	22	22	40	26	44	81	12	12	37	21					
		12.04%	12.62%	11.69%	8.81%	12.57%	10.63%	15.58%	13.71%	9.24%	9.23%	11.39%	15.73%	12.27%	11.97%	11.26%	12.41%	13.99%	10.81%	12.32%	12.04%	10.26%	7.76%	11.03%	9.90%	11.21%	16.76%	14.07%	9.17%	11.59%	13.35%	11.61%	16.79%	16.95%	7.67%	11.58%	13.61%	8.67%	13.33%	11.38%	6.06%	8.22%	14.12%	12.07%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1716	6	60	19	27	52	96	97	16	49	52	13	80	16	194	15	10	85	17	80	54	16	26	36	54	12	109	8	42	54	93	6	38	17	13	13	13	21	61	16	6	18	6					
		8.35%	2.91%	6.15%	5.40%	7.89%	9.87%	9.18%	9.24%	6.72%	7.29%	8.23%	7.30%	7.33%	6.84%	12.07%	10.95%	6.99%	9.28%	5.99%	8.38%	14.21%	6.90%	5.98%	9.38%	9.46%	6.94%	8.57%	7.34%	12.80%	7.21%	13.01%	4.58%	6.44%	5.92%	6.84%	4.42%	4.33%	6.36%	8.57%	8.08%	4.11%	6.87%	3.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	199	1	5	4	2	3	14	6	1	10	9	1	15	2	12	3	2	8	1	4	4	0	2	6	12	2	21	0	4	7	9	0	7	4	4	2	0	1	4	1	2	3	1					
		0.97%	0.49%	0.51%	1.14%	0.58%	0.57%	1.34%	0.57%	0.42%	1.49%	1.42%	0.56%	1.37%	0.85%	0.75%	2.19%	1.40%	0.87%	0.35%	0.42%	1.05%	0.00%	0.46%	1.56%	2.10%	1.16%	1.65%	0.00%	1.22%	0.93%	1.26%	0.00%	1.19%	1.39%	2.11%	0.68%	0.00%	0.30%	0.56%	0.51%	1.37%	1.15%	0.57%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12363	150	561	243	221	319	575	557	157	396	385	107	667	152	901	86	77	557	177	581	229	167	279	206	336	90	731	77	209	465	347	87	354	216	123	184	213	228	423	137	107	156	130					
		60.17%	72.82%	57.54%	69.03%	64.62%	60.53%	54.97%	53.05%	65.97%	58.93%	60.92%	60.11%	61.08%	64.96%	56.07%	62.77%	53.85%	60.81%	62.32%	60.84%	60.26%	71.98%	64.14%	53.65%	58.84%	52.02%	57.47%	70.64%	63.72%	62.08%	48.53%	66.41%	60.00%	75.26%	64.74%	62.59%	71.00%	69.09%	59.41%	69.19%	73.29%	59.54%	74.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	137	0	2	4	4	1	9	6	0	4	5	4	7	0	14	2	1	9	0	7	3	1	2	2	6	0	12	1	0	6	6	0	2	0	0	3	1	1	6	2	1	2	1					
		0.67%	0.00%	0.21%	1.14%	1.17%	0.19%	0.86%	0.57%	0.00%	0.60%	0.79%	2.25%	0.64%	0.00%	0.87%	1.46%	0.70%	0.98%	0.00%	0.73%	0.79%	0.43%	0.46%	0.52%	1.05%	0.00%	0.94%	0.92%	0.00%	0.80%	0.84%	0.00%	0.34%	0.00%	0.00%	1.02%	0.33%	0.30%	0.84%	1.01%	0.68%	0.76%	0.57%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
