Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Бирилюсская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	2	3	1	0	0	0	0	0	1	0	1	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0									
		0.44%	0.31%	0.73%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.52%	0.00%	0.51%	3.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	1	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0									
		0.25%	0.16%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	3.13%	5.56%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	687	114	108	10	29	8	22	1	16	11	4	63	16	158	11	1	16	23	8	15	10	15	2	5	13	4	4									
		21.61%	17.87%	26.21%	13.70%	18.95%	21.62%	34.38%	3.33%	18.82%	17.46%	16.67%	32.47%	21.33%	27.01%	34.38%	5.56%	25.81%	17.42%	23.53%	13.39%	13.70%	12.50%	12.50%	15.63%	20.63%	11.76%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	5	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0									
		0.44%	0.78%	0.73%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.17%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	11	1	0	1	1	0	1	1	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0									
		0.75%	1.72%	0.24%	0.00%	0.65%	2.70%	0.00%	3.33%	1.18%	1.59%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0									
		0.13%	0.00%	0.24%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.13%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	2	2	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	1	0	0	0	0	0									
		0.50%	0.31%	0.49%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.74%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	507	118	63	19	24	4	8	6	7	14	2	33	13	89	5	2	11	16	8	10	8	11	0	12	9	12	3									
		15.95%	18.50%	15.29%	26.03%	15.69%	10.81%	12.50%	20.00%	8.24%	22.22%	8.33%	17.01%	17.33%	15.21%	15.63%	11.11%	17.74%	12.12%	23.53%	8.93%	10.96%	9.17%	0.00%	37.50%	14.29%	35.29%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	21	8	3	0	0	0	0	3	0	0	2	0	1	0	0	0	2	1	0	3	0	0	0	0	0	0									
		1.38%	3.29%	1.94%	4.11%	0.00%	0.00%	0.00%	0.00%	3.53%	0.00%	0.00%	1.03%	0.00%	0.17%	0.00%	0.00%	0.00%	1.52%	2.94%	0.00%	4.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	85	21	19	2	1	0	0	0	1	0	0	5	1	15	0	0	1	6	2	1	1	3	2	1	1	1	1									
		2.67%	3.29%	4.61%	2.74%	0.65%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	2.58%	1.33%	2.56%	0.00%	0.00%	1.61%	4.55%	5.88%	0.89%	1.37%	2.50%	12.50%	3.13%	1.59%	2.94%	5.56%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
