Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    район Проспект Вернадского																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №3279					
		6.45%	8.33%	6.52%	8.44%	6.72%	7.37%	7.63%	7.79%	5.52%	6.37%	6.72%	6.21%	5.29%	4.88%	5.92%	8.54%	6.11%	7.35%	4.57%	4.86%	5.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1669	68	100	73	73	70	71	85	73	144	80	96	137	82	79	110	49	100	67	66	46					
		8.04%	7.56%	9.05%	8.00%	8.31%	8.74%	7.74%	7.88%	7.75%	9.46%	8.27%	8.51%	8.62%	8.33%	7.19%	10.44%	6.51%	8.85%	5.89%	5.62%	6.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	307	23	16	10	17	16	18	12	10	34	19	12	18	10	12	6	4	15	23	21	11					
		1.48%	2.56%	1.45%	1.10%	1.94%	1.99%	1.96%	1.11%	1.06%	2.23%	1.96%	1.06%	1.13%	1.02%	1.09%	0.57%	0.53%	1.33%	2.02%	1.79%	1.57%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9718	419	488	446	430	373	424	550	452	540	457	530	737	498	553	504	385	570	402	552	408					
		46.79%	46.56%	44.16%	48.90%	48.97%	46.57%	46.24%	51.02%	47.98%	35.48%	47.26%	46.99%	46.38%	50.61%	50.36%	47.82%	51.13%	50.44%	35.36%	47.02%	58.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1689	61	66	73	66	65	52	72	99	177	75	98	158	82	84	79	70	73	104	93	42					
		8.13%	6.78%	5.97%	8.00%	7.52%	8.11%	5.67%	6.68%	10.51%	11.63%	7.76%	8.69%	9.94%	8.33%	7.65%	7.50%	9.30%	6.46%	9.15%	7.92%	6.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
