Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Куединская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1835									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	78	8	4	6	1	4	4	9	0	0	1	1	1	0	2	1	2	0	0	10	0	7	0	2	0	0	1	1	6	0	0	3	0	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	73	1	3	7	1	7	4	6	0	1	0	1	0	2	1	3	2	0	3	2	0	0	2	4	3	3	1	0	1	11	0	2	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	647	32	31	34	39	36	36	36	10	10	9	9	14	10	18	14	8	5	10	35	10	3	30	18	10	10	9	24	24	15	20	52	15	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	1	0	4	3	1	2	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	81	2	3	6	4	7	4	7	1	1	1	2	1	2	2	1	4	1	1	5	1	3	1	4	4	1	1	2	2	0	1	5	0	1									
		0.84%	0.42%	0.67%	1.15%	0.88%	1.30%	0.85%	1.23%	0.76%	0.54%	0.73%	1.27%	0.42%	1.33%	0.63%	0.51%	2.23%	1.52%	0.93%	0.90%	0.97%	1.62%	0.25%	1.42%	2.58%	0.67%	0.69%	0.63%	0.55%	0.00%	0.36%	0.75%	0.00%	0.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	429	29	24	25	24	32	15	35	6	10	5	5	9	9	19	11	5	6	2	23	7	8	12	9	2	6	2	12	15	9	13	22	12	6									
		4.47%	6.14%	5.33%	4.79%	5.29%	5.96%	3.17%	6.13%	4.55%	5.38%	3.65%	3.18%	3.75%	6.00%	5.94%	5.58%	2.79%	9.09%	1.85%	4.14%	6.80%	4.32%	2.96%	3.19%	1.29%	4.00%	1.38%	3.76%	4.10%	4.25%	4.68%	3.29%	6.49%	2.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	184	9	9	4	4	10	10	9	2	1	4	0	7	1	8	6	3	2	3	11	6	3	9	2	4	4	3	12	3	3	6	17	6	3									
		1.92%	1.91%	2.00%	0.77%	0.88%	1.86%	2.11%	1.58%	1.52%	0.54%	2.92%	0.00%	2.92%	0.67%	2.50%	3.05%	1.68%	3.03%	2.78%	1.98%	5.83%	1.62%	2.22%	0.71%	2.58%	2.67%	2.07%	3.76%	0.82%	1.42%	2.16%	2.54%	3.24%	1.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4690	169	184	221	175	217	195	225	66	92	62	68	145	56	180	85	92	41	65	283	51	118	265	136	73	98	97	172	194	131	152	379	66	137									
		48.83%	35.81%	40.89%	42.34%	38.55%	40.41%	41.23%	39.40%	50.00%	49.46%	45.26%	43.31%	60.42%	37.33%	56.25%	43.15%	51.40%	62.12%	60.19%	50.90%	49.51%	63.78%	65.27%	48.23%	47.10%	65.33%	66.90%	53.92%	53.01%	61.79%	54.68%	56.74%	35.68%	56.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	2	1	4	1	0	3	1	2	1	0	0	1	1	2	0	1	0	0	1	0	0	0	1	1	2	0	1	0	1	1	1	0	1									
		0.31%	0.42%	0.22%	0.77%	0.22%	0.00%	0.63%	0.18%	1.52%	0.54%	0.00%	0.00%	0.42%	0.67%	0.63%	0.00%	0.56%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.35%	0.65%	1.33%	0.00%	0.31%	0.00%	0.47%	0.36%	0.15%	0.00%	0.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	1	2	2	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	1	1	1	0	0	0	4	0	0									
		0.24%	0.21%	0.44%	0.38%	0.00%	0.56%	0.21%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.18%	0.00%	0.00%	0.49%	0.35%	0.00%	0.67%	0.69%	0.31%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1378	67	67	80	76	84	64	79	23	34	24	20	31	18	42	47	35	6	10	77	9	20	41	64	23	20	18	39	72	26	43	47	33	39									
		14.35%	14.19%	14.89%	15.33%	16.74%	15.64%	13.53%	13.84%	17.42%	18.28%	17.52%	12.74%	12.92%	12.00%	13.13%	23.86%	19.55%	9.09%	9.26%	13.85%	8.74%	10.81%	10.10%	22.70%	14.84%	13.33%	12.41%	12.23%	19.67%	12.26%	15.47%	7.04%	17.84%	16.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	9	5	4	5	0	2	7	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	1	0	3									
		0.46%	1.91%	1.11%	0.77%	1.10%	0.00%	0.42%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.51%	0.00%	0.00%	0.00%	0.18%	0.00%	0.54%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.15%	0.00%	1.23%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	95	5	9	6	6	5	12	7	0	0	0	3	0	1	5	1	1	0	1	4	0	0	3	1	4	1	0	0	7	0	3	7	1	2									
		0.99%	1.06%	2.00%	1.15%	1.32%	0.93%	2.54%	1.23%	0.00%	0.00%	0.00%	1.91%	0.00%	0.67%	1.56%	0.51%	0.56%	0.00%	0.93%	0.72%	0.00%	0.00%	0.74%	0.35%	2.58%	0.67%	0.00%	0.00%	1.91%	0.00%	1.08%	1.05%	0.54%	0.82%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0	0	1	0	0	0	0	0	2	0	0	1	0	1									
		0.15%	0.00%	0.22%	0.19%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.93%	0.54%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.15%	0.00%	0.41%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	7	2	4	4	7	3	6	0	0	3	1	0	3	4	2	2	0	2	2	0	2	2	0	1	1	1	2	2	1	2	4	1	0									
		0.74%	1.48%	0.44%	0.77%	0.88%	1.30%	0.63%	1.05%	0.00%	0.00%	2.19%	0.64%	0.00%	2.00%	1.25%	1.02%	1.12%	0.00%	1.85%	0.36%	0.00%	1.08%	0.49%	0.00%	0.65%	0.67%	0.69%	0.63%	0.55%	0.47%	0.72%	0.60%	0.54%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1637	124	91	88	98	116	114	143	24	34	24	43	29	39	44	27	22	5	13	81	13	18	36	29	23	12	14	54	39	20	23	123	41	33									
		17.04%	26.27%	20.22%	16.86%	21.59%	21.60%	24.10%	25.04%	18.18%	18.28%	17.52%	27.39%	12.08%	26.00%	13.75%	13.71%	12.29%	7.58%	12.04%	14.57%	12.62%	9.73%	8.87%	10.28%	14.84%	8.00%	9.66%	16.93%	10.66%	9.43%	8.27%	18.41%	22.16%	13.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	0	2	1	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	2	0	3	1	1	0	0	1	1	1	1	2	5	1	1									
		0.30%	0.00%	0.44%	0.19%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.67%	0.00%	0.51%	0.00%	0.00%	0.93%	0.36%	0.00%	1.62%	0.25%	0.35%	0.00%	0.00%	0.69%	0.31%	0.27%	0.47%	0.72%	0.75%	0.54%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	568	27	27	55	35	36	36	37	6	10	8	10	13	12	7	8	9	1	1	40	8	4	23	20	15	2	3	7	21	11	28	34	9	5									
		5.91%	5.72%	6.00%	10.54%	7.71%	6.70%	7.61%	6.48%	4.55%	5.38%	5.84%	6.37%	5.42%	8.00%	2.19%	4.06%	5.03%	1.52%	0.93%	7.19%	7.77%	2.16%	5.67%	7.09%	9.68%	1.33%	2.07%	2.19%	5.74%	5.19%	10.07%	5.09%	4.86%	2.06%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
