Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Cуджанская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1156									
		58.29%	49.45%	47.93%	54.88%	45.09%	64.72%	54.89%	64.26%	66.99%	51.96%	79.48%	61.79%	78.70%	68.87%	66.05%	70.17%	69.86%	69.61%	48.51%	51.73%	58.13%	52.28%	58.67%	68.40%	73.75%	68.57%	72.41%	61.73%	65.28%	59.51%	57.65%	84.54%	51.48%	57.06%	51.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	82	7	7	4	6	0	2	0	2	6	1	1	0	2	5	0	1	0	3	2	7	3	1	2	1	0	0	0	3	2	1	0	9	0	4									
		0.66%	1.09%	1.16%	0.53%	0.94%	0.00%	1.50%	0.00%	0.49%	1.18%	0.44%	0.26%	0.00%	1.89%	1.04%	0.00%	0.68%	0.00%	0.47%	0.30%	1.05%	0.59%	0.51%	0.74%	0.63%	0.00%	0.00%	0.00%	0.78%	0.49%	0.51%	0.00%	1.33%	0.00%	0.98%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	1	3	0	1	0	0	6	3	0	1	0	0	0	1	1	0	1	4	1	0	1	2	0	1	2	0	0	0	0	0	1	0	0									
		0.25%	0.16%	0.17%	0.40%	0.00%	0.28%	0.00%	0.00%	1.47%	0.59%	0.00%	0.26%	0.00%	0.00%	0.00%	0.55%	0.68%	0.00%	0.16%	0.60%	0.15%	0.00%	0.51%	0.74%	0.00%	0.57%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2130	125	102	125	142	53	30	51	47	123	23	62	19	18	67	26	15	59	137	111	112	116	39	35	18	33	26	16	61	66	43	6	123	25	76									
		17.10%	19.50%	16.86%	16.49%	22.15%	14.72%	22.56%	18.41%	11.49%	24.12%	10.04%	15.90%	8.80%	16.98%	13.87%	14.36%	10.27%	11.57%	21.51%	16.74%	16.87%	22.97%	19.90%	13.01%	11.25%	18.86%	14.94%	19.75%	15.80%	16.30%	21.94%	6.19%	18.20%	14.71%	18.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	2	5	2	2	1	0	1	1	1	0	2	1	0	0	0	0	0	2	2	2	3	0	2	0	2	1	0	1	0	3	0	1	0	2									
		0.31%	0.31%	0.83%	0.26%	0.31%	0.28%	0.00%	0.36%	0.24%	0.20%	0.00%	0.51%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.30%	0.30%	0.59%	0.00%	0.74%	0.00%	1.14%	0.57%	0.00%	0.26%	0.00%	1.53%	0.00%	0.15%	0.00%	0.49%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	67	9	3	5	4	1	1	1	0	2	0	1	0	0	1	0	0	0	5	8	2	3	3	0	5	0	1	1	0	0	0	0	9	1	1									
		0.54%	1.40%	0.50%	0.66%	0.62%	0.28%	0.75%	0.36%	0.00%	0.39%	0.00%	0.26%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.78%	1.21%	0.30%	0.59%	1.53%	0.00%	3.13%	0.00%	0.57%	1.23%	0.00%	0.00%	0.00%	0.00%	1.33%	0.59%	0.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	2	0	1	2	0	0	1	1	3	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	3	0	1									
		0.18%	0.31%	0.00%	0.13%	0.31%	0.00%	0.00%	0.36%	0.24%	0.59%	0.44%	0.00%	0.00%	0.00%	0.21%	0.00%	0.68%	0.00%	0.00%	0.15%	0.15%	0.20%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.44%	0.00%	0.24%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	62	4	7	6	6	2	0	1	1	1	0	1	0	0	2	0	2	0	3	7	4	4	1	0	1	0	1	0	0	1	1	0	5	0	1									
		0.50%	0.62%	1.16%	0.79%	0.94%	0.56%	0.00%	0.36%	0.24%	0.20%	0.00%	0.26%	0.00%	0.00%	0.41%	0.00%	1.37%	0.00%	0.47%	1.06%	0.60%	0.79%	0.51%	0.00%	0.63%	0.00%	0.57%	0.00%	0.00%	0.25%	0.51%	0.00%	0.74%	0.00%	0.24%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1340	72	96	95	89	43	17	20	29	44	14	30	10	5	37	13	16	46	82	87	80	53	20	27	7	13	10	5	35	49	11	5	89	34	57									
		10.76%	11.23%	15.87%	12.53%	13.88%	11.94%	12.78%	7.22%	7.09%	8.63%	6.11%	7.69%	4.63%	4.72%	7.66%	7.18%	10.96%	9.02%	12.87%	13.12%	12.05%	10.50%	10.20%	10.04%	4.38%	7.43%	5.75%	6.17%	9.07%	12.10%	5.61%	5.15%	13.17%	20.00%	13.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	117	12	13	4	5	2	0	3	8	5	1	8	0	0	5	0	0	5	6	4	2	4	0	0	0	1	1	1	3	2	0	1	11	0	10									
		0.94%	1.87%	2.15%	0.53%	0.78%	0.56%	0.00%	1.08%	1.96%	0.98%	0.44%	2.05%	0.00%	0.00%	1.04%	0.00%	0.00%	0.98%	0.94%	0.60%	0.30%	0.79%	0.00%	0.00%	0.00%	0.57%	0.57%	1.23%	0.78%	0.49%	0.00%	1.03%	1.63%	0.00%	2.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	288	29	20	27	30	1	1	7	4	14	0	4	2	0	14	0	0	7	12	14	14	22	2	5	4	2	1	2	6	7	8	2	14	3	10									
		2.31%	4.52%	3.31%	3.56%	4.68%	0.28%	0.75%	2.53%	0.98%	2.75%	0.00%	1.03%	0.93%	0.00%	2.90%	0.00%	0.00%	1.37%	1.88%	2.11%	2.11%	4.36%	1.02%	1.86%	2.50%	1.14%	0.57%	2.47%	1.55%	1.73%	4.08%	2.06%	2.07%	1.76%	2.44%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
