Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Серафимовичская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4888	248	106	225	76	137	252	88	168	230	67	164	173	123	74	121	371	166	36	115	52	141	17	168	437	298	364	471									
		53.30%	62.00%	65.43%	53.83%	71.03%	48.75%	53.05%	64.71%	76.02%	51.34%	65.05%	55.41%	51.95%	61.19%	74.75%	50.42%	52.62%	62.17%	50.70%	42.44%	57.14%	41.11%	29.82%	62.45%	50.29%	49.67%	49.12%	48.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	1	0	2	0	0	2	0	2	0	2	1	1	0	0	0	4	0	0	3	1	2	0	1	4	4	2	7									
		0.43%	0.25%	0.00%	0.48%	0.00%	0.00%	0.42%	0.00%	0.90%	0.00%	1.94%	0.34%	0.30%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	1.11%	1.10%	0.58%	0.00%	0.37%	0.46%	0.67%	0.27%	0.72%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	2	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	2	0	1	3	3	0	0	0	0	1	0									
		0.19%	0.50%	0.00%	0.24%	0.00%	0.36%	0.00%	0.00%	0.45%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.75%	0.00%	0.37%	3.30%	0.87%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1762	44	24	76	15	65	63	33	21	76	15	56	70	35	15	46	179	36	14	40	15	84	13	59	183	121	154	210									
		19.21%	11.00%	14.81%	18.18%	14.02%	23.13%	13.26%	24.26%	9.50%	16.96%	14.56%	18.92%	21.02%	17.41%	15.15%	19.17%	25.39%	13.48%	19.72%	14.76%	16.48%	24.49%	22.81%	21.93%	21.06%	20.17%	20.78%	21.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	2	1	0	0	5	0	1	0	1	0	0	0	2	0	0	2	0	1	1	0	2	1	0	5	5	4	8									
		0.45%	0.50%	0.62%	0.00%	0.00%	1.78%	0.00%	0.74%	0.00%	0.22%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.28%	0.00%	1.41%	0.37%	0.00%	0.58%	1.75%	0.00%	0.58%	0.83%	0.54%	0.83%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	0	0	1	0	2	1	0	0	1	0	1	0	2	0	1	1	0	0	0	0	6	0	1	2	4	3	4									
		0.33%	0.00%	0.00%	0.24%	0.00%	0.71%	0.21%	0.00%	0.00%	0.22%	0.00%	0.34%	0.00%	0.99%	0.00%	0.42%	0.14%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.37%	0.23%	0.67%	0.40%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0									
		0.07%	0.25%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.14%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	3	1	2	0	0	2	0	0	1	0	1	0	2	0	3	3	1	1	0	2	4	0	0	8	5	7	10									
		0.61%	0.75%	0.62%	0.48%	0.00%	0.00%	0.42%	0.00%	0.00%	0.22%	0.00%	0.34%	0.00%	0.99%	0.00%	1.25%	0.43%	0.37%	1.41%	0.00%	2.20%	1.17%	0.00%	0.00%	0.92%	0.83%	0.94%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1260	53	16	71	11	43	115	8	16	82	15	27	44	18	6	44	70	25	13	63	13	64	14	12	120	86	98	113									
		13.74%	13.25%	9.88%	16.99%	10.28%	15.30%	24.21%	5.88%	7.24%	18.30%	14.56%	9.12%	13.21%	8.96%	6.06%	18.33%	9.93%	9.36%	18.31%	23.25%	14.29%	18.66%	24.56%	4.46%	13.81%	14.33%	13.23%	11.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	77	6	0	1	0	1	0	0	3	3	0	3	1	0	0	3	5	1	2	4	1	2	2	4	4	9	6	16									
		0.84%	1.50%	0.00%	0.24%	0.00%	0.36%	0.00%	0.00%	1.36%	0.67%	0.00%	1.01%	0.30%	0.00%	0.00%	1.25%	0.71%	0.37%	2.82%	1.48%	1.10%	0.58%	3.51%	1.49%	0.46%	1.50%	0.81%	1.66%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	347	21	2	15	2	4	15	0	3	9	2	9	26	7	2	6	20	11	1	15	2	13	1	8	36	30	41	46									
		3.78%	5.25%	1.23%	3.59%	1.87%	1.42%	3.16%	0.00%	1.36%	2.01%	1.94%	3.04%	7.81%	3.48%	2.02%	2.50%	2.84%	4.12%	1.41%	5.54%	2.20%	3.79%	1.75%	2.97%	4.14%	5.00%	5.53%	4.76%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
