Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    район Тропарево-Никулино																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	64	1	1	2	2	0	1	2	1	0	3	1	1	3	4	0	0	0	1	2	0	1	14	4	3	1	0	2	2	0	4	1	4	3									
		0.25%	0.12%	0.16%	0.24%	0.27%	0.00%	0.12%	0.30%	0.14%	0.00%	0.42%	0.19%	0.16%	0.33%	0.38%	0.00%	0.00%	0.00%	0.13%	0.22%	0.00%	0.11%	1.45%	0.59%	0.47%	0.16%	0.00%	0.28%	0.28%	0.00%	0.46%	0.13%	0.45%	0.41%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3534	90	90	99	73	39	99	90	98	99	117	82	88	93	203	124	95	146	116	167	59	179	193	119	110	77	103	73	123	110	126	114	77	63									
		14.03%	11.12%	14.49%	11.93%	9.91%	4.50%	11.94%	13.62%	13.73%	13.81%	16.48%	15.83%	13.86%	10.28%	19.48%	18.40%	14.29%	16.72%	15.28%	18.43%	10.21%	19.10%	20.00%	17.53%	17.38%	12.58%	9.50%	10.30%	17.35%	20.75%	14.45%	14.50%	8.71%	8.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3820	114	62	128	130	107	122	113	95	113	99	55	58	150	168	115	123	160	137	147	77	168	147	77	118	98	126	123	99	75	138	139	129	110									
		15.17%	14.09%	9.98%	15.42%	17.64%	12.34%	14.72%	17.10%	13.31%	15.76%	13.94%	10.62%	9.13%	16.57%	16.12%	17.06%	18.50%	18.33%	18.05%	16.23%	13.32%	17.93%	15.23%	11.34%	18.64%	16.01%	11.62%	17.35%	13.96%	14.15%	15.83%	17.68%	14.59%	14.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	151	6	5	5	8	7	3	4	5	3	3	3	4	5	2	2	0	4	7	4	12	9	3	1	6	8	13	2	3	1	4	1	7	1									
		0.60%	0.74%	0.81%	0.60%	1.09%	0.81%	0.36%	0.61%	0.70%	0.42%	0.42%	0.58%	0.63%	0.55%	0.19%	0.30%	0.00%	0.46%	0.92%	0.44%	2.08%	0.96%	0.31%	0.15%	0.95%	1.31%	1.20%	0.28%	0.42%	0.19%	0.46%	0.13%	0.79%	0.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1559	58	28	41	49	51	45	33	45	86	31	26	36	70	73	48	38	47	40	28	33	43	75	39	56	47	34	37	41	36	65	55	77	48									
		6.19%	7.17%	4.51%	4.94%	6.65%	5.88%	5.43%	4.99%	6.30%	11.99%	4.37%	5.02%	5.67%	7.73%	7.01%	7.12%	5.71%	5.38%	5.27%	3.09%	5.71%	4.59%	7.77%	5.74%	8.85%	7.68%	3.14%	5.22%	5.78%	6.79%	7.45%	6.99%	8.71%	6.50%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
