Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Егорьевская 																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
		1.63%	1.11%	0.57%	0.39%	2.58%	0.86%	2.38%	1.54%	1.59%	2.07%	1.59%	2.17%	2.11%					
37	"20. ""Политическая партия ""Единая Россия"""	2326	61	71	156	106	175	113	372	585	165	77	310	135					
		32.85%	22.67%	40.57%	30.95%	27.39%	30.22%	38.43%	35.87%	37.38%	31.19%	30.67%	35.46%	21.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	2	0	0	2	2	0	2	1	2	0	1	1					
		0.18%	0.74%	0.0%	0.0%	0.51%	0.34%	0.0%	0.19%	0.06%	0.37%	0.0%	0.11%	0.16%					
39	"22. ""Развитие предпринимательства"""	20	0	0	3	0	1	7	2	2	0	1	4	0					
		0.28%	0.0%	0.0%	0.59%	0.0%	0.17%	2.38%	0.19%	0.12%	0.0%	0.39%	0.45%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1587	91	41	130	80	139	57	235	324	116	58	193	123					
		22.41%	33.82%	23.42%	25.79%	20.67%	24.00%	19.38%	22.66%	20.70%	21.92%	23.10%	22.08%	19.96%					
																			
41	Против всех	174	7	3	11	6	20	15	31	21	8	1	34	17					
		2.45%	2.60%	1.71%	2.18%	1.55%	3.45%	5.10%	2.98%	1.34%	1.51%	0.39%	3.89%	2.75%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
