Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Краснослободская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №146	УИК №147	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15961	797	122	813	371	865	794	580	411	792	398	519	332	602	519	302	459	295	428	344	725	412	325	325	1011	610	528	386	625	274	385	350	262									
		91.22%	85.79%	93.85%	88.37%	83.18%	87.46%	86.97%	77.85%	87.45%	92.74%	93.87%	95.93%	96.79%	96.01%	94.19%	93.21%	97.87%	96.72%	95.11%	93.99%	95.14%	97.17%	88.80%	94.20%	97.97%	96.37%	93.95%	96.50%	96.90%	88.96%	68.38%	92.59%	92.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	9	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0									
		0.05%	0.00%	0.00%	0.11%	0.00%	0.20%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.02%	0.11%	0.00%	0.11%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	481	21	3	28	9	36	37	43	26	31	10	9	7	8	10	9	4	4	8	4	18	5	20	8	10	10	9	4	8	22	48	4	8									
		2.75%	2.26%	2.31%	3.04%	2.02%	3.64%	4.05%	5.77%	5.53%	3.63%	2.36%	1.66%	2.04%	1.28%	1.81%	2.78%	0.85%	1.31%	1.78%	1.09%	2.36%	1.18%	5.46%	2.32%	0.97%	1.58%	1.60%	1.00%	1.24%	7.14%	8.53%	1.06%	2.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	0	1	3	1	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0									
		0.07%	0.00%	0.00%	0.11%	0.67%	0.10%	0.00%	0.27%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.11%	0.00%	0.11%	0.00%	0.10%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.11%	0.00%	0.20%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	3	0	1	1	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0									
		0.09%	0.32%	0.00%	0.11%	0.22%	0.10%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.36%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	535	79	4	40	9	30	53	65	24	14	10	10	4	9	19	8	0	2	0	0	9	3	21	5	5	8	11	5	8	8	38	21	13									
		3.06%	8.50%	3.08%	4.35%	2.02%	3.03%	5.81%	8.72%	5.11%	1.64%	2.36%	1.85%	1.17%	1.44%	3.45%	2.47%	0.00%	0.66%	0.00%	0.00%	1.18%	0.71%	5.74%	1.45%	0.48%	1.26%	1.96%	1.25%	1.24%	2.60%	6.75%	5.56%	4.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	0	1	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0									
		0.06%	0.00%	0.00%	0.11%	0.00%	0.20%	0.11%	0.00%	0.21%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	203	10	0	27	8	28	19	8	1	7	6	2	0	2	3	2	2	0	3	3	5	4	0	2	0	3	11	3	4	4	35	0	1									
		1.16%	1.08%	0.00%	2.93%	1.79%	2.83%	2.08%	1.07%	0.21%	0.82%	1.42%	0.37%	0.00%	0.32%	0.54%	0.62%	0.43%	0.00%	0.67%	0.82%	0.66%	0.94%	0.00%	0.58%	0.00%	0.47%	1.96%	0.75%	0.62%	1.30%	6.22%	0.00%	0.35%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
