Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Бежецкая																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №1191									
		0.45%	0.33%	0.00%	0.32%	0.75%	0.38%	0.69%	0.00%	0.28%	0.27%	0.15%	1.20%	0.35%	0.28%	0.96%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.69%	0.00%	0.00%	0.68%	0.81%	0.56%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.93%	0.00%	2.03%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1607	63	66	114	40	111	61	28	141	62	87	113	90	131	137	23	13	8	44	23	14	19	26	11	14	5	17	6	13	11	0	30	22	33	9	15	7									
		14.63%	20.59%	20.69%	18.39%	15.09%	13.91%	14.02%	15.14%	20.00%	16.76%	12.87%	16.92%	15.96%	18.17%	18.72%	12.50%	8.28%	7.02%	18.49%	10.70%	11.57%	6.57%	11.06%	7.01%	9.52%	4.07%	9.44%	3.31%	9.49%	5.42%	0.00%	13.04%	14.77%	15.28%	9.57%	10.14%	13.46%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
