Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
"Наименование Избирательной комиссии:    Сочи, Лазаревская"																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452					
		1.37%	2.09%	1.38%	1.44%	2.06%	1.84%	2.29%	1.41%	3.14%	0.45%	2.59%	0.82%	0.52%	0.76%	1.15%	0.98%	0.74%	2.13%	0.44%	0.52%	2.09%	2.58%	1.14%	1.79%	0.95%	2.03%	2.63%	0.73%	1.07%	1.81%	1.83%	1.57%	1.89%	2.96%	1.75%	1.75%	0.85%	0.38%	2.62%	0.85%	1.14%	1.88%	0.52%	1.07%	0.81%	0.0%	3.25%	2.57%	4.84%	1.80%	3.27%	0.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	797	4	2	2	5	12	4	11	5	6	0	39	13	38	14	36	26	15	17	28	18	12	10	8	15	6	3	6	13	11	10	5	14	13	7	43	21	18	16	16	30	19	33	32	61	14	8	34	8	7	6	3					
		2.77%	2.79%	1.38%	0.57%	2.57%	2.46%	1.31%	1.94%	2.61%	1.37%	0.0%	3.56%	3.42%	3.62%	1.79%	3.22%	2.15%	2.29%	2.54%	2.95%	4.71%	3.87%	2.29%	1.30%	3.56%	2.03%	0.98%	0.88%	3.48%	3.32%	2.28%	1.12%	2.65%	3.50%	2.45%	3.58%	2.24%	3.42%	3.81%	4.54%	2.46%	4.48%	2.87%	2.86%	4.96%	5.44%	1.30%	3.97%	4.84%	1.40%	1.40%	0.80%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	622	0	4	2	1	18	8	20	4	6	1	22	14	24	13	16	25	9	17	23	7	3	10	1	11	5	6	17	6	15	8	15	25	3	3	26	29	3	3	7	37	9	27	28	33	8	3	16	1	12	11	7					
		2.16%	0.0%	2.77%	0.57%	0.51%	3.69%	2.62%	3.53%	2.09%	1.37%	1.29%	2.00%	3.68%	2.29%	1.66%	1.43%	2.07%	1.37%	2.54%	2.42%	1.83%	0.96%	2.29%	0.16%	2.61%	1.69%	1.97%	2.50%	1.60%	4.53%	1.83%	3.37%	4.73%	0.80%	1.05%	2.17%	3.10%	0.57%	0.71%	1.98%	3.03%	2.12%	2.35%	2.50%	2.68%	3.11%	0.48%	1.86%	0.60%	2.40%	2.57%	1.88%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1064	2	4	20	10	16	13	17	6	11	2	39	22	62	36	34	49	10	30	43	15	11	19	16	17	8	11	10	10	13	11	2	15	8	4	34	38	21	15	14	50	21	48	50	86	12	16	20	2	14	19	8					
		3.70%	1.39%	2.77%	5.79%	5.15%	3.28%	4.26%	3.00%	3.14%	2.52%	2.59%	3.56%	5.78%	5.92%	4.62%	3.04%	4.06%	1.52%	4.49%	4.53%	3.92%	3.54%	4.35%	2.60%	4.03%	2.71%	3.61%	1.47%	2.68%	3.92%	2.51%	0.44%	2.84%	2.15%	1.40%	2.83%	4.06%	3.99%	3.57%	3.97%	4.10%	4.95%	4.18%	4.47%	6.99%	4.66%	2.60%	2.33%	1.21%	2.81%	4.43%	2.15%					
22	"5. ""За Русь Святую"""	131	4	0	1	0	5	0	5	1	3	0	4	0	5	6	1	3	5	3	5	5	0	4	3	1	0	3	2	3	7	0	2	3	3	0	5	4	0	0	0	1	0	9	10	3	1	3	1	1	1	0	5					
		0.45%	2.79%	0.0%	0.28%	0.0%	1.02%	0.0%	0.88%	0.52%	0.68%	0.0%	0.36%	0.0%	0.47%	0.77%	0.08%	0.24%	0.76%	0.44%	0.52%	1.30%	0.0%	0.91%	0.48%	0.23%	0.0%	0.98%	0.29%	0.80%	2.11%	0.0%	0.44%	0.56%	0.80%	0.0%	0.41%	0.42%	0.0%	0.0%	0.0%	0.08%	0.0%	0.78%	0.89%	0.24%	0.38%	0.48%	0.11%	0.60%	0.20%	0.0%	1.34%					
23	"6. ""Объединенная Российская партия ""Русь"""	106	1	1	2	0	2	2	3	2	2	2	0	5	1	0	1	2	3	2	3	0	1	0	2	0	0	0	1	4	2	3	1	2	2	1	7	3	2	2	0	6	4	8	12	4	1	0	3	1	0	0	0					
		0.36%	0.69%	0.69%	0.57%	0.0%	0.41%	0.65%	0.53%	1.04%	0.45%	2.59%	0.0%	1.31%	0.09%	0.0%	0.08%	0.16%	0.45%	0.29%	0.31%	0.0%	0.32%	0.0%	0.32%	0.0%	0.0%	0.0%	0.14%	1.07%	0.60%	0.68%	0.22%	0.37%	0.53%	0.35%	0.58%	0.32%	0.38%	0.47%	0.0%	0.49%	0.94%	0.69%	1.07%	0.32%	0.38%	0.0%	0.35%	0.60%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	244	1	0	2	1	4	1	2	1	4	0	4	1	2	9	2	11	2	2	5	2	3	0	5	1	2	2	4	6	1	2	1	9	4	3	22	13	4	2	10	8	3	15	11	12	5	6	6	13	8	7	0					
		0.84%	0.69%	0.0%	0.57%	0.51%	0.82%	0.32%	0.35%	0.52%	0.91%	0.0%	0.36%	0.26%	0.19%	1.15%	0.17%	0.91%	0.30%	0.29%	0.52%	0.52%	0.96%	0.0%	0.81%	0.23%	0.67%	0.65%	0.58%	1.60%	0.30%	0.45%	0.22%	1.70%	1.07%	1.05%	1.83%	1.39%	0.76%	0.47%	2.84%	0.65%	0.70%	1.30%	0.98%	0.97%	1.94%	0.97%	0.70%	7.87%	1.60%	1.63%	0.0%					
25	"8. ""Народно-республиканская партия России"""	50	0	0	1	2	4	1	0	0	2	0	1	0	4	1	1	0	0	1	1	4	0	1	2	0	3	0	1	0	0	0	1	0	0	1	4	1	2	0	0	1	0	1	2	0	0	0	3	0	2	2	0					
		0.17%	0.0%	0.0%	0.28%	1.03%	0.82%	0.32%	0.0%	0.0%	0.45%	0.0%	0.09%	0.0%	0.38%	0.12%	0.08%	0.0%	0.0%	0.14%	0.10%	1.04%	0.0%	0.22%	0.32%	0.0%	1.01%	0.0%	0.14%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.35%	0.33%	0.10%	0.38%	0.0%	0.0%	0.08%	0.0%	0.08%	0.17%	0.0%	0.0%	0.0%	0.35%	0.0%	0.40%	0.46%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	98	0	0	0	0	3	0	0	1	0	0	2	0	3	1	2	6	1	2	6	1	0	1	2	3	0	2	5	1	2	4	2	2	0	2	9	5	1	4	0	6	1	1	0	9	1	1	3	0	2	1	0					
		0.34%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.52%	0.0%	0.0%	0.18%	0.0%	0.28%	0.12%	0.17%	0.49%	0.15%	0.29%	0.63%	0.26%	0.0%	0.22%	0.32%	0.71%	0.0%	0.65%	0.73%	0.26%	0.60%	0.91%	0.44%	0.37%	0.0%	0.70%	0.75%	0.53%	0.19%	0.95%	0.0%	0.49%	0.23%	0.08%	0.0%	0.73%	0.38%	0.16%	0.35%	0.0%	0.40%	0.23%	0.0%					
27	"10. ""Аграрная партия России"""	557	2	2	8	1	6	3	18	1	8	0	33	7	30	20	16	33	12	13	13	6	7	11	12	7	7	2	14	10	9	6	8	4	3	4	18	13	8	8	6	27	11	19	23	25	2	3	13	4	14	11	16					
		1.93%	1.39%	1.38%	2.31%	0.51%	1.23%	0.98%	3.18%	0.52%	1.83%	0.0%	3.01%	1.84%	2.86%	2.56%	1.43%	2.73%	1.83%	1.94%	1.37%	1.57%	2.25%	2.52%	1.95%	1.66%	2.37%	0.65%	2.06%	2.68%	2.71%	1.37%	1.79%	0.75%	0.80%	1.40%	1.50%	1.39%	1.52%	1.90%	1.70%	2.21%	2.59%	1.65%	2.05%	2.03%	0.77%	0.48%	1.51%	2.42%	2.81%	2.57%	4.30%					
28	"11. ""Истинные патриоты России"""	60	0	0	6	0	2	0	0	0	2	4	3	0	2	2	4	5	0	2	4	0	0	0	1	0	0	4	3	1	0	0	1	0	0	1	2	0	0	0	0	4	1	1	0	0	1	1	2	0	0	1	0					
		0.20%	0.0%	0.0%	1.73%	0.0%	0.41%	0.0%	0.0%	0.0%	0.45%	5.19%	0.27%	0.0%	0.19%	0.25%	0.35%	0.41%	0.0%	0.29%	0.42%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	1.31%	0.44%	0.26%	0.0%	0.0%	0.22%	0.0%	0.0%	0.35%	0.16%	0.0%	0.0%	0.0%	0.0%	0.32%	0.23%	0.08%	0.0%	0.0%	0.38%	0.16%	0.23%	0.0%	0.0%	0.23%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	303	0	0	1	3	3	0	3	2	2	1	7	2	7	7	17	7	13	12	7	1	2	11	3	3	1	1	5	10	3	2	3	4	6	4	9	3	6	3	11	18	5	21	12	24	5	5	12	1	6	7	2					
		1.05%	0.0%	0.0%	0.28%	1.54%	0.61%	0.0%	0.53%	1.04%	0.45%	1.29%	0.63%	0.52%	0.66%	0.89%	1.52%	0.58%	1.98%	1.79%	0.73%	0.26%	0.64%	2.52%	0.48%	0.71%	0.33%	0.32%	0.73%	2.68%	0.90%	0.45%	0.67%	0.75%	1.61%	1.40%	0.75%	0.32%	1.14%	0.71%	3.12%	1.47%	1.17%	1.83%	1.07%	1.95%	1.94%	0.81%	1.40%	0.60%	1.20%	1.63%	0.53%					
30	"13. ""Демократическая партия России"""	52	0	0	2	0	0	1	1	0	0	0	5	0	2	3	1	4	0	1	1	1	0	1	2	1	0	0	2	1	0	0	0	2	0	0	0	0	0	2	0	2	0	4	3	2	0	1	4	0	1	2	0					
		0.18%	0.0%	0.0%	0.57%	0.0%	0.0%	0.32%	0.17%	0.0%	0.0%	0.0%	0.45%	0.0%	0.19%	0.38%	0.08%	0.33%	0.0%	0.14%	0.10%	0.26%	0.0%	0.22%	0.32%	0.23%	0.0%	0.0%	0.29%	0.26%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.16%	0.0%	0.34%	0.26%	0.16%	0.0%	0.16%	0.46%	0.0%	0.20%	0.46%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	46	0	0	1	0	0	0	1	1	2	0	3	0	1	1	2	0	1	1	2	2	2	0	1	1	1	1	0	0	1	1	0	0	0	0	0	2	0	2	0	4	1	1	1	1	0	0	2	0	0	3	3					
		0.16%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.17%	0.52%	0.45%	0.0%	0.27%	0.0%	0.09%	0.12%	0.17%	0.0%	0.15%	0.14%	0.21%	0.52%	0.64%	0.0%	0.16%	0.23%	0.33%	0.32%	0.0%	0.0%	0.30%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.47%	0.0%	0.32%	0.23%	0.08%	0.08%	0.08%	0.0%	0.0%	0.23%	0.0%	0.0%	0.70%	0.80%					
32	"15. ""Партия СЛОН"""	22	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	2	0	0	3	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.22%	0.0%	0.0%	0.26%	0.0%	0.12%	0.08%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.23%	0.0%	0.65%	0.0%	0.26%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.25%	0.42%	0.0%	0.0%	0.0%	0.08%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2591	10	14	11	23	23	11	58	19	32	4	146	49	121	108	151	141	74	96	122	42	22	45	33	33	19	11	49	31	32	48	25	35	21	32	47	76	41	29	26	83	38	130	117	136	14	26	47	2	33	40	15					
		9.01%	6.99%	9.72%	3.18%	11.85%	4.72%	3.60%	10.26%	9.94%	7.35%	5.19%	13.33%	12.89%	11.55%	13.86%	13.53%	11.69%	11.29%	14.37%	12.86%	10.99%	7.09%	10.32%	5.37%	7.83%	6.44%	3.61%	7.22%	8.31%	9.66%	10.98%	5.61%	6.62%	5.66%	11.22%	3.92%	8.13%	7.79%	6.92%	7.38%	6.81%	8.96%	11.33%	10.46%	11.06%	5.44%	4.22%	5.49%	1.21%	6.62%	9.34%	4.03%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	63	1	0	0	0	0	0	1	1	1	2	2	0	3	1	2	2	0	0	1	2	0	1	0	1	4	1	2	0	1	0	6	1	0	2	6	0	2	1	0	0	0	2	3	0	1	2	6	0	0	0	2					
		0.21%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.52%	0.22%	2.59%	0.18%	0.0%	0.28%	0.12%	0.17%	0.16%	0.0%	0.0%	0.10%	0.52%	0.0%	0.22%	0.0%	0.23%	1.35%	0.32%	0.29%	0.0%	0.30%	0.0%	1.34%	0.18%	0.0%	0.70%	0.50%	0.0%	0.38%	0.23%	0.0%	0.0%	0.0%	0.17%	0.26%	0.0%	0.38%	0.32%	0.70%	0.0%	0.0%	0.0%	0.53%					
35	"18. ""ЛДПР"""	3281	17	6	12	15	43	34	55	29	68	2	139	56	93	75	149	177	105	84	113	60	43	48	54	40	23	13	78	39	37	43	28	51	38	15	140	106	55	53	46	139	62	156	164	141	36	33	40	14	91	45	78					
		11.41%	11.88%	4.16%	3.47%	7.73%	8.82%	11.14%	9.73%	15.18%	15.63%	2.59%	12.69%	14.73%	8.88%	9.62%	13.35%	14.67%	16.03%	12.57%	11.91%	15.70%	13.87%	11.00%	8.79%	9.50%	7.79%	4.27%	11.50%	10.45%	11.17%	9.83%	6.29%	9.65%	10.24%	5.26%	11.68%	11.34%	10.45%	12.64%	13.06%	11.41%	14.62%	13.60%	14.66%	11.47%	14.00%	5.36%	4.67%	8.48%	18.27%	10.51%	20.96%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	492	8	11	5	1	61	9	11	5	8	6	13	0	15	9	26	19	10	15	14	4	7	5	12	13	3	4	4	3	9	4	9	8	2	2	7	12	5	4	8	27	5	16	14	10	5	4	17	0	9	6	8					
		1.71%	5.59%	7.63%	1.44%	0.51%	12.52%	2.95%	1.94%	2.61%	1.83%	7.79%	1.18%	0.0%	1.43%	1.15%	2.32%	1.57%	1.52%	2.24%	1.47%	1.04%	2.25%	1.14%	1.95%	3.08%	1.01%	1.31%	0.58%	0.80%	2.71%	0.91%	2.02%	1.51%	0.53%	0.70%	0.58%	1.28%	0.95%	0.95%	2.27%	2.21%	1.17%	1.39%	1.25%	0.81%	1.94%	0.65%	1.98%	0.0%	1.80%	1.40%	2.15%					
37	"20. ""Политическая партия ""Единая Россия"""	12316	71	49	73	74	162	138	246	78	155	33	464	143	457	319	475	475	276	281	378	165	140	202	386	173	119	97	273	150	119	179	236	189	179	143	532	451	247	180	137	514	179	436	441	450	105	432	483	86	207	180	159					
		42.84%	49.65%	34.02%	21.15%	38.14%	33.26%	45.24%	43.53%	40.83%	35.63%	42.85%	42.37%	37.63%	43.64%	40.94%	42.56%	39.38%	42.13%	42.06%	39.87%	43.19%	45.16%	46.33%	62.86%	41.09%	40.33%	31.90%	40.26%	40.21%	35.95%	40.96%	53.03%	35.79%	48.24%	50.17%	44.40%	48.28%	46.95%	42.95%	38.92%	42.20%	42.21%	38.01%	39.44%	36.61%	40.85%	70.24%	56.42%	52.12%	41.56%	42.05%	42.74%					
38	"21. ""Российская Конституционно-демократическая партия"""	63	0	1	0	1	2	1	1	0	0	0	2	3	0	2	1	2	2	0	1	0	1	3	1	0	0	3	2	2	1	0	2	2	1	1	4	2	5	1	0	2	0	1	1	4	0	2	2	0	0	0	1					
		0.21%	0.0%	0.69%	0.0%	0.51%	0.41%	0.32%	0.17%	0.0%	0.0%	0.0%	0.18%	0.78%	0.0%	0.25%	0.08%	0.16%	0.30%	0.0%	0.10%	0.0%	0.32%	0.68%	0.16%	0.0%	0.0%	0.98%	0.29%	0.53%	0.30%	0.0%	0.44%	0.37%	0.26%	0.35%	0.33%	0.21%	0.95%	0.23%	0.0%	0.16%	0.0%	0.08%	0.08%	0.32%	0.0%	0.32%	0.23%	0.0%	0.0%	0.0%	0.26%					
39	"22. ""Развитие предпринимательства"""	106	1	0	2	0	1	1	3	0	1	0	3	2	5	5	7	1	6	1	9	3	2	0	5	1	4	0	2	1	1	3	0	1	1	2	6	4	0	4	0	2	2	1	1	4	0	3	1	0	2	0	2					
		0.36%	0.69%	0.0%	0.57%	0.0%	0.20%	0.32%	0.53%	0.0%	0.22%	0.0%	0.27%	0.52%	0.47%	0.64%	0.62%	0.08%	0.91%	0.14%	0.94%	0.78%	0.64%	0.0%	0.81%	0.23%	1.35%	0.0%	0.29%	0.26%	0.30%	0.68%	0.0%	0.18%	0.26%	0.70%	0.50%	0.42%	0.0%	0.95%	0.0%	0.16%	0.47%	0.08%	0.08%	0.32%	0.0%	0.48%	0.11%	0.0%	0.40%	0.0%	0.53%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3357	13	38	154	35	76	54	77	22	93	12	106	41	117	100	92	123	50	38	108	21	30	39	39	73	64	99	147	53	44	63	64	99	67	39	125	90	68	48	32	129	44	119	105	78	20	31	54	4	47	41	32					
		11.67%	9.09%	26.38%	44.63%	18.04%	15.60%	17.70%	13.62%	11.51%	21.37%	15.58%	9.68%	10.78%	11.17%	12.83%	8.24%	10.19%	7.63%	5.68%	11.39%	5.49%	9.67%	8.94%	6.35%	17.33%	21.69%	32.56%	21.68%	14.20%	13.29%	14.41%	14.38%	18.75%	18.05%	13.68%	10.43%	9.63%	12.92%	11.45%	9.09%	10.59%	10.37%	10.37%	9.39%	6.34%	7.78%	5.04%	6.30%	2.42%	9.43%	9.57%	8.60%					
																																																										
41	Против всех	1575	5	8	22	16	26	11	23	6	22	3	41	12	43	31	55	73	32	40	45	12	10	17	9	18	6	25	40	16	14	34	19	40	8	14	108	46	36	23	31	96	8	77	65	123	18	12	45	14	31	23	23					
		5.47%	3.49%	5.55%	6.37%	8.24%	5.33%	3.60%	4.07%	3.14%	5.05%	3.89%	3.74%	3.15%	4.10%	3.97%	4.92%	6.05%	4.88%	5.98%	4.74%	3.14%	3.22%	3.89%	1.46%	4.27%	2.03%	8.22%	5.89%	4.28%	4.22%	7.78%	4.26%	7.57%	2.15%	4.91%	9.01%	4.92%	6.84%	5.48%	8.80%	7.88%	1.88%	6.71%	5.81%	10.00%	7.00%	1.95%	5.25%	8.48%	6.22%	5.37%	6.18%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
