Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Елецкая городская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1230	20	20	20	20	150	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	479	3	2	0	5	147	7	3	4	18	4	11	4	5	7	15	15	10	2	12	7	6	9	0	6	4	9	0	7	0	8	1	4	3	5	0	5	12	13	20	9	12	9	7	6	1	10	3	0	13	9	6	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	145	3	2	3	2	10	8	0	1	1	1	0	1	4	3	1	1	2	2	1	1	2	0	4	3	1	2	2	6	0	2	2	4	4	4	3	0	2	2	1	4	3	2	0	2	0	2	1	0	2	6	0	0	6	5	21					
14	Число погашенных открепительных удостоверений	751	17	18	20	15	3	13	17	16	2	16	9	16	15	13	5	5	10	18	8	13	14	11	20	14	16	11	20	13	20	12	19	16	17	15	20	15	8	7	0	11	8	11	13	14	19	10	17	20	7	11	14	19	20	20	20					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	"1. ""ЕДИНЕНИЕ"""	393	4	4	3	3	6	8	3	6	12	4	1	9	2	5	15	15	13	3	15	13	9	7	16	6	8	11	5	10	16	10	5	6	5	4	2	4	5	9	6	4	13	12	7	7	5	5	6	10	6	6	7	10	2	2	3					
		0.95%	0.68%	0.79%	0.63%	0.64%	0.77%	1.04%	0.50%	0.72%	0.98%	0.58%	0.10%	1.32%	0.34%	0.51%	1.25%	1.10%	1.10%	0.24%	1.24%	1.40%	1.06%	0.89%	1.59%	1.01%	1.30%	1.23%	0.63%	1.25%	1.34%	0.93%	2.09%	0.73%	0.68%	0.64%	2.02%	0.80%	0.64%	0.94%	0.53%	0.59%	1.10%	1.24%	1.02%	1.13%	1.20%	0.59%	0.79%	2.64%	0.65%	0.86%	1.07%	2.17%	2.08%	3.38%	1.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	887	15	10	11	11	25	17	18	12	30	18	17	19	13	28	14	31	29	30	37	18	12	18	22	12	12	11	16	22	20	20	3	17	15	12	0	3	16	18	30	15	17	15	12	12	3	8	22	23	34	22	11	4	1	2	4					
		2.15%	2.55%	1.97%	2.34%	2.37%	3.21%	2.23%	3.02%	1.44%	2.45%	2.64%	1.72%	2.80%	2.26%	2.87%	1.16%	2.28%	2.46%	2.44%	3.07%	1.95%	1.41%	2.29%	2.18%	2.02%	1.96%	1.23%	2.04%	2.75%	1.68%	1.86%	1.25%	2.07%	2.06%	1.94%	0.0%	0.60%	2.07%	1.89%	2.65%	2.24%	1.45%	1.55%	1.76%	1.94%	0.72%	0.94%	2.91%	6.08%	3.69%	3.17%	1.68%	0.86%	1.04%	3.38%	1.94%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1126	17	12	18	16	17	27	14	29	24	15	14	24	11	41	38	45	28	42	28	40	23	19	39	16	19	12	20	23	27	32	3	16	10	17	6	13	20	26	24	27	41	32	21	19	9	19	12	11	23	18	10	11	2	4	2					
		2.73%	2.89%	2.37%	3.83%	3.44%	2.18%	3.54%	2.35%	3.48%	1.96%	2.20%	1.42%	3.54%	1.91%	4.20%	3.17%	3.31%	2.37%	3.42%	2.32%	4.33%	2.71%	2.41%	3.88%	2.70%	3.10%	1.35%	2.55%	2.87%	2.27%	2.98%	1.25%	1.95%	1.37%	2.75%	6.06%	2.62%	2.59%	2.73%	2.12%	4.03%	3.49%	3.31%	3.08%	3.07%	2.16%	2.25%	1.59%	2.91%	2.50%	2.59%	1.53%	2.39%	2.08%	6.77%	0.97%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1133	9	10	5	9	38	19	34	22	44	23	29	12	9	30	33	31	29	35	34	20	21	34	30	13	12	49	31	19	23	22	4	19	9	8	0	20	24	27	43	21	31	35	19	15	8	17	17	3	43	15	9	11	0	1	5					
		2.75%	1.53%	1.97%	1.06%	1.93%	4.89%	2.49%	5.71%	2.64%	3.59%	3.37%	2.94%	1.77%	1.56%	3.08%	2.75%	2.28%	2.46%	2.85%	2.82%	2.16%	2.47%	4.32%	2.98%	2.19%	1.96%	5.51%	3.95%	2.37%	1.93%	2.05%	1.67%	2.31%	1.23%	1.29%	0.0%	4.04%	3.11%	2.83%	3.81%	3.13%	2.64%	3.62%	2.79%	2.42%	1.92%	2.01%	2.25%	0.79%	4.67%	2.16%	1.38%	2.39%	0.0%	1.69%	2.42%					
22	"5. ""За Русь Святую"""	313	4	1	6	3	5	2	5	6	4	7	5	4	1	3	6	9	11	4	10	8	7	12	4	3	14	8	6	7	8	8	4	7	8	0	1	7	5	7	4	2	4	12	10	1	4	3	15	11	7	2	5	8	1	0	4					
		0.75%	0.68%	0.19%	1.27%	0.64%	0.64%	0.26%	0.84%	0.72%	0.32%	1.02%	0.50%	0.59%	0.17%	0.30%	0.50%	0.66%	0.93%	0.32%	0.83%	0.86%	0.82%	1.52%	0.39%	0.50%	2.29%	0.90%	0.76%	0.87%	0.67%	0.74%	1.67%	0.85%	1.10%	0.0%	1.01%	1.41%	0.64%	0.73%	0.35%	0.29%	0.34%	1.24%	1.46%	0.16%	0.96%	0.35%	1.98%	2.91%	0.76%	0.28%	0.76%	1.73%	1.04%	0.0%	1.94%					
23	"6. ""Объединенная Российская партия ""Русь"""	72	2	1	2	1	0	1	1	0	1	0	4	0	5	2	1	4	2	0	3	2	0	1	0	1	0	0	1	0	2	0	0	4	2	3	0	1	3	0	3	0	1	1	1	1	0	0	4	1	2	0	2	2	0	1	3					
		0.17%	0.34%	0.19%	0.42%	0.21%	0.0%	0.13%	0.16%	0.0%	0.08%	0.0%	0.40%	0.0%	0.87%	0.20%	0.08%	0.29%	0.16%	0.0%	0.24%	0.21%	0.0%	0.12%	0.0%	0.16%	0.0%	0.0%	0.12%	0.0%	0.16%	0.0%	0.0%	0.48%	0.27%	0.48%	0.0%	0.20%	0.38%	0.0%	0.26%	0.0%	0.08%	0.10%	0.14%	0.16%	0.0%	0.0%	0.53%	0.26%	0.21%	0.0%	0.30%	0.43%	0.0%	1.69%	1.45%					
24	"7. ""Новый курс - Автомобильная Россия"""	276	3	6	1	2	2	7	2	4	3	3	10	5	1	5	8	7	6	8	11	3	2	9	8	1	5	2	5	5	10	4	2	13	6	1	2	3	8	16	1	5	5	11	6	3	4	9	2	0	6	7	8	2	0	2	6					
		0.67%	0.51%	1.18%	0.21%	0.43%	0.25%	0.91%	0.33%	0.48%	0.24%	0.44%	1.01%	0.73%	0.17%	0.51%	0.66%	0.51%	0.50%	0.65%	0.91%	0.32%	0.23%	1.14%	0.79%	0.16%	0.81%	0.22%	0.63%	0.62%	0.84%	0.37%	0.83%	1.58%	0.82%	0.16%	2.02%	0.60%	1.03%	1.68%	0.08%	0.74%	0.42%	1.13%	0.88%	0.48%	0.96%	1.06%	0.26%	0.0%	0.65%	1.00%	1.22%	0.43%	0.0%	3.38%	2.91%					
25	"8. ""Народно-республиканская партия России"""	52	2	0	0	1	2	2	0	1	1	2	0	0	0	1	1	2	1	0	3	1	1	3	3	1	0	2	0	1	1	0	0	0	2	2	0	0	1	1	0	1	1	2	1	0	1	1	1	1	0	0	4	0	1	0	0					
		0.12%	0.34%	0.0%	0.0%	0.21%	0.25%	0.26%	0.0%	0.12%	0.08%	0.29%	0.0%	0.0%	0.0%	0.10%	0.08%	0.14%	0.08%	0.0%	0.24%	0.10%	0.11%	0.38%	0.29%	0.16%	0.0%	0.22%	0.0%	0.12%	0.08%	0.0%	0.0%	0.0%	0.27%	0.32%	0.0%	0.0%	0.12%	0.10%	0.0%	0.14%	0.08%	0.20%	0.14%	0.0%	0.24%	0.11%	0.13%	0.26%	0.0%	0.0%	0.61%	0.0%	1.04%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	128	0	0	0	0	4	3	0	5	5	3	3	1	1	3	5	5	7	1	6	1	3	3	2	3	1	5	4	2	3	7	0	5	0	1	0	3	1	2	4	2	7	2	2	1	0	2	3	1	1	3	0	1	0	0	1					
		0.31%	0.0%	0.0%	0.0%	0.0%	0.51%	0.39%	0.0%	0.60%	0.40%	0.44%	0.30%	0.14%	0.17%	0.30%	0.41%	0.36%	0.59%	0.08%	0.49%	0.10%	0.35%	0.38%	0.19%	0.50%	0.16%	0.56%	0.51%	0.25%	0.25%	0.65%	0.0%	0.60%	0.0%	0.16%	0.0%	0.60%	0.12%	0.21%	0.35%	0.29%	0.59%	0.20%	0.29%	0.16%	0.0%	0.23%	0.39%	0.26%	0.10%	0.43%	0.0%	0.21%	0.0%	0.0%	0.48%					
27	"10. ""Аграрная партия России"""	2777	42	37	39	36	46	84	35	45	60	48	43	48	20	46	62	69	66	59	50	46	58	46	47	44	41	47	44	43	75	74	13	66	66	32	7	43	69	95	116	77	116	96	65	58	33	50	64	19	59	60	39	24	3	4	3					
		6.74%	7.15%	7.31%	8.31%	7.75%	5.92%	11.02%	5.88%	5.40%	4.90%	7.04%	4.36%	7.09%	3.48%	4.72%	5.17%	5.08%	5.60%	4.81%	4.15%	4.98%	6.83%	5.85%	4.67%	7.43%	6.71%	5.29%	5.61%	5.38%	6.30%	6.89%	5.43%	8.04%	9.07%	5.19%	7.07%	8.68%	8.94%	9.97%	10.28%	11.50%	9.89%	9.93%	9.54%	9.38%	7.95%	5.93%	8.48%	5.02%	6.42%	8.64%	5.99%	5.21%	3.12%	6.77%	1.45%					
28	"11. ""Истинные патриоты России"""	39	0	0	0	0	2	0	1	0	5	0	1	0	0	1	3	3	1	0	0	0	0	0	2	2	0	1	0	1	2	0	0	1	1	2	0	0	0	0	1	2	2	0	1	0	1	0	0	0	1	0	2	0	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.16%	0.0%	0.40%	0.0%	0.10%	0.0%	0.0%	0.10%	0.25%	0.22%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.33%	0.0%	0.11%	0.0%	0.12%	0.16%	0.0%	0.0%	0.12%	0.13%	0.32%	0.0%	0.0%	0.0%	0.0%	0.08%	0.29%	0.17%	0.0%	0.14%	0.0%	0.24%	0.0%	0.0%	0.0%	0.10%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	470	10	7	10	4	10	4	6	9	18	10	13	3	15	12	15	13	19	15	15	8	3	9	11	8	5	12	4	7	18	12	2	2	9	17	0	4	11	8	15	10	6	9	5	5	7	6	4	6	14	12	8	2	2	0	1					
		1.14%	1.70%	1.38%	2.13%	0.86%	1.28%	0.52%	1.00%	1.08%	1.47%	1.46%	1.32%	0.44%	2.61%	1.23%	1.25%	0.95%	1.61%	1.22%	1.24%	0.86%	0.35%	1.14%	1.09%	1.35%	0.81%	1.35%	0.51%	0.87%	1.51%	1.11%	0.83%	0.24%	1.23%	2.75%	0.0%	0.80%	1.42%	0.84%	1.32%	1.49%	0.51%	0.93%	0.73%	0.80%	1.68%	0.71%	0.53%	1.58%	1.52%	1.72%	1.22%	0.43%	2.08%	0.0%	0.48%					
30	"13. ""Демократическая партия России"""	82	4	0	1	1	2	0	1	3	2	1	0	2	0	1	0	4	3	2	2	1	0	1	1	1	1	1	0	4	3	2	0	1	2	2	1	1	0	2	3	1	2	4	4	1	3	1	1	4	2	0	1	1	0	0	1					
		0.19%	0.68%	0.0%	0.21%	0.21%	0.25%	0.0%	0.16%	0.36%	0.16%	0.14%	0.0%	0.29%	0.0%	0.10%	0.0%	0.29%	0.25%	0.16%	0.16%	0.10%	0.0%	0.12%	0.09%	0.16%	0.16%	0.11%	0.0%	0.50%	0.25%	0.18%	0.0%	0.12%	0.27%	0.32%	1.01%	0.20%	0.0%	0.21%	0.26%	0.14%	0.17%	0.41%	0.58%	0.16%	0.72%	0.11%	0.13%	1.05%	0.21%	0.0%	0.15%	0.21%	0.0%	0.0%	0.48%					
31	"14. ""Великая Россия - Евразийский Союз"""	61	0	0	0	1	2	2	2	1	2	2	2	1	1	1	4	1	0	0	1	0	1	1	1	4	0	3	0	2	1	2	0	2	0	0	0	2	1	1	1	2	3	3	0	3	0	0	0	2	0	0	0	3	0	0	0					
		0.14%	0.0%	0.0%	0.0%	0.21%	0.25%	0.26%	0.33%	0.12%	0.16%	0.29%	0.20%	0.14%	0.17%	0.10%	0.33%	0.07%	0.0%	0.0%	0.08%	0.0%	0.11%	0.12%	0.09%	0.67%	0.0%	0.33%	0.0%	0.25%	0.08%	0.18%	0.0%	0.24%	0.0%	0.0%	0.0%	0.40%	0.12%	0.10%	0.08%	0.29%	0.25%	0.31%	0.0%	0.48%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	190	1	0	1	3	4	1	3	7	6	4	6	2	1	3	11	8	0	1	2	2	6	2	8	7	0	8	3	6	5	1	0	1	1	3	0	0	3	1	5	0	4	1	3	2	0	15	0	5	15	5	4	8	1	0	1					
		0.46%	0.17%	0.0%	0.21%	0.64%	0.51%	0.13%	0.50%	0.84%	0.49%	0.58%	0.60%	0.29%	0.17%	0.30%	0.91%	0.58%	0.0%	0.08%	0.16%	0.21%	0.70%	0.25%	0.79%	1.18%	0.0%	0.90%	0.38%	0.75%	0.42%	0.09%	0.0%	0.12%	0.13%	0.48%	0.0%	0.0%	0.38%	0.10%	0.44%	0.0%	0.34%	0.10%	0.44%	0.32%	0.0%	1.77%	0.0%	1.32%	1.63%	0.72%	0.61%	1.73%	1.04%	0.0%	0.48%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5304	63	66	50	75	115	104	86	133	176	78	183	89	82	126	164	197	140	189	186	130	112	101	150	57	58	119	107	95	136	108	23	65	72	65	14	62	105	146	128	68	145	112	92	96	58	101	70	22	142	85	91	43	10	8	6					
		12.87%	10.73%	13.04%	10.66%	16.16%	14.80%	13.64%	14.45%	15.96%	14.39%	11.45%	18.59%	13.14%	14.28%	12.93%	13.68%	14.52%	11.88%	15.42%	15.47%	14.09%	13.20%	12.84%	14.92%	9.62%	9.49%	13.40%	13.64%	11.88%	11.43%	10.06%	9.62%	7.92%	9.90%	10.55%	14.14%	12.52%	13.61%	15.33%	11.34%	10.16%	12.37%	11.59%	13.50%	15.53%	13.97%	11.98%	9.28%	5.82%	15.45%	12.24%	13.97%	9.34%	10.41%	13.55%	2.91%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	64	1	3	2	1	1	2	1	2	1	1	1	1	0	2	0	2	0	0	2	0	2	1	0	0	3	2	1	0	1	2	1	1	2	0	0	1	1	1	3	0	2	1	1	2	2	1	1	2	0	0	2	0	1	0	4					
		0.15%	0.17%	0.59%	0.42%	0.21%	0.12%	0.26%	0.16%	0.24%	0.08%	0.14%	0.10%	0.14%	0.0%	0.20%	0.0%	0.14%	0.0%	0.0%	0.16%	0.0%	0.23%	0.12%	0.0%	0.0%	0.49%	0.22%	0.12%	0.0%	0.08%	0.18%	0.41%	0.12%	0.27%	0.0%	0.0%	0.20%	0.12%	0.10%	0.26%	0.0%	0.17%	0.10%	0.14%	0.32%	0.48%	0.11%	0.13%	0.52%	0.0%	0.0%	0.30%	0.0%	1.04%	0.0%	1.94%					
35	"18. ""ЛДПР"""	5540	89	81	92	46	70	61	76	80	151	87	133	92	71	141	115	164	161	150	183	137	128	104	118	85	84	124	84	108	183	180	45	158	111	85	12	69	90	113	128	56	151	124	98	97	48	137	107	20	120	105	96	101	6	5	80					
		13.44%	15.16%	16.00%	19.61%	9.91%	9.00%	8.00%	12.77%	9.60%	12.34%	12.77%	13.51%	13.58%	12.36%	14.47%	9.59%	12.09%	13.66%	12.24%	15.22%	14.85%	15.09%	13.23%	11.74%	14.35%	13.74%	13.96%	10.71%	13.51%	15.39%	16.77%	18.82%	19.26%	15.26%	13.79%	12.12%	13.93%	11.67%	11.86%	11.34%	8.37%	12.88%	12.83%	14.39%	15.69%	11.56%	16.25%	14.19%	5.29%	13.05%	15.12%	14.74%	21.95%	6.25%	8.47%	38.83%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	626	7	6	7	4	8	19	8	17	18	10	10	11	8	15	25	21	18	19	18	5	15	15	13	8	7	22	14	16	20	19	1	15	11	6	1	5	17	16	17	11	13	8	8	8	3	18	18	3	7	15	9	8	2	2	1					
		1.51%	1.19%	1.18%	1.49%	0.86%	1.02%	2.49%	1.34%	2.04%	1.47%	1.46%	1.01%	1.62%	1.39%	1.54%	2.08%	1.54%	1.52%	1.55%	1.49%	0.54%	1.76%	1.90%	1.29%	1.35%	1.14%	2.47%	1.78%	2.00%	1.68%	1.77%	0.41%	1.82%	1.51%	0.97%	1.01%	1.01%	2.20%	1.68%	1.50%	1.64%	1.10%	0.82%	1.17%	1.29%	0.72%	2.13%	2.38%	0.79%	0.76%	2.16%	1.38%	1.73%	2.08%	3.38%	0.48%					
37	"20. ""Политическая партия ""Единая Россия"""	9465	139	137	89	129	211	176	103	194	282	175	229	136	142	237	242	295	265	284	286	210	199	164	232	133	151	162	160	187	269	259	63	169	152	161	18	99	167	176	252	172	280	214	164	129	102	203	175	139	221	157	175	113	31	14	42					
		22.97%	23.67%	27.07%	18.97%	27.80%	27.15%	23.09%	17.31%	23.28%	23.05%	25.69%	23.27%	20.08%	24.73%	24.33%	20.20%	21.75%	22.49%	23.18%	23.79%	22.77%	23.46%	20.86%	23.08%	22.46%	24.71%	18.24%	20.40%	23.40%	22.62%	24.13%	26.35%	20.60%	20.90%	26.13%	18.18%	20.0%	21.66%	18.48%	22.34%	25.71%	23.89%	22.15%	24.08%	20.87%	24.57%	24.08%	23.20%	36.77%	24.04%	22.62%	26.88%	24.56%	32.29%	23.72%	20.38%					
38	"21. ""Российская Конституционно-демократическая партия"""	62	0	2	0	1	0	1	1	1	1	2	0	1	2	3	2	0	5	0	1	3	1	3	4	1	2	1	0	0	2	0	0	1	1	1	0	2	1	0	1	2	3	4	0	0	0	0	0	1	1	0	0	1	2	0	1					
		0.15%	0.0%	0.39%	0.0%	0.21%	0.0%	0.13%	0.16%	0.12%	0.08%	0.29%	0.0%	0.14%	0.34%	0.30%	0.16%	0.0%	0.42%	0.0%	0.08%	0.32%	0.11%	0.38%	0.39%	0.16%	0.32%	0.11%	0.0%	0.0%	0.16%	0.0%	0.0%	0.12%	0.13%	0.16%	0.0%	0.40%	0.12%	0.0%	0.08%	0.29%	0.25%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.10%	0.0%	0.0%	0.21%	2.08%	0.0%	0.48%					
39	"22. ""Развитие предпринимательства"""	117	0	0	1	3	5	1	1	2	7	0	1	5	3	3	4	2	4	3	6	2	3	3	0	0	0	2	1	2	7	4	0	2	1	4	0	1	1	1	5	2	4	2	0	1	2	3	0	1	5	1	2	3	0	0	1					
		0.28%	0.0%	0.0%	0.21%	0.64%	0.64%	0.13%	0.16%	0.24%	0.57%	0.0%	0.10%	0.73%	0.52%	0.30%	0.33%	0.14%	0.33%	0.24%	0.49%	0.21%	0.35%	0.38%	0.0%	0.0%	0.0%	0.22%	0.12%	0.25%	0.58%	0.37%	0.0%	0.24%	0.13%	0.64%	0.0%	0.20%	0.12%	0.10%	0.44%	0.29%	0.34%	0.20%	0.0%	0.16%	0.48%	0.35%	0.0%	0.26%	0.54%	0.14%	0.30%	0.65%	0.0%	0.0%	0.48%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8948	144	97	103	91	152	175	169	213	285	145	210	149	131	207	328	335	279	260	210	201	185	151	211	128	148	184	231	173	262	233	49	178	160	133	26	125	151	222	251	143	257	193	122	110	102	177	191	61	150	115	128	70	25	10	9					
		21.72%	24.53%	19.16%	21.96%	19.61%	19.56%	22.96%	28.40%	25.57%	23.30%	21.29%	21.34%	22.00%	22.82%	21.25%	27.37%	24.70%	23.68%	21.22%	17.47%	21.80%	21.81%	19.21%	20.99%	21.62%	24.22%	20.72%	29.46%	21.65%	22.03%	21.71%	20.50%	21.70%	22.00%	21.59%	26.26%	25.25%	19.58%	23.31%	22.25%	21.37%	21.92%	19.97%	17.91%	17.79%	24.57%	20.99%	25.33%	16.13%	16.32%	16.57%	19.66%	15.21%	26.04%	16.94%	4.36%					
																																																														
41	Против всех	2364	20	22	23	14	41	32	20	34	70	38	66	37	37	49	83	82	77	84	81	53	47	55	61	42	27	72	45	55	70	42	14	48	42	42	6	25	66	56	78	37	49	49	36	33	19	60	26	15	50	51	26	28	5	2	22					
		5.73%	3.40%	4.34%	4.90%	3.01%	5.27%	4.19%	3.36%	4.08%	5.72%	5.58%	6.70%	5.46%	6.44%	5.03%	6.92%	6.04%	6.53%	6.85%	6.73%	5.74%	5.54%	6.99%	6.06%	7.09%	4.41%	8.10%	5.73%	6.88%	5.88%	3.91%	5.85%	5.85%	5.77%	6.81%	6.06%	5.05%	8.56%	5.88%	6.91%	5.53%	4.18%	5.07%	5.28%	5.33%	4.57%	7.11%	3.44%	3.96%	5.44%	7.34%	3.99%	6.08%	5.20%	3.38%	10.67%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
