Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Ржаксинская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596									
14	Число погашенных неиспользованных открепительных удостоверений	181	8	13	10	9	2	4	5	5	3	4	4	4	5	8	5	5	9	9	5	0	5	5	4	5	9	4	10	10	3	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	4	1	2	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	2	1	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	417	51	40	38	27	11	1	2	58	8	13	2	4	2	12	9	1	11	12	1	14	15	12	2	1	11	5	21	19	8	6	0									
		5.77%	8.72%	7.59%	7.62%	8.85%	7.28%	0.92%	0.77%	21.01%	5.30%	11.40%	2.11%	3.42%	2.47%	5.66%	8.41%	0.75%	5.29%	5.71%	1.10%	3.26%	4.53%	4.41%	0.84%	0.93%	4.58%	4.27%	6.77%	3.73%	3.92%	5.56%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	183	22	16	20	11	0	2	6	4	4	5	3	4	3	7	1	4	6	4	1	7	6	10	1	4	8	1	12	2	7	2	0									
		2.53%	3.76%	3.04%	4.01%	3.61%	0.00%	1.83%	2.30%	1.45%	2.65%	4.39%	3.16%	3.42%	3.70%	3.30%	0.93%	2.99%	2.88%	1.90%	1.10%	1.63%	1.81%	3.68%	0.42%	3.70%	3.33%	0.85%	3.87%	0.39%	3.43%	1.85%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	105	10	6	11	7	2	3	1	2	1	2	0	2	0	0	4	3	6	5	0	6	5	3	0	3	4	3	4	10	1	1	0									
		1.45%	1.71%	1.14%	2.20%	2.30%	1.32%	2.75%	0.38%	0.72%	0.66%	1.75%	0.00%	1.71%	0.00%	0.00%	3.74%	2.24%	2.88%	2.38%	0.00%	1.40%	1.51%	1.10%	0.00%	2.78%	1.67%	2.56%	1.29%	1.96%	0.49%	0.93%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4237	263	301	232	169	99	73	207	138	93	58	58	77	47	116	58	96	99	119	63	241	201	163	210	74	138	56	159	335	113	83	98									
		58.66%	44.96%	57.12%	46.49%	55.41%	65.56%	66.97%	79.31%	50.00%	61.59%	50.88%	61.05%	65.81%	58.02%	54.72%	54.21%	71.64%	47.60%	56.67%	69.23%	56.05%	60.73%	59.93%	87.87%	68.52%	57.50%	47.86%	51.29%	65.82%	55.39%	76.85%	80.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	2	0	4	1	1	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	2	1	0	0									
		0.25%	0.34%	0.00%	0.80%	0.33%	0.66%	0.92%	0.00%	0.00%	0.66%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.39%	0.49%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	2	0	1	0	0									
		0.12%	0.00%	0.00%	0.20%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.93%	0.00%	0.00%	0.65%	0.00%	0.49%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	806	90	50	70	35	18	15	13	30	13	16	15	5	15	34	8	12	28	26	8	69	28	22	12	9	34	14	57	36	18	2	4									
		11.16%	15.38%	9.49%	14.03%	11.48%	11.92%	13.76%	4.98%	10.87%	8.61%	14.04%	15.79%	4.27%	18.52%	16.04%	7.48%	8.96%	13.46%	12.38%	8.79%	16.05%	8.46%	8.09%	5.02%	8.33%	14.17%	11.97%	18.39%	7.07%	8.82%	1.85%	3.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	3	2	4	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	0									
		0.32%	0.51%	0.38%	0.80%	1.31%	0.00%	0.00%	0.00%	0.72%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	3	3	3	3	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	1	0	2	2	2	0	2	1	0	0									
		0.39%	0.51%	0.57%	0.60%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.93%	0.00%	0.48%	0.00%	0.00%	0.47%	0.30%	0.37%	0.00%	1.85%	0.83%	1.71%	0.00%	0.39%	0.49%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	2	1	1	0	0	0	1	2	0	0	1	0	1	0									
		0.19%	0.00%	0.00%	0.20%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	1.87%	0.00%	0.00%	0.95%	1.10%	0.23%	0.00%	0.00%	0.00%	0.93%	0.83%	0.00%	0.00%	0.20%	0.00%	0.93%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	4	3	2	2	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	3	0	2	0	0	0	1	2	0	0	1									
		0.35%	0.68%	0.57%	0.40%	0.66%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	2.11%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.91%	0.00%	0.84%	0.00%	0.00%	0.00%	0.32%	0.39%	0.00%	0.00%	0.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	922	100	73	88	34	13	8	19	26	25	11	14	18	6	28	14	15	30	25	11	64	45	30	8	8	33	20	35	69	31	3	18									
		12.76%	17.09%	13.85%	17.64%	11.15%	8.61%	7.34%	7.28%	9.42%	16.56%	9.65%	14.74%	15.38%	7.41%	13.21%	13.08%	11.19%	14.42%	11.90%	12.09%	14.88%	13.60%	11.03%	3.35%	7.41%	13.75%	17.09%	11.29%	13.56%	15.20%	2.78%	14.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	2	1	1	0	1	0	2	1	0	0	0	1	1	0	1	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0									
		0.22%	0.34%	0.19%	0.20%	0.00%	0.66%	0.00%	0.77%	0.36%	0.00%	0.00%	0.00%	0.85%	1.23%	0.00%	0.93%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	275	11	11	18	7	5	3	7	9	4	5	1	3	3	6	6	3	21	10	6	14	18	16	4	3	6	12	12	20	21	9	1									
		3.81%	1.88%	2.09%	3.61%	2.30%	3.31%	2.75%	2.68%	3.26%	2.65%	4.39%	1.05%	2.56%	3.70%	2.83%	5.61%	2.24%	10.10%	4.76%	6.59%	3.26%	5.44%	5.88%	1.67%	2.78%	2.50%	10.26%	3.87%	3.93%	10.29%	8.33%	0.82%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
